depth1	depth2	age_unc
314.57	1399.381	40
322.43	1419.08	40
339.14	1458.68	40
344.97	1470.64	40
349.66	1479.711	40
352.45	1485.084	40
369.5049909	1506.13	40
371.46	1508.049	40
384.93	1522.22	40
388.27	1527.32	40
388.99	1529.03	40
389.63	1530.4940000000001	40
390.31	1531.81	40
394.31	1538.352	40
402.25	1555.516	40
406.4	1564.5	40
419.62	1595.04	40
424.34	1605.0040000000001	40
425.66	1606.517	40
429.97	1611.97	40
441.82	1625.57	40
457.02	1642.661	40
459.74	1645.86	40
466.98	1653.93	40
470.87	1657.95	40
482.85	1671.35	40
485.93	1675.23	40
488.79	1679.65	40
491.69	1684.3	40
496.84	1692.28	40
503.93	1706.1	40
505.79	1710.06	40
511.4	1721.322	40
515.14	1728.59	40
528.65	1751.03	40
542.01	1770.805	40
550.82	1784.44	40
557.82	1795.42	40
559.708053097345	1797.64	40
562.96	1801.9	40
565.86	1805.58	40
572.46	1814.63	40
572.75	1814.919	40
579.71	1824.01	40
582.17	1827.205	40
583.68	1829.14	40
585.87	1831.59	40
590.34	1837.38	40
592.29	1840.25	40
593.97	1842.48	40
594.9	1843.683	40
602.98	1855.0	40
611.23	1869.52	40
618.05	1877.95	40
619.782267428027	1880.0	40
626.30515108256	1892.34	40
635.89	1902.87	40
636.3952726	1903.45	40
643.53	1910.98	40
646.95	1915.58	40
659.48	1931.08	40
666.29	1939.54	40
671.04	1949.6	40
681.01	1962.25	40
682.43	1963.76	40
694.54	1982.33	40
701.01	1989.9	40
706.27	2000.22	40
711.59	2009.39	40
714.22	2012.94	40
716.768	2016.41	40
718.91	2018.48	40
721.68	2022.25	40
729.35	2032.52	40
733.04	2038.06	40
735.39	2042.284	40
744.19	2061.99	40
746.51	2067.37	40
750.0	2072.476	40
767.61	2089.08	40
772.69	2094.1330000000003	40
776.242308626974	2100.03	40
788.98	2116.181	40
792.08	2121.857	40
801.0	2132.213	40
802.14	2133.26	40
803.87	2135.12	40
808.42	2142.37	40
814.12	2151.8	40
817.37	2156.53	40
818.28	2157.88	40
831.48	2173.9	40
834.28	2177.99	40
837.4	2182.77	40
843.07	2191.98	40
847.01	2199.2	40
847.98	2201.554	40
849.55	2204.139	40
856.33	2217.638	40
861.08	2224.0	40
875.39	2237.22	40
887.43	2252.88	40
890.19	2257.55	40
900.03	2271.13	40
904.64	2277.65	40
912.5	2289.42	40
921.001	2302.75	40
923.92	2307.609	40
936.57	2329.1	40
942.07	2337.93	40
946.02	2344.6	40
947.92	2346.6	40
955.68	2352.78	40
958.14	2355.55	40
960.65	2357.412	40
962.83	2359.45	40
965.07	2362.28	40
968.54	2367.03	40
974.92	2373.41	40
978.99	2378.13	40
983.03	2382.65	40
983.54	2383.32	40
984.95	2385.24	40
988.59	2389.487	40
995.79	2399.05	40
997.31	2400.69	40
999.56	2403.591	40
1002.18	2405.91	40
1010.42	2415.95	40
1012.31	2417.46	40
1016.07	2421.724	40
1017.73	2422.824	40
1029.47	2430.41	40
1036.03	2434.96	40
1038.89	2437.142	40
1052.1	2445.9	40
1080.68	2469.74	40
1087.63	2475.109	40
1095.7	2481.763	40
1102.12	2487.42	40
1110.34	2494.16	40
1123.38	2505.21	40
1127.14	2509.193	40
1127.59	2509.477	40
1131.7	2513.05	40
1141.34	2524.44	40
1143.85	2528.014	40
1149.61	2536.117	40
1150.46	2536.699	40
1156.6	2540.94	40
1156.77	2541.11	40
1157.73	2541.71	40
1166.23	2547.221	40
1167.29	2548.01	40
1168.95	2550.058	40
1170.11	2551.446	40
1175.74	2558.84	40
1179.97	2564.7	40
1185.55	2572.63	40
1190.42	2578.98	40
1192.92	2581.106	40
1201.23	2587.6	40
1205.59	2590.92	40
1207.35	2592.5	40
1210.16	2595.62	40
1214.33	2600.85	40
1224.9	2612.55	40
1230.85	2619.18	40
1237.72	2626.65	40
1243.32	2633.45	40
1247.78	2638.4	40
1254.26	2645.8	40
1264.5	2656.952	40
1267.65	2660.251	40
1270.78	2663.843	40
1284.32	2678.97	40
1291.67	2687.3	40
1295.32	2689.38	40
1297.97	2691.24	40
1307.58	2696.93	40
1326.86	2708.47	40
1333.24	2713.08	40
1351.34	2733.48	40
1357.76	2744.16	40
1359.17	2746.62	40
1364.32	2752.34	40
1367.97	2756.92	40
1376.11	2767.18	40
1382.72	2775.1	40
1388.33	2780.54	40
1399.37	2793.06	40
1409.88	2806.74	40
1411.95	2808.97	40
1413.65	2811.08	40
1427.55	2824.95	40
1437.74	2834.66	40
1446.2	2843.71	40
1463.72	2861.48	40
1465.54	2863.2	40
1466.97	2864.73	40
1469.28	2866.68	40
1473.27	2870.35	40
1486.02	2883.8	40
1491.82	2890.42	40
1495.95	2893.94	40
1502.15	2898.54	40
1503.91	2899.95	40
1512.07	2905.02	40
1512.94	2905.6	40
1519.8	2911.63	40
1533.01	2924.25	40
1534.38	2925.54	40
1545.01	2936.19	40
1559.28	2946.48	40
1563.42	2949.88	40
