depth_top	depth_bot	duration	dur_unc
1795.555	1797.291	100	8.0
1797.291	1798.95	100	5.0
1798.95	1800.576	100	8.0
1800.576	1802.161	100	5.0
1802.161	1803.696	100	6.0
1803.696	1805.162	100	6.0
1805.162	1806.736	100	4.0
1806.736	1808.324	100	7.0
1808.324	1809.978	100	6.0
1809.978	1811.618	100	6.0
1811.618	1813.229	100	4.0
1813.229	1814.735	100	6.0
1814.735	1816.24	100	6.0
1816.24	1817.697	100	3.0
1817.697	1819.358	100	4.0
1819.358	1821.041	100	7.0
1821.041	1822.664	100	6.0
1822.664	1824.107	100	3.0
1824.107	1825.6	100	8.0
1825.6	1827.152	100	6.0
1827.152	1828.579	100	5.0
1828.579	1830.077	100	9.0
1830.077	1831.525	100	4.0
1831.525	1833.029	100	4.0
1833.029	1834.473	100	5.0
1834.473	1836.111	100	6.0
1836.111	1837.798	100	3.0
1837.798	1839.746	100	5.0
1839.746	1841.573	100	3.0
1841.573	1843.284	100	4.0
1843.284	1844.989	100	3.0
1844.989	1846.587	100	6.0
1846.587	1848.229	100	7.0
1848.229	1849.969	100	7.0
1849.969	1851.717	100	5.0
1851.717	1853.428	100	4.0
1853.428	1855.129	100	3.0
1855.129	1856.792	100	4.0
1856.792	1858.488	100	4.0
1858.488	1860.164	100	7.0
1860.164	1862.14	100	6.0
1862.14	1865.086	100	4.0
1865.086	1868.311	100	4.0
1868.311	1870.469	100	8.0
1870.469	1872.05	100	8.0
1872.05	1873.703	100	7.0
1873.703	1875.22	100	8.0
1875.22	1876.772	100	9.0
1876.772	1878.374	100	8.0
1878.374	1880.04	100	2.0
1880.04	1881.77	100	4.0
1881.77	1884.056	100	3.0
1884.056	1887.068	100	4.0
1887.068	1890.356	100	4.0
1890.356	1892.587	100	5.0
1892.587	1894.177	100	4.0
1894.177	1895.589	100	8.0
1895.589	1896.99	100	5.0
1896.99	1898.427	100	4.0
1898.427	1899.845	100	5.0
1899.845	1901.117	100	7.0
1901.117	1902.553	100	10.0
1902.553	1903.922	100	10.0
1903.922	1905.363	100	6.0
1905.363	1906.836	100	7.0
1906.836	1908.324	100	7.0
1908.324	1909.711	100	6.0
1909.711	1911.143	100	6.0
1911.143	1912.557	100	6.0
1912.557	1913.879	100	6.0
1913.879	1915.345	100	7.0
1915.345	1917.052	100	6.0
1917.052	1919.001	100	8.0
1919.001	1920.825	100	4.0
1920.825	1922.478	100	10.0
1922.478	1924.051	100	6.0
1924.051	1925.713	100	6.0
1925.713	1927.248	100	7.0
1927.248	1928.773	100	9.0
1928.773	1930.296	100	6.0
1930.296	1931.782	100	6.0
1931.782	1933.406	100	9.0
1933.406	1935.06	100	7.0
1935.06	1936.685	100	5.0
1936.685	1938.203	100	5.0
1938.203	1939.967	100	4.0
1939.967	1942.23	100	8.0
