0	0.999	0.01
1	0.999	0.01
2	0.999	0.01
3	0.999	0.01
4	0.999	0.01
5	0.999	0.01
6	0.999	0.01
7	0.999	0.01
8	0.998	0.01
9	0.998	0.01
10	0.998	0.01
11	0.998	0.01
12	0.998	0.01
13	0.997	0.01
14	0.997	0.01
15	0.997	0.01
16	0.996	0.01
17	0.996	0.01
18	0.996	0.01
19	0.996	0.01
20	0.995	0.01
21	0.995	0.01
22	0.995	0.01
23	0.994	0.01
24	0.994	0.01
25	0.994	0.01
26	0.994	0.01
27	0.993	0.01
28	0.993	0.01
29	0.993	0.01
30	0.992	0.01
31	0.992	0.01
32	0.992	0.01
33	0.992	0.01
34	0.991	0.01
35	0.991	0.01
36	0.991	0.01
37	0.991	0.01
38	0.99	0.01
39	0.99	0.01
40	0.99	0.01
41	0.989	0.01
42	0.989	0.01
43	0.989	0.01
44	0.989	0.01
45	0.988	0.01
46	0.988	0.01
47	0.988	0.01
48	0.987	0.01
49	0.987	0.01
50	0.987	0.01
51	0.987	0.01
52	0.986	0.01
53	0.986	0.01
54	0.986	0.01
55	0.985	0.01
56	0.985	0.01
57	0.985	0.01
58	0.985	0.01
59	0.984	0.01
60	0.984	0.01
61	0.984	0.01
62	0.983	0.01
63	0.983	0.01
64	0.983	0.01
65	0.983	0.01
66	0.982	0.01
67	0.982	0.01
68	0.982	0.01
69	0.981	0.01
70	0.981	0.01
71	0.981	0.01
72	0.98	0.01
73	0.98	0.01
74	0.98	0.01
75	0.979	0.01
76	0.979	0.01
77	0.979	0.01
78	0.978	0.01
79	0.978	0.01
80	0.978	0.01
81	0.977	0.01
82	0.977	0.01
83	0.976	0.01
84	0.976	0.01
85	0.976	0.01
86	0.975	0.01
87	0.975	0.01
88	0.975	0.01
89	0.974	0.01
90	0.974	0.01
91	0.974	0.01
92	0.973	0.01
93	0.973	0.01
94	0.973	0.01
95	0.972	0.01
96	0.972	0.01
97	0.971	0.01
98	0.971	0.01
99	0.971	0.01
100	0.97	0.01
101	0.97	0.01
102	0.97	0.01
103	0.969	0.01
104	0.969	0.01
105	0.968	0.01
106	0.968	0.01
107	0.968	0.01
108	0.967	0.01
109	0.967	0.01
110	0.967	0.01
111	0.966	0.01
112	0.966	0.01
113	0.965	0.01
114	0.965	0.01
115	0.964	0.01
116	0.964	0.01
117	0.964	0.01
118	0.964	0.01
119	0.963	0.01
120	0.963	0.01
121	0.962	0.01
122	0.962	0.01
123	0.962	0.01
124	0.961	0.01
125	0.961	0.01
126	0.961	0.01
127	0.96	0.01
128	0.96	0.01
129	0.96	0.01
130	0.959	0.01
131	0.959	0.01
132	0.959	0.01
133	0.958	0.01
134	0.958	0.01
135	0.958	0.01
136	0.957	0.01
137	0.957	0.01
138	0.957	0.01
139	0.956	0.01
140	0.956	0.01
141	0.956	0.01
142	0.955	0.01
143	0.955	0.01
144	0.955	0.01
145	0.954	0.01
146	0.954	0.01
147	0.954	0.01
148	0.953	0.01
149	0.953	0.01
150	0.953	0.01
151	0.952	0.01
152	0.952	0.01
153	0.952	0.01
154	0.951	0.01
155	0.951	0.01
156	0.951	0.01
157	0.95	0.01
158	0.95	0.01
159	0.949	0.01
160	0.949	0.01
161	0.949	0.01
162	0.948	0.01
163	0.948	0.01
164	0.948	0.01
165	0.947	0.01
166	0.947	0.01
167	0.947	0.01
168	0.946	0.01
169	0.946	0.01
170	0.945	0.01
171	0.945	0.01
172	0.945	0.01
173	0.944	0.01
174	0.944	0.01
175	0.944	0.01
176	0.944	0.01
177	0.943	0.01
178	0.943	0.01
179	0.943	0.01
180	0.942	0.01
181	0.941	0.01
182	0.941	0.01
183	0.941	0.01
184	0.94	0.01
185	0.94	0.01
186	0.94	0.01
187	0.94	0.01
188	0.94	0.01
189	0.939	0.01
190	0.939	0.01
191	0.939	0.01
192	0.938	0.01
193	0.938	0.01
194	0.938	0.01
195	0.938	0.01
196	0.937	0.01
197	0.937	0.01
198	0.937	0.01
199	0.936	0.01
200	0.936	0.01
201	0.935	0.01
202	0.935	0.01
203	0.934	0.01
204	0.934	0.01
205	0.934	0.01
206	0.933	0.01
207	0.933	0.01
208	0.932	0.01
209	0.931	0.01
210	0.931	0.01
211	0.931	0.01
212	0.931	0.01
213	0.93	0.01
214	0.93	0.01
215	0.93	0.01
216	0.93	0.01
217	0.929	0.01
218	0.929	0.01
219	0.929	0.01
220	0.928	0.01
221	0.928	0.01
222	0.928	0.01
223	0.928	0.01
224	0.927	0.01
225	0.927	0.01
226	0.927	0.01
227	0.926	0.01
228	0.926	0.01
229	0.926	0.01
230	0.926	0.01
231	0.925	0.01
232	0.925	0.01
233	0.925	0.01
234	0.925	0.01
235	0.924	0.01
236	0.924	0.01
237	0.924	0.01
238	0.924	0.01
239	0.923	0.01
240	0.923	0.01
241	0.923	0.01
242	0.923	0.01
243	0.922	0.01
244	0.922	0.01
245	0.922	0.01
246	0.922	0.01
247	0.921	0.01
248	0.921	0.01
249	0.921	0.01
250	0.921	0.01
251	0.921	0.01
252	0.92	0.01
253	0.92	0.01
254	0.92	0.01
255	0.92	0.01
256	0.92	0.01
257	0.92	0.01
258	0.919	0.01
259	0.92	0.01
260	0.919	0.01
261	0.919	0.01
262	0.918	0.01
263	0.918	0.01
264	0.918	0.01
265	0.917	0.01
266	0.917	0.01
267	0.917	0.01
268	0.917	0.01
269	0.916	0.01
270	0.916	0.01
271	0.916	0.01
272	0.916	0.01
273	0.915	0.01
274	0.915	0.01
275	0.915	0.01
276	0.915	0.01
277	0.915	0.01
278	0.914	0.01
279	0.914	0.01
280	0.914	0.01
281	0.913	0.01
282	0.913	0.01
283	0.913	0.01
284	0.912	0.01
285	0.912	0.01
286	0.912	0.01
287	0.912	0.01
288	0.912	0.01
289	0.911	0.01
290	0.911	0.01
291	0.911	0.01
292	0.911	0.01
293	0.911	0.01
294	0.91	0.01
295	0.91	0.01
296	0.91	0.01
297	0.91	0.01
298	0.91	0.01
299	0.91	0.01
300	0.909	0.01
301	0.909	0.01
302	0.909	0.01
303	0.909	0.01
304	0.908	0.01
305	0.908	0.01
306	0.908	0.01
307	0.908	0.01
308	0.907	0.01
309	0.907	0.01
310	0.907	0.01
311	0.907	0.01
