#depth	age	sigma_age	air_age	sigma_air_age	deporate	sigma_deporate	thinning	sigma_thinning	LID	sigma_LID	delta_depth	sigma_delta_depth	deporate_model	sigma_deporate_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
0.000000000000000000e+00	-5.000000000000000000e+01	4.999999703159119235e+00	nan	nan	6.936616023374322926e-02	4.679238880672742691e-03	1.203201333084486846e+00	8.400843328425424694e-01	nan	nan	nan	nan	8.488786399999999344e-02	2.000000000000000111e-01	1.070000000000000062e+00	5.000000000000000278e-02	1.165732828000000012e+02	5.000000000000000000e-01	2.163137905257136173e-01	1.413458022691579385e-01	nan	nan
1.000000000000000000e+00	-4.537708623398595620e+01	5.841651947063684958e+00	nan	nan	6.984342958600629758e-02	4.544785269211029308e-03	1.090501703139877598e+00	1.229251039566947173e-01	nan	nan	nan	nan	8.488786399999999344e-02	2.000000000000000111e-01	1.070000000000000062e+00	5.000000000000000278e-02	1.165732828000000012e+02	5.000000000000000000e-01	1.932229395289419560e-01	1.573112303623566341e-02	nan	nan
2.000000000000000000e+00	-4.020171729260715665e+01	6.041500681932292061e+00	nan	nan	7.033433798514077129e-02	4.406677497958473404e-03	1.075116800008381501e+00	3.044142689907593582e-02	nan	nan	nan	nan	8.488786400000000731e-02	2.000000000000000111e-01	1.070000000000000062e+00	5.000000000000000971e-02	1.165732828000000012e+02	5.000000000000000000e-01	1.878304234646132331e-01	8.788318885360028171e-03	nan	nan
3.000000000000000000e+00	-3.487776613733332454e+01	6.015270620751151931e+00	nan	nan	7.083920096672906286e-02	4.265017619501537162e-03	1.075113997556260470e+00	3.044791630410194350e-02	nan	nan	nan	nan	8.488786399999997956e-02	2.000000000000000111e-01	1.070000000000000062e+00	5.000000000000000971e-02	1.165732828000000012e+02	5.000000000000000000e-01	1.852830310811880987e-01	8.167769685873186442e-03	nan	nan
4.000000000000000000e+00	-2.948061781692499039e+01	5.999748344857583682e+00	nan	nan	7.135833835262545000e-02	4.119980676296142869e-03	1.075111079896230670e+00	3.044789374505894181e-02	nan	nan	nan	nan	8.488786399999997956e-02	2.000000000000000389e-01	1.070000000000000062e+00	5.000000000000000278e-02	1.165732828000000012e+02	5.000000000000000000e-01	1.828518935556555092e-01	7.555313880339812466e-03	nan	nan
5.000000000000000000e+00	-2.401171082036919557e+01	5.993700621738150325e+00	nan	nan	7.189207422877573472e-02	3.971804783538662557e-03	1.075108082748845062e+00	3.045012890106262374e-02	nan	nan	nan	nan	8.488786400000003507e-02	2.000000000000000389e-01	1.070000000000000062e+00	5.000000000000000278e-02	1.165732828000000012e+02	5.000000000000000000e-01	1.805338126671198196e-01	6.951212016828136123e-03	nan	nan
6.000000000000000000e+00	-1.847258224812846095e+01	5.995783430501474776e+00	nan	nan	7.244073692393558639e-02	3.820823748995597850e-03	1.075105025391819735e+00	3.045973652535595780e-02	nan	nan	nan	nan	8.488786399999992405e-02	2.000000000000000389e-01	1.070000000000000062e+00	5.000000000000000971e-02	1.165732828000000012e+02	5.000000000000000000e-01	1.783257157255409564e-01	6.355579626278883010e-03	nan	nan
7.000000000000000000e+00	-1.286486607589063880e+01	6.004599093953842726e+00	nan	nan	7.300465898962477107e-02	3.667498708306691016e-03	1.075101819827500194e+00	3.045882348315948410e-02	nan	nan	nan	nan	8.488786400000003507e-02	2.000000000000000389e-01	1.070000000000000062e+00	5.000000000000000971e-02	1.165732828000000012e+02	5.000000000000000000e-01	1.762246366839951561e-01	5.765557112079395391e-03	nan	nan
8.000000000000000000e+00	-7.190290608935960393e+00	6.018704531239115418e+00	nan	nan	7.358417718165477517e-02	3.512438453754862348e-03	1.075098558152065564e+00	3.046816355786445552e-02	nan	nan	nan	nan	8.488786400000003507e-02	2.000000000000000389e-01	1.070000000000000062e+00	5.000000000000000971e-02	1.165732828000000012e+02	5.000000000000000000e-01	1.742277596709778942e-01	5.183623806457792957e-03	nan	nan
9.000000000000000000e+00	-1.450677117443788688e+00	6.036667027835214583e+00	nan	nan	7.417963244357601849e-02	3.356471717877639038e-03	1.075095185325023239e+00	3.047326179589305781e-02	nan	nan	nan	nan	8.488786399999992405e-02	2.000000000000000389e-01	1.070000000000000062e+00	5.000000000000000971e-02	1.165732828000000012e+02	5.000000000000000000e-01	1.723323609523215172e-01	4.607813087312884887e-03	nan	nan
