depth,ecm
1346.41,1.409644
1346.42,1.341555
1346.43,1.371253
1346.44,1.442152
1346.45,1.571171
1346.46,1.451979
1346.47,1.688641
1346.48,1.863497
1346.49,2.014618
1346.5,1.815472
1346.51,2.000606
1346.52,1.884997
1346.53,1.937236
1346.54,1.609978
1346.55,1.791574
1346.56,0.894112
1346.57,1.524092
1346.58,1.302051
1346.59,1.179038
1346.6,1.143219
1346.61,1.244042
1346.62,1.457514
1346.63,1.421425
1346.64,1.41023
1346.65,1.238983
1346.66,1.345601
1346.67,1.613168
1346.68,1.678601
1346.69,1.816425
1346.7,1.783242
1346.71,1.894433
1346.72,0.918072
1346.73,1.308836
1346.74,1.333447
1346.75,1.609945
1346.76,1.696054
1346.77,1.852998
1346.78,1.73262
1346.79,1.886925
1346.8,1.732441
1346.81,1.910635
1346.82,1.66012
1346.83,1.790069
1346.84,1.418649
1346.85,1.571118
1346.86,1.348526
1346.87,1.684513
1346.88,1.510816
1346.89,1.721635
1346.9,1.530123
1346.91,1.558839
1346.92,0.964799
1346.93,0.288365
1346.94,0.878654
1346.95,0.97687
1346.96,1.185204
1346.97,1.010688
1346.98,1.036686
1346.99,0.979165
1347.0,0.906384
1347.01,0.744655
1347.02,0.667877
1347.03,1.0669
1347.04,1.223819
1347.05,1.321295
1347.06,1.34694
1347.07,0.988678
1347.08,0.543053
1347.09,1.075855
1347.1,1.373251
1347.11,1.49188
1347.12,1.540222
1347.13,1.561087
1347.14,1.308811
1347.15,1.299591
1347.16,1.355218
1347.17,1.352469
1347.18,1.379296
1347.19,1.694112
1347.2,1.669205
1347.21,1.730356
1347.22,1.826401
1347.23,2.104076
1347.24,2.18107
1347.25,2.024526
1347.26,2.008022
1347.27,2.100468
1347.28,2.197429
1347.29,1.901706
1347.3,1.821424
1347.31,1.913288
1347.32,1.671904
1347.33,1.384277
1347.34,1.214611
1347.35,1.192533
1347.36,1.473862
1347.37,1.47636
1347.38,1.63615
1347.39,1.714825
1347.4,1.60867
1347.41,1.691842
1347.42,1.604223
1347.43,1.704579
1347.44,1.324463
1347.45,1.509285
1347.46,1.322953
1347.47,1.317492
1347.48,1.45281
1347.49,1.386217
1347.5,1.251048
1347.51,1.513492
1347.52,1.579396
1347.53,1.787107
1347.54,1.656826
1347.55,1.94822
1347.56,2.193546
1347.57,2.257066
1347.58,2.281969
1347.59,1.97777
1347.6,1.820709
1347.61,1.867712
1347.62,2.057493
1347.63,1.933461
1347.64,2.120758
1347.65,2.076601
1347.66,2.019767
1347.67,1.683157
1347.68,1.364228
1347.69,1.807533
1347.7,1.731114
1347.71,1.758213
1347.72,1.870934
1347.73,1.781555
1347.74,1.543796
1347.75,0.491294
1347.76,0.013097
1347.77,0.724508
1347.78,1.181954
1347.79,1.108895
1347.8,1.310855
1347.81,1.551413
1347.82,1.900709
1347.83,1.909178
1347.84,1.668775
1347.85,1.392536
1347.86,1.569113
1347.87,1.738683
1347.88,1.841716
1347.89,1.846714
1347.9,1.838057
1347.91,1.840333
1347.92,1.623159
1347.93,1.582645
1347.94,1.677885
1347.95,0.885995
1347.96,0.55529
1347.97,0.116284
1347.98,0.046999
1347.99,0.001106
1348.0,0.001554
1348.01,0.019822
1348.02,0.284873
1348.03,1.663658
1348.04,1.875117
1348.05,1.777559
1348.06,1.041226
1348.07,1.056133
1348.08,1.11032
1348.09,1.130321
1348.1,0.7767
1348.11,0.719354
1348.12,1.202071
1348.13,1.066314
1348.14,1.157447
1348.15,1.207468
1348.16,1.222578
1348.17,1.1275
1348.18,1.128114
1348.19,1.212241
1348.2,0.865854
1348.21,0.963501
1348.22,0.898279
1348.23,1.079822
1348.24,1.047719
1348.25,1.071733
1348.26,0.978981
1348.27,0.722298
1348.28,0.157465
1348.29,0.029702
1348.3,0.73471
1348.31,0.842029
1348.32,0.997296
1348.33,1.099811
1348.34,1.165218
1348.35,1.233811
1348.36,1.286239
1348.37,1.125801
1348.38,1.242672
1348.39,1.289742
1348.4,0.77235
1348.41,0.175238
1348.42,1.204077
1348.43,1.476851
1348.44,1.347349
1348.45,0.901335
1348.46,0.50986
1348.47,0.137198
1348.48,0.216351
1348.49,1.05689
1348.5,1.416
1348.51,1.649819
1348.52,1.658183
1348.53,1.376744
1348.54,1.326792
1348.55,1.247849
1348.56,1.384653
1348.57,1.206963
1348.58,0.934674
1348.59,0.915875
1348.6,1.100321
1348.61,1.167108
1348.62,1.046245
1348.63,0.677524
1348.64,0.968928
1348.65,1.204676
1348.66,0.917733
1348.67,0.943212
1348.68,0.879424
1348.69,1.040097
1348.7,1.20443
1348.71,1.233946
1348.72,1.291215
1348.73,1.202293
1348.74,1.156807
1348.75,1.076383
1348.76,1.054681
1348.77,1.049368
1348.78,1.034635
1348.79,1.07095
1348.8,1.202621
1348.81,1.335138
1348.82,1.24151
1348.83,1.398351
1348.84,1.444338
1348.85,1.128446
1348.86,1.474081
1348.87,1.5961
1348.88,1.823214
1348.89,1.85271
1348.9,2.076612
1348.91,1.886032
1348.92,2.040386
1348.93,2.05846
1348.94,2.042895
1348.95,2.032377
1348.96,1.808426
1348.97,1.893097
1348.98,1.938038
1348.99,1.820399
1349.0,1.478752
1349.01,1.521773
1349.02,1.679157
1349.03,1.550433
1349.04,1.471546
1349.05,1.427711
1349.06,1.264534
1349.07,1.169364
1349.08,1.006853
1349.09,1.132455
1349.1,1.246948
1349.11,1.417181
1349.12,1.322934
1349.13,0.884122
1349.14,1.594378
1349.15,1.707782
1349.16,1.126456
1349.17,1.161457
1349.18,1.276245
1349.19,1.533839
1349.2,1.648386
1349.21,1.60383
1349.22,1.51423
1349.23,1.667285
1349.24,1.791957
1349.25,1.826839
1349.26,1.84349
1349.27,1.501034
1349.28,1.466892
1349.29,1.413054
1349.3,1.297479
1349.31,1.38169
1349.32,1.640958
1349.33,1.559726
1349.34,1.562601
1349.35,1.66468
1349.36,1.61119
1349.37,1.527447
1349.38,1.77022
1349.39,1.695147
1349.4,1.834885
1349.41,1.929787
1349.42,1.883776
1349.43,1.343219
1349.44,1.817743
1349.45,1.81809
1349.46,1.874035
1349.47,1.810038
1349.48,1.848569
1349.49,1.865674
1349.5,1.973198
1349.51,1.886587
1349.52,1.767904
1349.53,1.819575
1349.54,1.941036
1349.55,1.980583
1349.56,2.067297
1349.57,1.97514
1349.58,1.857078
1349.59,1.784236
1349.6,1.612617
1349.61,1.588565
1349.62,1.377134
1349.63,1.414568
1349.64,1.422014
1349.65,1.444656
1349.66,1.654156
1349.67,1.590821
1349.68,1.302525
1349.69,1.252868
1349.7,1.145529
1349.71,1.648308
1349.72,1.674952
1349.73,1.648928
1349.74,1.826756
1349.75,2.055564
1349.76,1.77113
1349.77,1.561244
1349.78,1.756597
1349.79,1.822528
1349.8,1.886595
1349.81,1.68242
1349.82,1.589318
1349.83,1.42779
1349.84,1.40859
1349.85,1.423596
1349.86,1.331444
1349.87,1.485127
1349.88,1.540261
1349.89,1.582481
1349.9,1.787481
1349.91,1.337077
1349.92,1.652944
1349.93,1.86605
1349.94,1.937597
1349.95,1.871631
1349.96,1.777717
1349.97,1.777178
1349.98,1.598356
1349.99,1.653551
1350.0,1.368553
1350.01,1.293724
1350.02,1.633762
1350.03,1.688264
1350.04,1.801852
1350.05,1.719636
1350.06,1.946807
1350.07,1.84782
1350.08,2.024583
1350.09,1.735703
1350.1,1.622029
1350.11,1.383935
1350.12,1.284917
1350.13,1.440947
1350.14,1.464875
1350.15,1.4128
1350.16,1.446191
1350.17,1.697586
1350.18,1.652009
1350.19,1.554901
1350.2,1.608347
1350.21,0.830817
1350.22,0.96319
1350.23,1.406186
1350.24,1.145291
1350.25,1.407667
1350.26,1.512601
1350.27,1.641967
1350.28,1.590662
1350.29,0.747684
1350.3,1.162578
1350.31,1.321308
1350.32,1.370123
1350.33,1.497624
1350.34,1.695768
1350.35,1.508353
1350.36,1.510954
1350.37,1.35509
1350.38,1.215632
1350.39,1.12682
1350.4,1.124932
1350.41,1.056318
1350.42,1.145742
1350.43,1.153163
1350.44,1.183998
1350.45,1.047371
1350.46,1.078047
1350.47,0.402643
1350.48,0.761992
1350.49,0.7787
1350.5,0.879453
1350.51,1.102578
1350.52,1.27853
1350.53,1.492052
1350.54,1.630616
1350.55,1.633852
1350.56,1.74369
1350.57,1.763966
1350.58,1.734988
1350.59,1.433985
1350.6,1.756075
1350.61,1.64818
1350.62,1.705106
1350.63,1.359631
1350.64,0.712244
1350.65,1.638032
1350.66,1.618409
1350.67,1.477773
1350.68,1.613966
1350.69,1.451146
1350.7,1.318895
1350.71,0.77618
1350.72,0.576973
1350.73,0.939358
1350.74,1.099588
1350.75,1.149806
1350.76,1.000796
1350.77,0.962739
1350.78,0.508874
1350.79,0.685676
1350.8,0.571498
1350.81,0.211539
1350.82,0.133036
1350.83,0.641498
1350.84,0.708292
1350.85,0.483807
1350.86,0.7517
1350.87,0.736456
1350.88,0.770519
1350.89,0.70954
1350.9,0.22089
1350.91,0.445455
1350.92,0.722554
1350.93,0.682043
1350.94,0.609788
1350.95,0.822712
1350.96,0.203562
1350.97,0.134604
1350.98,0.228499
1350.99,0.595894
1351.0,0.683876
1351.01,0.662309
1351.02,0.723106
1351.03,0.716608
1351.04,0.721295
1351.05,0.649509
1351.06,0.634531
1351.07,0.601859
1351.08,0.886063
1351.09,0.884528
1351.1,1.043894
1351.11,1.088949
1351.12,1.095907
1351.13,1.12591
1351.14,1.142027
1351.15,1.272285
1351.16,1.340554
1351.17,1.110837
1351.18,0.974381
1351.19,1.070883
1351.2,0.908706
1351.21,0.759304
1351.22,0.779534
1351.23,0.693872
1351.24,0.643024
1351.25,0.310636
1351.26,0.651665
1351.27,0.418681
1351.28,0.211373
1351.29,0.138929
1351.3,0.523044
1351.31,0.555237
1351.32,0.608238
1351.33,0.433466
1351.34,0.758027
1351.35,1.427371
1351.36,1.453579
1351.37,0.368524
1351.38,0.092711
1351.39,0.041422
1351.4,0.017067
1351.41,0.148189
1351.42,0.82666
1351.43,1.314209
1351.44,1.442529
1351.45,1.675218
1351.46,1.742013
1351.47,1.79813
1351.48,1.450405
1351.49,1.693002
1351.5,1.705127
1351.51,1.708597
1351.52,1.029471
1351.53,0.37527
1351.54,0.784654
1351.55,1.55169
1351.56,1.406538
1351.57,1.114949
1351.58,1.562543
1351.59,1.846175
1351.6,1.802879
1351.61,1.991613
1351.62,1.814576
1351.63,2.155413
1351.64,2.257668
1351.65,1.346201
1351.66,0.71393
1351.67,1.942337
1351.68,1.883478
1351.69,1.677649
1351.7,1.503921
1351.71,1.640759
1351.72,0.877398
1351.73,1.243197
1351.74,1.370297
1351.75,1.622687
1351.76,1.724401
1351.77,1.833747
1351.78,1.958407
1351.79,1.320814
1351.8,0.324331
1351.81,0.809728
1351.82,1.447004
1351.83,1.747537
1351.84,1.671516
1351.85,1.463908
1351.86,1.441328
1351.87,1.607176
1351.88,1.36006
1351.89,1.759503
1351.9,1.655748
1351.91,1.977897
1351.92,1.875046
1351.93,1.96529
1351.94,1.768846
1351.95,1.848936
1351.96,1.94021
1351.97,1.701082
1351.98,1.58429
1351.99,1.686255
1352.0,1.837703
1352.01,1.9509
1352.02,1.917788
1352.03,1.870031
1352.04,1.902312
1352.05,2.113573
1352.06,1.980821
1352.07,1.950579
1352.08,1.851571
1352.09,1.925621
1352.1,1.802923
1352.11,1.784036
1352.12,1.800793
1352.13,1.576009
1352.14,0.816645
