2400.02	12.79418
2400.04	13.51826
2400.06	13.81874
2400.08	15.02595
2400.1	13.87184
2400.12	13.58931
2400.14	13.36486
2400.16	13.68724
2400.18	13.09328
2400.2	12.71883
2400.22	13.29387
2400.24	12.42993
2400.26	12.68558
2400.28	11.92195
2400.3	12.13894
2400.32	11.76226
2400.34	12.48026
2400.36	12.04294
2400.38	12.92099
2400.4	13.08667
2400.42	13.59399
2400.44	13.03203
2400.46	13.03789
2400.48	13.23932
2400.5	12.69545
2400.52	13.23339
2400.54	13.96074
2400.56	12.50898
2400.58	13.16413
2400.6	12.38165
2400.62	12.85865
2400.64	11.92924
2400.66	11.93895
2400.68	11.52703
2400.7	11.47431
2400.72	11.95626
2400.74	11.79047
2400.76	11.78514
2400.78	12.74089
2400.8	12.11287
2400.82	13.53033
2400.84	13.44493
2400.86	14.07442
2400.88	14.45953
2400.9	13.49397
2400.92	14.04039
2400.94	15.46126
2400.96	14.99615
2400.98	15.49485
2401	15.11129
2401.02	15.0362
2401.04	15.06127
2401.06	14.10607
2401.08	13.68665
2401.1	12.95581
2401.12	12.30203
2401.14	12.96419
2401.16	12.26116
2401.18	12.44582
2401.2	12.86773
2401.22	12.00337
2401.24	13.64592
2401.26	13.75923
2401.28	13.74013
2401.3	14.23001
2401.32	15.45437
2401.34	14.86094
2401.36	15.71946
2401.38	15.96303
2401.4	15.62113
2401.42	15.33988
2401.44	14.05669
2401.46	15.33253
2401.48	15.05602
2401.5	15.29627
2401.52	15.31054
2401.54	15.97876
2401.56	15.09013
2401.58	14.64015
2401.6	15.16624
2401.62	15.1036
2401.64	13.65193
2401.66	13.14121
2401.68	14.11848
2401.7	12.44224
2401.72	12.43117
2401.74	12.3978
2401.76	11.35346
2401.78	11.53851
2401.8	11.19608
2401.82	10.06054
2401.84	10.13286
2401.86	10.46146
2401.88	11.14986
2401.9	10.18388
2401.92	9.735332
2401.94	10.36888
2401.96	10.67787
2401.98	10.2566
2402	11.80898
2402.02	11.7722
2402.04	11.08463
2402.06	11.84065
2402.08	11.49728
2402.1	12.75249
2402.12	12.40232
2402.14	12.81929
2402.16	12.54851
2402.18	12.85184
2402.2	13.6285
2402.23	12.28693
2402.25	12.30532
2402.27	12.63826
2402.29	12.95799
2402.31	13.83847
2402.33	14.22038
2402.35	13.54816
2402.37	14.52726
2402.39	14.34874
2402.41	14.46817
2402.43	14.78824
2402.45	14.60052
2402.47	15.09668
2402.49	14.3638
2402.51	16.68531
2402.53	17.54532
2402.55	17.42413
2402.57	17.89849
2402.59	15.82018
2402.61	20.12964
2402.63	19.06225
2402.65	19.70726
2402.67	18.32872
2402.69	17.661
2402.71	16.82122
2402.73	14.87597
2402.75	15.58528
2402.77	16.28654
2402.79	15.23826
2402.81	15.52329
2402.83	15.20316
2402.85	16.37531
2402.87	15.14619
2402.89	13.66137
2402.91	13.47154
2402.93	12.81963
2402.95	11.8159
2402.97	12.58164
2402.99	11.72514
2403.01	12.58458
2403.03	11.75219
2403.05	11.19501
2403.07	10.88504
2403.09	10.76244
2403.11	11.31564
2403.13	10.9551
2403.15	11.15234
2403.17	11.61395
2403.19	11.20092
2403.21	12.13948
2403.23	13.19742
2403.25	13.77513
2403.27	13.1593
2403.29	13.56582
2403.31	13.40593
2403.33	12.56905
2403.35	12.16334
2403.37	11.42575
2403.39	12.45778
2403.41	11.09221
2403.43	11.06634
2403.45	11.10094
2403.47	11.13347
2403.49	11.4602
2403.51	11.18311
2403.53	11.56306
2403.55	11.66021
2403.57	12.62497
2403.59	12.94394
2403.61	13.48398
2403.63	16.09863
2403.65	16.27721
2403.67	18.47097
2403.69	19.21743
2403.71	18.82613
2403.73	18.63784
2403.75	21.25861
2403.77	19.15838
2403.79	15.81811
2403.81	13.97806
2403.83	12.63441
2403.85	13.67377
2403.87	13.61909
2403.89	13.47736
2403.91	13.80927
2403.93	14.57695
2403.95	15.09322
2403.97	16.21287
2403.99	16.95317
2404.01	16.44196
2404.03	15.85098
2404.05	17.10534
2404.07	16.20289
2404.09	14.96211
2404.11	15.43809
2404.13	17.27565
2404.15	15.67356
2404.17	15.42042
2404.19	14.43947
2404.21	12.73046
2404.23	13.14435
2404.25	12.91213
2404.27	14.54135
2404.29	14.06109
2404.31	14.98689
2404.33	15.61345
2404.35	14.17017
2404.37	14.27303
2404.39	15.63607
2404.41	13.37823
2404.43	12.82994
2404.45	12.95651
2404.47	12.52856
2404.49	12.99649
2404.51	12.18142
2404.53	12.44811
2404.55	13.15885
2404.57	13.53328
2404.59	12.72151
2404.61	12.32928
2404.64	13.85386
2404.66	12.61251
2404.68	13.74421
2404.7	14.74294
2404.72	15.83653
2404.74	14.62956
2404.76	13.97543
2404.78	13.85277
2404.8	13.64634
2404.82	12.83023
2404.84	13.74593
2404.86	13.648
2404.88	13.4798
2404.9	14.37405
2404.92	14.50148
2404.94	14.70033
2404.96	14.26144
2404.98	14.68491
2405	14.90645
2405.02	15.88503
2405.04	16.83955
2405.06	18.22068
2405.08	18.05476
2405.1	19.39878
2405.12	18.84539
2405.14	18.4656
2405.16	16.38906
2405.18	17.12169
2405.2	15.75688
2405.22	13.9785
2405.24	13.53088
2405.26	13.14344
2405.28	12.61964
2405.3	12.71962
2405.32	13.05066
2405.34	13.60946
2405.36	12.98344
2405.38	14.43432
2405.4	15.74389
2405.42	18.09292
2405.44	24.196
2405.46	25.89496
2405.48	24.85979
2405.5	21.47144
2405.52	17.83361
2405.54	17.38223
2405.56	17.64603
2405.58	17.89675
2405.6	16.7569
2405.62	15.87181
