depth	thinning	rel_unc
1077	0.5792	0.011584
1078	0.5788	0.011576
1079	0.5784	0.011568
1080	0.5781	0.011562
1081	0.5777	0.011554
1082	0.5774	0.011548000000000001
1083	0.577	0.01154
1084	0.5766	0.011532
1085	0.5763	0.011526000000000002
1086	0.5759	0.011517999999999999
1087	0.5755	0.011510000000000001
1088	0.5751	0.011501999999999998
1089	0.5747	0.011494
1090	0.5743	0.011486000000000001
1091	0.5739	0.011478
1092	0.5735	0.011470000000000001
1093	0.5731	0.011462000000000002
1094	0.5727	0.011454
1095	0.5723	0.011446000000000001
1096	0.5719	0.011438
1097	0.5715	0.011430000000000001
1098	0.5711	0.011422000000000002
1099	0.5706	0.011412
1100	0.5702	0.011404000000000001
1101	0.5697	0.011394
1102	0.5693	0.011386
1103	0.5689	0.011378
1104	0.5684	0.011368000000000001
1105	0.568	0.011359999999999999
1106	0.5675	0.01135
1107	0.5671	0.011342000000000001
1108	0.5666	0.011332
1109	0.5662	0.011324
1110	0.5657	0.011314
1111	0.5653	0.011306
1112	0.5649	0.011297999999999999
1113	0.5644	0.011288000000000001
1114	0.564	0.011279999999999998
1115	0.5635	0.01127
1116	0.5631	0.011262000000000001
1117	0.5627	0.011254
1118	0.5622	0.011244
1119	0.5618	0.011236
1120	0.5614	0.011228
1121	0.5609	0.011217999999999999
1122	0.5605	0.01121
1123	0.5601	0.011202000000000002
1124	0.5597	0.011193999999999999
1125	0.5592	0.011184000000000001
1126	0.5588	0.011176
1127	0.5584	0.011168
1128	0.558	0.011160000000000002
1129	0.5576	0.011152
1130	0.5572	0.011144000000000001
1131	0.5568	0.011136
1132	0.5564	0.011128
1133	0.5561	0.011122000000000002
1134	0.5557	0.011113999999999999
1135	0.5553	0.011106000000000001
1136	0.5549	0.011097999999999998
1137	0.5545	0.011090000000000001
1138	0.5541	0.011082000000000002
1139	0.5537	0.011073999999999999
1140	0.5534	0.011068
1141	0.553	0.01106
1142	0.5526	0.011052
1143	0.5522	0.011044
1144	0.5519	0.011038
1145	0.5515	0.01103
1146	0.5511	0.011022
1147	0.5508	0.011016
1148	0.5504	0.011008
1149	0.55	0.011000000000000001
1150	0.5496	0.010992
1151	0.5493	0.010986000000000001
1152	0.5489	0.010978000000000002
1153	0.5485	0.01097
1154	0.5481	0.010962000000000001
1155	0.5477	0.010954
1156	0.5474	0.010948
1157	0.547	0.010940000000000002
1158	0.5466	0.010931999999999999
1159	0.5462	0.010924000000000001
1160	0.5458	0.010915999999999999
1161	0.5454	0.010908
1162	0.545	0.010900000000000002
1163	0.5447	0.010894
1164	0.5443	0.010886
1165	0.5439	0.010878
1166	0.5435	0.01087
1167	0.5431	0.010862
1168	0.5427	0.010853999999999999
1169	0.5423	0.010846
1170	0.5419	0.010838
1171	0.5416	0.010832
1172	0.5412	0.010824
1173	0.5408	0.010816
1174	0.5404	0.010808
1175	0.54	0.0108
1176	0.5397	0.010794
1177	0.5393	0.010786
1178	0.5389	0.010778000000000001
1179	0.5385	0.01077
1180	0.5381	0.010762
1181	0.5377	0.010754
1182	0.5373	0.010746
1183	0.5369	0.010738000000000001
1184	0.5365	0.01073
1185	0.5361	0.010722
1186	0.5357	0.010714
1187	0.5353	0.010706
1188	0.5349	0.010698000000000001
1189	0.5345	0.01069
1190	0.534	0.01068
1191	0.5336	0.010672
1192	0.5332	0.010664
1193	0.5328	0.010656
1194	0.5323	0.010646000000000001
1195	0.5319	0.010638000000000002
1196	0.5315	0.010629999999999999
1197	0.531	0.010620000000000001
1198	0.5306	0.010612
1199	0.5302	0.010604
1200	0.5297	0.010594
1201	0.5293	0.010586
1202	0.5288	0.010576
1203	0.5284	0.010568
1204	0.528	0.01056
1205	0.5276	0.010551999999999999
1206	0.5271	0.010542000000000001
1207	0.5267	0.010534
1208	0.5263	0.010526
1209	0.5259	0.010518000000000001
1210	0.5255	0.01051
1211	0.5251	0.010502000000000001
1212	0.5247	0.010494000000000002
1213	0.5243	0.010486
1214	0.5239	0.010478000000000001
1215	0.5235	0.01047
1216	0.5231	0.010462
1217	0.5228	0.010456000000000002
1218	0.5224	0.010447999999999999
1219	0.522	0.010440000000000001
1220	0.5216	0.010431999999999999
1221	0.5213	0.010426
1222	0.5209	0.010418
1223	0.5206	0.010412
1224	0.5202	0.010404
1225	0.5198	0.010396
1226	0.5195	0.01039
1227	0.5191	0.010382
1228	0.5187	0.010374000000000001
1229	0.5184	0.010368
1230	0.518	0.010360000000000001
1231	0.5176	0.010351999999999998
1232	0.5172	0.010344
1233	0.5169	0.010338
1234	0.5165	0.010329999999999999
1235	0.5161	0.010322
1236	0.5157	0.010314000000000002
1237	0.5153	0.010306
1238	0.515	0.0103
1239	0.5146	0.010291999999999999
1240	0.5142	0.010284
1241	0.5138	0.010276
1242	0.5134	0.010268
1243	0.5131	0.010262
1244	0.5127	0.010254000000000001
1245	0.5123	0.010246
1246	0.5119	0.010238
1247	0.5115	0.01023
1248	0.5111	0.010222
1249	0.5107	0.010214
1250	0.5103	0.010206
1251	0.5099	0.010198
1252	0.5095	0.01019
1253	0.5091	0.010182
1254	0.5087	0.010174
1255	0.5083	0.010166
1256	0.5079	0.010158
1257	0.5075	0.01015
1258	0.5071	0.010142
1259	0.5067	0.010134
1260	0.5063	0.010126
1261	0.5059	0.010118
1262	0.5054	0.010107999999999999
1263	0.505	0.0101
1264	0.5046	0.010092000000000002
1265	0.5042	0.010084
1266	0.5037	0.010074000000000001
1267	0.5033	0.010066
1268	0.5029	0.010058000000000001
1269	0.5024	0.010048
1270	0.502	0.01004
1271	0.5015	0.010029999999999999
1272	0.5011	0.010022
1273	0.5006	0.010012000000000002
1274	0.5002	0.010003999999999999
1275	0.4997	0.009994
1276	0.4993	0.009986
1277	0.4988	0.009976
1278	0.4983	0.009966000000000001
1279	0.4979	0.009958
1280	0.4974	0.009948
1281	0.497	0.009940000000000001
1282	0.4965	0.00993
1283	0.4961	0.009922
1284	0.4956	0.009912
1285	0.4952	0.009904
1286	0.4948	0.009896
1287	0.4943	0.009886
1288	0.4939	0.009878
1289	0.4935	0.00987
1290	0.493	0.00986
1291	0.4926	0.009852
1292	0.4922	0.009844
1293	0.4918	0.009836000000000001
1294	0.4914	0.009828
1295	0.491	0.00982
1296	0.4906	0.009812
1297	0.4902	0.009804
1298	0.4898	0.009796000000000001
1299	0.4894	0.009788
1300	0.489	0.00978
1301	0.4886	0.009772
1302	0.4883	0.009766
1303	0.4879	0.009758000000000001
1304	0.4875	0.00975
1305	0.4872	0.009744000000000001
1306	0.4869	0.009738
1307	0.4865	0.00973
1308	0.4862	0.009724
1309	0.4859	0.009718000000000001
1310	0.4855	0.00971
1311	0.4852	0.009704
1312	0.4849	0.009698
1313	0.4846	0.009692
1314	0.4842	0.009684
1315	0.4839	0.009678
1316	0.4836	0.009672
1317	0.4832	0.009664
1318	0.4829	0.009658
1319	0.4826	0.009651999999999999
1320	0.4822	0.009644
1321	0.4819	0.009638
1322	0.4816	0.009632
1323	0.4812	0.009624
1324	0.4809	0.009618
1325	0.4805	0.00961
1326	0.4802	0.009604
1327	0.4798	0.009596
1328	0.4795	0.00959
1329	0.4791	0.009582
1330	0.4788	0.009576
1331	0.4785	0.00957
1332	0.4781	0.009562000000000001
1333	0.4777	0.009554
1334	0.4774	0.009548
1335	0.477	0.00954
1336	0.4767	0.009534
1337	0.4763	0.009526
1338	0.4759	0.009518
1339	0.4756	0.009512000000000001
1340	0.4752	0.009504
1341	0.4748	0.009496000000000001
1342	0.4744	0.009488
1343	0.474	0.00948
1344	0.4736	0.009472000000000001
1345	0.4732	0.009464
1346	0.4728	0.009456
1347	0.4724	0.009448
1348	0.4719	0.009438
1349	0.4715	0.00943
1350	0.4711	0.009422
1351	0.4706	0.009412
1352	0.4702	0.009404000000000001
1353	0.4697	0.009394
1354	0.4692	0.009384
1355	0.4687	0.009374
1356	0.4682	0.009364
1357	0.4677	0.009354
1358	0.4672	0.009344
1359	0.4667	0.009334
1360	0.4661	0.009322
1361	0.4656	0.009312
1362	0.4651	0.009302000000000001
1363	0.4645	0.009290000000000001
1364	0.4639	0.009278
1365	0.4634	0.009268
1366	0.4628	0.009256
1367	0.4622	0.009244
1368	0.4617	0.009234000000000001
1369	0.4611	0.009222000000000001
1370	0.4606	0.009212
1371	0.46	0.0092
1372	0.4595	0.00919
1373	0.459	0.00918
1374	0.4585	0.009170000000000001
1375	0.4581	0.009162
1376	0.4576	0.009152
1377	0.4572	0.009144
1378	0.4568	0.009136
1379	0.4564	0.009127999999999999
1380	0.456	0.009120000000000001
1381	0.4556	0.009112
1382	0.4552	0.009104
1383	0.4549	0.009098
1384	0.4545	0.00909
1385	0.4541	0.009082
1386	0.4538	0.009075999999999999
1387	0.4534	0.009068000000000001
1388	0.4531	0.009062
1389	0.4527	0.009054
1390	0.4524	0.009048
1391	0.452	0.009040000000000001
1392	0.4517	0.009034
1393	0.4514	0.009028000000000001
1394	0.451	0.00902
1395	0.4507	0.009014
1396	0.4504	0.009008
1397	0.45	0.009000000000000001
1398	0.4497	0.008994
1399	0.4494	0.008988000000000001
1400	0.449	0.00898
1401	0.4487	0.008974
1402	0.4484	0.008968
1403	0.4481	0.008962
1404	0.4478	0.008956
1405	0.4474	0.008948000000000001
1406	0.4471	0.008942
1407	0.4468	0.008936
1408	0.4465	0.00893
1409	0.4461	0.008922
1410	0.4458	0.008916
1411	0.4455	0.00891
1412	0.4451	0.008902
1413	0.4449	0.008898000000000001
1414	0.4445	0.00889
1415	0.4442	0.008884
1416	0.4439	0.008878
1417	0.4435	0.008870000000000001
1418	0.4432	0.008864
1419	0.4428	0.008856000000000001
1420	0.4424	0.008848
1421	0.4421	0.008842000000000001
1422	0.4417	0.008834
1423	0.4414	0.008828
1424	0.441	0.00882
1425	0.4407	0.008814
1426	0.4403	0.008806000000000001
1427	0.44	0.0088
1428	0.4396	0.008792
1429	0.4392	0.008784
1430	0.4389	0.008778000000000001
1431	0.4385	0.00877
1432	0.4382	0.008764
1433	0.4378	0.008756
1434	0.4374	0.008748
1435	0.437	0.00874
1436	0.4366	0.008732
1437	0.4362	0.008723999999999999
1438	0.4358	0.008716
1439	0.4354	0.008708
1440	0.435	0.0087
1441	0.4346	0.008692
1442	0.4342	0.008683999999999999
1443	0.4338	0.008676000000000001
1444	0.4334	0.008668
1445	0.4329	0.008658
1446	0.4325	0.00865
1447	0.4321	0.008642
1448	0.4317	0.008634
1449	0.4313	0.008626
1450	0.4308	0.008616
1451	0.4304	0.008608000000000001
1452	0.43	0.0086
1453	0.4296	0.008592
1454	0.4291	0.008582
1455	0.4288	0.008576
1456	0.4283	0.008566
1457	0.4279	0.008558
1458	0.4274	0.008548
1459	0.427	0.00854
1460	0.4265	0.00853
1461	0.426	0.00852
1462	0.4256	0.008512
1463	0.4251	0.008502
1464	0.4246	0.008492
1465	0.4242	0.008484
1466	0.4237	0.008474
1467	0.4233	0.008466
1468	0.4228	0.008456
1469	0.4224	0.008448
1470	0.422	0.00844
1471	0.4215	0.00843
1472	0.4211	0.008421999999999999
1473	0.4207	0.008414000000000001
1474	0.4203	0.008406
1475	0.4199	0.008398000000000001
1476	0.4195	0.00839
1477	0.4192	0.008384
1478	0.4188	0.008376
1479	0.4184	0.008368
1480	0.4181	0.008362000000000001
1481	0.4177	0.008354
1482	0.4173	0.008346000000000001
1483	0.417	0.00834
1484	0.4166	0.008332
1485	0.4161	0.008322000000000001
1486	0.4157	0.008314
1487	0.4153	0.008306000000000001
1488	0.4149	0.008298
1489	0.4145	0.00829
1490	0.414	0.00828
1491	0.4136	0.008272
1492	0.4131	0.008262
1493	0.4127	0.008254000000000001
1494	0.4122	0.008244
1495	0.4118	0.008236
1496	0.4114	0.008228
1497	0.411	0.00822
1498	0.4106	0.008212
1499	0.4101	0.008202000000000001
1500	0.4096	0.008192000000000001
1501	0.4092	0.008184
1502	0.4087	0.008174
1503	0.4084	0.008168
1504	0.4079	0.008158
1505	0.4074	0.008147999999999999
1506	0.407	0.00814
1507	0.4065	0.00813
1508	0.406	0.00812
1509	0.4057	0.008114
1510	0.4052	0.008104
1511	0.4047	0.008094
1512	0.4043	0.008086
1513	0.4038	0.008076
1514	0.4033	0.008066
1515	0.4029	0.008058
1516	0.4025	0.00805
1517	0.402	0.00804
1518	0.4015	0.00803
1519	0.4011	0.008022
1520	0.4007	0.008014
1521	0.4003	0.008006
1522	0.3998	0.007996
1523	0.3994	0.007988
1524	0.3989	0.007977999999999999
1525	0.3985	0.007970000000000001
1526	0.398	0.00796
1527	0.3977	0.007954
1528	0.3972	0.007944
1529	0.3967	0.007934
1530	0.3962	0.007924
1531	0.3958	0.007916
1532	0.3953	0.007906
1533	0.3948	0.007896
1534	0.3943	0.007886
1535	0.3939	0.007878
1536	0.3935	0.00787
1537	0.393	0.00786
1538	0.3925	0.007850000000000001
1539	0.392	0.00784
1540	0.3916	0.007832
1541	0.3912	0.007824
1542	0.3908	0.007816
1543	0.3904	0.007808000000000001
1544	0.3901	0.007802
1545	0.3898	0.007796
1546	0.3895	0.00779
1547	0.3891	0.007782
1548	0.3888	0.007776
1549	0.3885	0.00777
1550	0.3881	0.007762
1551	0.3878	0.007756
1552	0.3874	0.0077480000000000005
1553	0.3871	0.007742
1554	0.3868	0.007736
1555	0.3865	0.007730000000000001
1556	0.3862	0.007724
1557	0.3859	0.007718000000000001
1558	0.3855	0.007710000000000001
1559	0.3852	0.007704
1560	0.3848	0.007696
1561	0.3845	0.007690000000000001
1562	0.3842	0.007684
1563	0.3838	0.007676
1564	0.3836	0.007672
1565	0.3832	0.007664
1566	0.3829	0.007658000000000001
1567	0.3825	0.0076500000000000005
1568	0.3822	0.007644
1569	0.3819	0.007638000000000001
1570	0.3815	0.0076300000000000005
1571	0.3812	0.007624
1572	0.3809	0.007618000000000001
1573	0.3806	0.007612
1574	0.3803	0.007606000000000001
1575	0.38	0.0076
1576	0.3796	0.007592
1577	0.3793	0.007586000000000001
1578	0.379	0.00758
1579	0.3787	0.007574
1580	0.3784	0.007568
1581	0.3781	0.007562
1582	0.3777	0.007554
1583	0.3774	0.007548
1584	0.377	0.00754
1585	0.3767	0.007534
1586	0.3765	0.00753
1587	0.3761	0.007522
1588	0.3758	0.007516000000000001
1589	0.3755	0.00751
1590	0.3751	0.007502
1591	0.3748	0.007496000000000001
1592	0.3744	0.007488000000000001
1593	0.3741	0.007482
1594	0.3739	0.007478
1595	0.3735	0.00747
1596	0.3732	0.007463999999999999
1597	0.3728	0.007456000000000001
1598	0.3725	0.00745
1599	0.3721	0.007442
1600	0.3718	0.007436000000000001
1601	0.3715	0.00743
1602	0.3711	0.007422
1603	0.3707	0.007414
1604	0.3704	0.0074080000000000005
1605	0.37	0.0074
1606	0.3697	0.0073939999999999995
1607	0.3693	0.007386
1608	0.3689	0.007378
1609	0.3686	0.007372
1610	0.3682	0.007364000000000001
1611	0.3678	0.0073560000000000006
1612	0.3676	0.007352
1613	0.3672	0.007344000000000001
1614	0.3668	0.0073360000000000005
1615	0.3665	0.00733
1616	0.3661	0.0073219999999999995
1617	0.3658	0.0073160000000000005
1618	0.3655	0.00731
1619	0.3652	0.007304000000000001
1620	0.3648	0.007296
1621	0.3644	0.007288
1622	0.3641	0.007281999999999999
1623	0.3638	0.007276
1624	0.3635	0.0072699999999999996
1625	0.3631	0.007261999999999999
1626	0.3628	0.007256
1627	0.3625	0.0072499999999999995
1628	0.3622	0.0072440000000000004
1629	0.3617	0.007234000000000001
1630	0.3614	0.007228
1631	0.361	0.00722
1632	0.3606	0.007212
1633	0.3603	0.007206000000000001
1634	0.3599	0.007198
1635	0.3595	0.00719
1636	0.3591	0.007182
1637	0.3588	0.007176
1638	0.3584	0.007168
1639	0.3581	0.007162
1640	0.3576	0.0071519999999999995
1641	0.3573	0.0071460000000000004
1642	0.3569	0.007138
1643	0.3566	0.0071319999999999995
1644	0.3562	0.007124
1645	0.3557	0.0071140000000000005
1646	0.3554	0.007108
1647	0.355	0.0070999999999999995
1648	0.3547	0.0070940000000000005
1649	0.3542	0.007084
1650	0.3539	0.007078
1651	0.3535	0.00707
1652	0.3532	0.007064000000000001
1653	0.3527	0.007054
1654	0.3523	0.007046
1655	0.352	0.007039999999999999
1656	0.3516	0.007032000000000001
1657	0.3512	0.007024000000000001
1658	0.3508	0.0070160000000000005
1659	0.3504	0.007008
1660	0.3501	0.007002
1661	0.3497	0.006994
1662	0.3493	0.006986
1663	0.3489	0.006978
1664	0.3486	0.006972000000000001
1665	0.3482	0.006964000000000001
1666	0.3478	0.006956
1667	0.3475	0.00695
1668	0.347	0.00694
1669	0.3467	0.006934
1670	0.3463	0.006926
1671	0.3459	0.006918
1672	0.3455	0.0069099999999999995
1673	0.3452	0.006904
1674	0.3448	0.006896
1675	0.3445	0.006889999999999999
1676	0.3441	0.006882
1677	0.3438	0.006876
1678	0.3434	0.006868
1679	0.3431	0.006862
1680	0.3427	0.006854
1681	0.3424	0.006848
1682	0.342	0.006840000000000001
1683	0.3417	0.006834
1684	0.3414	0.006828
1685	0.341	0.0068200000000000005
1686	0.3407	0.006814000000000001
1687	0.3403	0.0068059999999999996
1688	0.34	0.0068000000000000005
1689	0.3396	0.006792
1690	0.3393	0.006786
1691	0.339	0.0067800000000000004
1692	0.3386	0.006772
1693	0.3383	0.006766
1694	0.3379	0.006758
1695	0.3376	0.006752
1696	0.3372	0.006744
1697	0.3369	0.006738
1698	0.3366	0.006732
1699	0.3362	0.006724
1700	0.3359	0.006718
1701	0.3355	0.006710000000000001
1702	0.3352	0.006704
1703	0.3349	0.006698
1704	0.3346	0.006692
1705	0.3343	0.006686
1706	0.3339	0.006678
1707	0.3336	0.006672
1708	0.3332	0.006664
1709	0.3329	0.006658
1710	0.3326	0.006652
1711	0.3322	0.006644
1712	0.3319	0.006638
1713	0.3316	0.006632
1714	0.3312	0.006624
1715	0.3309	0.006618000000000001
1716	0.3307	0.006614
1717	0.3303	0.006606
1718	0.33	0.006600000000000001
1719	0.3296	0.006592000000000001
1720	0.3293	0.006586
1721	0.329	0.006580000000000001
1722	0.3286	0.006572000000000001
1723	0.3283	0.006566
1724	0.3279	0.0065580000000000005
1725	0.3276	0.0065520000000000005
1726	0.3273	0.006546
1727	0.327	0.006540000000000001
1728	0.3266	0.0065320000000000005
1729	0.3263	0.006526
1730	0.3261	0.006522
1731	0.3257	0.006514
1732	0.3254	0.006508000000000001
1733	0.3251	0.006502
1734	0.3247	0.006494
1735	0.3244	0.006488000000000001
1736	0.3241	0.006482
1737	0.3238	0.006476
1738	0.3235	0.00647
1739	0.3231	0.006462
1740	0.3228	0.006456
1741	0.3225	0.00645
1742	0.3221	0.006442
1743	0.3218	0.006436
1744	0.3215	0.00643
1745	0.3212	0.006424
1746	0.3208	0.006416
1747	0.3205	0.00641
1748	0.3202	0.006404
1749	0.3198	0.006396
1750	0.3195	0.00639
1751	0.3192	0.006384
1752	0.3188	0.006376
1753	0.3185	0.006370000000000001
1754	0.3182	0.006364
1755	0.3179	0.006358000000000001
1756	0.3175	0.006350000000000001
1757	0.3172	0.006344
1758	0.3169	0.006338000000000001
1759	0.3166	0.006332
1760	0.3163	0.006326000000000001
1761	0.3159	0.006318000000000001
1762	0.3156	0.006312
1763	0.3153	0.006306000000000001
1764	0.315	0.0063
1765	0.3147	0.006294
1766	0.3144	0.006288
1767	0.314	0.00628
1768	0.3137	0.006274
1769	0.3134	0.006268
1770	0.3131	0.006262
1771	0.3127	0.006254
1772	0.3124	0.006248
1773	0.3121	0.006242
1774	0.3118	0.006236
1775	0.3114	0.006228
1776	0.311	0.00622
1777	0.3107	0.006214
1778	0.3104	0.006208
1779	0.3101	0.006202
1780	0.3098	0.006196
1781	0.3095	0.00619
1782	0.3091	0.006182
1783	0.3088	0.006176000000000001
1784	0.3085	0.00617
1785	0.3082	0.006163999999999999
1786	0.3078	0.006156000000000001
1787	0.3074	0.006148000000000001
1788	0.3071	0.006142
1789	0.3068	0.006136000000000001
1790	0.3065	0.00613
1791	0.3062	0.006124000000000001
1792	0.3058	0.006116000000000001
1793	0.3054	0.006108000000000001
1794	0.3051	0.006102
1795	0.3048	0.006096000000000001
1796	0.3045	0.00609
1797	0.3041	0.006082
1798	0.3039	0.006078
1799	0.3036	0.006072
1800	0.3033	0.006066
1801	0.303	0.00606
1802	0.3027	0.006054
1803	0.3024	0.006048
1804	0.3021	0.006042
1805	0.3018	0.0060360000000000006
1806	0.3014	0.006028
1807	0.3012	0.006024000000000001
1808	0.3008	0.0060160000000000005
1809	0.3005	0.00601
1810	0.3002	0.006004000000000001
1811	0.2999	0.005998
1812	0.2996	0.005992
1813	0.2993	0.005986
1814	0.2991	0.0059819999999999995
1815	0.2988	0.005976
1816	0.2985	0.00597
1817	0.2982	0.0059640000000000006
1818	0.2979	0.005958
1819	0.2976	0.005952
1820	0.2973	0.005946
1821	0.297	0.00594
1822	0.2967	0.005934000000000001
1823	0.2964	0.005928
1824	0.2961	0.005921999999999999
1825	0.2958	0.005916
1826	0.2955	0.0059099999999999995
1827	0.2952	0.005904
1828	0.2949	0.0058980000000000005
1829	0.2946	0.005892
1830	0.2943	0.005886000000000001
1831	0.2939	0.005878
1832	0.2938	0.005876
1833	0.2935	0.00587
1834	0.2932	0.005864
1835	0.2929	0.005858
1836	0.2926	0.005852
1837	0.2924	0.005848
1838	0.2921	0.005842000000000001
1839	0.2918	0.005836
1840	0.2915	0.00583
1841	0.2912	0.005824
1842	0.291	0.00582
1843	0.2907	0.005814000000000001
1844	0.2904	0.005808
1845	0.2902	0.005804
1846	0.29	0.0058
1847	0.2897	0.0057940000000000005
1848	0.2894	0.005788
1849	0.2892	0.005784
1850	0.2889	0.005778
1851	0.2886	0.005772
1852	0.2884	0.005768
1853	0.2881	0.005762000000000001
1854	0.2878	0.005756
1855	0.2875	0.00575
1856	0.2874	0.005748
1857	0.287	0.0057399999999999994
1858	0.2868	0.005736
1859	0.2866	0.005732
1860	0.2863	0.005726
1861	0.286	0.005719999999999999
1862	0.2858	0.005716
1863	0.2855	0.00571
1864	0.2852	0.005704
1865	0.2849	0.005698
1866	0.2847	0.005694
1867	0.2844	0.0056879999999999995
1868	0.284	0.005679999999999999
1869	0.2837	0.005674
1870	0.2834	0.005667999999999999
1871	0.2831	0.005662
1872	0.283	0.005659999999999999
1873	0.2827	0.005654
1874	0.2824	0.005647999999999999
1875	0.2821	0.005642
1876	0.2819	0.005638
1877	0.2816	0.005632000000000001
1878	0.2813	0.005626
1879	0.281	0.005620000000000001
1880	0.2807	0.005614
1881	0.2806	0.005612000000000001
1882	0.2803	0.005606
1883	0.2801	0.005602
1884	0.2798	0.005596
1885	0.2796	0.005592000000000001
1886	0.2793	0.005586
1887	0.279	0.005580000000000001
1888	0.2788	0.005576
1889	0.2785	0.00557
1890	0.2783	0.005566
1891	0.278	0.005560000000000001
1892	0.2777	0.005554
1893	0.2774	0.005548
1894	0.2772	0.005544
1895	0.2769	0.0055379999999999995
1896	0.2766	0.0055320000000000005
1897	0.2763	0.005526
1898	0.2761	0.005522
1899	0.2757	0.005514
1900	0.2754	0.005508
1901	0.2752	0.005504
1902	0.2748	0.005496
1903	0.2744	0.005488
1904	0.2742	0.005484
1905	0.2739	0.005477999999999999
1906	0.2735	0.005470000000000001
1907	0.2733	0.0054659999999999995
1908	0.273	0.0054600000000000004
1909	0.2727	0.005454
1910	0.2725	0.005450000000000001
1911	0.2722	0.005444
1912	0.2719	0.005437999999999999
1913	0.2717	0.0054340000000000005
1914	0.2714	0.005428
1915	0.2711	0.005422000000000001
1916	0.2709	0.005417999999999999
1917	0.2706	0.005412
1918	0.2703	0.005406
1919	0.27	0.0054
1920	0.2697	0.005394
1921	0.2693	0.005386
1922	0.2691	0.0053820000000000005
1923	0.2688	0.005376
1924	0.2685	0.005370000000000001
1925	0.2683	0.005366
1926	0.2681	0.0053620000000000004
1927	0.2678	0.005356
1928	0.2674	0.005348
1929	0.2672	0.005344
1930	0.2669	0.005338000000000001
1931	0.2666	0.005332
1932	0.2665	0.0053300000000000005
1933	0.2662	0.005324
1934	0.266	0.00532
1935	0.2657	0.005314
1936	0.2655	0.0053100000000000005
1937	0.2652	0.005304
1938	0.2649	0.005298000000000001
1939	0.2647	0.005294
1940	0.2644	0.005288
1941	0.2641	0.005282
1942	0.2638	0.0052759999999999994
1943	0.2635	0.00527
1944	0.2632	0.005264
1945	0.2628	0.005255999999999999
1946	0.2626	0.005252
1947	0.2623	0.005246
1948	0.262	0.005240000000000001
1949	0.2616	0.005232
1950	0.2613	0.005226
1951	0.261	0.005220000000000001
1952	0.2606	0.0052120000000000005
1953	0.2603	0.005206
1954	0.2601	0.005202
1955	0.2598	0.005195999999999999
1956	0.2595	0.00519
1957	0.2593	0.005186
1958	0.2589	0.005178
1959	0.2587	0.005174
1960	0.2583	0.005166
1961	0.258	0.0051600000000000005
1962	0.2578	0.005156
1963	0.2574	0.005148000000000001
1964	0.2571	0.005142
1965	0.2569	0.005138
1966	0.2566	0.005132
1967	0.2563	0.0051259999999999995
1968	0.256	0.00512
1969	0.2557	0.005114
1970	0.2553	0.005106
1971	0.255	0.0051
1972	0.2547	0.005094
1973	0.2544	0.0050880000000000005
1974	0.2542	0.005084
1975	0.2539	0.005078
1976	0.2537	0.0050739999999999995
1977	0.2534	0.0050680000000000005
1978	0.2532	0.005064
1979	0.2529	0.005058
1980	0.2526	0.005052
1981	0.2524	0.005048
1982	0.2521	0.005042
1983	0.2518	0.0050360000000000005
1984	0.2515	0.00503
1985	0.2513	0.005026000000000001
1986	0.251	0.00502
1987	0.2507	0.005013999999999999
1988	0.2504	0.005008
1989	0.2501	0.0050019999999999995
1990	0.2499	0.004998000000000001
1991	0.2496	0.004992
1992	0.2493	0.004986
1993	0.2491	0.0049819999999999994
1994	0.2488	0.004976
1995	0.2486	0.004972
1996	0.2483	0.004966
1997	0.248	0.00496
1998	0.2477	0.004954
1999	0.2474	0.004948
2000	0.2472	0.0049440000000000005
2001	0.2469	0.0049380000000000005
2002	0.2466	0.004932000000000001
2003	0.2463	0.004926
2004	0.246	0.00492
2005	0.2457	0.004914
2006	0.2455	0.00491
2007	0.2452	0.004904
2008	0.2449	0.0048980000000000004
2009	0.2447	0.004894
2010	0.2444	0.004888
2011	0.2442	0.004884
2012	0.2439	0.004878
2013	0.2436	0.0048720000000000005
2014	0.2434	0.004868
2015	0.2431	0.004862
2016	0.2429	0.004858
2017	0.2427	0.004854
2018	0.2425	0.00485
2019	0.2422	0.004844
2020	0.242	0.00484
2021	0.2418	0.004836
2022	0.2415	0.00483
2023	0.2414	0.004828
2024	0.2411	0.004822
2025	0.2409	0.004818
2026	0.2406	0.004812
2027	0.2403	0.004806
2028	0.2401	0.004802
2029	0.2398	0.004796000000000001
2030	0.2395	0.00479
2031	0.2393	0.004786
2032	0.239	0.0047799999999999995
2033	0.2387	0.004774
2034	0.2385	0.00477
2035	0.2382	0.004764
2036	0.2379	0.004758
2037	0.2377	0.004754
2038	0.2374	0.0047480000000000005
2039	0.2371	0.0047420000000000006
2040	0.2368	0.004736000000000001
2041	0.2366	0.004732
2042	0.2363	0.004726
2043	0.2361	0.0047220000000000005
2044	0.2359	0.004718
2045	0.2356	0.004712
2046	0.2354	0.004708
2047	0.2351	0.0047020000000000005
2048	0.2349	0.004698
2049	0.2347	0.004694
2050	0.2344	0.004688
2051	0.2342	0.004684
2052	0.2339	0.004678
2053	0.2337	0.004674
2054	0.2334	0.004668
2055	0.2332	0.004664
2056	0.2329	0.004658
2057	0.2327	0.004654
2058	0.2324	0.004648
2059	0.2322	0.004644
2060	0.2319	0.004638
2061	0.2316	0.004632
2062	0.2315	0.0046300000000000004
2063	0.2312	0.004624
2064	0.231	0.00462
2065	0.2309	0.004618
2066	0.2306	0.004612
