depth	age	age_unc	comment
208.675	840	2.98994949366117	
208.875	841	2.99498743710662	
209.075	842	3.0	
209.275	843	3.00498756211209	
209.475	844	3.00995049383621	
209.675	845	3.01488915650922	
209.875	846	3.01980390271856	
210.15	847	3.02469507659596	
210.375	848	3.0295630140987	
210.575	849	3.03440804327886	
210.75	850	3.03923048454133	
210.975	851	3.04403065089106	
211.3	852	3.04880884817015	
211.5	853	3.05356537528527	
211.725	854	3.05830052442584	
211.925	855	3.06301458127346	
212.15	856	3.06770782520313	
212.325	857	3.07238052947636	
212.525	858	3.0770329614269	
212.7	859	3.0816653826392	
212.9	860	3.08627804912002	
213.175	861	3.09087121146357	
213.425	862	3.09544511501033	
213.65	863	3.1	
213.85	864	3.10453610171873	
214.075	865	3.10905365064094	
214.325	866	3.113552872566	
214.55	867	3.11803398874989	
214.7	868	3.12249721603218	
214.925	869	3.12694276695846	
215.2	870	3.13137084989848	
215.375	871	3.13578166916005	
215.575	872	3.14017542509914	
215.8	873	3.14455231422596	
216.1	874	3.14891252930761	
216.3	875	3.15325625946708	
216.5	876	3.15758369027902	
216.7	877	3.16189500386223	
216.9	878	3.16619037896906	
217.125	879	3.17046999107196	
217.375	880	3.17473401244707	
217.6	881	3.17898261225516	
217.8	882	3.18321595661992	
218.0	883	3.18743420870379	
218.25	884	3.1916375287813	
218.475	885	3.19582607431014	
218.675	886	3.2	
218.875	887	3.20415945787923	
219.05	888	3.20830459735946	
219.275	889	3.21243556529821	
219.533	890	3.21655250605964	
219.75	891	3.22065556157337	
219.975	892	3.22474487139159	
220.225	893	3.22882057274445	
220.425	894	3.2328828005938	
220.625	895	3.2369316876853	
220.825	896	3.24096736459909	
221.1	897	3.24498995979887	
221.3	898	3.24899959967968	
221.5	899	3.25299640861417	
221.7	900	3.25698050899765	
221.9	901	3.26095202129185	
222.125	902	3.26491106406735	
222.325	903	3.26885775404495	
222.5	904	3.27279220613579	
222.725	905	3.27671453348037	
222.925	906	3.28062484748657	
223.1	907	3.28452325786651	
223.3	908	3.28840987267251	
223.575	909	3.29228479833201	
223.8	910	3.29614813968157	
224.05	911	3.3	
224.275	912	3.30384048104053	
224.475	913	3.3076696830622	
224.65	914	3.3114877048604	
224.95	915	3.31529464379659	
225.15	916	3.31909059582729	
225.325	917	3.3228756555323	
225.525	918	3.32664991614216	
225.7	919	3.33041346956501	
225.875	920	3.33416640641263	
226.05	921	3.33790881602597	
226.225	922	3.34164078649987	
226.425	923	3.34536240470737	
226.625	924	3.3490737563232	
226.775	925	3.35277492584687	
226.975	926	3.35646599662505	
227.2	927	3.36014705087354	
227.45	928	3.36381816969859	
227.675	929	3.36747943311773	
227.85	930	3.37113092008021	
228.05	931	3.37477270848675	
228.25	932	3.37840487520902	
228.45	933	3.38202749610853	
228.675	934	3.3856406460551	
228.875	935	3.38924439894498	
229.05	936	3.39283882771841	
229.25	937	3.39642400437689	
229.45	938	3.4	
229.7	939	3.40356688476182	
229.975	940	3.40712472794703	
230.225	941	3.41067359796659	
230.45	942	3.41421356237309	
230.675	943	3.41774468787578	
230.9	944	3.42126704035519	
231.125	945	3.4247806848775	
231.325	946	3.42828568570857	
231.5	947	3.43178210632764	
231.725	948	3.43527000944073	
231.95	949	3.43874945699382	
232.2	950	3.4422205101856	
232.4	951	3.4456832294801	
232.625	952	3.44913767461894	
232.975	953	3.4525839046334	
233.15	954	3.4560219778561	
233.375	955	3.45945195193264	
233.6	956	3.46287388383278	
233.85	957	3.46628782986152	
234.1	958	3.46969384566991	
234.25	959	3.47309198626562	
234.55	960	3.47648230602334	
234.75	961	3.47986485869487	
234.975	962	3.48323969741913	
235.175	963	3.48660687473185	
235.375	964	3.48996644257513	
235.575	965	3.49331845230681	
235.775	966	3.49666295470958	
235.95	967	3.5	
236.15	968	3.50332963783729	
236.35	969	3.50665191733194	
236.55	970	3.50996688705415	
236.75	971	3.51327459504216	
236.95	972	3.51657508881031	
237.2	973	3.51986841535707	
237.425	974	3.52315462117278	
237.7	975	3.52643375224737	
237.9	976	3.52970585407784	
238.1	977	3.53297097167559	
238.325	978	3.53622914957372	
238.525	979	3.53948043183407	
238.75	980	3.54272486205415	
238.95	981	3.54596248337403	
239.15	982	3.54919333848297	
239.375	983	3.552417469626	
239.6	984	3.5556349186104	
239.825	985	3.55884572681199	
239.975	986	3.56204993518133	
240.175	987	3.56524758424985	
240.375	988	3.56843871413581	
240.55	989	3.57162336455017	
240.725	990	3.57480157480236	
240.925	991	3.57797338380595	
241.125	992	3.58113883008419	
241.425	993	3.58429795177549	
241.6	994	3.58745078663875	
241.825	995	3.59059737205869	
242.0	996	3.59373774505092	
242.2	997	3.59687194226713	
242.425	998	3.6	
242.625	999	3.60312195418814	
242.825	1000	3.6062378404209	
243.006	1001	3.60934769394311	
243.15	1002	3.61245154965971	
243.375	1003	3.61554944214035	
243.575	1004	3.61864140562386	
243.825	1005	3.62172747402269	
244.025	1006	3.62480768092719	
244.225	1007	3.62788205960997	
244.425	1008	3.63095064303001	
244.625	1009	3.63401346383682	
244.825	1010	3.63707055437449	
245.125	1011	3.64012194668567	
245.35	1012	3.6431676725155	
245.525	1013	3.64620776331543	
245.7	1014	3.64924225024706	
245.95	1015	3.65227116418583	
