depth,dep
12.13,1.23e-05
12.150057405281286,1.24e-05
12.170114810562572,1.15e-05
12.190172215843857,9.15e-06
12.210229621125144,7.84e-06
12.23028702640643,7.28e-06
12.250344431687715,6.81e-06
12.270401836969,6.58e-06
12.290459242250288,6.41e-06
12.310516647531573,6.2e-06
12.330574052812858,6.39e-06
12.350631458094144,6.43e-06
12.370688863375431,6.55e-06
12.390746268656716,6.54e-06
12.410803673938002,6.37e-06
12.430861079219287,6.53e-06
12.450918484500574,7.03e-06
12.47097588978186,8.11e-06
12.491033295063145,8.28e-06
12.51109070034443,8.73e-06
12.531148105625718,7.86e-06
12.551205510907003,6.08e-06
12.571262916188289,5.83e-06
12.591320321469574,6.08e-06
12.61137772675086,5.74e-06
12.631435132032149,5.33e-06
12.651492537313434,5.14e-06
12.67154994259472,5.07e-06
12.691607347876005,5.13e-06
12.711664753157292,5.1e-06
12.731722158438577,5.42e-06
12.751779563719863,6.43e-06
12.771836969001148,6.42e-06
12.791894374282435,6.23e-06
12.81195177956372,5.42e-06
12.832009184845006,5.23e-06
12.852066590126292,5.66e-06
12.872123995407579,6.03e-06
12.892181400688864,6.45e-06
12.91223880597015,5.54e-06
12.932296211251435,5.48e-06
12.952353616532722,5.49e-06
12.972411021814008,5.39e-06
12.992468427095293,5.19e-06
13.012525832376578,3.72e-06
13.032583237657866,4.04e-06
13.052640642939151,5.06e-06
13.072698048220436,5.17e-06
13.092755453501722,5.46e-06
13.112812858783007,6.09e-06
13.132870264064294,6.74e-06
13.15292766934558,6.98e-06
13.172985074626865,7.15e-06
13.19304247990815,6.65e-06
13.213099885189438,6.03e-06
13.233157290470723,5.57e-06
13.253214695752009,5.24e-06
13.273272101033294,5.36e-06
13.293329506314581,5.48e-06
13.313386911595867,5.89e-06
13.333444316877152,6.36e-06
13.353501722158438,6.66e-06
13.373559127439725,6.44e-06
13.39361653272101,6.09e-06
13.413673938002296,6.02e-06
13.433731343283581,6.02e-06
13.453788748564868,5.77e-06
13.473846153846154,5.58e-06
13.493903559127439,5.48e-06
13.534018369690012,5.87e-06
13.554075774971297,5.81e-06
13.574133180252582,5.28e-06
13.594190585533868,5.42e-06
13.614247990815153,5.23e-06
13.63430539609644,4.71e-06
13.654362801377728,4.78e-06
13.674420206659013,5.2e-06
13.694477611940298,5.85e-06
13.714535017221586,6.86e-06
13.734592422502871,6.64e-06
