#depth	age	sigma_age	deporate	sigma_deporate	deporate_model	sigma_deporate_model
1.700000000000001066e+01	3.701471689679762494e+04	5.133554002660501681e+01	4.686756994997048897e-02	5.307184732867426674e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.720000000000000995e+01	3.701898423987116985e+04	5.165313435654238106e+01	6.255204268217502694e-02	7.737404195567557097e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.740000000000000924e+01	3.702218157750274986e+04	5.222806117652709901e+01	6.795208861535717570e-02	8.300549146093014197e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.760000000000000853e+01	3.702512482772618387e+04	5.294329821081519327e+01	6.096744058853807019e-02	6.692766398481353463e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.780000000000001137e+01	3.702840526722092909e+04	5.377271974931556286e+01	5.470072940593723176e-02	5.359192461170887017e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.800000000000001066e+01	3.703206152559576003e+04	5.467127545679818468e+01	4.907815989414752306e-02	4.268696910097399128e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.820000000000000995e+01	3.703613665800560557e+04	5.558163184261314882e+01	4.403352212583765829e-02	3.396567101280484335e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.840000000000001279e+01	3.704067865215788333e+04	5.643547504110993884e+01	3.950741174870027461e-02	2.723803490438249722e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.860000000000001208e+01	3.704574099340342946e+04	5.715615377080539616e+01	3.544653045515295392e-02	2.234847643164412923e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.880000000000001137e+01	3.705138329456610518e+04	5.766350922536423695e+01	3.180305835523557917e-02	1.912257751870074032e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.900000000000001066e+01	3.705767199792808970e+04	5.788254542351641874e+01	2.853409086190223862e-02	1.729587380514905834e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.920000000000000995e+01	3.706468115763701644e+04	5.775902925193371118e+01	2.560113345769338480e-02	1.649513011844764079e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.940000000000001279e+01	3.707249331174849067e+04	5.728758237157967415e+01	2.296964839324168797e-02	1.631830776980225037e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.960000000000001208e+01	3.708120045417296205e+04	5.656162282603195735e+01	2.060864797963076964e-02	1.643696990564200849e-02	1.499999999999999944e-02	2.000000000000000000e+00
1.980000000000001137e+01	3.709090511797224462e+04	5.585814094413892406e+01	1.849032968537962437e-02	1.663506929825140507e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.000000000000001421e+01	3.710172158276238042e+04	5.576438083631062881e+01	1.658974874101357133e-02	1.679180249366147432e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.020000000000001350e+01	3.711377722044094116e+04	5.730949833849988551e+01	1.595614502805468155e-02	1.625954653953763304e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.040000000000001279e+01	3.712631157630499365e+04	6.101414309277678427e+01	1.679260218491042400e-02	1.486304262616785360e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.060000000000001208e+01	3.713822158273506648e+04	6.537102785287815720e+01	1.767290831493664727e-02	1.341176747945929844e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.080000000000001137e+01	3.714953833923240745e+04	6.942143661403473232e+01	1.859936208033400457e-02	1.199548839111275189e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.100000000000001421e+01	3.716029139619942725e+04	7.269889653279959418e+01	1.957438264436703323e-02	1.078374837205034117e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.120000000000001350e+01	3.717050883210193570e+04	7.501675027456096245e+01	2.060051598829863370e-02	1.006215435804664118e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.140000000000001279e+01	3.718021732678787521e+04	7.634062175325506416e+01	2.168044155948247592e-02	1.019592485986427731e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.160000000000001563e+01	3.718944223115392379e+04	7.672083966116167630e+01	2.281697926795383038e-02	1.143749470117621896e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.180000000000001492e+01	3.719820763334197545e+04	7.625802823649684115e+01	2.401309684979649819e-02	1.377142182915525384e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.200000000000001421e+01	3.720653642163825134e+04	7.508629109483011632e+01	2.527191761652580748e-02	1.702886264139144221e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.220000000000001350e+01	3.721445034423941252e+04	7.336591610930589979e+01	2.659672861070044511e-02	2.105515851187212892e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.240000000000001279e+01	3.722197006604156923e+04	7.128129212262474823e+01	2.799098918906883088e-02	2.575900218356548185e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.260000000000001563e+01	3.722911522260067431e+04	6.904123097503217821e+01	2.945834005567702502e-02	3.110018411206336153e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.280000000000001492e+01	3.723590447140498145e+04	6.687900177657908785e+01	3.100261276849939837e-02	3.707099288161416761e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.300000000000001421e+01	3.724235554059367860e+04	6.504864136011421749e+01	3.130194153674821511e-02	3.921408462858209237e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.320000000000001705e+01	3.724874492061872297e+04	6.384422063982872686e+01	2.892889790480420581e-02	3.264005914210942744e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.340000000000001634e+01	3.725565842284262908e+04	6.341066635907911575e+01	2.673575800414878037e-02	2.689738541328205723e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.360000000000001563e+01	3.726313904112055752e+04	6.364342917317361525e+01	2.470888308322870611e-02	2.191617158967495288e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.380000000000001492e+01	3.727123329610271321e+04	6.437905192859602721e+01	2.283566836316836338e-02	1.764153583861078137e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.400000000000001421e+01	3.727999152453812712e+04	6.541092481468217557e+01	2.110446465087338630e-02	1.403755095825151566e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.420000000000001705e+01	3.728946819231002155e+04	6.650752644377942602e+01	1.950450589475127838e-02	1.109384728569165306e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.440000000000001634e+01	3.729972223314957228e+04	6.742882337527474590e+01	1.802584223251756101e-02	8.832847388252280593e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.460000000000001563e+01	3.731081741513442103e+04	6.794000005458249802e+01	1.665927811475734904e-02	7.303612264398237804e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.480000000000001847e+01	3.732282273725116102e+04	6.782515836389204367e+01	1.539631511942373722e-02	6.528432577705565489e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.500000000000001776e+01	3.733581285848787957e+04	6.690684464939850784e+01	1.422909910163587359e-02	6.409264772639365268e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.520000000000001705e+01	3.734986856212529528e+04	6.508191109941607522e+01	1.315037135013741310e-02	6.724488218505409766e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.540000000000001634e+01	3.736507725811377895e+04	6.239347132594943446e+01	1.215342344665013355e-02	7.247084943499933554e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.560000000000001563e+01	3.738153352666049614e+04	5.917582985275192442e+01	1.123205554739271916e-02	7.823543440414824912e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.580000000000001847e+01	3.739933970640703774e+04	5.632316111040600504e+01	1.057770672842404773e-02	8.143083692662490478e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.600000000000001776e+01	3.741824739643237990e+04	5.557961744389520220e+01	1.092649859209828336e-02	7.307381725031631900e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.620000000000001705e+01	3.743655152179460856e+04	5.727817671194010529e+01	1.128679160316569015e-02	6.467737701650582566e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.640000000000001990e+01	3.745427134927365114e+04	5.993001512577642842e+01	1.165896500324649712e-02	5.663560428527503188e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.660000000000001918e+01	3.747142553062202205e+04	6.253506010278283611e+01	1.204341053916474329e-02	4.966568282303063069e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.680000000000001847e+01	3.748803212219752459e+04	6.453490007674251672e+01	1.244053287530036238e-02	4.496701300451814119e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.700000000000001776e+01	3.750410860396922362e+04	6.566899044813671082e+01	1.285075001953460069e-02	4.409290104597805848e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.720000000000001705e+01	3.751967189791673445e+04	6.586482239137163219e+01	1.327449376324047088e-02	4.810029788411902124e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.740000000000001990e+01	3.753473838584215991e+04	6.517588701505952997e+01	1.371221013578566295e-02	5.676276093313553130e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.760000000000001918e+01	3.754932392661344784e+04	6.375410826093156658e+01	1.416435987401831742e-02	6.908897345508685679e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.780000000000001847e+01	3.756344387285732228e+04	6.184462036247769845e+01	1.463141890723349339e-02	8.417367565058009315e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.800000000000002132e+01	3.757711308711931633e+04	5.979365205418170603e+01	1.511387885813560324e-02	1.014436005941367694e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.820000000000002061e+01	3.759034595750800509e+04	5.805753674934205577e+01	1.561224756031525003e-02	1.205822133402032793e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.840000000000001990e+01	3.760315641283977311e+04	5.719080146988683566e+01	1.612704959278917979e-02	1.414277696302109789e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.860000000000001918e+01	3.761555793730023288e+04	5.778224284765725827e+01	1.665882683217137158e-02	1.639075589784544026e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.880000000000001847e+01	3.762756358463752258e+04	6.032833151576078023e+01	1.727746410334280239e-02	1.499867892023931670e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.900000000000002132e+01	3.763913935749421944e+04	6.377723198895715484e+01	1.792016332922214197e-02	1.350547711114431955e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.920000000000002061e+01	3.765029997005815676e+04	6.727935741232346345e+01	1.858677013161127295e-02	1.201565637082750715e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.940000000000001990e+01	3.766106031188106863e+04	7.034222776738818084e+01	1.927817384130764075e-02	1.061876040082067492e-02	1.499999999999999944e-02	2.000000000000000000e+00
2.960000000000002274e+01	3.767143473850707232e+04	7.270698500087371485e+01	1.999529687105704515e-02	9.472828157935129362e-03	1.499999999999999944e-02	2.000000000000000000e+00
2.980000000000002203e+01	3.768143709062466223e+04	7.425770979060428090e+01	2.073909594616376445e-02	8.824206510584775218e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.000000000000002132e+01	3.769108071253176604e+04	7.496530643169214159e+01	2.151056338087053293e-02	8.951895336648064971e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.020000000000002061e+01	3.770037846993861604e+04	7.485557079423976745e+01	2.231072840222032838e-02	1.000007611145499638e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.040000000000001990e+01	3.770934276713207510e+04	7.399205306068100185e+01	2.314065852316538746e-02	1.189356342648956177e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.060000000000002274e+01	3.771798556352439482e+04	7.246792401032240605e+01	2.400146096675473406e-02	1.446040964937250414e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.080000000000002203e+01	3.772631838960848108e+04	7.040366478041734410e+01	2.489428414329546840e-02	1.755633894459671454e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.100000000000002132e+01	3.773435236234089098e+04	6.794885625351082581e+01	2.582031918246656399e-02	2.109202162546298595e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.120000000000002416e+01	3.774209819997313025e+04	6.528686639460421759e+01	2.678080152242565820e-02	2.501925707042066196e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.140000000000002345e+01	3.774956623635107826e+04	6.264079490975116471e+01	2.777701255802379060e-02	2.931514932364288201e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.160000000000002274e+01	3.775676643470150157e+04	6.027735329763090988e+01	2.784885318990814110e-02	2.784956473725189174e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.180000000000002203e+01	3.776394805897292827e+04	5.850960430051786432e+01	2.763509220973386221e-02	2.480304980301669890e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.200000000000002132e+01	3.777118523402854044e+04	5.721113438433863507e+01	2.742297200651845970e-02	2.209014732672491890e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.220000000000002416e+01	3.777847838956079067e+04	5.618170083002097215e+01	2.721247998605974203e-02	1.981250395087917615e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.240000000000001990e+01	3.778582795858582540e+04	5.524593950111011509e+01	2.700360365082518990e-02	1.809703206668891035e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.260000000000002274e+01	3.779323437746925629e+04	5.426467113979384749e+01	2.679633059921063265e-02	1.707473596674091362e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.280000000000002558e+01	3.780069808595200448e+04	5.314202452310004787e+01	2.659064852480356664e-02	1.683382527016769395e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.300000000000002132e+01	3.780821952717647946e+04	5.183121032058275546e+01	2.638654521565217057e-02	1.737080920147961866e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.320000000000002416e+01	3.781579914771283802e+04	5.034188527532337787e+01	2.618400855354090229e-02	1.858590564973380474e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.340000000000002700e+01	3.782343739758550510e+04	4.875145763135147803e+01	2.598302651327068571e-02	2.032915677703917706e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.360000000000002274e+01	3.783113473029991292e+04	4.722114583893699802e+01	2.578358716194458986e-02	2.245265261976249135e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.380000000000002558e+01	3.783889160286942206e+04	4.601356937216272769e+01	2.558567865826001306e-02	2.483691754972603902e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.400000000000002842e+01	3.784670847584243893e+04	4.549985077281522194e+01	2.538928925180528734e-02	2.739447188961613433e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.420000000000002416e+01	3.785458581332977337e+04	4.613266761661886761e+01	2.519440728236171934e-02	3.006391101831831433e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.440000000000002700e+01	3.786252408303219272e+04	4.836474416007752097e+01	2.396856052840775839e-02	2.838935750321273238e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.460000000000002274e+01	3.787086834716782323e+04	5.228897865701770087e+01	2.191753823733335466e-02	2.317504620380023833e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.480000000000002558e+01	3.787999345957024343e+04	5.740394156407352000e+01	2.004202471047843159e-02	1.866615818526482298e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.500000000000002842e+01	3.788997249127433315e+04	6.320744145961705129e+01	1.832700142442181615e-02	1.478732037671262947e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.520000000000002416e+01	3.790088535123261681e+04	6.925235843161817684e+01	1.675873501119726910e-02	1.147533323980022557e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.540000000000002700e+01	3.791281942620107293e+04	7.515042362463640302e+01	1.532466728579281838e-02	8.681697683047535571e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.560000000000002274e+01	3.792587028050480149e+04	8.055459168463835340e+01	1.401331468415353484e-02	6.379585013878418497e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.580000000000002558e+01	3.794014242128717888e+04	8.514032549801375183e+01	1.281417630640346687e-02	4.580959156185693618e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.600000000000002842e+01	3.795575013537021732e+04	8.859280900069509812e+01	1.171764982893500062e-02	3.367285190852708880e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.620000000000002416e+01	3.797281840442756220e+04	9.060262499606287179e+01	1.071495461202040533e-02	2.867042031602519414e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.640000000000002700e+01	3.799148390579847910e+04	9.087341227999043269e+01	9.798061387203776257e-03	3.017505562065916132e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.660000000000002984e+01	3.801189610695708689e+04	8.915061240671691678e+01	8.959627961439103200e-03	3.496887919839865907e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.680000000000002558e+01	3.803421846240094601e+04	8.529473426755113508e+01	8.192940423116773507e-03	4.047410341498604985e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.700000000000002842e+01	3.805862972254335909e+04	7.945911450447769653e+01	7.491859379165847176e-03	4.557124778208284342e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.720000000000003126e+01	3.808532536509054626e+04	7.252022377050542445e+01	7.253581410433617045e-03	4.920958805400477663e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.740000000000002700e+01	3.811289795147006225e+04	6.721024646346540976e+01	8.497619920030740487e-03	5.030201229511989912e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.760000000000002984e+01	3.813643395353677624e+04	6.503578694777421276e+01	9.955019488914834680e-03	5.203159221529274694e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.780000000000002558e+01	3.815652432103658066e+04	6.395645379681236875e+01	1.166237298882676250e-02	5.575586682965598569e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.800000000000002842e+01	3.817367348957985814e+04	6.298465347726288854e+01	1.366254921770546603e-02	6.357986835279138757e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.820000000000003126e+01	3.818831204617812909e+04	6.178079128183529178e+01	1.600576926368624947e-02	7.794757744771531154e-03	1.499999999999999944e-02	2.000000000000000000e+00
3.840000000000002700e+01	3.820080754056550359e+04	6.032551674735875480e+01	1.875086747284268260e-02	1.010435071825736830e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.860000000000002984e+01	3.821147371375933290e+04	5.873146972690435774e+01	2.196676868145321787e-02	1.347363719566375441e-02	1.499999999999999944e-02	2.000000000000000000e+00
3.880000000000002558e+01	3.822057837557374296e+04	5.714737092937267704e+01	2.573421880365293207e-02	1.809939447703578022e-02	1.499999999999999944e-02	2.000000000000000000e+00
