#IGOR SMB Depth (m)	mm ie	error
51.8510989	0.0881387	0.2
51.95246057	0.088200235	0.2
52.05382223	0.088261769	0.2
52.15518389	0.088323304	0.2
52.25654556	0.088384838	0.2
52.35790722	0.088446373	0.2
52.45926888	0.088507907	0.2
52.56063055	0.088507907	0.2
52.66199221	0.088507907	0.2
52.76335387	0.088507907	0.2
52.86471554	0.088507907	0.2
52.9660772	0.088507907	0.2
53.06743886	0.088507907	0.2
53.16880053	0.088507907	0.2
53.27016219	0.088507907	0.2
53.37152385	0.088507907	0.2
53.47288552	0.088507907	0.2
53.57424718	0.088507907	0.2
53.67560884	0.088507907	0.2
53.77697051	0.088507907	0.2
53.87833217	0.088507907	0.2
53.97969383	0.088507907	0.2
54.08105549	0.088507907	0.2
54.18241716	0.088507907	0.2
54.28377882	0.088507907	0.2
54.38514048	0.088507907	0.2
54.48650215	0.088507907	0.2
54.58786381	0.088507907	0.2
54.68922547	0.088507907	0.2
54.79058714	0.088507907	0.2
54.8919488	0.088507907	0.2
54.99331046	0.088507907	0.2
55.09467213	0.088507907	0.2
55.19603379	0.088507907	0.2
55.29739545	0.088507907	0.2
55.39875712	0.088507907	0.2
55.50011878	0.088507907	0.2
55.60148044	0.088507907	0.2
55.70284211	0.088507907	0.2
55.80420377	0.088507907	0.2
55.90556543	0.088507907	0.2
56.0069271	0.088507907	0.2
56.10828876	0.088507907	0.2
56.20965042	0.088507907	0.2
56.31101209	0.088507907	0.2
56.41237375	0.088507907	0.2
56.51373541	0.088507907	0.2
56.61509707	0.088507907	0.2
56.71645874	0.088507907	0.2
56.8178204	0.088507907	0.2
56.91918206	0.088507907	0.2
57.02054373	0.088507907	0.2
57.12190539	0.088507907	0.2
57.22326705	0.088507907	0.2
57.32462872	0.088507907	0.2
57.42599038	0.088507907	0.2
57.52735204	0.088507907	0.2
57.62871371	0.088507907	0.2
57.73007537	0.088507907	0.2
57.83143703	0.088507907	0.2
57.9327987	0.088507907	0.2
58.03416036	0.088507907	0.2
58.13552202	0.088507907	0.2
58.23688369	0.088507907	0.2
58.33824535	0.088507907	0.2
58.43960701	0.088507907	0.2
58.54096868	0.088507907	0.2
58.64233034	0.088507907	0.2
58.743692	0.088507907	0.2
58.84505367	0.088507907	0.2
58.94641533	0.088507907	0.2
59.04777699	0.088507907	0.2
59.14913866	0.088507907	0.2
59.25050032	0.088507907	0.2
59.35186198	0.088507907	0.2
59.45322364	0.088507907	0.2
59.55458531	0.088507907	0.2
59.65594697	0.088507907	0.2
59.75730863	0.088507907	0.2
59.8586703	0.088507907	0.2
59.96003196	0.088507907	0.2
60.06139362	0.088507907	0.2
60.16275529	0.088507907	0.2
60.26411695	0.088507907	0.2
60.36547861	0.088507907	0.2
60.46684028	0.088507907	0.2
60.56820194	0.088507907	0.2
60.6695636	0.088507907	0.2
60.77092527	0.088507907	0.2
60.87228693	0.088507907	0.2
60.97364859	0.088507907	0.2
61.07501026	0.088507907	0.2
61.17637192	0.088507907	0.2
61.27773358	0.088507907	0.2
61.37909525	0.088507907	0.2
61.48045691	0.088507907	0.2
61.58181857	0.088507907	0.2
61.68318024	0.088507907	0.2
61.7845419	0.088507907	0.2
61.88590356	0.088507907	0.2
61.98726522	0.088507907	0.2
62.08862689	0.088507907	0.2
62.18998855	0.088507907	0.2
62.29135021	0.088507907	0.2
62.39271188	0.088507907	0.2
62.49407354	0.088507907	0.2
62.5954352	0.088507907	0.2
62.69679687	0.088507907	0.2
62.79815853	0.088507907	0.2
62.89952019	0.088507907	0.2
63.00088186	0.088507907	0.2
63.10224352	0.088507907	0.2
63.20360518	0.088507907	0.2
63.30496685	0.088507907	0.2
63.40632851	0.088507907	0.2
63.50769017	0.088507907	0.2
63.60905184	0.088507907	0.2
63.7104135	0.088507907	0.2
63.81177516	0.088507907	0.2
63.91313683	0.088486943	0.2
64.01449849	0.088465979	0.2
64.11586015	0.088445014	0.2
64.21722182	0.08842405	0.2
64.31858348	0.088403085	0.2
64.41994514	0.088382121	0.2
64.5213068	0.088361157	0.2
64.62266847	0.088340192	0.2
64.72403013	0.088319228	0.2
64.82539179	0.088298263	0.2
64.92675346	0.088277299	0.2
65.02811512	0.088256335	0.2
65.12947678	0.08823537	0.2
65.23083845	0.088214406	0.2
65.33220011	0.088193441	0.2
65.43356177	0.088172477	0.2
65.53492344	0.088151513	0.2
65.6362851	0.088130548	0.2
65.73764676	0.088109584	0.2
65.83900843	0.088088619	0.2
65.94037009	0.088067655	0.2
66.04173175	0.088046691	0.2
66.14309342	0.088025726	0.2
66.24445508	0.088004762	0.2
66.34581674	0.087983797	0.2
66.44717841	0.087962833	0.2
66.54854007	0.087941869	0.2
66.64990173	0.087920904	0.2
66.7512634	0.08789994	0.2
66.85262506	0.087878975	0.2
66.95398672	0.087858011	0.2
67.05534839	0.087837047	0.2
67.15671005	0.087816082	0.2
67.25807171	0.087795118	0.2
67.35943337	0.087774153	0.2
67.45178427	0.087753189	0.2
67.54408441	0.087732225	0.2
67.63638456	0.08771126	0.2
67.7286847	0.087690296	0.2
67.82098485	0.087669331	0.2
67.913285	0.087648367	0.2
68.00558514	0.087627403	0.2
68.09788529	0.087606438	0.2
68.19018543	0.087585474	0.2
68.28248558	0.087564509	0.2
68.37478573	0.087543545	0.2
68.46708587	0.087522581	0.2
68.55938602	0.087501616	0.2
68.65168617	0.087480652	0.2
68.74398631	0.087459687	0.2
68.83628646	0.087438723	0.2
68.9285866	0.087417759	0.2
69.02088675	0.087396794	0.2
69.1131869	0.08737583	0.2
69.20548704	0.087354865	0.2
69.29778719	0.087333901	0.2
69.39008734	0.087312937	0.2
69.48238748	0.087291972	0.2
69.57468763	0.087271008	0.2
69.66698777	0.087250043	0.2
69.75928792	0.087229079	0.2
69.85158807	0.087208115	0.2
69.94388821	0.08718715	0.2
70.03618836	0.087166186	0.2
70.12848851	0.087145221	0.2
70.22078865	0.087124257	0.2
70.3130888	0.087103293	0.2
70.40538894	0.087082328	0.2
70.49768909	0.087061364	0.2
70.58998924	0.0870404	0.2
70.68228938	0.087019435	0.2
70.77458953	0.087019435	0.2
70.86688967	0.087019435	0.2
70.95918982	0.087019435	0.2
71.05148997	0.087019435	0.2
71.14379011	0.087019435	0.2
71.23609026	0.087019435	0.2
71.32839041	0.087019435	0.2
71.42069055	0.087019435	0.2
71.5129907	0.087019435	0.2
71.60529084	0.087019435	0.2
71.69759099	0.087019435	0.2
71.78989114	0.087019435	0.2
71.88219128	0.087019435	0.2
71.97449143	0.087019435	0.2
72.06679158	0.087019435	0.2
72.15909172	0.087019435	0.2
72.25139187	0.087019435	0.2
72.34369201	0.087019435	0.2
72.43599216	0.087019435	0.2
72.52829231	0.087019435	0.2
72.62059245	0.087019435	0.2
72.7128926	0.087019435	0.2
72.80519274	0.087019435	0.2
72.89749289	0.087019435	0.2
72.98979304	0.087019435	0.2
73.08209318	0.087019435	0.2
73.17439333	0.087019435	0.2
73.26669348	0.087019435	0.2
73.35899362	0.087019435	0.2
73.45129377	0.087019435	0.2
73.54359391	0.087019435	0.2
73.63589406	0.087019435	0.2
73.72819421	0.087019435	0.2
73.82049435	0.087019435	0.2
73.9127945	0.087019435	0.2
74.00509465	0.087019435	0.2
74.09739479	0.087019435	0.2
74.18969494	0.087019435	0.2
74.28199508	0.087019435	0.2
74.37429523	0.087019435	0.2
74.46659538	0.087019435	0.2
74.55889552	0.087019435	0.2
74.65119567	0.087019435	0.2
74.74349582	0.087197026	0.2
74.83579596	0.087374618	0.2
74.92809611	0.087552209	0.2
75.02039625	0.0877298	0.2
75.1126964	0.087907392	0.2
75.20499655	0.088084983	0.2
75.29729669	0.088262574	0.2
75.38959684	0.088440166	0.2
75.48189698	0.088617757	0.2
75.57419713	0.088795348	0.2
75.66649728	0.08897294	0.2
75.75879742	0.089150531	0.2
75.85109757	0.089328122	0.2
75.94339772	0.089505714	0.2
76.03569786	0.089683305	0.2
76.12799801	0.089860896	0.2
76.22029815	0.090038488	0.2
76.3125983	0.090216079	0.2
76.40489845	0.09039367	0.2
76.49719859	0.090571262	0.2
76.58949874	0.090748853	0.2
76.68179889	0.090926444	0.2
76.77409903	0.091104036	0.2
76.86639918	0.091281627	0.2
76.95869932	0.091459218	0.2
77.05099947	0.09163681	0.2
77.14329962	0.091814401	0.2
77.23559976	0.091991992	0.2
77.32789991	0.092169584	0.2
77.42020005	0.092347175	0.2
77.5125002	0.092524766	0.2
77.60480035	0.092702358	0.2
77.69710049	0.092879949	0.2
77.78940064	0.09305754	0.2
77.88170079	0.093235132	0.2
77.97551426	0.093412723	0.2
78.07779021	0.093590314	0.2
78.18006615	0.093767906	0.2
78.2823421	0.093945497	0.2
78.38461804	0.094123088	0.2
78.48689399	0.09430068	0.2
78.58916993	0.094478271	0.2
78.69144588	0.094655862	0.2
78.79372182	0.094833454	0.2
78.89599777	0.095011045	0.2
78.99827371	0.095188636	0.2
79.10054966	0.095366228	0.2
79.20282561	0.095543819	0.2
79.30510155	0.09572141	0.2
79.4073775	0.095899002	0.2
79.50965344	0.096076593	0.2
79.61192939	0.096254184	0.2
79.71420533	0.096431776	0.2
79.81648128	0.096609367	0.2
79.91875722	0.096466696	0.2
80.02103317	0.096324025	0.2
80.12330911	0.096181354	0.2
80.22558506	0.096038683	0.2
80.327861	0.095896012	0.2
80.43013695	0.095753341	0.2
80.53241289	0.09561067	0.2
80.63468884	0.095467999	0.2
80.73696479	0.095325328	0.2
80.83924073	0.095182657	0.2
80.94151668	0.095039986	0.2
81.04379262	0.094897315	0.2
81.14606857	0.094754644	0.2
81.24834451	0.094611973	0.2
81.35062046	0.094469302	0.2
81.4528964	0.094326631	0.2
81.55517235	0.09418396	0.2
81.65744829	0.093863698	0.2
81.75972424	0.093543436	0.2
81.86200018	0.093223173	0.2
81.96427613	0.092902911	0.2
82.06655208	0.092582649	0.2
82.16882802	0.092262386	0.2
82.27110397	0.091942124	0.2
82.37337991	0.091621862	0.2
82.47565586	0.091301599	0.2
82.5779318	0.090981337	0.2
82.68020775	0.090661075	0.2
82.78248369	0.090340813	0.2
82.88475964	0.09002055	0.2
82.98703558	0.089700288	0.2
83.08931153	0.089380026	0.2
83.19158747	0.089121972	0.2
83.29386342	0.088863918	0.2
83.39613936	0.088605864	0.2
83.49640229	0.08834781	0.2
83.57421874	0.088089756	0.2
83.65203518	0.087831702	0.2
83.72985162	0.087573648	0.2
83.80766806	0.087315594	0.2
83.88548451	0.08705754	0.2
83.96330095	0.086799486	0.2
84.04111739	0.086541432	0.2
84.11893383	0.086283378	0.2
84.19675028	0.086025324	0.2
84.27456672	0.085767271	0.2
84.35238316	0.085509217	0.2
84.4301996	0.085251163	0.2
84.50801604	0.084993109	0.2
84.58583249	0.084735055	0.2
84.66364893	0.084477001	0.2
84.74146537	0.084218947	0.2
84.81928181	0.083960893	0.2
84.89709826	0.083702839	0.2
84.9749147	0.083444785	0.2
85.05273114	0.083186731	0.2
85.13054758	0.082928677	0.2
85.20836403	0.082670623	0.2
85.28618047	0.08241257	0.2
85.36399691	0.082154516	0.2
85.44181335	0.081830253	0.2
85.5196298	0.081505991	0.2
85.59744624	0.081181729	0.2
85.67526268	0.080857466	0.2
85.75307912	0.080533204	0.2
85.83089557	0.080208942	0.2
85.90871201	0.079884679	0.2
85.98881536	0.079560417	0.2
86.07045671	0.079236155	0.2
86.15209805	0.078911892	0.2
86.23373939	0.07858763	0.2
86.31538074	0.07858363	0.2
86.39702208	0.07857963	0.2
86.47866343	0.07857563	0.2
86.56030477	0.07857163	0.2
86.64194612	0.07856763	0.2
86.72358746	0.07856363	0.2
86.80522881	0.07855963	0.2
86.88687015	0.07855563	0.2
86.9685115	0.07855163	0.2
87.05015284	0.07854763	0.2
87.13179419	0.07854363	0.2
87.21343553	0.07853963	0.2
87.29507688	0.07853563	0.2
87.37671822	0.07853163	0.2
87.45835957	0.07852763	0.2
87.54000091	0.07852363	0.2
87.62164226	0.07851963	0.2
87.7032836	0.07851563	0.2
87.78492495	0.07851163	0.2
87.86656629	0.07850763	0.2
87.94820764	0.07850363	0.2
88.02984898	0.07849963	0.2
88.11149033	0.07849563	0.2
88.19313167	0.07849163	0.2
88.27445941	0.07848763	0.2
88.35073986	0.078483629	0.2
88.42702031	0.078479629	0.2
88.50330076	0.078475629	0.2
88.57958121	0.078471629	0.2
88.65586166	0.078467629	0.2
88.73214211	0.078463629	0.2
88.80842256	0.078459629	0.2
88.88470302	0.078548364	0.2
88.96098347	0.078637099	0.2
89.03726392	0.078725834	0.2
89.11354437	0.078814569	0.2
89.18982482	0.078903304	0.2
89.26610527	0.078992039	0.2
89.34238572	0.079080774	0.2
89.41866617	0.079169509	0.2
89.49494662	0.079258244	0.2
89.57122707	0.079346979	0.2
89.64750753	0.079435714	0.2
89.72378798	0.079524449	0.2
89.80006843	0.079613184	0.2
89.87634888	0.079701919	0.2
89.95262933	0.079790654	0.2
90.02890978	0.079879389	0.2
90.10519023	0.079968124	0.2
90.18147068	0.080056859	0.2
90.25775113	0.080145594	0.2
90.33403159	0.080214156	0.2
90.41031204	0.080282718	0.2
90.48659249	0.08035128	0.2
90.56287294	0.080419842	0.2
90.63915339	0.080488404	0.2
90.71543384	0.080556966	0.2
90.79171429	0.080625528	0.2
90.86799474	0.080694091	0.2
90.94427519	0.080762653	0.2
91.02055565	0.080897423	0.2
91.0968361	0.081032194	0.2
91.17311655	0.081166964	0.2
91.249397	0.081301735	0.2
91.32567745	0.081436505	0.2
91.4019579	0.081571276	0.2
91.47823835	0.081706046	0.2
91.55513298	0.081840817	0.2
91.6417881	0.081975587	0.2
91.72844321	0.082110358	0.2
91.81509832	0.082245129	0.2
91.90175343	0.082379899	0.2
91.98840855	0.08251467	0.2
92.07506366	0.08264944	0.2
92.16171877	0.082784211	0.2
92.24837388	0.082918981	0.2
92.335029	0.083053752	0.2
92.42168411	0.083188522	0.2
92.50833922	0.083323293	0.2
92.59499433	0.083458063	0.2
92.68164945	0.083592834	0.2
92.76830456	0.083727604	0.2
92.85495967	0.083862375	0.2
92.94161479	0.083997145	0.2
93.0282699	0.084131916	0.2
93.11492501	0.084266687	0.2
93.19803577	0.084401457	0.2
93.28092591	0.084536228	0.2
93.36381604	0.084670998	0.2
93.44670617	0.084805769	0.2
93.52959631	0.084940539	0.2
93.61248644	0.08507531	0.2
93.69537658	0.08521008	0.2
93.77826671	0.085344851	0.2
93.86115684	0.085479621	0.2
93.94404698	0.085614392	0.2
94.02693711	0.085749162	0.2
94.10982725	0.085883933	0.2
94.19271738	0.086018703	0.2
94.27560751	0.086153474	0.2
94.35849765	0.086288245	0.2
94.44138778	0.086423015	0.2
94.52427792	0.086557786	0.2
94.60716805	0.086537613	0.2
94.69005818	0.08651744	0.2
94.77294832	0.086497267	0.2
94.85583845	0.086477094	0.2
94.93872859	0.086456921	0.2
95.02161872	0.086436749	0.2
95.10450885	0.086416576	0.2
95.18739899	0.086396403	0.2
95.27028912	0.08637623	0.2
95.35317926	0.086356057	0.2
95.43606939	0.086335884	0.2
95.51895953	0.086315712	0.2
95.60184966	0.086295539	0.2
95.68473979	0.086275366	0.2
95.76762993	0.086255193	0.2
95.85052006	0.08623502	0.2
95.9334102	0.086214847	0.2
96.01630033	0.086194674	0.2
96.09919046	0.086174502	0.2
96.1820806	0.086174502	0.2
96.26497073	0.086174502	0.2
96.34786087	0.086174502	0.2
96.430751	0.086174502	0.2
96.51364113	0.086174502	0.2
96.59653127	0.086174502	0.2
96.6794214	0.086174502	0.2
96.76231154	0.086174502	0.2
96.84520167	0.086174502	0.2
96.9280918	0.086174502	0.2
97.01098194	0.086174502	0.2
97.09387207	0.086174502	0.2
97.17676221	0.086174502	0.2
97.25965234	0.086174502	0.2
97.34254247	0.086174502	0.2
97.42543261	0.086174502	0.2
97.50832274	0.086174502	0.2
97.59121288	0.086174502	0.2
97.67410301	0.086174502	0.2
97.75699314	0.086174502	0.2
97.83988328	0.086174502	0.2
97.92277341	0.086174502	0.2
98.00566355	0.086174502	0.2
98.08855368	0.086174502	0.2
98.17144381	0.086174502	0.2
98.25433395	0.086174502	0.2
98.33722408	0.086174502	0.2
98.42011422	0.086174502	0.2
98.50300435	0.086174502	0.2
98.58589448	0.086174502	0.2
98.66878462	0.086174502	0.2
98.75167475	0.086174502	0.2
98.83456489	0.086174502	0.2
98.91745502	0.086174502	0.2
99.00034515	0.086174502	0.2
99.08323529	0.086174502	0.2
99.16612542	0.086174502	0.2
99.24901556	0.086174502	0.2
99.33190569	0.086174502	0.2
99.41479582	0.086174502	0.2
99.49768596	0.086174502	0.2
99.58057609	0.086174502	0.2
99.66346623	0.086174502	0.2
99.74635636	0.086174502	0.2
99.82924649	0.086174502	0.2
99.91213663	0.086174502	0.2
99.99502676	0.086174502	0.2
100.0779169	0.086174502	0.2
100.160807	0.086174502	0.2
100.2436972	0.086174502	0.2
100.3265873	0.086174502	0.2
100.4094774	0.086174502	0.2
