depth_top	depth_bot	duration	dur_unc
147.743	147.92	1.0	0.01
147.92	148.206	1.0	0.01
148.206	148.409	1.0	0.01
148.409	148.69	1.0	0.01
148.69	148.906	1.0	0.01
148.906	149.057	1.0	0.01
149.057	149.284	1.0	0.01
149.284	149.488	1.0	0.01
149.488	149.746	1.0	0.01
149.746	150.009	1.0	0.01
150.009	150.197	1.0	0.01
150.197	150.409	1.0	0.01
150.409	150.706	1.0	0.01
150.706	150.968	1.0	0.01
150.968	151.138	1.0	0.01
151.138	151.415	1.0	0.01
151.415	151.581	1.0	0.01
151.581	151.827	1.0	0.01
151.827	152.047	1.0	0.01
152.047	152.275	1.0	0.01
152.275	152.617	1.0	0.01
152.617	152.779	1.0	0.01
152.779	153.065	1.0	0.01
153.065	153.228	1.0	0.01
153.228	153.462	1.0	0.01
153.462	153.732	1.0	0.01
153.732	153.932	1.0	0.01
153.932	154.167	1.0	0.01
154.167	154.429	1.0	0.01
154.429	154.672	1.0	0.01
154.672	154.938	1.0	0.01
154.938	155.208	1.0	0.01
155.208	155.464	1.0	0.01
155.464	155.76	1.0	0.01
155.76	156.069	1.0	0.01
156.069	156.373	1.0	0.01
156.373	156.597	1.0	0.01
156.597	156.747	1.0	0.01
156.747	156.951	1.0	0.01
156.951	157.195	1.0	0.01
157.195	157.487	1.0	0.01
157.487	157.692	1.0	0.01
157.692	157.915	1.0	0.01
157.915	158.119	1.0	0.01
158.119	158.373	1.0	0.01
158.373	158.677	1.0	0.01
158.677	158.89	1.0	0.01
158.89	159.12	1.0	0.01
159.12	159.402	1.0	0.01
159.402	159.603	1.0	0.01
159.603	159.857	1.0	0.01
159.857	160.058	1.0	0.01
160.058	160.188	1.0	0.01
160.188	160.393	1.0	0.01
160.393	160.616	1.0	0.01
160.616	160.778	1.0	0.01
160.778	161.013	1.0	0.01
161.013	161.279	1.0	0.01
161.279	161.433	1.0	0.01
161.433	161.669	1.0	0.01
161.669	161.925	1.0	0.01
161.925	162.067	1.0	0.01
162.067	162.36	1.0	0.01
162.36	162.568	1.0	0.01
162.568	162.796	1.0	0.01
162.796	163.056	1.0	0.01
163.056	163.368	1.0	0.01
163.368	163.568	1.0	0.01
163.568	163.814	1.0	0.01
163.814	164.107	1.0	0.01
164.107	164.315	1.0	0.01
164.315	164.619	1.0	0.01
164.619	164.778	1.0	0.01
164.778	165.024	1.0	0.01
165.024	165.221	1.0	0.01
165.221	165.4	1.0	0.01
165.4	165.595	1.0	0.01
165.595	165.857	1.0	0.01
165.857	166.107	1.0	0.01
166.107	166.254	1.0	0.01
166.254	166.504	1.0	0.01
166.504	166.712	1.0	0.01
166.712	166.909	1.0	0.01
166.909	167.063	1.0	0.01
167.063	167.333	1.0	0.01
167.333	167.56	1.0	0.01
167.56	167.826	1.0	0.01
167.826	168.023	1.0	0.01
168.023	168.347	1.0	0.01
168.347	168.666	1.0	0.01
168.666	168.809	1.0	0.01
168.809	168.994	1.0	0.01
168.994	169.209	1.0	0.01
169.209	169.429	1.0	0.01
169.429	169.664	1.0	0.01
169.664	169.861	1.0	0.01
169.861	170.15	1.0	0.01
170.15	170.296	1.0	0.01
170.296	170.519	1.0	0.01
170.519	170.811	1.0	0.01
170.811	170.962	1.0	0.01
170.962	171.177	1.0	0.01
171.177	171.428	1.0	0.01
171.428	171.678	1.0	0.01
171.678	171.909	1.0	0.01
171.909	172.14	1.0	0.01
172.14	172.349	1.0	0.01
172.349	172.591	1.0	0.01
172.591	172.823	1.0	0.01
172.823	173.011	1.0	0.01
173.011	173.281	1.0	0.01
173.281	173.477	1.0	0.01
173.477	173.67	1.0	0.01
173.67	173.851	1.0	0.01
173.851	174.09	1.0	0.01
174.09	174.305	1.0	0.01
174.305	174.464	1.0	0.01
174.464	174.733	1.0	0.01
174.733	174.956	1.0	0.01
174.956	175.153	1.0	0.01
175.153	175.431	1.0	0.01
175.431	175.716	1.0	0.01
175.716	175.938	1.0	0.01
175.938	176.18	1.0	0.01
176.18	176.404	1.0	0.01
176.404	176.57	1.0	0.01
176.57	176.816	1.0	0.01
176.816	177.148	1.0	0.01
177.148	177.378	1.0	0.01
177.378	177.53	1.0	0.01
177.53	177.822	1.0	0.01
177.822	178.069	1.0	0.01
178.069	178.304	1.0	0.01
178.304	178.57	1.0	0.01
178.57	178.784	1.0	0.01
178.784	179.016	1.0	0.01
179.016	179.309	1.0	0.01
179.309	179.524	1.0	0.01
179.524	179.755	1.0	0.01
179.755	180.01	1.0	0.01
180.01	180.225	1.0	0.01
180.225	180.433	1.0	0.01
180.433	180.661	1.0	0.01
180.661	180.898	1.0	0.01
180.898	181.076	1.0	0.01
181.076	181.295	1.0	0.01
181.295	181.507	1.0	0.01
181.507	181.699	1.0	0.01
181.699	181.993	1.0	0.01
181.993	182.223	1.0	0.01
182.223	182.469	1.0	0.01
182.469	182.664	1.0	0.01
182.664	182.854	1.0	0.01
182.854	183.046	1.0	0.01
183.046	183.266	1.0	0.01
183.266	183.39	1.0	0.01
183.39	183.589	1.0	0.01
183.589	183.836	1.0	0.01
183.836	184.052	1.0	0.01
184.052	184.259	1.0	0.01
184.259	184.449	1.0	0.01
184.449	184.638	1.0	0.01
184.638	184.811	1.0	0.01
184.811	185.038	1.0	0.01
185.038	185.234	1.0	0.01
185.234	185.46	1.0	0.01
185.46	185.744	1.0	0.01
185.744	185.93	1.0	0.01
185.93	186.127	1.0	0.01
186.127	186.368	1.0	0.01
186.368	186.685	1.0	0.01
186.685	186.893	1.0	0.01
186.893	187.134	1.0	0.01
187.134	187.32	1.0	0.01
187.32	187.528	1.0	0.01
187.528	187.779	1.0	0.01
187.779	187.987	1.0	0.01
187.987	188.173	1.0	0.01
188.173	188.381	1.0	0.01
188.381	188.665	1.0	0.01
188.665	188.917	1.0	0.01
188.917	189.114	1.0	1.0
189.114	189.377	1.0	0.01
189.377	189.672	1.0	0.01
189.672	189.902	1.0	0.01
189.902	190.109	1.0	0.01
190.109	190.285	1.0	0.01
190.285	190.525	1.0	0.01
190.525	190.755	1.0	0.01
190.755	190.963	1.0	0.01
190.963	191.149	1.0	0.01
191.149	191.379	1.0	0.01
191.379	191.674	1.0	0.01
191.674	191.98	1.0	0.01
191.98	192.254	1.0	0.01
192.254	192.527	1.0	0.01
192.527	192.757	1.0	0.01
192.757	192.998	1.0	0.01
192.998	193.217	1.0	0.01
193.217	193.414	1.0	0.01
193.414	193.654	1.0	0.01
193.654	193.873	1.0	0.01
193.873	194.114	1.0	0.01
194.114	194.322	1.0	0.01
194.322	194.595	1.0	0.01
194.595	194.847	1.0	0.01
194.847	195.011	1.0	0.01
195.011	195.274	1.0	0.01
195.274	195.471	1.0	0.01
195.471	195.799	1.0	0.01
195.799	196.018	1.0	0.01
196.018	196.193	1.0	0.01
196.193	196.39	1.0	0.01
196.39	196.619	1.0	0.01
196.619	196.86	1.0	0.01
196.86	197.024	1.0	0.01
197.024	197.309	1.0	0.01
197.309	197.506	1.0	0.01
197.506	197.801	1.0	0.01
197.801	198.064	1.0	0.01
198.064	198.239	1.0	0.01
198.239	198.457	1.0	0.01
198.457	198.775	1.0	0.01
198.775	198.972	1.0	0.01
198.972	199.169	1.0	0.01
199.169	199.355	1.0	0.01
199.355	199.584	1.0	0.01
199.584	199.913	1.0	0.01
199.913	200.186	1.0	0.01
200.186	200.394	1.0	0.01
200.394	200.678	1.0	0.01
200.678	200.919	1.0	0.01
200.919	201.269	1.0	0.01
201.269	201.51	1.0	0.01
201.51	201.762	1.0	0.01
201.762	201.959	1.0	0.01
201.959	202.167	1.0	0.01
202.167	202.407	1.0	0.01
202.407	202.692	1.0	0.01
202.692	202.856	1.0	0.01
