#Depth	#Thinning	#error
1735.8	0.3802	0.05
1737.45	0.3811	0.05
1739.1	0.382	0.05
1740.75	0.383	0.05
1742.4	0.3838	0.05
1744.05	0.3845	0.05
1745.7	0.3854	0.05
1747.35	0.3864	0.05
1749	0.3871	0.05
1750.65	0.3877	0.05
1752.3	0.3882	0.05
1753.95	0.3885	0.05
1755.6	0.3886	0.05
1757.25	0.388	0.05
1758.9	0.3874	0.05
1760.55	0.3866	0.05
1762.2	0.3858	0.05
1763.85	0.3852	0.05
1765.5	0.3846	0.05
1767.15	0.3838	0.05
1768.8	0.383	0.05
1770.45	0.3823	0.05
1772.1	0.3815	0.05
1773.75	0.3808	0.05
1775.4	0.38	0.05
1777.05	0.3791	0.05
1778.7	0.3783	0.05
1780.35	0.3775	0.05
1782	0.3766	0.05
1783.65	0.3758	0.05
1785.3	0.375	0.05
1786.95	0.3742	0.05
1788.6	0.3735	0.05
1790.25	0.3726	0.05
1791.9	0.3717	0.05
1793.55	0.3708	0.05
1795.2	0.3699	0.05
1796.85	0.3689	0.05
1798.5	0.368	0.05
1800.15	0.367	0.05
1801.8	0.3663	0.05
1803.45	0.3653	0.05
1805.1	0.3647	0.05
1806.75	0.3639	0.05
1808.4	0.3631	0.05
1810.05	0.3624	0.05
1811.7	0.3619	0.05
1813.35	0.3612	0.05
1815	0.3605	0.05
1816.65	0.36	0.05
1818.3	0.3591	0.05
1819.95	0.3585	0.05
1821.6	0.3577	0.05
1823.25	0.3573	0.05
1824.9	0.3566	0.05
1826.55	0.3559	0.05
1828.2	0.3557	0.05
1829.85	0.3552	0.05
1831.5	0.3548	0.05
1833.15	0.3541	0.05
1834.8	0.3537	0.05
1836.45	0.3533	0.05
1838.1	0.3527	0.05
1839.75	0.3522	0.05
1841.4	0.3519	0.05
1843.05	0.3511	0.05
1844.7	0.3507	0.05
1846.35	0.3501	0.05
1848	0.3494	0.05
1849.65	0.3488	0.05
1851.3	0.3484	0.05
1852.95	0.3478	0.05
1854.6	0.3469	0.05
1856.25	0.3463	0.05
1857.9	0.3456	0.05
1859.55	0.345	0.05
1861.2	0.3444	0.05
1862.85	0.3437	0.05
1864.5	0.3431	0.05
1866.15	0.3426	0.05
1867.8	0.342	0.05
1869.45	0.3415	0.05
1871.1	0.3409	0.05
1872.75	0.3403	0.05
1874.4	0.3398	0.05
1876.05	0.3392	0.05
1877.7	0.3386	0.05
1879.35	0.338	0.05
1881	0.3373	0.05
1882.65	0.3367	0.05
1884.3	0.336	0.05
1885.95	0.3354	0.05
1887.6	0.3348	0.05
1889.25	0.3343	0.05
1890.9	0.3336	0.05
1892.55	0.333	0.05
1894.2	0.3323	0.05
1895.85	0.3317	0.05
1897.5	0.331	0.05
1899.15	0.3301	0.05
1900.8	0.3296	0.05
1902.45	0.3289	0.05
1904.1	0.3281	0.05
1905.75	0.3274	0.05
1907.4	0.3269	0.05
1909.05	0.3262	0.05
1910.7	0.3255	0.05
1912.35	0.3248	0.05
1914	0.3242	0.05
1915.65	0.3237	0.05
1917.3	0.3227	0.05
1918.95	0.3222	0.05
1920.6	0.3216	0.05
1922.25	0.3211	0.05
1923.9	0.3204	0.05
1925.55	0.3199	0.05
1927.2	0.3195	0.05
1928.85	0.3187	0.05
1930.5	0.3182	0.05
1932.15	0.3176	0.05
1933.8	0.3173	0.05
1935.45	0.3168	0.05
1937.1	0.316	0.05
1938.75	0.3155	0.05
1940.4	0.315	0.05
1942.05	0.3143	0.05
1943.7	0.3138	0.05
1945.35	0.3132	0.05
1947	0.3128	0.05
1948.65	0.3122	0.05
1950.3	0.3117	0.05
1951.95	0.3113	0.05
1953.6	0.3108	0.05
1955.25	0.3101	0.05
1956.9	0.3098	0.05
1958.55	0.3097	0.05
1960.2	0.3094	0.05
1961.85	0.3088	0.05
1963.5	0.3088	0.05
1965.15	0.3084	0.05
1966.8	0.3081	0.05
1968.45	0.3079	0.05
1970.1	0.3075	0.05
1971.75	0.3071	0.05
1973.4	0.3067	0.05
1975.05	0.3063	0.05
1976.7	0.3059	0.05
1978.35	0.3053	0.05
1980	0.3051	0.05
1981.65	0.3049	0.05
1983.3	0.3046	0.05
1984.95	0.3044	0.05
1986.6	0.3041	0.05
1988.25	0.3038	0.05
1989.9	0.3035	0.05
1991.55	0.303	0.05
1993.2	0.3026	0.05
1994.85	0.3021	0.05
1996.5	0.3016	0.05
1998.15	0.3011	0.05
1999.8	0.3006	0.05
2001.45	0.3003	0.05
2003.1	0.2999	0.05
2004.75	0.2999	0.05
2006.4	0.2998	0.05
2008.05	0.2996	0.05
2009.7	0.2994	0.05
2011.35	0.299	0.05
2013	0.2985	0.05
2014.65	0.298	0.05
2016.3	0.2974	0.05
2017.95	0.2967	0.05
2019.6	0.296	0.05
2021.25	0.2952	0.05
2022.9	0.2945	0.05
2024.55	0.2938	0.05
2026.2	0.2932	0.05
2027.85	0.2924	0.05
2029.5	0.2917	0.05
2031.15	0.2908	0.05
2032.8	0.2899	0.05
2034.45	0.2889	0.05
2036.1	0.2879	0.05
2037.75	0.287	0.05
2039.4	0.2862	0.05
2041.05	0.2852	0.05
2042.7	0.2843	0.05
2044.35	0.2837	0.05
2046	0.2829	0.05
2047.65	0.2819	0.05
2049.3	0.2811	0.05
2050.95	0.2804	0.05
2052.6	0.2795	0.05
2054.25	0.2787	0.05
2055.9	0.278	0.05
2057.55	0.277	0.05
2059.2	0.2763	0.05
2060.85	0.2755	0.05
2062.5	0.2747	0.05
2064.15	0.2738	0.05
2065.8	0.2731	0.05
2067.45	0.2723	0.05
2069.1	0.2716	0.05
2070.75	0.2708	0.05
2072.4	0.2698	0.05
2074.05	0.2689	0.05
2075.7	0.268	0.05
2077.35	0.2672	0.05
2079	0.2664	0.05
2080.65	0.2655	0.05
2082.3	0.2647	0.05
2083.95	0.2639	0.05
2085.6	0.2631	0.05
2087.25	0.2622	0.05
2088.9	0.2613	0.05
2090.55	0.2605	0.05
2092.2	0.2597	0.05
2093.85	0.2589	0.05
2095.5	0.2582	0.05
2097.15	0.2576	0.05
2098.8	0.2569	0.05
2100.45	0.2562	0.05
2102.1	0.2557	0.05
2103.75	0.2552	0.05
2105.4	0.2547	0.05
2107.05	0.2543	0.05
2108.7	0.254	0.05
2110.35	0.2537	0.05
2112	0.2533	0.05
2113.65	0.253	0.05
2115.3	0.2528	0.05
2116.95	0.2526	0.05
2118.6	0.2522	0.05
2120.25	0.252	0.05
2121.9	0.2518	0.05
2123.55	0.2518	0.05
2125.2	0.2516	0.05
2126.85	0.2516	0.05
2128.5	0.2515	0.05
2130.15	0.2514	0.05
2131.8	0.2514	0.05
2133.45	0.2513	0.05
2135.1	0.2513	0.05
2136.75	0.2512	0.05
2138.4	0.2511	0.05
2140.05	0.251	0.05
2141.7	0.2509	0.05
2143.35	0.2509	0.05
2145	0.2509	0.05
2146.65	0.2508	0.05
2148.3	0.2507	0.05
2149.95	0.2507	0.05
2151.6	0.2506	0.05
2153.25	0.2505	0.05
2154.9	0.2504	0.05
2156.55	0.2505	0.05
2158.2	0.2503	0.05
2159.85	0.2502	0.05
2161.5	0.25	0.05
2163.15	0.25	0.05
2164.8	0.25	0.05
2166.45	0.2498	0.05
2168.1	0.2496	0.05
2169.75	0.2493	0.05
2171.4	0.2492	0.05
2173.05	0.249	0.05
2174.7	0.2486	0.05
2176.35	0.2483	0.05
2178	0.248	0.05
2179.65	0.2476	0.05
2181.3	0.2472	0.05
2182.95	0.2467	0.05
2184.6	0.2461	0.05
2186.25	0.2455	0.05
2187.9	0.2448	0.05
2189.55	0.2441	0.05
2191.2	0.2434	0.05
2192.85	0.2426	0.05
2194.5	0.2419	0.05
2196.15	0.2411	0.05
2197.8	0.2403	0.05
2199.45	0.2396	0.05
2201.1	0.2389	0.05
2202.75	0.2382	0.05
2204.4	0.2374	0.05
2206.05	0.2365	0.05
2207.7	0.2356	0.05
2209.35	0.2346	0.05
2211	0.2336	0.05
2212.65	0.2328	0.05
2214.3	0.232	0.05
2215.95	0.2309	0.05
2217.6	0.2299	0.05
2219.25	0.229	0.05
2220.9	0.2281	0.05
2222.55	0.2272	0.05
2224.2	0.2264	0.05
2225.85	0.2255	0.05
2227.5	0.2247	0.05
2229.15	0.224	0.05
2230.8	0.2232	0.05
2232.45	0.2226	0.05
2234.1	0.222	0.05
2235.75	0.2214	0.05
2237.4	0.2209	0.05
2239.05	0.2203	0.05
2240.7	0.2197	0.05
2242.35	0.2192	0.05
2244	0.2187	0.05
2245.65	0.2182	0.05
2247.3	0.2177	0.05
2248.95	0.2173	0.05
2250.6	0.2168	0.05
2252.25	0.2164	0.05
2253.9	0.216	0.05
2255.55	0.2156	0.05
2257.2	0.2152	0.05
2258.85	0.2148	0.05
2260.5	0.2145	0.05
2262.15	0.2143	0.05
2263.8	0.2139	0.05
2265.45	0.2137	0.05
2267.1	0.2135	0.05
2268.75	0.2132	0.05
2270.4	0.2129	0.05
2272.05	0.2126	0.05
2273.7	0.2123	0.05
2275.35	0.2119	0.05
2277	0.2115	0.05
2278.65	0.211	0.05
2280.3	0.2107	0.05
2281.95	0.2102	0.05
2283.6	0.2095	0.05
2285.25	0.2089	0.05
2286.9	0.2084	0.05
2288.55	0.2077	0.05
2290.2	0.2072	0.05
2291.85	0.2067	0.05
2293.5	0.2063	0.05
2295.15	0.2057	0.05
2296.8	0.205	0.05
2298.45	0.2043	0.05
2300.1	0.2036	0.05
2301.75	0.2028	0.05
2303.4	0.2019	0.05
2305.05	0.2009	0.05
2306.7	0.2	0.05
2308.35	0.1992	0.05
2310	0.1986	0.05
2311.65	0.198	0.05
2313.3	0.1975	0.05
2314.95	0.1968	0.05
2316.6	0.1962	0.05
2318.25	0.1956	0.05
2319.9	0.1952	0.05
2321.55	0.1947	0.05
2323.2	0.1943	0.05
2324.85	0.1938	0.05
2326.5	0.1934	0.05
2328.15	0.1932	0.05
2329.8	0.1929	0.05
2331.45	0.1925	0.05
2333.1	0.1922	0.05
2334.75	0.1918	0.05
2336.4	0.1914	0.05
2338.05	0.1912	0.05
2339.7	0.1909	0.05
2341.35	0.1906	0.05
2343	0.1905	0.05
2344.65	0.1901	0.05
2346.3	0.1901	0.05
2347.95	0.1899	0.05
2349.6	0.1899	0.05
2351.25	0.1899	0.05
2352.9	0.1899	0.05
2354.55	0.19	0.05
2356.2	0.1902	0.05
2357.85	0.1904	0.05
2359.5	0.1905	0.05
2361.15	0.1901	0.05
2362.8	0.1895	0.05
2364.45	0.1891	0.05
2366.1	0.189	0.05
2367.75	0.1889	0.05
2369.4	0.1888	0.05
2371.05	0.1889	0.05
2372.7	0.1888	0.05
2374.35	0.1889	0.05
2376	0.1889	0.05
2377.65	0.1889	0.05
2379.3	0.1887	0.05
2380.95	0.1886	0.05
2382.6	0.1883	0.05
2384.25	0.188	0.05
2385.9	0.188	0.05
2387.55	0.1879	0.05
2389.2	0.1878	0.05
2390.85	0.1876	0.05
2392.5	0.1875	0.05
2394.15	0.1875	0.05
2395.8	0.1872	0.05
2397.45	0.1873	0.05
2399.1	0.1868	0.05
2400.75	0.1869	0.05
2402.4	0.1867	0.05
2404.05	0.1866	0.05
2405.7	0.1864	0.05
2407.35	0.1863	0.05
2409	0.1861	0.05
2410.65	0.186	0.05
2412.3	0.1858	0.05
2413.95	0.1856	0.05
2415.6	0.1854	0.05
2417.25	0.1852	0.05
2418.9	0.1848	0.05
2420.55	0.1843	0.05
2422.2	0.1838	0.05
2423.85	0.1835	0.05
2425.5	0.1827	0.05
2427.15	0.182	0.05
2428.8	0.1813	0.05
2430.45	0.1809	0.05
2432.1	0.1804	0.05
2433.75	0.1801	0.05
2435.4	0.1794	0.05
2437.05	0.1789	0.05
2438.7	0.178	0.05
2440.35	0.1776	0.05
2442	0.1767	0.05
2443.65	0.176	0.05
2445.3	0.1753	0.05
2446.95	0.1744	0.05
2448.6	0.1734	0.05
2450.25	0.1724	0.05
2451.9	0.1715	0.05
2453.55	0.1705	0.05
2455.2	0.1694	0.05
2456.85	0.1683	0.05
2458.5	0.1675	0.05
2460.15	0.1663	0.05
2461.8	0.1654	0.05
2463.45	0.164	0.05
2465.1	0.1628	0.05
2466.75	0.1616	0.05
2468.4	0.1603	0.05
2470.05	0.1591	0.05
2471.7	0.1578	0.05
2473.35	0.1564	0.05
2475	0.1551	0.05
2476.65	0.1537	0.05
2478.3	0.1524	0.05
2479.95	0.1511	0.05
2481.6	0.1497	0.05
2483.25	0.1484	0.05
2484.9	0.147	0.05
2486.55	0.1457	0.05
2488.2	0.1445	0.05
2489.85	0.143	0.05
2491.5	0.1415	0.05
2493.15	0.1401	0.05
2494.8	0.1383	0.05
2496.45	0.1368	0.05
2498.1	0.1352	0.05
2499.75	0.1337	0.05
2501.4	0.1322	0.05
2503.05	0.1308	0.05
2504.7	0.1296	0.05
2506.35	0.1287	0.05
2508	0.1279	0.05
2509.65	0.1272	0.05
2511.3	0.1267	0.05
2512.95	0.1262	0.05
2514.6	0.1257	0.05
2516.25	0.1254	0.05
2517.9	0.1251	0.05
2519.55	0.1247	0.05
2521.2	0.1246	0.05
2522.85	0.1245	0.05
2524.5	0.1242	0.05
2526.15	0.1241	0.05
2527.8	0.1239	0.05
2529.45	0.1238	0.05
2531.1	0.1237	0.05
2532.75	0.1239	0.05
2534.4	0.124	0.05
2536.05	0.1243	0.05
2537.7	0.1244	0.05
2539.35	0.1249	0.05
2541	0.1252	0.05
2542.65	0.1255	0.05
2544.3	0.126	0.05
2545.95	0.1265	0.05
2547.6	0.1269	0.05
2549.25	0.1273	0.05
2550.9	0.1277	0.05
2552.55	0.1283	0.05
2554.2	0.1284	0.05
2555.85	0.1286	0.05
2557.5	0.1289	0.05
2559.15	0.1291	0.05
2560.8	0.1294	0.05
2562.45	0.1297	0.05
2564.1	0.1299	0.05
2565.75	0.1303	0.05
2567.4	0.1305	0.05
2569.05	0.1306	0.05
2570.7	0.1308	0.05
2572.35	0.1308	0.05
2574	0.1307	0.05
2575.65	0.1306	0.05
2577.3	0.1304	0.05
2578.95	0.1303	0.05
2580.6	0.1301	0.05
2582.25	0.1299	0.05
2583.9	0.1297	0.05
2585.55	0.1295	0.05
2587.2	0.1294	0.05
2588.85	0.1293	0.05
2590.5	0.1292	0.05
2592.15	0.129	0.05
2593.8	0.1289	0.05
2595.45	0.1288	0.05
2597.1	0.1286	0.05
2598.75	0.1283	0.05
2600.4	0.1281	0.05
2602.05	0.1278	0.05
2603.7	0.1276	0.05
2605.35	0.1273	0.05
2607	0.1271	0.05
2608.65	0.1268	0.05
2610.3	0.1265	0.05
2611.95	0.1263	0.05
2613.6	0.1262	0.05
2615.25	0.126	0.05
2616.9	0.1258	0.05
2618.55	0.1257	0.05
2620.2	0.1255	0.05
2621.85	0.1252	0.05
2623.5	0.125	0.05
2625.15	0.1248	0.05
2626.8	0.1246	0.05
2628.45	0.1244	0.05
2630.1	0.1241	0.05
2631.75	0.1238	0.05
2633.4	0.1234	0.05
2635.05	0.1229	0.05
2636.7	0.1225	0.05
2638.35	0.122	0.05
2640	0.1215	0.05
2641.65	0.121	0.05
2643.3	0.1206	0.05
2644.95	0.1201	0.05
2646.6	0.1196	0.05
2648.25	0.119	0.05
2649.9	0.1184	0.05
2651.55	0.1178	0.05
2653.2	0.1172	0.05
2654.85	0.1165	0.05
2656.5	0.1159	0.05
2658.15	0.1151	0.05
2659.8	0.1142	0.05
2661.45	0.1131	0.05
2663.1	0.1121	0.05
2664.75	0.1112	0.05
2666.4	0.1103	0.05
2668.05	0.1094	0.05
2669.7	0.1085	0.05
2671.35	0.1077	0.05
2673	0.1069	0.05
2674.65	0.1063	0.05
2676.3	0.1056	0.05
2677.95	0.105	0.05
2679.6	0.1044	0.05
2681.25	0.1038	0.05
2682.9	0.1032	0.05
2684.55	0.1027	0.05
2686.2	0.1021	0.05
2687.85	0.1016	0.05
2689.5	0.1011	0.05
2691.15	0.1007	0.05
2692.8	0.1003	0.05
2694.45	0.0999	0.05
2696.1	0.0996	0.05
2697.75	0.0991	0.05
2699.4	0.0986	0.05
2701.05	0.0982	0.05
2702.7	0.0978	0.05
2704.35	0.0974	0.05
2706	0.0971	0.05
2707.65	0.0967	0.05
2709.3	0.0964	0.05
2710.95	0.0962	0.05
2712.6	0.0959	0.05
2714.25	0.0956	0.05
2715.9	0.0952	0.05
2717.55	0.0947	0.05
2719.2	0.0942	0.05
2720.85	0.0936	0.05
2722.5	0.0928	0.05
2724.15	0.0921	0.05
2725.8	0.0912	0.05
2727.45	0.0905	0.05
2729.1	0.0897	0.05
2730.75	0.0889	0.05
2732.4	0.088	0.05
2734.05	0.0873	0.05
2735.7	0.0863	0.05
2737.35	0.0854	0.05
2739	0.0844	0.05
2740.65	0.0836	0.05
2742.3	0.0826	0.05
2743.95	0.0816	0.05
2745.6	0.0811	0.05
2747.25	0.0802	0.05
2748.9	0.0795	0.05
2750.55	0.079	0.05
2752.2	0.0778	0.05
2753.85	0.0773	0.05
2755.5	0.0762	0.05
2757.15	0.0757	0.05
2758.8	0.0743	0.05
2760.45	0.0733	0.05
2762.1	0.0725	0.05
2763.75	0.0714	0.05
2765.4	0.0707	0.05
2767.05	0.0699	0.05
2768.7	0.0691	0.05
2770.35	0.0684	0.05
2772	0.0673	0.05
2773.65	0.0664	0.05
2775.3	0.0653	0.05
2776.95	0.0644	0.05
2778.6	0.0635	0.05
2780.25	0.0626	0.05
2781.9	0.0616	0.05
2783.55	0.0612	0.05
2785.2	0.0617	0.05
2786.85	0.0624	0.05
2788.5	0.0625	0.05
2790.15	0.0623	0.05
2791.8	0.0621	0.05
2793.45	0.0621	0.05
2795.1	0.0624	0.05
2796.75	0.0625	0.05
2798.4	0.0629	0.05
2800.05	0.0633	0.05
2801.7	0.0635	0.05
2803.35	0.0636	0.05
2805	0.0636	0.05
2806.65	0.0639	0.05
2808.3	0.0642	0.05
2809.95	0.0646	0.05
2811.6	0.0647	0.05
2813.25	0.0651	0.05
2814.9	0.0654	0.05
2816.55	0.0656	0.05
2818.2	0.0653	0.05
2819.85	0.0655	0.05
2821.5	0.0656	0.05
2823.15	0.0658	0.05
2824.8	0.0662	0.05
2826.45	0.0666	0.05
2828.1	0.0668	0.05
2829.75	0.067	0.05
2831.4	0.0672	0.05
2833.05	0.0675	0.05
2834.7	0.0677	0.05
2836.35	0.068	0.05
2838	0.0684	0.05
2839.65	0.0688	0.05
2841.3	0.0692	0.05
2842.95	0.0694	0.05
2844.6	0.0695	0.05
2846.25	0.0695	0.05
2847.9	0.0695	0.05
2849.55	0.0695	0.05
2851.2	0.0697	0.05
2852.85	0.0699	0.05
2854.5	0.0701	0.05
2856.15	0.0703	0.05
2857.8	0.0705	0.05
2859.45	0.0707	0.05
2861.1	0.0708	0.05
2862.75	0.0709	0.05
2864.4	0.0709	0.05
2866.05	0.0708	0.05
2867.7	0.0707	0.05
2869.35	0.0708	0.05
2871	0.0709	0.05
2872.65	0.0711	0.05
2874.3	0.0712	0.05
2875.95	0.0712	0.05
2877.6	0.0711	0.05
2879.25	0.0709	0.05
2880.9	0.0708	0.05
2882.55	0.0706	0.05
2884.2	0.0704	0.05
2885.85	0.0701	0.05
2887.5	0.0698	0.05
2889.15	0.0695	0.05
2890.8	0.069	0.05
2892.45	0.0686	0.05
2894.1	0.0683	0.05
2895.75	0.0681	0.05
2897.4	0.0678	0.05
2899.05	0.0677	0.05
2900.7	0.0677	0.05
2902.35	0.0677	0.05
2904	0.0679	0.05
2905.65	0.068	0.05
2907.3	0.0681	0.05
2908.95	0.0684	0.05
2910.6	0.0688	0.05
2912.25	0.0695	0.05
2913.9	0.0703	0.05
2915.55	0.0715	0.05
2917.2	0.073	0.05
2918.85	0.0749	0.05
2920.5	0.077	0.05
2922.15	0.0793	0.05
2923.8	0.0813	0.05
2925.45	0.0836	0.05
2927.1	0.0866	0.05
2928.75	0.0897	0.05
2930.4	0.0924	0.05
2932.05	0.0948	0.05
2933.7	0.0977	0.05
2935.35	0.1015	0.05
2937	0.1045	0.05
2938.65	0.1061	0.05
2940.3	0.1089	0.05
2941.95	0.1121	0.05
2943.6	0.1147	0.05
2945.25	0.1169	0.05
2946.9	0.1193	0.05
2948.55	0.1213	0.05
2950.2	0.1229	0.05
2951.85	0.124	0.05
2953.5	0.1258	0.05
2955.15	0.1264	0.05
2956.8	0.1268	0.05
2958.45	0.1282	0.05
2960.1	0.1291	0.05
2961.75	0.1308	0.05
2963.4	0.1314	0.05
2965.05	0.1303	0.05
2966.7	0.1311	0.05
2968.35	0.129	0.05
2970	0.1284	0.05
2971.65	0.1267	0.05
2973.3	0.1237	0.05
2974.95	0.1205	0.05
2976.6	0.1177	0.05
2978.25	0.1147	0.05
2979.9	0.111	0.05
2981.55	0.1068	0.05
2983.2	0.1023	0.05
2984.85	0.0974	0.05
2986.5	0.0939	0.05
2988.15	0.0896	0.05
2989.8	0.0854	0.05
2991.45	0.082	0.05
2993.1	0.0787	0.05
2994.75	0.0753	0.05
2996.4	0.0716	0.05
2998.05	0.0675	0.05
2999.7	0.0636	0.05
3001.35	0.0604	0.05
3003	0.0576	0.05
3004.65	0.055	0.05
3006.3	0.0525	0.05
3007.95	0.0502	0.05
3009.6	0.0479	0.05
3011.25	0.0459	0.05
3012.9	0.0441	0.05
3014.55	0.0426	0.05
3016.2	0.0412	0.05
3017.85	0.04	0.05
3019.5	0.0389	0.05
3021.15	0.0379	0.05
3022.8	0.0371	0.05
3024.45	0.0365	0.05
3026.1	0.036	0.05
3027.75	0.0352	0.05
3029.4	0.0347	0.05
3031.05	0.0341	0.05
3032.7	0.0338	0.05
3034.35	0.0331	0.05
3036	0.0326	0.05
3037.65	0.0326	0.05
3039.3	0.033	0.05
3040.95	0.0342	0.05
3042.6	0.035	0.05
3044.25	0.0356	0.05
3045.9	0.0365	0.05
3047.55	0.0377	0.05
3049.2	0.0389	0.05
3050.85	0.0401	0.05
3052.5	0.0413	0.05
3054.15	0.0426	0.05
3055.8	0.044	0.05
3057.45	0.0454	0.05
3059.1	0.0469	0.05
3060.75	0.0484	0.05
3062.4	0.0499	0.05
3064.05	0.0515	0.05
3065.7	0.0532	0.05
3067.35	0.0547	0.05
3069	0.0562	0.05
3070.65	0.0575	0.05
3072.3	0.0588	0.05
3073.95	0.0599	0.05
3075.6	0.0611	0.05
3077.25	0.0619	0.05
3078.9	0.0628	0.05
3080.55	0.0634	0.05
3082.2	0.0641	0.05
3083.85	0.0646	0.05
3085.5	0.065	0.05
3087.15	0.0654	0.05
3088.8	0.0651	0.05
3090.45	0.0648	0.05
3092.1	0.0645	0.05
3093.75	0.064	0.05
3095.4	0.0635	0.05
3097.05	0.0631	0.05
3098.7	0.0628	0.05
3100.35	0.0624	0.05
3102	0.0621	0.05
3103.65	0.0616	0.05
3105.3	0.061	0.05
3106.95	0.0603	0.05
3108.6	0.0593	0.05
3110.25	0.0582	0.05
3111.9	0.0569	0.05
3113.55	0.0555	0.05
3115.2	0.0544	0.05
3116.85	0.0533	0.05
3118.5	0.0525	0.05
3120.15	0.052	0.05
3121.8	0.0517	0.05
3123.45	0.0516	0.05
3125.1	0.0517	0.05
3126.75	0.0518	0.05
3128.4	0.052	0.05
3130.05	0.052	0.05
3131.7	0.052	0.05
3133.35	0.052	0.05
3135	0.0521	0.05
3136.65	0.0526	0.05
3138.3	0.053	0.05
3139.95	0.053	0.05
3141.6	0.053	0.05
3143.25	0.0532	0.05
3144.9	0.0534	0.05
3146.55	0.0532	0.05
3148.2	0.0528	0.05
3149.85	0.0522	0.05
3151.5	0.0512	0.05
3153.15	0.0501	0.05
3154.8	0.0486	0.05
3156.45	0.0472	0.05
3158.1	0.0459	0.05
3159.75	0.0448	0.05
3161.4	0.0437	0.05
3163.05	0.0429	0.05
3164.7	0.0422	0.05
3166.35	0.0415	0.05
3168	0.0408	0.05
3169.65	0.0402	0.05
3171.3	0.0396	0.05
3172.95	0.0391	0.05
3174.6	0.0386	0.05
3176.25	0.0382	0.05
3177.9	0.038	0.05
3179.55	0.0379	0.05
3181.2	0.0378	0.05
3182.85	0.0379	0.05
3184.5	0.0381	0.05
3186.15	0.0381	0.05
3187.8	0.0381	0.05
3189.45	0.038	0.05
3191.1	0.0378	0.05
3192.75	0.0375	0.05
