#depth	age	sigma_age	air_age	sigma_air_age	deporate	sigma_deporate	thinning	sigma_thinning	LID	sigma_LID	delta_depth	sigma_delta_depth	deporate_model	sigma_deporate_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
0.000000000000000000e+00	-4.920596512788699783e+01	5.505591360588369731e+00	nan	nan	2.969890730273520157e-02	1.465800548855149005e-03	9.973393041382775381e-01	5.740877436444116050e-02	nan	nan	nan	nan	3.099000000000000019e-02	1.499999999999999944e-01	9.999051005000000325e-01	1.000000000000000194e-02	1.041228646999999938e+02	2.000000000000000111e-01	8.145477219795932422e-02	2.360521487409500754e-03	nan	nan
5.500000000000000444e-01	-4.245375178103315505e+01	5.509210203497041825e+00	nan	nan	2.970768119756186237e-02	1.399387901142193184e-03	9.974303362543207596e-01	5.287055865280434336e-02	nan	nan	nan	nan	3.099000000000000019e-02	1.499999999999999944e-01	9.997153014999999865e-01	1.000000000000000194e-02	1.041228646999999938e+02	2.000000000000000111e-01	8.148627321337900686e-02	2.114274404815100466e-03	nan	nan
1.100000000000000089e+00	-3.570414870911727689e+01	5.518302270539402699e+00	nan	nan	2.971948120805757015e-02	1.310727991874033023e-03	9.975213407244768460e-01	4.833380431791801241e-02	nan	nan	nan	nan	3.098999999999999325e-02	1.499999999999999944e-01	9.995255024999999405e-01	1.000000000000000194e-02	1.041228646999999938e+02	2.000000000000000111e-01	8.581672501569663492e-02	1.947897219494160344e-03	nan	nan
1.650000000000000133e+00	-2.929514160823570990e+01	5.530009083122760849e+00	nan	nan	2.973068255882263186e-02	1.227407864251084781e-03	9.976123173596260774e-01	4.379936601082951020e-02	nan	nan	nan	nan	3.099000000000000365e-02	1.499999999999999944e-01	9.993357033333333250e-01	1.000000000000000194e-02	1.041228646999999938e+02	2.000000000000000389e-01	9.062677069049529521e-02	1.775773029379355090e-03	nan	nan
2.200000000000000178e+00	-2.322629466809330268e+01	5.542298518658916429e+00	nan	nan	2.974279931557184675e-02	1.138422442762159880e-03	9.977032661368768762e-01	3.926829924544932016e-02	nan	nan	nan	nan	3.098999999999999325e-02	1.499999999999999944e-01	9.991459039999999181e-01	1.000000000000000194e-02	1.041228646999999938e+02	2.000000000000000389e-01	7.418622005299924105e-02	1.223228927522555321e-03	nan	nan
2.750000000000000000e+00	-1.581251890748607281e+01	5.557346463939349945e+00	nan	nan	2.975583265240531322e-02	1.044384595403866599e-03	9.977941871998001755e-01	3.474227380717637148e-02	nan	nan	nan	nan	3.098999999999999325e-02	1.499999999999999944e-01	9.989561046666666222e-01	1.000000000000000194e-02	1.041228646999999938e+02	2.000000000000000389e-01	7.776007641300314299e-02	1.041679730509741889e-03	nan	nan
3.300000000000000266e+00	-8.739480590512037850e+00	5.570491711457131956e+00	nan	nan	2.976857084745696339e-02	9.546547429403402004e-04	9.978850806921431005e-01	3.022398575029921347e-02	nan	nan	nan	nan	3.098999999999999325e-02	1.499999999999999944e-01	9.987663055000000067e-01	1.000000000000000021e-02	1.041228646999999938e+02	2.000000000000000389e-01	7.780045132027398058e-02	8.254046436709899489e-04	nan	nan
3.850000000000000533e+00	-1.670112859779145253e+00	5.581334907681190671e+00	nan	nan	2.990713060662734263e-02	8.654511693027000518e-04	9.979759465912633187e-01	2.571763917780130193e-02	nan	nan	nan	nan	3.111999999999997060e-02	1.499999999999999944e-01	9.985765064999999607e-01	1.000000000000000021e-02	1.041228646999999938e+02	2.000000000000000666e-01	6.839839440691135308e-02	5.566810743219684525e-04	nan	nan
4.400000000000000355e+00	6.371011566738459919e+00	5.590117581096214039e+00	nan	nan	2.998990701058668398e-02	7.672644162793488057e-04	9.980667847078943389e-01	2.123172827846057584e-02	nan	nan	nan	nan	3.118999999999999204e-02	1.499999999999999944e-01	9.983867074999999147e-01	1.000000000000000021e-02	1.041228646999999938e+02	2.000000000000000666e-01	6.097246142104746636e-02	3.786127354277036118e-04	nan	nan
4.950000000000000178e+00	1.539147731769372740e+01	5.595048496115045289e+00	nan	nan	3.000570997728199685e-02	6.738030703974368487e-04	9.981575948525720499e-01	1.678325600819863608e-02	nan	nan	nan	nan	3.118999999999999204e-02	1.499999999999999944e-01	9.981969083333332993e-01	1.000000000000000021e-02	1.041228646999999938e+02	2.000000000000000666e-01	6.589100595709472541e-02	3.984476359371686631e-04	nan	nan
5.500000000000000000e+00	2.373859528942624308e+01	5.594738982964386764e+00	nan	nan	3.002152439439263742e-02	5.931057911036691395e-04	9.982483770023411473e-01	1.241318760514567229e-02	nan	nan	nan	nan	3.118999999999999204e-02	1.499999999999999944e-01	9.980071089999998923e-01	1.000000000000000021e-02	1.041228646999999938e+02	2.000000000000000389e-01	6.104784797556908615e-02	4.783269144010549295e-04	nan	nan
6.050000000000000711e+00	3.274792187895822337e+01	5.589386530236850170e+00	nan	nan	3.003765449526049972e-02	5.301776377441268793e-04	9.982704346895147074e-01	9.213476667200126702e-03	nan	nan	nan	nan	3.118999999999999204e-02	1.499999999999999944e-01	9.978173096666665964e-01	1.000000000000000021e-02	1.041228646999999938e+02	2.000000000000000389e-01	6.343133015469214209e-02	6.144602292831109931e-04	nan	nan
6.600000000000000533e+00	4.141871592755686038e+01	5.580272477362425931e+00	nan	nan	3.005288238965615061e-02	4.955154188142232938e-04	9.980756576682254799e-01	9.199721313605810705e-03	nan	nan	nan	nan	3.118999999999999204e-02	1.499999999999999944e-01	9.976275104999999810e-01	1.000000000000000021e-02	1.041228646999999938e+02	2.000000000000000389e-01	6.873859978339619259e-02	6.842838795750328653e-04	nan	nan
7.150000000000000355e+00	4.942004271822641215e+01	5.569365234901616724e+00	nan	nan	2.969224812009561495e-02	4.841598982581156322e-04	9.978808826989296055e-01	9.187851927749580636e-03	nan	nan	nan	nan	3.079999999999998017e-02	1.499999999999999944e-01	9.974377114999999350e-01	1.000000000000000021e-02	1.041228646999999938e+02	2.000000000000000111e-01	6.267745815956492217e-02	7.366743794752860343e-04	nan	nan
7.700000000000001066e+00	5.819512735231934641e+01	5.555074700232218277e+00	nan	nan	2.941827381558578813e-02	4.887176651176681390e-04	9.976861096148718078e-01	9.177248684431335221e-03	nan	nan	nan	nan	3.052000000000000199e-02	1.499999999999999944e-01	9.972479125000000000e-01	1.000000000000000021e-02	1.041228646999999938e+02	2.000000000000000111e-01	6.457051151075654527e-02	8.713701632673053832e-04	nan	nan
8.250000000000000000e+00	6.671294743971910179e+01	5.541016148237353889e+00	nan	nan	2.935942376732855047e-02	4.620935373364343625e-04	9.974913384160376539e-01	9.168420765404250439e-03	nan	nan	nan	nan	3.052000000000000199e-02	1.499999999999999944e-01	9.970581135000000650e-01	1.000000000000000021e-02	1.041228646999999938e+02	2.000000000000000111e-01	5.752561115556194260e-02	7.153790614669648011e-04	nan	nan
8.800000000000000711e+00	7.627390627095479658e+01	5.528818372757182686e+00	nan	nan	2.929957356020119336e-02	4.364990116172627849e-04	9.972965691024137103e-01	9.160875318573820716e-03	nan	nan	nan	nan	3.052000000000000199e-02	1.499999999999999944e-01	9.968683145000000190e-01	1.000000000000000021e-02	1.041228646999999938e+02	2.000000000000000111e-01	6.181234451967508592e-02	7.039395487557551347e-04	nan	nan
