#calculated from thickness/thinning * rel_dens
depth	deporate	rel_unc	comment
6.05	0.1818356461082852	0.02727534691624278	
6.6	0.19943419938605766	0.02991512990790865	
7.15	0.241499853213172	0.0362249779819758	
7.7	0.2703116251191535	0.040546743767873025	
8.25	0.19713748472140738	0.029570622708211106	
8.8	0.21684780048525268	0.0325271700727879	
9.35	0.22081921381459466	0.0331228820721892	
9.9	0.2662796338100761	0.03994194507151141	
10.45	0.19872174698678235	0.029808262048017353	
11.0	0.18945330276003233	0.02841799541400485	
11.55	0.20534172062487827	0.03080125809373174	
12.1	0.2401616996965471	0.03602425495448206	
12.65	0.20916809604828557	0.031375214407242835	
13.2	0.22567681619845179	0.033851522429767765	
13.75	0.21224302497104083	0.03183645374565612	
14.3	0.26727224353378437	0.040090836530067654	
14.85	0.21586831417561184	0.03238024712634177	
15.4	0.29641145070924224	0.044461717606386335	
15.95	0.23429481178519085	0.03514422176777863	
16.5	0.25445677414212875	0.03816851612131931	
17.05	0.22177359172093206	0.033266038758139806	
17.6	0.20884056748353458	0.031326085122530184	
18.15	0.18692064130138134	0.0280380961952072	
18.7	0.24216265808062812	0.03632439871209422	
19.25	0.28489895104898777	0.042734842657348164	
19.8	0.31203211060629077	0.04680481659094361	
20.35	0.20305392792367546	0.030458089188551318	
20.9	0.2489432699890994	0.03734149049836491	
21.45	0.233490813598197	0.03502362203972955	
22.0	0.23479296992244475	0.03521894548836671	
22.55	0.23624954033521592	0.03543743105028239	
23.1	0.23751204369879855	0.035626806554819784	
23.65	0.2104550372493712	0.031568255587405676	
24.2	0.3271873863409561	0.04907810795114342	
24.75	0.24155914078105958	0.036233871117158936	
25.3	0.19204771432342038	0.028807157148513056	
25.85	0.24472108975337942	0.03670816346300691	
26.4	0.23007060908660742	0.03451059136299111	
26.95	0.18581475105576445	0.027872212658364665	
27.5	0.2196964503203805	0.03295446754805707	
28.05	0.1975001394004378	0.02962502091006567	
28.6	0.22137667622873972	0.033206501434310955	
29.15	0.18956048245182888	0.02843407236777433	
29.7	0.31799425953394705	0.047699138930092054	
30.25	0.23884105623050972	0.035826158434576455	
30.8	0.20225359101426202	0.030338038652139302	
31.35	0.2763740252880066	0.041456103793200985	
31.9	0.22868852765660902	0.03430327914849135	
32.45	0.20597495565270896	0.030896243347906343	
33.0	0.19649664792815086	0.029474497189222626	
33.55	0.19755778203934674	0.029633667305902008	
34.1	0.2637857396909458	0.03956786095364187	
34.65	0.2656795763645387	0.039851936454680804	
35.2	0.21054433970155723	0.03158165095523358	
35.75	0.25120889634268245	0.037681334451402364	
36.3	0.26887722973201506	0.040331584459802255	
36.85	0.21384041984935748	0.03207606297740362	
37.4	0.22645644933604603	0.033968467400406904	
37.95	0.24133709792988756	0.036200564689483135	
38.5	0.3162473360325779	0.04743710040488668	
39.05	0.18789273946933352	0.028183910920400027	
39.6	0.2597180150593856	0.038957702258907836	
40.15	0.20837359379052098	0.03125603906857814	
40.7	0.23291166762932888	0.03493675014439933	
41.25	0.22093417007011165	0.033140125510516746	
41.8	0.20126057156323676	0.03018908573448551	
42.35	0.3030505053016436	0.04545757579524654	
42.9	0.19314997816982563	0.02897249672547384	
43.45	0.30508683443421164	0.04576302516513175	
44.0	0.25179076213327595	0.03776861431999139	
44.55	0.1873138323174346	0.02809707484761519	
45.1	0.20610615273506028	0.03091592291025904	
45.65	0.22820333301632967	0.03423049995244945	
46.2	0.25638079220017473	0.038457118830026206	
46.75	0.2304267671050016	0.034564015065750235	
47.3	0.23063808930299773	0.03459571339544966	
47.85	0.24468284512912253	0.03670242676936838	
48.4	0.2211333030307191	0.033169995454607866	
48.95	0.23359482686083302	0.03503922402912495	
49.5	0.22220524614814055	0.03333078692222108	
50.05	0.2624207089193351	0.039363106337900265	
50.6	0.23561063794569273	0.03534159569185391	
51.15	0.20481793964448738	0.030722690946673105	
51.7	0.20484203884235072	0.030726305826352607	
52.25	0.2057764643986087	0.030866469659791302	
52.8	0.23948780034534609	0.035923170051801914	
53.35	0.20732603910402167	0.03109890586560325	
53.9	0.21800124445738714	0.03270018666860807	
54.45	0.22992886172074645	0.03448932925811197	
55.0	0.2880297466073553	0.043204461991103296	
55.55	0.18478988571347127	0.02771848285702069	
56.1	0.3095021197220732	0.04642531795831098	
56.65	0.244685549893447	0.03670283248401705	
57.2	0.20265446983273966	0.030398170474910946	
57.75	0.21250246150613888	0.03187536922592083	
58.3	0.23495969881001313	0.03524395482150197	
58.85	0.21391688698792105	0.032087533048188156	
59.4	0.1969690117692869	0.029545351765393035	
59.95	0.23656168513057302	0.03548425276958595	
60.5	0.22576610324965368	0.03386491548744805	
61.05	0.23805248920309868	0.0357078733804648	
61.6	0.23825125172495257	0.035737687758742885	
62.15	0.25150967203237823	0.03772645080485673	
62.7	0.21851059694266198	0.032776589541399295	
63.25	0.22913665321871385	0.03437049798280708	
63.8	0.2095951538762929	0.03143927308144393	
64.35	0.25446274118463946	0.03816941117769592	
64.9	0.2427725942999626	0.036415889144994384	
65.45	0.21106957191425704	0.031660435787138556	
66.0	0.195256813293678	0.0292885219940517	
66.55	0.2441055485521485	0.036615832282822273	
67.1	0.30668744515820845	0.04600311677373126	
67.65	0.22352324333330487	0.03352848649999573	
68.2	0.20515455066030114	0.03077318259904517	
68.75	0.2247724479565603	0.033715867193484045	
69.3	0.23537598465238144	0.03530639769785721	
69.85	0.2613203435153748	0.03919805152730622	
70.4	0.21602095385960038	0.03240314307894006	
70.95	0.26177926631752674	0.03926688994762901	
71.5	0.19213032176730144	0.028819548265095214	
