Depth	DEP	ECM	Age
Top (m)	(uS/m)	(uM)	Top (yr BP)

1007.05	22.7064	1.7709	5405
1007.60	28.3213	3.1694	5408
1008.15	21.7674	1.8741	5413
1008.70	21.4074	1.6651	5417
1009.25	21.4485	1.8054	5421
1010.35	22.7114	2.3092	5429
1010.90	21.3453	1.5840	5433
1011.45	22.4666	2.0629	5437
1012.55	22.8123	1.6850	5445
1013.10	20.9993	1.9622	5449
1013.65	23.4402	1.5474	5453
1014.20	20.9948	1.7628	5457
1014.75	21.5185	1.8005	5461
1015.30	22.0362	1.6813	5465
1015.85	20.8999	1.2863	5469
1016.40	23.0187	1.6488	5473
1016.95	20.1917	1.4646	5477
1017.50	20.4628	1.5138	5481
1018.05	20.3751	1.5540	5485
1018.60	23.2202	2.3031	5489
1019.15	19.8310	1.6281	5493
1019.70	19.1597	1.4853	5497
1020.25	19.4069	1.7139	5502
1020.80	20.2604	1.7596	5506
1021.35	20.0837	2.0067	5510
1021.90	22.3395	1.7234	5514
1022.45	21.5363	1.3215	5518
1023.00	20.6079	1.3793	5522
1023.55	20.5386	2.0303	5526
1024.10	21.9240	1.6973	5530
1024.65	22.2226	1.7200	5534
1025.20	21.6181	1.4300	5538
1025.75	24.2297	2.3509	5542
1026.30	22.0376	1.8039	5546
1026.85	19.4097	1.4681	5550
1027.40	19.9196	1.4951	5554
1027.95	20.0696	1.4499	5558
1028.50	22.7057	1.9525	5562
1029.05	21.7825	2.0903	5566
1029.60	23.6604	1.9324	5571
1030.15	22.4443	1.8691	5574
1030.70	23.5470	2.1403	5578
1031.25	22.6113	2.4180	5582
1031.80	21.4916	1.9663	5586
1032.35	21.6262	1.8790	5590
1032.90	23.2204	2.2918	5594
1033.45	21.3555	1.7466	5599
1034.00	22.0238	2.0700	5603
1034.55	21.4220	2.2296	5607
1035.10	23.6643	1.9986	5611
1035.65	21.5680	1.4459	5615
1036.20	19.9405	1.3508	5619
1036.75	22.5928	1.7726	5623
1037.30	20.9676	1.5170	5627
1037.85	20.9979	1.6323	5631
1038.40	22.6778	2.0794	5636
1038.95	21.3131	2.0670	5640
1039.50	22.9182	2.2355	5643
1040.05	20.1446	2.0533	5647
1040.60	20.6330	1.9358	5651
1041.15	22.4941	2.2042	5655
1041.70	23.2846	2.4389	5660
1042.25	20.8698	1.5617	5664
1042.80	22.6203	1.7345	5668
1043.35	22.6317	1.5659	5672
1043.90	23.7570	1.8904	5676
1044.45	21.9051	1.7820	5680
1045.00	20.1921	1.7928	5685
1045.55	19.7377	1.6768	5689
1046.10	24.6310	1.8330	5693
1046.65	20.0778	1.6770	5696
1047.20	20.0350	1.7873	5701
1047.75	21.4271	1.8607	5705
1048.30	22.5270	1.8618	5709
1048.85	21.0188	1.4387	5713
1049.40	21.0910	1.4533	5717
1049.95	22.8547	1.8879	5722
1050.50	21.0934	1.9688	5726
1051.05	22.9705	2.2152	5730
1051.60	22.6428	1.8499	5734
1052.15	20.4219	1.7090	5738
1052.70	19.1998	1.4719	5742
1053.25	19.4413	1.3320	5746
1053.80	20.9544	1.7614	5750
1054.35	25.3106	2.3853	5754
1054.90	25.3057	2.4050	5758
1055.45	26.4147	2.3373	5762
1056.00	24.1505	1.9031	5766
1056.55	21.3753	1.3677	5770
1057.10	21.3970	1.3347	5775
1057.65	27.7391	2.6245	5779
1058.20	22.3164	1.8879	5783
1058.75	22.9374	1.9474	5788
1059.30	22.1797	2.0196	5792
1059.85	22.9182	1.6832	5796
1060.40	23.9650	2.0022	5801
1060.95	21.7413	1.7671	5805
1061.50	19.4902	1.6824	5809
1062.05	18.6156	1.6354	5814
1062.60	22.2030	2.0796	5818
1063.15	21.9809	1.9018	5822
1063.70	21.7370	1.6913	5825
1064.25	22.7120	1.9174	5830
1064.80	21.7896	2.0535	5834
1065.35	21.1568	2.1873	5838
1065.90	20.7788	2.1073	5842
1066.45	22.8847	1.6956	5846
1068.10	22.7295	2.2737	5858
1068.65	20.6501	1.9659	5863
1069.20	21.9902	2.0464	5867
1069.75	22.0910	1.9094	5871
1070.30	19.9649	1.5902	5875
1070.85	21.1738	1.9497	5879
1071.95	16.0324	1.0685	5888
1072.50	17.3773	1.4369	5892
1073.05	18.7749	1.1059	5896
1073.60	18.6768	1.6555	5900
1074.15	31.1896	4.1724	5904
1074.70	21.5851	1.9950	5909
1075.25	22.3280	2.0493	5913
1075.80	21.4409	1.5727	5917
1076.90	22.0578	1.5918	5925
1077.45	21.5959	1.5552	5929
1078.00	21.9717	2.3945	5935
1078.55	21.9943	1.6771	5939
1079.10	21.1131	1.4501	5943
1079.65	23.1803	1.6398	5947
1080.20	21.4400	1.2705	5952
1080.75	23.5459	1.8941	5956
1081.30	20.7931	1.6437	5960
1081.85	21.7694	1.9419	5965
1082.40	22.2865	2.3586	5969
1082.95	20.0017	2.1032	5974
1083.50	21.4363	1.5509	5978
1084.05	20.1194	1.3021	5983
1084.60	18.6219	1.3665	5987
1085.15	21.5892	1.2500	5991
1085.70	22.5348	1.1025	5995
1086.25	21.1439	1.6317	6000
1086.80	20.6698	1.5398	6004
1087.35	21.1869	1.5973	6008
1087.90	22.7896	1.8465	6012
1088.45	22.2964	1.5604	6016
1089.00	20.3398	1.4342	6021
1089.55	23.1523	2.1357	6025
1090.10	24.0100	2.3200	6030
1090.65	22.3674	2.0037	6034
1091.20	19.7560	1.6871	6038
1091.75	20.5834	1.5003	6042
1092.30	18.1011	1.0972	6047
1092.85	19.9630	1.9618	6051
1093.40	18.8194	2.0108	6056
1093.95	21.5051	1.8396	6060
1094.50	20.3550	1.5185	6064
1095.05	19.8605	1.4206	6068
1095.60	18.5282	1.5233	6072
1096.15	20.2870	1.4395	6077
1096.70	21.0550	1.4508	6081
1097.25	22.3029	1.5834	6086
1097.80	22.0516	1.8135	6090
1098.35	19.8005	1.6372	6094
1098.90	20.6994	1.5930	6098
1099.45	20.0789	1.5293	6103
1100.00	20.0568	2.0269	6107
1100.55	22.9627	2.3806	6111
1101.10	21.4273	1.9077	6115
1101.65	21.0526	1.4052	6120
1102.20	21.0061	1.8071	6124
1102.75	20.7681	1.5314	6128
1103.30	19.7336	1.6610	6132
1103.85	24.6266	1.9098	6137
1104.40	21.6417	1.6227	6141
1104.95	21.7954	1.8179	6145
1105.50	20.6829	1.5225	6150
1106.05	20.0735	1.5344	6155
1106.60	18.6420	1.4082	6159
1107.15	20.3779	1.5743	6164
1107.70	20.3658	1.2940	6168
1108.25	21.9897	1.4808	6172
1108.80	23.1349	1.8212	6177
1109.35	22.8891	1.8952	6181
1109.90	20.7523	1.5844	6186
1110.45	21.9622	1.9082	6190
1111.00	22.0780	2.2025	6194
1111.55	22.6333	1.8735	6198
1112.10	23.9727	2.4315	6202
1112.65	20.6806	1.7820	6206
1113.20	20.9277	1.6654	6211
1113.75	19.8838	1.0707	6215
1114.30	21.1100	1.2190	6219
1114.85	20.6621	1.1377	6224
1115.40	21.2799	1.6763	6228
1115.95	19.2740	1.3978	6233
1116.50	20.1302	1.4969	6237
1117.05	21.2752	1.7542	6242
1117.60	22.2554	1.5589	6246
1118.15	21.8628	1.5548	6251
1118.70	23.0126	2.1367	6255
1119.25	24.8379	2.6324	6259
1119.80	18.9311	1.6135	6263
1120.35	18.9295	1.1141	6268
1120.90	25.2943	2.0422	6272
1121.45	22.0835	1.5663	6277
1122.00	21.0713	1.5729	6281
1122.55	22.2566	1.8088	6285
1123.10	20.1792	1.7060	6290
1123.65	19.1509	1.5632	6294
1124.20	21.0039	0.9801	6299
1124.75	26.9440	1.6558	6303
1125.30	22.8887	1.1939	6308
1125.85	22.4211	1.3846	6312
1126.40	31.6953	2.4938	6316
1126.95	21.8367	1.0723	6321
1127.50	20.3922	1.2699	6325
1128.05	20.4994	1.3669	6329
1128.60	23.1722	1.5373	6334
1129.15	21.2786	1.2225	6338
1129.70	23.4326	1.3257	6343
1130.25	23.5151	1.4222	6347
1130.80	20.6333	1.2738	6352
1131.35	21.1523	1.3120	6356
1131.90	26.2107	1.6706	6361
1132.45	22.4340	1.2374	6365
1133.00	20.3551	0.9029	6369
1133.55	22.4181	1.1724	6374
1134.10	22.2246	1.2315	6378
1134.65	23.0964	1.4365	6383
1135.20	21.6434	1.3656	6387
1135.75	20.1946	0.7143	6392
1136.30	19.6696	0.7936	6396
1136.85	20.2061	1.3305	6401
1137.40	20.4691	1.6850	6405
1137.95	21.9832	1.7470	6410
1138.50	21.8332	1.6510	6414
1139.05	22.0123	1.9639	6419
1139.60	23.2099	2.0261	6423
1140.15	20.8515	1.6526	6428
1140.70	21.5123	1.6493	6432
1141.25	25.2520	2.3803	6436
1141.80	21.7714	2.2428	6441
1142.35	23.1457	2.3738	6445
1142.90	21.6253	2.0103	6450
1143.45	21.5551	1.6741	6454
1144.00	20.7654	1.3426	6459
1144.55	26.1363	1.8346	6464
1145.10	25.9100	1.7544	6468
1145.65	20.0111	1.2485	6473
1146.20	20.5784	1.3520	6477
1146.75	20.8649	1.1071	6481
1147.30	22.8418	1.5743	6486
1147.85	21.4556	1.4586	6490
1148.40	23.0316	1.4342	6495
1148.95	24.5128	1.5001	6499
1149.50	21.5282	1.3165	6504
1150.05	21.6803	1.1794	6508
1150.60	20.8878	1.3041	6513
1151.15	22.9057	1.2931	6517
1151.70	22.8141	1.5515	6522
1152.25	20.4429	1.2856	6526
1152.80	20.1490	1.5688	6530
1153.35	27.8195	2.6076	6535
1153.90	22.8160	1.4601	6540
1154.45	23.5990	1.9060	6544
1155.00	21.8650	1.6726	6549
1155.55	22.8750	1.6154	6553
1156.10	21.9629	1.5835	6558
1156.65	22.6805	1.1827	6562
1157.20	20.5833	1.7639	6567
1157.75	20.5666	1.6823	6571
1158.30	21.0638	1.6787	6576
1158.85	22.7813	1.8753	6580
1159.40	19.4204	1.6101	6585
1159.95	21.8072	1.7544	6589
1160.50	21.5921	1.0400	6594
1161.05	20.6822	0.9164	6598
1161.60	22.7022	1.1883	6602
1162.15	21.1778	1.2148	6607
1162.70	21.9463	1.3839	6612
1163.25	23.5279	1.8538	6617
1163.80	23.5918	2.3178	6621
1164.35	21.8605	1.6026	6625
1164.90	18.8905	1.1631	6630
1165.45	31.1954	2.7438	6635
1166.00	21.6975	1.7401	6639
1166.55	21.5775	1.7957	6644
1167.10	21.6115	1.6958	6648
1167.65	22.2676	1.5755	6653
1168.20	20.9708	1.3943	6657
1168.75	20.7119	1.9039	6662
1169.30	22.1383	1.8738	6666
1169.85	22.7746	1.9310	6671
1170.40	21.3677	1.5106	6675
1170.95	22.3862	2.0334	6680
1171.50	20.7999	1.8326	6684
1172.05	20.2744	1.6897	6688
1172.60	21.5099	1.9151	6693
1173.15	22.9445	1.9928	6697
1173.70	21.9621	1.9118	6702
1174.25	20.5542	1.7995	6706
1174.80	20.5282	1.8502	6711
1175.35	21.0529	1.7293	6716
1175.90	22.0317	1.6167	6720
1176.45	20.5851	1.2214	6725
1177.00	20.4498	1.6057	6729
1177.55	20.7752	1.4472	6733
1178.10	23.1851	2.0491	6738
1178.65	22.0517	1.7443	6742
1179.20	20.9922	2.0006	6747
1179.75	21.2731	2.2929	6752
1180.30	21.8742	2.1308	6756
1180.85	21.8385	1.9338	6761
1181.40	20.8160	1.8443	6766
1181.95	22.4340	1.8416	6770
1182.50	24.3219	1.8110	6775
1183.05	22.1572	1.7237	6779
1183.60	19.6458	1.2990	6784
1184.15	21.1575	1.5524	6789
1184.70	20.7431	1.6969	6794
1185.25	23.6728	2.1247	6798
1185.80	21.5070	1.6798	6803
1186.35	23.3511	2.4411	6807
1186.90	21.5001	1.6746	6812
1187.45	20.6876	1.5453	6817
1188.00	21.2427	1.4687	6821
1188.55	22.7164	1.7603	6826
1189.10	20.6955	1.1959	6831
1189.65	21.6313	1.3431	6836
1190.20	23.8011	1.6670	6840
1190.75	21.4613	1.6404	6844
1191.30	21.5442	1.8486	6849
1191.85	23.9829	1.9104	6854
1192.40	24.2329	1.9935	6858
1192.95	23.0255	1.7800	6862
1193.50	21.3352	1.2064	6867
1194.05	20.8637	1.0952	6872
1194.60	21.4363	1.1037	6877
1195.15	20.4509	1.0171	6881
1195.70	20.3355	1.2809	6886
1196.25	21.0501	1.6192	6890
1196.80	22.8893	1.2681	6895
1197.35	20.9489	1.4154	6899
1197.90	21.0467	1.8767	6904
1198.45	23.6404	2.5986	6909
1199.00	21.5212	1.8462	6914
1199.55	21.0680	1.9000	6918
1200.10	22.2546	1.8357	6923
1200.65	22.8288	1.9756	6927
1201.20	21.2268	1.5910	6932
1201.75	22.9210	1.7042	6937
1202.30	20.6470	1.6900	6941
1202.85	23.2030	2.4034	6946
1203.40	22.8170	1.9514	6950
1203.95	22.7878	1.8216	6955
1204.50	21.3111	2.2183	6959
1205.05	21.6311	1.7987	6964
1205.60	22.0514	1.6168	6969
1206.15	17.7345	1.9670	6974
1206.70	20.0552	1.3865	6979
1207.25	20.0393	1.4552	6983
1207.80	23.8667	2.4005	6988
1208.35	23.6326	2.4232	6993
1208.90	21.4895	2.0666	6997
1209.45	22.5921	2.0268	7002
1210.00	23.5597	1.9033	7007
1210.55	20.8936	1.3285	7011
1211.10	19.9524	1.3913	7016
1211.65	20.5552	1.4189	7021
1212.20	20.2727	1.1139	7025
1212.75	22.1855	1.5998	7030
1213.30	22.5641	1.6465	7035
1213.85	22.0291	1.6387	7040
1214.40	24.9036	2.2002	7045
1214.95	22.9388	1.9595	7049
1215.50	26.4316	3.1657	7054
1216.05	19.7120	2.0020	7059
1216.60	19.5456	1.7537	7064
1217.15	23.8156	2.0368	7069
1217.70	22.1504	1.6864	7074
1218.25	20.2446	1.8292	7079
1218.80	21.9085	2.4085	7084
1219.35	21.7578	1.8185	7088
1219.90	25.4601	2.4216	7093
1220.45	23.0445	1.9372	7097
1221.00	22.2897	1.8662	7102
1221.55	23.0411	2.1532	7106
1222.10	22.6163	1.8531	7111
1222.65	20.2480	1.7243	7116
1223.20	21.1117	1.8229	7121
1223.75	21.6494	1.9349	7126
1224.30	20.6693	1.9459	7131
1224.85	43.2152	4.6388	7135
1225.40	21.5383	1.9080	7140
1225.95	19.8030	1.6429	7144
1226.50	20.4320	1.3550	7149
1227.05	18.4708	1.5600	7154
1227.60	20.3745	2.0593	7159
1228.15	22.4763	2.4140	7163
1228.70	21.0157	1.7886	7168
1229.25	19.2023	1.1580	7173
1229.80	23.2352	2.0206	7177
1230.35	22.9234	1.9486	7182
1230.90	21.4962	1.9024	7187
1231.45	20.7169	1.6471	7191
1232.00	27.6947	3.1637	7196
1232.55	22.6998	1.8854	7201
1233.10	22.5099	2.2469	7205
1233.65	23.9643	2.5091	7210
1234.20	22.2487	2.2796	7215
1234.75	23.2553	2.2955	7219
1235.30	20.7790	1.4912	7224
1235.85	20.1101	1.3755	7228
1236.40	22.0430	1.7229	7233
1236.95	24.8580	2.1680	7238
1237.50	19.3006	1.9916	7243
1238.05	19.4712	1.9505	7248
1238.60	20.8061	1.9860	7252
1239.15	22.9267	2.0709	7257
1239.70	21.7070	2.2242	7262
1240.25	21.6581	2.0703	7267
1240.80	20.8921	1.9487	7272
1241.35	21.7109	1.6885	7276
1241.90	21.6722	2.1810	7281
1242.45	20.3256	1.8898	7285
1243.00	20.0697	1.4111	7290
1243.55	22.2995	1.6750	7295
1244.10	18.9986	1.5917	7300
1244.65	21.3196	1.8413	7304
1245.20	20.0574	1.6918	7309
1245.75	21.3933	1.9273	7314
1246.30	20.9121	1.5212	7319
1246.85	19.9390	1.6039	7324
1247.40	18.7906	1.2317	7328
1247.95	20.0814	1.2098	7333
1248.50	19.9199	1.2099	7338
1249.05	20.1528	1.6039	7343
1249.60	19.6544	1.3069	7347
1250.15	20.4955	1.1412	7352
1250.70	20.4284	1.4648	7357
1251.25	20.1399	1.5406	7362
1251.80	27.5584	3.0590	7366
1252.35	22.3176	1.6611	7371
1252.90	22.4734	1.8621	7376
1253.45	21.3966	1.6312	7381
1254.00	19.8128	1.6296	7386
1254.55	18.9645	1.5170	7391
1255.10	22.5904	2.0964	7395
1255.65	21.0136	1.9530	7400
1256.20	22.7894	2.0246	7405
1256.75	20.9508	2.0102	7410
1257.30	25.1650	2.3102	7415
1257.85	21.4645	1.8014	7420
1258.40	21.6767	1.4452	7424
1258.95	23.8343	2.4693	7429
1259.50	23.2989	2.5086	7434
1260.05	21.6995	1.9105	7439
1260.60	21.5507	1.9989	7444
1261.15	22.6460	2.2022	7449
1261.70	23.6938	2.4992	7453
1262.25	24.5212	3.0505	7458
1262.80	19.2406	1.8246	7463
1263.35	22.4171	1.9078	7468
1263.90	22.6734	1.9992	7473
1264.45	19.3676	2.1218	7478
1265.00	21.8123	2.2082	7483
1265.55	20.0519	1.7046	7488
1266.10	21.0467	1.7921	7492
1266.65	19.7828	1.9563	7497
1267.20	20.1460	1.7047	7502
1267.75	23.9967	2.9022	7507
1268.30	23.2814	2.5224	7512
1268.85	26.3166	2.6928	7516
1269.40	33.0705	3.6905	7521
1269.95	21.7800	2.1211	7526
1270.50	23.7752	1.8589	7532
1271.05	21.5064	1.6348	7536
1271.60	20.9836	1.9787	7541
1272.15	20.8877	1.9072	7546
1272.70	21.4347	2.0686	7551
1273.25	21.2786	2.1017	7556
1273.80	19.4133	1.8553	7561
1274.35	19.4974	1.6885	7566
1274.90	22.4777	1.5707	7571
1275.45	21.9135	1.4658	7576
1276.00	20.0801	1.7515	7581
1276.55	22.8799	2.2388	7586
1277.10	21.5463	1.9533	7591
1277.65	21.3508	2.1955	7596
1278.20	19.4091	1.4265	7601
1278.75	19.2812	1.1296	7606
1279.30	21.4380	1.8579	7611
1279.85	21.2229	1.5956	7616
1280.40	20.9343	2.2208	7621
1280.95	21.3747	2.2280	7625
1281.50	19.7379	1.6638	7630
1282.05	21.5291	2.1355	7635
1282.60	21.1518	2.4640	7640
1283.15	20.8720	2.1383	7644
1283.70	20.9581	1.8317	7649
1284.25	23.7149	2.5959	7655
1284.80	20.4526	1.9997	7659
1285.35	20.1531	1.7828	7664
1285.90	21.5898	1.6406	7669
1286.45	20.5060	1.6752	7674
1287.00	21.1591	1.9122	7679
1287.55	20.7169	1.9128	7684
1288.10	23.5378	2.2071	7689
1288.65	22.0200	1.7653	7694
1289.20	20.8994	1.7365	7699
1289.75	22.7427	2.3576	7704
1290.30	19.6485	1.6166	7709
1290.85	23.6637	2.2171	7714
1291.40	18.5647	1.6012	7719
1291.95	18.9949	1.6023	7724
1292.50	21.9871	2.3340	7729
1293.05	21.4105	1.8837	7733
1293.60	19.9076	1.9141	7739
1294.15	20.3665	2.5018	7744
1294.70	19.5752	1.4416	7748
1295.25	24.0808	2.1668	7753
1295.80	20.4555	2.3059	7758
1296.35	21.0704	2.6855	7763
1296.90	23.1124	2.8268	7768
1297.45	20.4120	2.2266	7773
1298.00	20.5290	2.3442	7778
1298.55	19.1943	2.2603	7783
1299.10	20.9032	2.5041	7788
1299.65	19.8738	1.5753	7793
1300.20	25.2157	1.8514	7798
1300.75	18.8866	1.0542	7803
1301.30	18.0953	1.2022	7808
1301.85	18.7134	1.0142	7814
1302.40	21.5665	1.4683	7819
1302.95	19.1633	1.1298	7824
1303.50	19.4802	1.1039	7829
1304.05	19.9299	1.1052	7834
1304.60	24.4153	1.6608	7839
1305.15	19.2832	1.1435	7844
1305.70	19.8363	1.1182	7849
1306.25	22.4599	1.2091	7854
1306.80	20.9964	1.4855	7860
1307.35	20.3812	1.4763	7864
1307.90	16.9966	1.2126	7870
1308.45	16.5160	0.8960	7875
1309.00	19.6143	1.2019	7880
1309.55	21.6613	1.3235	7885
1310.10	17.8670	0.9444	7890
1310.65	20.8557	1.2762	7895
1311.20	19.8890	1.1144	7900
1311.75	21.3074	1.6252	7905
1312.30	19.6404	1.3461	7910
1312.85	20.1992	1.3899	7915
1313.40	22.0149	1.2343	7920
1313.95	19.9638	1.1262	7925
1314.50	17.2778	1.1079	7930
1315.05	21.0053	1.4728	7935
1315.60	20.8760	1.5135	7941
1316.15	19.3133	1.3005	7946
1316.70	21.6449	1.2375	7951
1317.25	21.1025	1.6565	7956
1317.80	19.7257	1.3544	7962
1318.35	18.4742	1.1125	7967
1318.90	19.9685	1.5065	7973
1319.45	19.7846	1.2981	7978
1320.00	20.8235	1.3343	7983
1320.55	21.2990	1.1759	7989
1321.10	19.9603	1.1716	7995
1321.65	19.5830	1.2324	8000
1322.20	22.5947	1.5213	8005
1322.75	21.2593	1.1248	8010
1323.30	21.7888	1.5951	8015
1323.85	19.6350	1.2457	8020
1324.40	20.1050	1.1919	8025
1324.95	20.9677	1.1567	8031
1325.50	16.4759	0.8637	8037
1326.05	18.6835	1.4581	8042
1326.60	18.6040	1.4256	8048
1327.15	18.2949	1.3660	8053
1327.70	17.1959	1.0732	8059
1328.25	19.5151	1.5800	8065
1328.80	18.5067	1.3835	8071
1329.35	19.0937	0.9806	8075
1329.90	20.5772	1.3342	8080
1330.45	18.1400	0.9538	8086
1331.00	17.4492	1.1453	8092
1331.55	24.9298	1.5247	8098
1332.10	24.7786	1.7291	8104
1332.65	21.1612	1.2342	8109
1333.20	19.0025	0.7564	8115
1333.75	24.4676	1.5629	8120
1334.30	22.8790	1.5482	8127
1334.85	22.6594	1.5451	8134
1335.40	22.1991	1.6297	8140
1335.95	26.2157	1.5676	8146
1336.50	25.1291	1.9337	8151
1337.05	24.3053	1.6597	8157
1337.60	22.4488	1.3859	8162
1338.15	19.4865	1.1119	8167
1338.70	20.9741	1.3135	8174
1339.25	23.1892	1.8836	8179
1339.80	22.6749	1.6303	8184
1340.35	28.5405	2.2452	8189
1340.90	23.8500	1.6139	8194
1341.45	21.1506	1.4264	8200
1342.00	23.1567	1.3501	8205
1342.55	25.0263	1.7459	8210
1343.10	24.6667	1.5528	8216
1343.65	23.4354	1.3868	8221
1344.20	20.4897	1.0408	8226
1344.75	21.5085	1.1691	8231
1345.30	22.7276	1.5098	8237
1345.85	22.0249	1.1263	8242
1346.40	29.3284	2.4723	8247
1346.95	20.7442	1.3931	8253
1347.50	20.9757	0.9717	8258
1348.05	24.8138	1.3305	8264
1348.60	23.7272	1.2425	8269
1349.15	22.1781	1.3812	8275
1349.70	21.5565	1.3175	8280
1350.25	24.2139	1.6730	8285
1350.80	21.1084	1.2870	8290
1351.35	21.8892	1.2539	8295
1351.90	19.9913	1.0547	8301
1352.45	23.5446	1.3332	8306
1353.00	23.2089	1.2635	8312
1353.55	21.6710	1.3406	8317
1354.10	26.4831	2.0431	8323
1354.65	37.8374	3.0548	8328
1355.20	20.9399	1.4754	8334
1355.75	21.3767	1.3875	8339
1356.30	20.1644	1.3020	8344
1356.85	23.6376	1.5782	8349
1357.40	21.8126	1.3035	8355
1357.95	22.0152	1.4600	8361
1358.50	23.8202	1.5303	8366
1359.05	26.6338	1.8929	8372
1359.60	25.2309	1.7884	8377
1360.15	21.8260	1.2187	8383
1360.70	23.2686	1.6320	8388
1361.25	26.2564	2.2074	8393
1361.80	26.2482	1.6308	8398
1362.35	27.2722	2.0437	8403
1362.90	26.1357	1.9989	8409
1363.45	22.7502	1.2472	8415
1364.00	22.4905	1.3396	8420
1364.55	22.5443	1.3591	8425
1365.10	22.6360	1.3357	8431
1365.65	22.4953	1.4596	8436
1366.20	24.1023	1.6622	8442
1366.75	23.0959	1.3536	8447
1367.30	25.3674	1.8114	8452
1367.85	23.0086	1.6835	8458
1368.40	26.8580	2.6345	8463
1368.95	30.4110	3.0753	8469
1369.50	20.0570	1.1875	8474
1370.05	21.8646	1.5002	8479
1370.60	22.9060	1.8066	8485
1371.15	20.4506	1.5406	8490
1371.70	21.9052	1.8849	8496
1372.25	20.5965	1.6904	8501
1372.80	22.6985	1.6010	8506
1373.35	20.4904	1.1709	8511
1373.90	19.9884	1.0866	8517
1374.45	22.5901	1.8429	8523
1375.00	21.5036	1.9925	8528
1375.55	21.1689	1.9612	8533
1376.10	20.8299	1.8765	8539
1376.65	18.9465	1.2236	8545
1377.20	18.4232	1.2440	8550
1377.75	20.1728	1.6844	8556
1378.30	19.7986	1.6883	8561
1378.85	22.3724	2.1429	8568
1379.40	21.0504	1.8668	8573
1379.95	44.4840	4.7018	8579
1380.50	32.4132	3.0379	8584
1381.05	22.1460	1.0075	8590
1381.60	23.5503	1.2694	8596
1382.15	22.2474	1.1739	8601
1382.70	19.9129	1.5064	8606
1383.25	21.2413	1.6266	8612
1383.80	17.6808	0.9293	8618
1384.35	18.7895	1.2798	8623
1384.90	23.7519	2.0784	8629
1385.45	22.2436	2.5951	8635
1386.00	25.7501	2.2153	8640
1386.55	21.7479	1.7749	8645
1387.10	21.3566	1.5420	8651
1387.65	20.3414	1.5751	8656
1388.20	23.7624	2.1099	8662
1388.75	19.0833	1.1426	8667
1389.30	19.1017	1.5309	8673
1389.85	21.4788	1.4884	8678
1390.40	23.2800	2.0643	8684
1390.95	20.5629	1.5818	8689
1391.50	21.0160	1.5074	8695
1392.05	20.4696	1.4405	8701
1392.60	20.3558	1.3873	8706
1393.15	19.3820	1.1627	8712
1393.70	19.6851	1.2679	8718
1394.25	23.0820	1.9295	8723
1394.80	23.7487	1.8366	8729
1395.35	22.2130	1.4054	8734
1395.90	19.8210	1.3206	8739
1396.45	19.2929	1.3989	8745
1397.00	19.8102	1.5047	8751
1397.55	19.4354	1.2900	8757
1398.10	19.0673	1.6387	8762
1398.65	18.3049	1.3475	8768
1399.20	20.3545	1.6540	8773
1399.75	21.1429	1.8297	8779
1400.30	20.4505	1.6254	8785
1400.85	18.5732	0.9803	8790
1401.40	21.8444	1.8491	8795
1401.95	22.0617	1.6407	8801
1402.50	21.2490	1.5754	8806
1403.05	20.2548	1.1175	8812
1403.60	23.4086	1.8601	8817
1404.15	31.4139	3.2164	8823
1404.70	21.1114	1.4498	8828
1405.25	20.7145	1.6068	8833
1405.80	22.9790	2.0131	8839
1406.35	21.0752	1.3068	8844
1406.90	16.7139	0.8372	8850
1407.45	17.3919	1.1620	8855
1408.00	17.1000	1.3691	8861
1408.55	18.9719	1.7706	8866
1409.10	20.0356	1.5908	8872
1409.65	20.3458	1.6318	8877
1410.20	20.1286	1.1418	8883
1410.75	20.1600	1.2884	8888
1411.30	22.6999	1.3659	8894
1411.85	21.3332	0.5870	8900
1412.40	19.3884	0.7599	8905
1412.95	21.1481	1.1916	8911
1413.50	23.1502	1.6682	8916
1414.05	26.5249	2.5254	8923
1414.60	23.7203	2.2134	8928
1415.15	22.8695	1.5137	8934
1415.70	22.9560	1.2884	8940
1416.25	22.4840	1.1721	8946
1416.80	21.5306	1.4186	8951
1417.35	19.2266	1.0644	8957
1417.90	21.1161	1.3566	8963
1418.45	23.4355	1.9560	8969
1419.00	19.2686	1.0264	8974
1419.55	18.4242	1.0685	8980
1420.10	18.3119	1.2105	8986
1420.65	19.2185	1.4329	8991
1421.20	20.5802	1.5009	8997
1421.75	19.6360	1.3918	9003
1422.30	19.8309	1.1301	9009
1422.85	20.4220	1.3472	9015
1423.40	20.3605	1.5716	9020
1423.95	20.0726	1.6813	9025
1424.50	21.9409	1.6863	9031
1425.05	26.8587	2.5627	9036
1425.60	20.4798	1.8246	9042
1426.15	21.8943	2.5079	9047
1426.70	19.2181	1.5976	9053
1427.25	25.0898	2.4139	9059
1427.80	19.7258	1.5494	9064
1428.35	18.0185	1.3755	9070
1428.90	20.7350	1.3860	9075
1429.45	22.0146	1.8004	9081
1430.00	19.4157	1.5433	9087
1430.55	20.7455	1.7500	9092
1431.10	20.4747	1.5128	9099
1431.65	21.8923	1.9105	9104
1432.20	23.3714	2.3433	9110
1432.75	22.5517	1.9833	9116
1433.30	20.9594	1.6140	9122
1433.85	21.3347	1.4620	9127
1434.40	20.5168	1.6738	9133
1434.95	21.6371	2.3266	9139
1435.50	18.6123	1.5122	9145
1436.05	22.0820	2.2404	9151
