Depth	DEP	ECM	Age
Top (m)	(uS/m)	(uM)	Top (yr BP)

543.95	21.2137	1.2115	2495
544.50	19.7389	1.1811	2497
545.05	17.9485	0.8008	2500
546.70	18.7660	0.5743	2509
547.25	20.2971	1.2770	2512
547.80	18.1593	1.0702	2515
548.35	17.7259	1.0642	2518
548.90	19.0633	0.9928	2520
549.45	21.2619	1.3283	2523
550.00	20.6179	1.4590	2526
550.55	19.8229	1.1900	2529
551.10	20.2821	1.7359	2532
551.65	18.7056	0.8952	2535
552.20	18.1793	1.1795	2538
552.75	19.8265	1.2587	2541
553.30	27.2632	2.7848	2545
553.85	19.9796	1.5283	2548
554.40	18.9811	1.1953	2551
554.95	18.6933	1.2917	2553
555.50	18.2159	0.8411	2557
556.05	18.7854	1.0727	2560
556.60	19.3330	1.0490	2563
557.15	18.4821	0.9179	2566
557.70	19.6804	0.9847	2569
558.25	20.3882	0.5981	2572
558.80	19.7285	0.9479	2575
559.35	21.7118	1.1806	2578
559.90	18.9611	0.6332	2580
560.45	21.3763	1.1103	2583
561.00	20.3068	0.9197	2586
561.55	18.7159	1.0427	2589
562.10	19.0018	1.2564	2592
562.65	18.9982	0.7274	2596
563.20	21.4004	1.4734	2599
563.75	18.8041	1.4582	2601
564.30	18.3050	1.1649	2604
564.85	19.4062	1.1450	2607
565.40	19.4618	1.2956	2611
565.95	19.2030	1.1446	2614
566.50	20.0146	1.6013	2617
567.05	19.0356	1.4435	2620
567.60	18.9400	1.3205	2623
568.15	20.7207	1.4231	2626
568.70	19.0279	1.8697	2629
569.25	22.8078	1.7190	2632
569.80	19.9248	1.3621	2635
570.35	19.2996	1.3341	2638
570.90	19.4525	1.3218	2641
571.45	20.6448	1.4268	2644
572.00	20.2654	2.0153	2647
572.55	20.2475	1.5178	2650
573.10	20.4067	1.5962	2653
573.65	20.2600	1.6973	2657
574.20	20.3467	1.9901	2659
574.75	19.0144	1.5601	2662
575.30	20.1322	1.0415	2665
575.85	17.9746	0.8352	2668
576.40	19.5837	1.5551	2672
576.95	20.4861	1.4865	2675
577.50	19.9131	1.3529	2678
578.05	19.9348	1.3585	2680
578.60	19.7814	1.2561	2683
579.15	19.7145	1.2998	2687
579.70	19.1723	1.4605	2689
580.25	24.7800	2.6483	2693
580.80	20.6418	1.6776	2696
581.35	19.6889	1.6561	2699
581.90	19.0225	1.5866	2702
582.45	18.9882	0.7688	2705
583.00	18.4775	0.9155	2708
583.55	20.1163	1.1874	2711
584.10	17.3089	0.9459	2715
584.65	19.3162	1.0038	2718
585.20	20.3839	1.2121	2721
585.75	22.0237	2.9063	2724
586.30	24.5457	3.7419	2727
586.85	21.8241	2.5636	2730
587.40	18.8133	0.7953	2733
587.95	20.3100	1.0952	2736
588.50	21.6430	1.3730	2739
589.05	19.0393	0.9164	2742
589.60	17.4365	0.6161	2746
590.15	21.9075	1.2233	2749
590.70	20.3752	0.9537	2752
591.25	20.2661	0.9754	2755
591.80	18.4033	0.8601	2758
592.35	19.6345	1.1308	2761
592.90	20.3346	1.2752	2764
593.45	20.1000	0.9463	2767
594.00	19.1979	0.7648	2770
594.55	20.9063	1.1275	2773
595.10	20.4582	1.3421	2777
595.65	19.0786	1.0517	2780
596.20	20.0048	1.1550	2783
596.75	19.2829	0.8915	2786
597.30	21.0344	0.9987	2789
597.85	19.6679	1.2040	2792
598.40	20.6141	1.7551	2795
598.95	18.8682	1.4007	2798
599.50	23.0154	1.8445	2801
600.05	21.1168	1.3804	2804
600.60	19.7241	1.3472	2807
601.15	18.7889	1.3058	2810
601.70	19.5356	1.4666	2813
602.25	20.9300	1.0698	2816
602.80	22.8468	0.6731	2819
603.35	18.8389	0.8486	2822
603.90	19.4514	1.2232	2825
604.45	19.3115	1.1370	2828
605.00	19.5207	1.1424	2831
605.55	18.8515	1.0653	2835
606.10	19.2025	1.6960	2838
606.65	19.8631	1.3803	2841
607.20	19.5771	1.3033	2844
607.75	19.1285	1.2107	2847
608.30	18.3807	1.0113	2850
608.85	17.5393	1.4624	2854
609.40	18.6522	1.4457	2857
609.95	22.7971	2.6567	2860
610.50	18.5285	1.2833	2864
611.05	17.8311	0.9843	2867
611.60	19.9233	1.2071	2870
612.15	18.7333	0.8715	2872
612.70	18.3468	0.9060	2875
613.25	18.4093	0.9530	2879
613.80	18.9496	1.0379	2882
614.35	20.2964	1.3752	2885
614.90	19.6448	1.0124	2888
615.45	19.5443	1.1512	2891
616.00	19.7567	1.1901	2895
616.55	19.9400	0.6261	2898
617.10	18.5961	0.5058	2901
617.65	19.1393	0.9629	2904
618.20	18.9771	1.1007	2908
618.75	20.0845	1.0078	2911
619.30	20.8274	1.3112	2914
619.85	20.1589	1.4854	2917
620.40	20.4822	2.2857	2920
620.95	20.4100	1.3711	2923
621.50	20.0993	0.9322	2926
622.05	18.1014	0.8571	2929
622.60	20.9096	1.4245	2932
623.15	19.0046	1.2004	2935
623.70	19.0273	0.9038	2938
624.25	19.6896	1.0453	2941
624.80	18.9367	1.1563	2944
625.35	21.5529	1.4282	2947
625.90	21.4274	1.7371	2950
626.45	20.0721	1.4854	2953
627.00	19.5907	1.2919	2956
627.55	19.7793	1.3004	2960
628.10	20.1875	1.6695	2963
628.65	19.2711	1.5203	2966
629.20	19.6750	1.9818	2969
629.75	19.0048	1.8176	2972
630.30	19.6948	1.5252	2975
630.85	20.2029	1.5596	2978
631.40	20.7567	1.9346	2981
631.95	18.9393	1.2448	2984
632.50	20.2252	2.0422	2988
633.05	18.0511	1.4589	2991
633.60	18.4239	1.4908	2994
634.15	19.1752	1.8965	2997
634.70	17.6946	0.9958	3000
635.25	19.8464	0.7629	3004
635.80	19.9907	1.4965	3007
636.35	17.4350	1.1128	3010
636.90	16.2185	0.6054	3013
637.45	18.8500	0.9440	3017
638.00	19.2014	0.8951	3020
638.55	17.5148	1.0378	3023
639.10	19.5330	1.0468	3026
639.65	19.0993	1.1402	3030
640.20	20.7326	1.8589	3032
640.75	18.6629	1.1773	3036
641.30	28.0493	2.8318	3039
641.85	20.8615	1.9751	3042
642.40	20.3471	1.7780	3045
642.95	19.6819	1.7396	3048
643.50	19.1204	1.4229	3052
644.05	20.5467	1.3856	3055
644.60	20.1704	1.8642	3058
645.15	20.2521	1.8696	3062
645.70	19.3289	1.2570	3064
646.25	19.5504	1.3826	3067
646.80	21.1841	1.6061	3071
647.35	19.2022	1.1449	3074
647.90	19.0093	1.1722	3077
648.45	19.2937	1.1827	3080
649.00	20.3626	1.4233	3083
649.55	19.0682	1.0852	3086
650.10	20.6786	1.7363	3090
650.65	17.9004	1.0215	3093
651.20	16.7885	1.4207	3096
651.75	19.6245	1.5281	3100
652.30	18.1464	1.3973	3103
652.85	18.0663	1.2786	3106
653.40	20.3911	1.8581	3109
653.95	18.4727	0.7226	3112
654.50	18.1893	0.7827	3116
655.05	21.0004	1.0800	3119
655.60	18.2950	1.0159	3122
656.15	17.7119	0.9961	3126
656.70	19.6304	0.7988	3129
657.25	17.4448	0.7336	3132
657.80	18.8689	0.7716	3135
658.35	19.2648	0.6215	3139
658.90	23.7825	1.9637	3142
659.45	19.5452	1.2915	3145
660.00	19.3218	1.3745	3149
660.55	19.0719	1.0809	3152
661.10	22.9654	2.0011	3155
661.65	18.7007	1.1769	3158
662.20	20.0525	1.0968	3161
662.75	19.3215	1.1242	3164
663.30	19.6279	1.2992	3167
663.85	22.4815	1.8661	3170
664.40	19.7243	1.5641	3173
664.95	21.1004	1.6767	3176
665.50	20.8067	1.4985	3180
666.05	19.1557	1.0092	3183
666.60	20.7041	1.3401	3186
667.15	19.5246	1.0245	3190
667.70	20.2548	1.2102	3193
668.25	17.7735	1.0996	3196
668.80	18.3889	1.4690	3199
669.35	18.9514	1.6344	3203
669.90	19.3996	1.2172	3206
670.45	18.3318	1.1474	3209
671.00	20.1285	1.4846	3213
671.55	20.4357	1.4113	3216
672.10	21.2893	1.3052	3219
672.65	20.9854	1.5245	3222
673.20	25.4075	1.7759	3226
673.75	21.9985	1.3069	3229
674.30	20.4904	1.3467	3232
674.85	19.8763	1.0977	3235
675.40	19.0533	1.1788	3238
675.95	19.3646	1.1147	3241
676.50	18.2256	1.3625	3244
677.05	19.1786	1.2634	3248
677.60	18.1235	1.0316	3251
678.15	19.8048	1.1004	3254
678.70	19.2193	0.7750	3257
679.25	19.4941	0.7399	3260
679.80	19.2185	0.8709	3263
680.35	21.5337	1.9199	3266
680.90	20.5757	1.2518	3269
681.45	19.1389	1.0216	3273
682.00	18.6683	0.9737	3276
682.55	21.8584	1.6500	3279
683.10	20.6764	1.1893	3282
683.65	19.4993	1.0118	3285
684.20	19.0382	1.3063	3288
684.75	18.7085	1.0454	3291
685.30	20.4307	1.2448	3295
685.85	19.1937	1.1918	3298
686.40	19.4207	1.2661	3301
686.95	19.1093	1.0765	3304
687.50	18.4670	1.0274	3307
688.05	19.5521	1.2981	3310
688.60	18.1096	1.0599	3313
689.15	18.3311	1.2401	3316
689.70	20.9889	1.7521	3319
690.25	20.7254	1.3646	3322
690.80	19.4859	1.0741	3326
691.35	20.3754	1.1336	3329
691.90	20.2411	1.1799	3332
692.45	19.1844	0.6264	3336
693.00	20.7707	0.7520	3339
693.55	19.4774	1.1639	3342
694.10	17.7714	0.7470	3345
694.65	18.9959	0.6033	3348
695.20	17.7004	0.3722	3352
695.75	19.9661	0.5126	3355
696.30	19.0341	1.1190	3358
696.85	18.7596	0.5930	3361
697.40	19.2925	0.8891	3364
697.95	20.0844	1.0900	3367
698.50	20.5189	0.9785	3371
699.05	20.5800	0.6670	3374
699.60	20.2641	1.1178	3377
700.15	18.2678	0.9436	3381
700.70	19.4604	1.4210	3384
701.25	21.9930	2.3289	3387
701.80	30.9995	2.7305	3391
702.35	30.9473	0.8231	3394
702.90	19.5636	0.3822	3397
703.45	20.1923	0.6174	3400
704.00	17.4467	1.1672	3404
704.55	24.1227	0.9416	3407
705.10	21.8116	0.7776	3410
705.65	22.5470	1.8655	3413
706.20	23.7693	1.9670	3417
706.75	20.8946	1.3028	3420
707.30	24.5393	1.8396	3423
707.85	20.4528	1.3476	3426
708.40	23.6275	1.8102	3430
708.95	23.6247	1.7397	3433
709.50	23.8951	1.1771	3437
710.05	21.8837	1.1608	3440
710.60	18.8661	1.1825	3443
711.15	18.1374	0.7864	3447
711.70	19.3123	1.7164	3450
712.25	19.1370	1.5219	3453
712.80	19.7820	1.5361	3457
713.35	19.1353	1.6649	3460
713.90	19.5216	1.1338	3464
714.45	20.1549	1.0918	3467
715.00	19.9196	1.0295	3470
715.55	21.9192	0.9934	3474
724.90	23.0907	1.6043	3529
725.45	26.3827	1.7931	3532
726.00	19.8454	1.1034	3536
726.55	19.9473	1.0045	3539
727.10	17.6127	1.2371	3542
727.65	17.3926	1.3843	3545
728.20	16.1954	1.2424	3549
728.75	15.1462	0.9163	3552
729.30	18.9587	1.2169	3555
729.85	16.3971	0.9881	3559
730.40	14.6031	0.7801	3562
730.95	16.9340	0.6958	3565
731.50	15.6961	1.4208	3568
732.05	15.0889	1.1515	3572
732.60	16.8791	1.2105	3576
733.15	18.7560	2.6644	3579
733.70	14.4456	1.7598	3582
734.25	16.1409	2.0298	3586
734.80	13.5634	1.2518	3589
735.35	14.9013	1.0815	3593
735.90	25.1583	2.8581	3596
736.45	28.2146	2.9998	3599
737.00	14.7446	0.8732	3603
737.55	18.1451	1.1740	3607
738.10	16.5614	0.7013	3610
738.65	15.6279	1.2662	3613
739.20	17.2552	1.5053	3616
739.75	17.2271	1.3852	3620
740.30	26.2083	1.9247	3623
740.85	14.4658	1.2902	3627
741.40	16.6397	1.7733	3630
741.95	14.8097	1.3909	3633
742.50	14.2926	1.3017	3637
743.05	15.0222	2.1117	3640
744.15	17.9224	1.5353	3647
744.70	14.7722	1.0933	3650
745.25	15.4709	1.3842	3654
745.80	14.9902	1.2898	3657
746.35	16.4840	1.0997	3660
746.90	13.2457	1.0630	3664
747.45	14.8231	1.1342	3667
748.00	15.7193	1.5937	3670
748.55	15.6740	1.1202	3674
749.10	19.0268	1.2852	3677
749.65	18.4310	1.0353	3680
750.20	18.2846	1.4993	3683
750.75	16.4493	1.4426	3687
751.30	17.7571	1.6189	3690
751.85	17.3129	1.4641	3693
752.40	13.9582	0.7845	3696
752.95	16.4641	0.9802	3700
753.50	17.8162	1.9067	3703
754.05	15.7647	1.4764	3706
754.60	17.4840	2.4364	3709
755.15	16.4002	1.8790	3713
755.70	16.0799	1.5073	3716
756.25	18.6287	1.5775	3719
756.80	16.9926	1.3268	3723
757.35	16.0695	1.6241	3726
757.90	16.0950	1.4624	3730
758.45	16.6957	1.4756	3733
759.00	16.6411	1.9406	3737
759.55	18.0338	1.5645	3740
760.10	17.1707	1.5090	3744
760.65	17.7266	1.7704	3747
761.20	18.2675	2.0220	3750
761.75	18.3699	2.9038	3754
762.30	19.7680	2.3195	3757
762.85	17.4320	1.5010	3761
763.40	16.2468	1.5372	3764
763.95	15.8454	1.5762	3767
764.50	16.4289	1.7948	3771
765.05	14.8914	1.8882	3774
765.60	12.3694	1.3595	3778
766.15	15.9965	1.8243	3781
766.70	15.7287	1.4632	3784
767.25	15.9878	1.4629	3788
767.80	14.9765	1.5032	3791
768.35	16.9669	1.8680	3795
768.90	16.5293	1.0680	3798
769.45	18.9208	1.1653	3802
770.00	14.2603	1.1977	3805
770.55	14.0098	1.1808	3809
771.10	16.3746	1.3506	3812
771.65	16.0010	1.3561	3815
772.20	18.4823	1.6102	3819
772.75	16.4448	1.4026	3822
773.30	17.4949	1.4985	3825
773.85	14.8142	0.7556	3829
774.40	19.8795	1.6285	3832
774.95	20.5450	1.6466	3836
775.50	18.6821	1.5445	3839
776.05	20.2208	1.5928	3843
776.60	21.9466	1.9942	3846
777.15	21.2725	1.3373	3849
777.70	20.4087	1.0804	3853
778.25	22.7399	1.4043	3856
778.80	23.5514	1.5670	3859
779.35	23.5292	1.6652	3863
780.45	14.3697	1.2672	3871
781.00	17.2814	1.8384	3874
781.55	17.8019	1.5432	3878
782.10	16.7569	1.4311	3881
782.65	18.3469	1.4462	3885
783.20	16.4063	1.1354	3888
783.75	18.0485	1.6427	3891
784.30	24.1831	2.2802	3895
784.85	16.6182	1.1193	3899
785.40	16.4287	1.6560	3902
785.95	17.7879	1.6327	3905
786.50	16.5087	1.4781	3909
787.05	17.9313	1.2974	3912
787.60	21.5916	1.6753	3915
788.15	28.3061	2.7529	3919
788.70	17.8254	1.2406	3923
789.25	18.1483	1.3558	3926
789.80	17.4921	1.6575	3929
790.35	15.9666	1.4733	3933
790.90	15.7276	1.3718	3936
791.45	15.7379	1.1430	3939
792.00	18.1908	1.2837	3943
792.55	16.4447	1.1507	3946
793.10	18.9239	1.2204	3950
793.65	17.1736	1.2807	3953
794.20	18.5802	1.4476	3957
794.75	17.2178	1.0068	3961
795.30	18.5956	1.2780	3964
795.85	17.5378	1.3780	3967
796.40	20.1880	1.4971	3971
796.95	20.2672	1.0640	3974
797.50	18.9690	1.2720	3977
798.05	17.7680	1.0477	3981
798.60	18.5515	0.8630	3985
799.15	20.9493	0.7811	3988
799.70	20.7416	1.2829	3992
800.25	22.9012	1.5078	3995
800.80	21.5744	1.1624	3998
801.35	19.5781	0.9042	4002
801.90	18.4239	0.9911	4005
802.45	46.2535	3.7610	4009
803.00	19.2249	1.2640	4012
803.55	21.6186	1.4740	4016
804.10	20.3832	1.5104	4019
804.65	19.2688	1.1085	4023
805.20	19.7617	1.2543	4026
805.75	19.5547	1.1599	4030
806.30	20.6999	1.3322	4033
806.85	20.7527	1.2386	4037
807.40	19.4376	1.2073	4040
807.95	18.5753	1.1753	4043
808.50	16.4575	1.1571	4047
809.05	18.1970	0.9310	4050
809.60	17.8375	0.5491	4053
810.15	17.4429	0.7829	4057
810.70	19.0216	0.8430	4060
811.25	19.5086	1.4626	4064
811.80	19.7183	1.3252	4068
812.35	16.1781	1.2277	4071
812.90	18.7947	1.6986	4075
813.45	17.6525	1.5091	4078
814.00	19.8535	1.6809	4082
814.55	17.3441	1.1750	4085
815.10	18.1123	1.4714	4088
815.65	20.3944	1.8995	4092
816.20	21.6880	1.5731	4095
816.75	19.9467	1.0219	4099
817.30	19.3357	1.3770	4102
817.85	21.0497	1.5419	4106
818.40	21.4963	1.1827	4109
818.95	25.0692	1.3599	4112
819.50	20.8284	1.2589	4116
820.05	20.5242	1.0132	4120
820.60	22.0462	1.2940	4123
821.15	21.0802	1.1399	4127
821.70	21.0814	1.5177	4130
822.25	22.6159	1.8351	4134
822.80	21.0060	1.3692	4138
823.35	21.6402	1.4669	4141
823.90	22.0868	1.4713	4145
824.45	18.8778	1.2245	4148
825.00	22.2051	1.4781	4152
825.55	22.0486	1.3785	4155
826.10	24.0485	1.7648	4159
826.65	20.3336	1.4477	4163
827.20	16.3507	0.9737	4166
827.75	21.7249	1.3500	4170
828.30	23.6287	1.6091	4173
828.85	22.8701	1.4005	4177
829.40	23.5676	1.3586	4181
829.95	19.8672	1.0139	4184
830.50	21.1084	1.2675	4188
831.05	21.4635	1.3257	4192
831.60	20.2967	1.1986	4195
832.15	23.8328	1.6098	4198
832.70	23.2771	1.6054	4202
833.25	22.0758	1.4444	4205
833.80	19.9724	1.4696	4209
834.35	21.3700	1.2306	4212
834.90	25.0985	1.6551	4216
835.45	22.5806	1.1863	4219
836.00	24.6229	1.4466	4223
836.55	22.6329	1.4480	4227
837.10	20.7283	1.2250	4230
837.65	22.4462	1.4336	4234
838.20	19.4513	1.2058	4237
838.75	19.2094	1.5657	4241
839.30	19.0616	1.5803	4245
839.85	16.9305	1.2373	4248
840.40	18.6081	1.5991	4252
840.95	19.7180	1.6525	4255
841.50	17.3934	1.4377	4259
842.05	15.5946	1.2896	4262
842.60	15.9842	1.1533	4266
843.15	14.8556	1.2735	4270
843.70	15.0334	1.4739	4273
844.25	15.9924	1.1479	4277
844.80	17.4153	0.9213	4280
845.35	18.2971	1.4223	4284
845.90	16.5915	1.2043	4288
846.45	18.8043	1.4298	4292
847.00	18.0486	1.4129	4295
847.55	18.3043	1.6674	4299
848.10	17.3086	1.3874	4302
848.65	18.8012	1.5008	4306
849.20	17.5738	1.3355	4309
849.75	21.5068	1.7432	4313
850.30	16.7652	0.8728	4316
850.85	18.3628	1.3884	4320
851.40	17.0445	1.4105	4324
851.95	16.8248	1.3164	4327
852.50	15.8409	1.3217	4331
853.05	15.5076	1.3573	4334
853.60	15.8629	0.7086	4338
854.15	17.8174	0.9912	4342
854.70	16.7334	0.9864	4345
855.25	16.5031	1.1754	4349
855.80	15.6709	1.1767	4353
856.35	14.5953	1.3198	4356
856.90	14.8676	1.4030	4360
857.45	18.2278	1.6597	4364
858.00	20.1790	1.6388	4368
858.55	20.8754	1.0486	4371
859.10	18.3637	0.7063	4375
859.65	18.6549	0.8923	4378
860.20	16.9321	0.4288	4382
860.75	18.2202	0.6548	4385
861.30	15.7502	0.6368	4389
861.85	17.5044	0.7408	4392
862.40	15.8414	0.9747	4396
862.95	18.9614	0.8957	4399
863.50	17.8337	0.6125	4403
864.05	17.3703	1.5176	4407
864.60	15.5502	1.6158	4411
865.15	18.8352	1.5681	4414
865.70	24.2895	1.8341	4418
866.25	20.9845	1.5325	4421
866.80	18.9462	1.6579	4425
867.35	18.2077	1.4302	4428
867.90	20.9801	1.9295	4432
868.45	16.5930	1.2611	4435
869.00	17.3349	1.0396	4439
869.55	18.0892	2.0025	4443
870.10	18.9995	1.9041	4447
870.65	15.9646	1.5656	4450
871.20	14.6796	1.4367	4454
871.75	14.8313	1.2512	4458
872.30	13.9247	1.4047	4462
872.85	14.4342	1.2027	4465
873.40	15.9693	1.9273	4469
873.95	15.1366	1.5602	4472
874.50	15.5428	1.6824	4476
875.05	17.5706	1.5925	4480
875.60	17.0302	1.8234	4484
876.15	16.7888	1.9433	4487
876.70	16.5062	1.3082	4491
877.25	19.7432	1.5138	4495
877.80	17.8960	1.5214	4498
878.35	18.2249	1.3774	4502
878.90	18.4864	1.3637	4506
879.45	17.9399	1.7000	4509
880.00	11.8153	1.5721	4513
880.55	15.5707	1.3607	4517
881.10	16.7532	2.0000	4520
881.65	16.1059	1.3588	4524
882.20	19.7742	1.2087	4528
882.75	19.2850	1.4376	4532
883.30	17.5642	1.2117	4535
883.85	18.3325	1.4280	4539
884.40	18.3909	1.2498	4542
884.95	18.0929	1.4020	4546
885.50	17.6675	1.5862	4550
886.05	17.3818	1.0856	4554
886.60	18.3781	1.2656	4557
887.15	18.0864	1.5532	4561
887.70	18.0303	1.3002	4564
888.25	17.7710	1.3708	4568
888.80	21.1465	1.9870	4572
889.35	18.9986	1.8612	4576
889.90	17.4484	1.5733	4579
890.45	18.4267	1.6304	4583
891.00	18.9550	1.4237	4587
891.55	18.0062	1.5623	4591
892.10	18.2596	1.6158	4595
892.65	15.2231	1.1759	4599
893.20	17.1726	1.9884	4602
893.75	19.2432	2.0843	4606
894.30	16.4647	1.8576	4610
894.85	15.9512	1.7590	4613
895.40	17.3941	1.5332	4617
895.95	17.9414	1.4301	4621
896.50	18.7363	1.6123	4625
897.05	19.3970	1.1101	4629
897.60	17.7669	1.4585	4633
898.15	18.0664	1.4754	4636
898.70	16.3748	1.3288	4640
899.25	20.1645	2.4343	4644
899.80	22.2565	2.6768	4647
900.35	16.7865	1.6996	4651
900.90	14.5162	1.4348	4654
901.45	14.3974	1.2888	4658
902.00	15.0417	1.4818	4662
902.55	14.6278	0.8807	4665
903.10	16.5490	1.0906	4669
903.65	17.9001	1.3527	4673
904.20	17.9209	1.6875	4677
904.75	18.8008	1.2901	4681
905.30	18.1299	1.3638	4685
905.85	14.9463	1.3040	4689
906.40	16.4388	1.4469	4692
906.95	16.4004	1.3134	4696
907.50	18.5011	1.3163	4700
908.05	18.0958	1.8977	4704
908.60	17.7811	1.7781	4708
909.15	17.6811	1.2307	4712
909.70	19.1164	1.6315	4716
910.25	16.1413	1.6155	4719
910.80	16.3690	1.7186	4723
911.35	17.6140	1.7563	4727
911.90	19.3304	1.8049	4731
912.45	20.3133	1.6379	4735
913.00	18.5750	1.4014	4739
913.55	18.6643	1.1288	4743
914.10	18.2292	1.2683	4747
914.65	17.8693	0.8932	4750
915.20	16.9025	1.1969	4754
915.75	16.1142	1.2736	4758
916.30	18.6124	1.6737	4761
916.85	16.4349	1.1561	4765
917.40	14.4398	1.2186	4769
917.95	16.6422	1.5787	4773
918.50	16.3729	1.0622	4776
919.05	19.4867	1.3752	4780
919.60	19.0387	1.4741	4784
920.15	18.7681	1.6623	4788
920.70	21.7390	2.1542	4792
921.25	18.3820	1.6531	4796
921.80	18.1996	1.5705	4800
922.35	17.9280	1.3862	4804
922.90	20.0160	1.5786	4807
923.45	17.7962	1.4231	4811
924.00	19.8184	1.6827	4815
924.55	19.1314	1.4333	4819
925.10	18.0162	1.2985	4822
925.65	17.6956	1.5624	4826
926.20	19.4871	1.9486	4830
926.75	19.6558	1.9050	4834
927.30	17.0142	0.9352	4837
927.85	17.4118	1.2861	4841
928.40	17.7895	1.8127	4845
928.95	16.6186	1.3228	4849
929.50	16.6240	1.3203	4852
930.05	18.3311	1.4696	4856
930.60	17.1118	1.3784	4860
931.15	21.9456	2.2812	4864
931.70	29.1994	2.6955	4868
932.25	21.1009	1.4734	4871
932.80	23.4942	1.6026	4875
933.35	24.0666	1.9838	4879
933.90	23.8685	1.5715	4883
934.45	23.6083	1.6034	4887
935.00	23.4929	1.6404	4891
935.55	20.5246	1.7643	4895
936.10	19.5013	1.1385	4898
936.65	21.6203	1.5853	4902
937.20	21.0045	1.7373	4906
937.75	22.4358	2.0812	4910
938.30	20.4416	1.4516	4913
938.85	19.2360	1.2398	4917
939.40	22.3814	1.7942	4921
939.95	21.0722	1.2785	4925
940.50	22.5841	1.1500	4929
941.05	23.0764	1.5295	4933
941.60	22.0531	1.5687	4936
942.15	19.9943	1.4483	4940
942.70	19.3140	1.6911	4944
943.25	20.9675	1.4913	4947
943.80	19.7828	1.7047	4951
944.35	21.4577	2.4256	4955
944.90	19.2951	1.7530	4959
945.45	22.6590	1.9704	4963
946.00	22.7937	1.9958	4967
946.55	23.3828	2.2294	4970
947.10	20.4826	1.9072	4975
947.65	22.8183	2.3769	4978
948.20	22.7525	2.0703	4982
948.75	21.4636	2.3576	4986
950.40	21.9095	1.1565	4997
950.95	21.9535	1.3879	5001
951.50	22.1323	1.5743	5005
952.05	23.7756	1.5227	5009
952.60	22.5810	1.2372	5012
953.15	22.2117	1.6057	5016
953.70	23.3974	2.2702	5020
954.25	23.1137	2.3318	5023
954.80	22.5766	1.8536	5027
955.35	21.8653	1.7968	5032
955.90	21.0260	1.7709	5035
956.45	24.6913	2.2785	5039
957.00	22.9808	2.0139	5043
957.55	22.4309	2.1066	5047
958.10	23.4728	2.4639	5051
958.65	29.7240	2.7618	5054
959.20	25.9539	2.6238	5058
959.75	23.1271	2.1418	5062
960.30	25.6710	2.5407	5066
960.85	26.3314	2.8690	5070
961.40	26.8756	3.0710	5074
961.95	25.8796	2.8820	5078
962.50	27.4682	3.2753	5082
963.05	35.7212	3.3665	5085
963.60	29.1135	2.7117	5089
964.15	27.4526	2.3579	5093
964.70	25.3858	2.3926	5097
965.25	25.3066	2.2103	5101
965.80	33.0539	3.3555	5105
966.35	22.4614	1.8823	5110
966.90	22.3822	1.8608	5113
967.45	22.3326	1.6757	5117
968.00	22.2394	1.8502	5121
968.55	19.4639	2.0079	5125
969.10	23.5523	2.5615	5129
969.65	25.7721	2.0771	5132
970.20	21.1328	1.4678	5136
970.75	21.3305	2.1957	5140
971.30	23.6548	2.6113	5144
971.85	24.6570	3.0138	5148
972.40	22.4445	2.3264	5152
972.95	22.7978	2.6147	5156
973.50	22.2414	2.2819	5160
974.05	21.8071	2.1740	5164
974.60	18.9935	1.4666	5167
975.15	21.0123	1.6082	5171
975.70	22.0102	1.9261	5175
976.25	21.6025	1.8195	5180
976.80	21.9348	1.9633	5184
977.35	22.2126	2.1292	5188
977.90	22.5686	2.2181	5192
978.45	21.1608	1.5567	5195
979.00	22.3425	1.6967	5200
979.55	20.3642	1.5086	5203
980.10	20.0864	1.2640	5207
980.65	21.9961	1.8324	5211
981.20	22.9345	2.2034	5215
981.75	22.6617	2.2072	5219
982.30	23.3729	2.1124	5223
982.85	22.3608	1.7145	5227
983.40	22.1034	1.8388	5231
983.95	22.4090	1.8535	5235
984.50	21.4046	2.1683	5239
985.05	22.9636	2.0377	5243
985.60	22.7807	1.8727	5247
986.15	21.8603	2.0023	5252
986.70	20.3769	1.2534	5256
987.25	22.3582	1.9565	5260
987.80	22.8879	1.9195	5264
988.35	25.6195	2.3846	5268
988.90	21.1997	1.5325	5272
989.45	20.8346	1.7054	5276
990.00	21.9333	1.8183	5280
990.55	22.7761	2.1280	5284
991.10	22.9870	2.0129	5288
991.65	21.1496	1.4459	5292
992.20	23.2027	1.6061	5296
992.75	24.2127	1.6270	5300
993.30	23.4773	1.9652	5304
993.85	22.1285	1.8156	5308
994.40	21.6003	1.5563	5312
994.95	20.6055	0.9593	5316
995.50	19.9989	1.6001	5320
996.05	20.9410	1.7523	5324
996.60	21.6129	1.7872	5328
997.15	21.7920	2.2039	5332
997.70	20.7272	2.0394	5336
998.25	21.4631	2.0095	5340
998.80	21.7360	1.6789	5344
999.35	21.3324	1.3815	5348
999.90	20.2092	1.8061	5352
1000.45	21.7129	2.0188	5357
1001.00	19.7874	1.9090	5361
1001.55	22.7754	1.9822	5365
1002.10	19.4750	1.4044	5368
1002.65	18.1349	1.3323	5372
1003.20	19.4087	1.6931	5376
1003.75	20.7453	1.7636	5380
1004.30	19.2500	1.8001	5384
1004.85	18.2550	1.9026	5388
1005.40	20.1392	1.6913	5392
1005.95	21.7153	1.9521	5396
1006.50	22.2012	1.6658	5401
