#PROGRAM: dep90.pas
#PROT: N: 175
#PROT: TE: -25.9
#PROT: T: 95.700
#PROT: DB: 1650 78.00 # end of core
#PROT: DB: 550 78.00 # bag cut
#PROT: DB: 1100 78.00 # bag cut
#PROT: DB: 940 78.00
#PROT: CC: 710 870
# depth c250k g250k c200k g200k c100k g100k c50k g50k 
    95.705   0.146802  72.061300   0.147155  71.989700   0.151250  72.192500   0.172348  72.952600 
    95.710   0.168209  86.136900   0.168948  85.967300   0.175831  85.498400   0.204427  84.828100 
    95.715   0.174989  89.797800   0.175942  89.619000   0.184466  88.804100   0.217523  87.111000 
    95.720   0.178356  91.394700   0.179369  91.202900   0.188555  90.306900   0.223761  88.190400 
    95.725   0.180453  91.343600   0.181445  91.175300   0.190489  90.375700   0.225952  88.369000 
    95.730   0.181854  90.239100   0.182717  90.115300   0.191217  89.515700   0.225605  87.860800 
    95.735   0.182574  88.568900   0.183357  88.442700   0.191106  88.042500   0.223575  86.863200 
    95.740   0.183094  86.451600   0.183756  86.359600   0.190504  86.214400   0.220472  85.691800 
    95.745   0.183681  85.670900   0.184304  85.594800   0.190712  85.474900   0.219520  85.104400 
    95.750   0.183957  85.241100   0.184588  85.140500   0.190994  84.970800   0.219366  84.555100 
    95.755   0.183967  83.928600   0.184522  83.857800   0.190511  83.831700   0.217857  83.651100 
    95.760   0.184021  84.504800   0.184668  84.385300   0.191222  84.166800   0.219650  83.587000 
    95.765   0.184085  85.911300   0.184879  85.793900   0.192353  85.227700   0.222786  83.947200 
    95.770   0.184022  85.598600   0.184814  85.449100   0.192317  84.881500   0.222667  83.538100 
    95.775   0.184011  84.325600   0.184753  84.200800   0.191865  83.714000   0.221100  82.520500 
    95.780   0.183974  82.510400   0.184644  82.390700   0.191218  82.008500   0.218689  81.127100 
    95.785   0.183901  80.361600   0.184479  80.267500   0.190352  80.009400   0.215648  79.569300 
    95.790   0.183889  78.429100   0.184364  78.249400   0.189628  78.094900   0.212987  77.835900 
    95.795   0.183839  76.775800   0.184275  76.683500   0.189153  76.558100   0.210904  76.480800 
    95.800   0.183821  75.953000   0.184275  75.851400   0.189073  75.690700   0.210085  75.523800 
    95.805   0.183876  75.521200   0.184317  75.421600   0.189214  75.165100   0.209987  74.838100 
    95.810   0.183904  74.704500   0.184350  74.591900   0.189129  74.329900   0.209252  73.964200 
    95.815   0.183937  73.254200   0.184321  73.153100   0.188694  72.890900   0.207268  72.718300 
    95.820   0.183705  70.761500   0.184002  70.664600   0.187471  70.570200   0.203247  70.861300 
    95.825   0.183373  67.431000   0.183497  67.388500   0.185705  67.580300   0.197915  68.609200 
    95.830   0.183389  65.539200   0.183366  65.539100   0.184627  65.991200   0.194572  67.648900 
    95.835   0.183738  69.117200   0.183862  69.156300   0.186075  69.349500   0.199093  70.558400 
    95.840   0.184266  75.419200   0.184651  75.321200   0.188928  75.191100   0.208118  75.368300 
    95.845   0.184623  80.058100   0.185194  79.942800   0.190853  79.624700   0.214482  79.179900 
    95.850   0.184857  83.452900   0.185505  83.365600   0.192018  82.928600   0.218815  82.047200 
    95.855   0.185094  85.966200   0.185829  85.841000   0.192830  85.420000   0.221705  84.395000 
    95.860   0.185380  87.794700   0.186144  87.680100   0.193388  87.255900   0.223499  86.243300 
    95.865   0.185410  88.781800   0.186161  88.677200   0.193454  88.315400   0.224143  87.395500 
    95.870   0.185188  89.031000   0.185888  88.934000   0.192951  88.709400   0.223675  88.044100 
    95.875   0.185023  89.946900   0.185731  89.852100   0.192954  89.661100   0.224476  88.979100 
    95.880   0.185039  91.678900   0.185840  91.566200   0.193617  91.218800   0.226727  90.242000 
    95.885   0.185186  93.039900   0.186039  92.911800   0.194171  92.516100   0.228479  91.369600 
    95.890   0.185260  93.852600   0.186137  93.745200   0.194485  93.320800   0.229569  92.077700 
    95.895   0.185305  94.324100   0.186183  94.212600   0.194683  93.775900   0.230276  92.477700 
    95.900   0.185363  94.452400   0.186248  94.332200   0.194755  93.900600   0.230400  92.587900 
    95.905   0.185372  94.116100   0.186250  94.001000   0.194672  93.584700   0.229987  92.284500 
    95.910   0.185280  93.237500   0.186131  93.129400   0.194292  92.727200   0.228801  91.533300 
    95.915   0.185121  92.042600   0.185931  91.919200   0.193802  91.565200   0.227209  90.482300 
    95.920   0.185344  90.938000   0.186118  90.827900   0.193733  90.458800   0.225955  89.418200 
    95.925   0.185894  89.716200   0.186656  89.594100   0.194120  89.175700   0.225090  88.115500 
    95.930   0.186517  87.742200   0.187246  87.614600   0.194302  87.159500   0.223367  86.158600 
    95.935   0.186797  84.032000   0.187387  83.918000   0.193368  83.640900   0.218838  83.164700 
    95.940   0.186533  78.600400   0.186886  78.564000   0.191129  78.636000   0.211319  79.098100 
    95.945   0.186394  74.866900   0.186629  74.776200   0.189910  74.940600   0.206582  75.687400 
    95.950   0.186375  72.617000   0.186616  72.558200   0.189601  72.616700   0.204297  73.318100 
