#from EDML LC as of Sep 24, 2025. Unc from the original MCE / 5 to account for volcanic alignment.
depth	age	age_unc	comment
177.021	2139.0	10.8	
177.107	2140.0	10.8	
177.155	2141.0	10.8	
177.223	2142.0	10.8	
177.304	2143.0	10.8	
177.393	2144.0	10.8	
177.432	2145.0	10.9	
177.478	2146.0	10.9	
177.569	2147.0	10.9	
177.643	2148.0	10.9	
177.688	2149.0	10.9	
177.724	2150.0	11.0	
177.761	2151.0	11.0	
177.868	2152.0	11.1	
177.926	2153.0	11.1	
177.972	2154.0	11.1	
178.013	2155.0	11.1	
178.08	2156.0	11.1	
178.154	2157.0	11.1	
178.203	2158.0	11.1	
178.232	2159.0	11.2	
178.28	2160.0	11.2	
178.328	2161.0	11.2	
178.39	2162.0	11.2	
178.468	2163.0	11.2	
178.523	2164.0	11.2	
178.583	2165.0	11.2	
178.625	2166.0	11.3	
178.657	2167.0	11.3	
178.703	2168.0	11.3	
178.767	2169.0	11.3	
178.825	2170.0	11.3	
178.906	2171.0	11.3	
178.933	2172.0	11.3	
178.986	2173.0	11.3	
179.059	2174.0	11.3	
179.104	2175.0	11.3	
179.156	2176.0	11.3	
179.22	2177.0	11.3	
179.333	2178.0	11.4	
179.376	2179.0	11.4	
179.474	2180.0	11.4	
179.521	2181.0	11.4	
179.576	2182.0	11.4	
179.647	2183.0	11.4	
179.719	2184.0	11.4	
