#PROGRAM: dep90.pas
#PROT: N: 124
#PROT: TE: -26.6
#PROT: T: 67.650
#PROT: DB: 1650 78.00 # end of core
#PROT: DB: 550 78.00 # bag cut
#PROT: DB: 1100 78.00 # bag cut
#PROT: DB: 320 78.00
#PROT: DB: 1320 78.00
# depth c250k g250k c200k g200k c100k g100k c50k g50k 
    67.655   0.123899  26.027500   0.123829  25.944000   0.123923  25.798800   0.124591  25.997700 
    67.660   0.152689  35.953700   0.152646  35.860500   0.152883  35.687500   0.154350  35.953300 
    67.665   0.162535  39.528800   0.162502  39.436400   0.163044  39.328500   0.165825  39.604000 
    67.670   0.166026  42.969200   0.166061  42.881200   0.167058  42.729500   0.171752  42.935900 
    67.675   0.167875  46.198800   0.167920  46.100900   0.169106  45.971100   0.175091  46.326700 
    67.680   0.169050  50.374900   0.169116  50.320000   0.170682  50.282500   0.178223  50.701200 
    67.685   0.169643  56.838500   0.169846  56.773000   0.172639  56.513200   0.184411  56.374800 
    67.690   0.170003  62.597000   0.170419  62.462600   0.174487  61.994500   0.190091  61.350400 
    67.695   0.170751  65.756900   0.171163  65.627400   0.175425  65.243900   0.192579  64.750000 
    67.700   0.171662  68.580800   0.172080  68.483800   0.176430  68.185900   0.194707  67.913400 
    67.705   0.172574  71.709000   0.173039  71.626100   0.177693  71.386900   0.197645  71.177500 
    67.710   0.173530  75.273500   0.174024  75.141600   0.179191  74.927400   0.201362  74.652800 
    67.715   0.174303  78.693300   0.174865  78.605100   0.180544  78.356400   0.205075  78.059000 
    67.720   0.174863  81.948200   0.175460  81.866300   0.181547  81.677100   0.208652  81.355900 
    67.725   0.175278  86.076600   0.175991  85.957900   0.183110  85.699100   0.213975  84.967000 
    67.730   0.175327  90.661800   0.176319  90.528500   0.184907  89.959900   0.220381  88.437300 
    67.735   0.175423  95.052000   0.176548  94.841800   0.186684  93.971700   0.226502  91.657000 
    67.740   0.175732  98.657700   0.177006  98.428400   0.188282  97.326800   0.231562  94.404300 
    67.745   0.176048 101.139000   0.177453 100.892000   0.189397  99.622300   0.234913  96.349500 
    67.750   0.176220 102.507000   0.177617 102.247000   0.189949 100.935000   0.236526  97.473900 
    67.755   0.176154 102.687000   0.177556 102.364000   0.189788 101.185000   0.236287  97.810200 
    67.760   0.175968 101.972000   0.177349 101.755000   0.189149 100.554000   0.234489  97.423800 
    67.765   0.175541 100.542000   0.176824 100.326000   0.188150  99.253000   0.231510  96.355600 
    67.770   0.175164  97.875100   0.176296  97.680700   0.186435  96.820800   0.226604  94.684800 
    67.775   0.175074  94.476600   0.176058  94.351000   0.184600  93.914300   0.220645  92.696100 
    67.780   0.174833  91.268500   0.175576  91.185100   0.182956  90.991300   0.215354  90.456200 
    67.785   0.174517  88.606100   0.175172  88.542000   0.181729  88.441100   0.211397  88.299200 
    67.790   0.174522  87.705700   0.175206  87.606200   0.181764  87.395400   0.210505  87.095000 
    67.795   0.174522  87.564400   0.175243  87.439400   0.182096  87.043600   0.210761  86.425900 
    67.800   0.174384  86.862700   0.175092  86.729500   0.181853  86.289300   0.209912  85.642400 
    67.805   0.174131  85.785500   0.174818  85.586900   0.181403  85.160000   0.208740  84.495100 
    67.810   0.173961  84.690200   0.174645  84.542200   0.181148  84.112600   0.207889  83.423500 
    67.815   0.174170  83.944500   0.174849  83.791000   0.181329  83.323800   0.207745  82.502300 
    67.820   0.174606  83.302300   0.175300  83.157900   0.181836  82.609600   0.207869  81.659700 
    67.825   0.174771  82.275000   0.175467  82.113800   0.181955  81.497100   0.207261  80.425800 
    67.830   0.174336  79.470300   0.174906  79.326600   0.180599  78.886300   0.203326  78.263300 
    67.835   0.173864  75.435900   0.174252  75.346900   0.178452  75.236500   0.197250  75.417000 
    67.840   0.173758  72.922500   0.174025  72.866200   0.177407  72.910200   0.193707  73.508500 
    67.845   0.173756  72.160200   0.174015  72.112400   0.177307  72.218200   0.192878  72.809600 
    67.850   0.173753  72.647600   0.174039  72.594900   0.177493  72.605200   0.193926  73.112900 
    67.855   0.173623  75.255200   0.174042  75.132000   0.178670  74.874600   0.198185  74.695500 
    67.860   0.173382  78.698500   0.174055  78.508800   0.180264  77.802000   0.203901  76.640300 
    67.865   0.173233  80.414500   0.174022  80.209700   0.181073  79.309400   0.207064  77.610400 
    67.870   0.173143  80.094900   0.173897  79.891600   0.180898  79.055000   0.206925  77.395000 
    67.875   0.173180  78.556100   0.173846  78.397500   0.180228  77.720700   0.204776  76.433100 
    67.880   0.173240  76.582500   0.173826  76.422700   0.179507  75.923500   0.202218  75.037400 
    67.885   0.173194  74.323600   0.173680  74.209100   0.178710  73.826800   0.199332  73.300300 
    67.890   0.173255  71.979200   0.173650  71.884600   0.178024  71.685800   0.196593  71.481500 
    67.895   0.174012  70.895600   0.174385  70.804700   0.178487  70.585100   0.196253  70.483200 
    67.900   0.175013  70.552100   0.175368  70.465100   0.179559  70.221500   0.197616  69.972000 
    67.905   0.175878  71.091700   0.176358  70.957800   0.181195  70.518300   0.200507  69.825200 
    67.910   0.176734  71.438900   0.177281  71.307800   0.182523  70.742900   0.202555  69.713800 
    67.915   0.176897  69.040500   0.177323  68.925200   0.181620  68.572200   0.199200  68.106200 
    67.920   0.176624  65.574800   0.176846  65.501700   0.179824  65.471100   0.194070  65.804700 
    67.925   0.176522  64.418000   0.176709  64.358700   0.179340  64.397000   0.192360  64.882200 
    67.930   0.176734  65.940300   0.177012  65.865200   0.180311  65.745000   0.195367  65.811300 
    67.935   0.177104  68.763700   0.177544  68.645200   0.182034  68.230300   0.200022  67.575800 
    67.940   0.177442  70.668800   0.177982  70.525800   0.183262  69.915700   0.203411  68.791300 
    67.945   0.177308  70.174300   0.177839  70.039200   0.182915  69.512800   0.202606  68.519800 
    67.950   0.177404  68.735000   0.177830  68.622500   0.182248  68.291900   0.200365  67.696000 
    67.955   0.178101  68.870600   0.178517  68.735600   0.182839  68.365900   0.200507  67.816800 
    67.960   0.178218  68.849300   0.178662  68.718300   0.182963  68.283900   0.200233  67.669600 
