#PROGRAM: dep90.pas
#PROT: N: 169
#PROT: TE: -25.6
#PROT: T: 92.400
#PROT: DB: 1650 78.00 # end of core
#PROT: DB: 550 78.00 # bag cut
#PROT: DB: 1100 78.00 # bag cut
#PROT: DB: 270 78.00
#PROT: DB: 1335 78.00
#PROT: S: 0 1270
#PROT: DB: 1335 1395
# depth c250k g250k c200k g200k c100k g100k c50k g50k 
    92.405   0.157256  75.526600   0.157616  75.425400   0.161533  75.471400   0.180497  76.371200 
    92.410   0.168209  82.322700   0.168888  82.163200   0.175306  81.746200   0.201853  81.226000 
    92.415   0.173190  86.484900   0.173999  86.298300   0.181893  85.719300   0.213838  84.412300 
    92.420   0.176166  89.977800   0.177118  89.822400   0.186115  89.197800   0.222438  87.324100 
    92.425   0.178254  93.873800   0.179383  93.708500   0.189821  92.821000   0.230525  90.171400 
    92.430   0.179670  97.506800   0.181009  97.270900   0.192912  95.988400   0.237539  92.483300 
    92.435   0.180382  99.095200   0.181821  98.831300   0.194369  97.461500   0.240672  93.562100 
    92.440   0.180657  98.675500   0.182031  98.439300   0.194220  97.192900   0.240157  93.609200 
    92.445   0.180784  97.278900   0.182045  97.072900   0.193404  96.087300   0.237570  93.124000 
    92.450   0.180765  95.329500   0.181869  95.180500   0.192192  94.466000   0.233818  92.171100 
    92.455   0.180658  92.830200   0.181501  92.715900   0.190585  92.312100   0.229113  90.787400 
    92.460   0.180383  90.542600   0.181187  90.454000   0.189162  90.305800   0.224631  89.507500 
    92.465   0.180378  89.255400   0.181082  89.194000   0.188407  89.173900   0.221940  88.822000 
    92.470   0.180517  89.568400   0.181258  89.505000   0.188699  89.411100   0.222115  88.943900 
    92.475   0.180689  90.882100   0.181499  90.791300   0.189530  90.487900   0.223994  89.617900 
    92.480   0.180696  91.592200   0.181550  91.476700   0.189799  91.112000   0.224928  90.081400 
    92.485   0.180674  91.648000   0.181514  91.551000   0.189642  91.243800   0.224796  90.330200 
    92.490   0.180724  91.950400   0.181544  91.871900   0.189663  91.628700   0.225112  90.791100 
    92.495   0.181006  93.089700   0.181910  92.992300   0.190364  92.684400   0.227067  91.627300 
    92.500   0.181459  94.837500   0.182425  94.715200   0.191614  94.237200   0.230222  92.779300 
    92.505   0.181936  96.633300   0.183003  96.490400   0.192864  95.881100   0.233272  94.062000 
    92.510   0.182380  97.934400   0.183471  97.768500   0.193663  97.139900   0.235264  95.165100 
    92.515   0.182699  98.740100   0.183800  98.597800   0.194113  98.037500   0.236453  96.009500 
    92.520   0.182844  99.135700   0.183929  99.019000   0.194210  98.458800   0.237015  96.555900 
    92.525   0.182957  99.628700   0.184061  99.501600   0.194375  99.002200   0.237662  97.099300 
    92.530   0.183261 100.791000   0.184427 100.649000   0.195236  99.991100   0.239643  97.806400 
    92.535   0.183554 101.662000   0.184781 101.496000   0.195963 100.762000   0.241278  98.320100 
    92.540   0.183889 102.240000   0.185116 102.067000   0.196453 101.309000   0.242301  98.775200 
    92.545   0.184261 102.755000   0.185499 102.567000   0.196944 101.734000   0.242888  99.167500 
    92.550   0.184597 102.182000   0.185812 102.003000   0.196878 101.289000   0.241937  98.941500 
    92.555   0.184849 100.920000   0.185968 100.794000   0.196470 100.220000   0.240048  98.210500 
    92.560   0.185150  99.928600   0.186176  99.811200   0.196185  99.325400   0.238172  97.620700 
    92.565   0.185260  98.530400   0.186282  98.394400   0.195722  97.999800   0.235847  96.584100 
    92.570   0.185351  96.683700   0.186244  96.591600   0.194907  96.352000   0.232721  95.378500 
    92.575   0.185536  95.629500   0.186390  95.531300   0.194658  95.309100   0.230934  94.537900 
    92.580   0.185786  94.767500   0.186620  94.689100   0.194597  94.463600   0.229668  93.853600 
    92.585   0.185739  93.288600   0.186469  93.220400   0.193944  93.133200   0.227526  92.794800 
    92.590   0.185615  92.300200   0.186320  92.217100   0.193495  92.212300   0.226133  92.002000 
    92.595   0.185579  91.953400   0.186276  91.908700   0.193373  91.872900   0.225798  91.719000 
    92.600   0.185539  92.169800   0.186258  92.089300   0.193503  92.028100   0.226377  91.759100 
    92.605   0.185450  92.744000   0.186208  92.678400   0.193774  92.566900   0.227610  92.083200 
    92.610   0.185371  94.038800   0.186197  93.935000   0.194427  93.688500   0.229939  92.822100 
    92.615   0.185270  95.377700   0.186192  95.263900   0.195078  94.837300   0.232457  93.528800 
    92.620   0.185320  96.268500   0.186287  96.138400   0.195507  95.690900   0.233964  94.179600 
    92.625   0.185777  97.344700   0.186798  97.235600   0.196257  96.728100   0.235660  95.076800 
    92.630   0.186279  98.126900   0.187319  97.995800   0.197066  97.499900   0.237162  95.645500 
    92.635   0.186436  97.985100   0.187483  97.837700   0.197337  97.299500   0.237640  95.352600 
    92.640   0.186301  96.978000   0.187335  96.835600   0.197079  96.270400   0.237058  94.365200 
    92.645   0.186669  96.490200   0.187711  96.339000   0.197437  95.669700   0.236993  93.708300 
    92.650   0.187714  96.365700   0.188767  96.144300   0.198474  95.353800   0.237321  93.313100 
    92.655   0.187637  94.204800   0.188657  94.005300   0.197929  93.243000   0.234987  91.306800 
    92.660   0.184504  89.699000   0.185463  89.496900   0.194154  88.735700   0.228400  86.940500 
    92.665   0.173002  80.479100   0.173824  80.297400   0.181407  79.505900   0.210682  77.999100 
    92.670   0.149607  62.479200   0.150289  62.315300   0.156557  61.510200   0.179957  60.089200 
    92.675   0.132054  47.505800   0.132723  47.226400   0.139102  46.198500   0.161100  44.038100 
    92.680   0.133277  46.610400   0.134170  46.271400   0.141953  44.927800   0.168219  41.772000 
    92.685   0.143285  53.518600   0.144366  53.263300   0.153760  51.724300   0.185015  47.990900 
    92.690   0.152582  60.591200   0.153788  60.317400   0.164159  58.715100   0.200120  54.602600 
    92.695   0.158652  65.363400   0.159939  65.072200   0.170957  63.435800   0.209326  59.086200 
    92.700   0.162035  68.123800   0.163337  67.891400   0.174645  66.258800   0.214256  61.829300 
    92.705   0.164020  70.025200   0.165355  69.747900   0.176842  68.115800   0.217225  63.694700 
    92.710   0.165491  71.479700   0.166839  71.200600   0.178427  69.575300   0.219353  65.138400 
    92.715   0.166814  72.537100   0.168162  72.256900   0.179698  70.651800   0.220623  66.306100 
    92.720   0.168491  73.335200   0.169771  73.092200   0.180989  71.617700   0.221528  67.549700 
    92.725   0.170055  73.622300   0.171257  73.419200   0.182007  72.130500   0.221464  68.467500 
    92.730   0.171068  73.521600   0.172207  73.243700   0.182509  72.106500   0.220903  68.721400 
    92.735   0.171355  72.865100   0.172458  72.632600   0.182418  71.495500   0.219642  68.308700 
    92.740   0.171285  71.712500   0.172338  71.529200   0.181854  70.457800   0.217598  67.502200 
    92.745   0.171706  70.403800   0.172657  70.229900   0.181461  69.347600   0.215286  66.797600 
    92.750   0.172575  69.617400   0.173472  69.473300   0.181696  68.699200   0.213966  66.519600 
    92.755   0.173321  69.439800   0.174170  69.307700   0.182227  68.550500   0.213808  66.443500 
    92.760   0.173911  69.455700   0.174740  69.291000   0.182753  68.538900   0.213982  66.445500 
    92.765   0.174177  69.161000   0.174981  69.031100   0.182834  68.297000   0.213553  66.246700 
    92.770   0.174321  68.786200   0.175099  68.668200   0.182786  67.956400   0.212865  65.989900 
    92.775   0.174654  68.713700   0.175406  68.597500   0.182986  67.904100   0.212755  65.978000 
    92.780   0.175189  68.930200   0.175970  68.819500   0.183462  68.129500   0.213028  66.263600 
