#PROGRAM: dep90.pas
#PROT: N: 166
#PROT: TE: -25.6
#PROT: T: 90.750
#PROT: DB: 1650 78.00 # end of core
#PROT: DB: 550 78.00 # bag cut
#PROT: DB: 1100 78.00 # bag cut
#PROT: DB: 1005 78.00
#PROT: S: 0 970
#PROT: S: 1005 1650
# depth c250k g250k c200k g200k c100k g100k c50k g50k 
    90.755   0.138471  91.361500   0.139532  91.348000   0.150233  91.477300   0.200035  89.736000 
    90.760   0.163842 115.893000   0.165769 115.557000   0.181988 113.948000   0.245524 109.556000 
    90.765   0.172356 122.545000   0.174690 122.049000   0.193659 119.524000   0.262895 113.386000 
    90.770   0.176255 124.852000   0.178577 124.464000   0.197895 122.153000   0.269619 115.837000 
    90.775   0.177655 123.736000   0.179686 123.514000   0.197811 122.219000   0.269743 116.760000 
    90.780   0.178181 123.480000   0.180087 123.366000   0.197848 122.582000   0.270942 117.359000 
    90.785   0.179453 127.819000   0.181693 127.594000   0.201598 126.083000   0.279228 119.444000 
    90.790   0.181086 133.588000   0.183768 133.182000   0.206440 130.548000   0.288925 122.137000 
    90.795   0.181931 136.722000   0.184875 136.177000   0.209162 132.861000   0.294863 123.311000 
    90.800   0.182251 137.525000   0.185342 136.936000   0.210577 133.243000   0.297617 123.072000 
    90.805   0.182674 136.919000   0.185756 136.323000   0.210741 132.689000   0.297477 122.689000 
    90.810   0.182620 133.856000   0.185362 133.388000   0.208373 130.583000   0.291946 121.968000 
    90.815   0.181640 127.654000   0.183757 127.463000   0.202950 126.358000   0.280463 120.394000 
    90.820   0.180895 122.850000   0.182539 122.864000   0.198754 122.921000   0.271255 119.044000 
    90.825   0.181193 123.244000   0.182918 123.202000   0.199415 122.977000   0.271653 118.917000 
    90.830   0.182171 126.786000   0.184266 126.580000   0.202932 125.402000   0.278149 119.829000 
    90.835   0.182913 129.583000   0.185270 129.258000   0.205674 127.267000   0.283612 120.564000 
    90.840   0.183051 130.033000   0.185420 129.704000   0.206089 127.714000   0.284857 120.735000 
    90.845   0.183292 129.988000   0.185645 129.695000   0.206234 127.844000   0.285084 120.867000 
    90.850   0.183633 130.084000   0.185993 129.772000   0.206683 127.890000   0.285699 120.794000 
    90.855   0.183631 129.719000   0.186026 129.395000   0.206775 127.411000   0.285580 120.158000 
    90.860   0.183657 129.654000   0.186138 129.278000   0.207306 126.932000   0.285683 119.377000 
    90.865   0.183720 128.956000   0.186230 128.532000   0.207316 125.997000   0.284301 118.415000 
    90.870   0.183287 125.726000   0.185592 125.425000   0.205049 123.407000   0.278677 116.744000 
    90.875   0.182782 121.372000   0.184722 121.157000   0.202138 119.847000   0.270793 114.582000 
    90.880   0.182503 117.761000   0.184237 117.599000   0.200003 116.654000   0.264122 112.413000 
    90.885   0.182389 114.717000   0.183973 114.542000   0.198490 113.787000   0.258638 110.263000 
    90.890   0.182273 111.751000   0.183717 111.602000   0.197215 110.977000   0.253743 107.996000 
    90.895   0.182143 109.055000   0.183496 108.931000   0.196115 108.380000   0.249388 105.860000 
    90.900   0.182088 106.753000   0.183372 106.635000   0.195274 106.105000   0.245569 103.911000 
    90.905   0.182111 104.323000   0.183272 104.200000   0.194375 103.783000   0.241659 101.979000 
    90.910   0.182218 102.328000   0.183300 102.236000   0.193605 101.916000   0.238237 100.484000 
    90.915   0.182191 100.874000   0.183256 100.774000   0.193308 100.376000   0.236262  98.968500 
    90.920   0.182141  99.474500   0.183169  99.355600   0.192894  98.933700   0.234188  97.597300 
    90.925   0.182028  97.795300   0.182998  97.697300   0.192212  97.371300   0.231649  96.247800 
    90.930   0.182027  96.499000   0.182936  96.407800   0.191692  96.121400   0.229547  95.217300 
    90.935   0.181723  95.237100   0.182588  95.155200   0.191076  94.910400   0.227794  94.098600 
    90.940   0.181427  94.424800   0.182280  94.345000   0.190666  94.077100   0.226812  93.250700 
    90.945   0.181354  94.376900   0.182214  94.283300   0.190601  93.956500   0.226549  93.050800 
    90.950   0.181375  94.533000   0.182237  94.418000   0.190679  94.049800   0.226420  93.101600 
    90.955   0.181288  94.411800   0.182177  94.292400   0.190690  93.889100   0.226388  92.870600 
    90.960   0.181206  94.011100   0.182067  93.908000   0.190466  93.516300   0.225960  92.585200 
    90.965   0.181379  93.448200   0.182178  93.367800   0.190051  93.200700   0.224827  92.600000 
    90.970   0.181631  93.597100   0.182394  93.516000   0.190185  93.394200   0.225129  92.906700 
    90.975   0.182033  94.868300   0.182868  94.787600   0.191170  94.583000   0.227637  93.773800 
    90.980   0.182397  96.547500   0.183331  96.446600   0.192238  96.111800   0.230765  94.899900 
    90.985   0.182432  98.213700   0.183457  98.084900   0.193081  97.642900   0.233661  95.955400 
    90.990   0.182510  99.907900   0.183644  99.773600   0.194022  99.124300   0.236701  97.078200 
    90.995   0.182899 101.790000   0.184117 101.609000   0.195224 100.795000   0.239691  98.325800 
    91.000   0.183168 103.147000   0.184432 102.955000   0.196073 101.999000   0.241821  99.233600 
    91.005   0.183457 103.758000   0.184751 103.489000   0.196629 102.495000   0.242835  99.581400 
    91.010   0.183604 103.176000   0.184871 102.976000   0.196425 101.982000   0.241661  99.305800 
    91.015   0.183190 100.562000   0.184291 100.433000   0.194580  99.814300   0.237019  97.863700 
    91.020   0.182659  97.387300   0.183562  97.292300   0.192476  97.088800   0.231568  95.964000 
    91.025   0.182310  96.238500   0.183213  96.145000   0.191984  95.856000   0.229864  94.772600 
    91.030   0.181985  95.801400   0.182931  95.683300   0.191822  95.225500   0.229196  93.961700 
    91.035   0.181864  94.687200   0.182748  94.567100   0.191184  94.202200   0.227188  93.169000 
    91.040   0.182082  93.651400   0.182905  93.554900   0.190930  93.257300   0.225693  92.389000 
    91.045   0.182944  93.027800   0.183724  92.942200   0.191712  92.621900   0.225740  91.766000 
    91.050   0.184135  92.871600   0.184975  92.743200   0.193031  92.334000   0.226761  91.340200 
    91.055   0.184734  91.501300   0.185511  91.404500   0.193082  91.079900   0.225394  90.356000 
    91.060   0.184895  89.074200   0.185524  89.021000   0.192054  89.015100   0.221823  88.939600 
    91.065   0.185199  88.123700   0.185751  88.069600   0.191836  88.181800   0.220665  88.368000 
    91.070   0.185608  89.359600   0.186270  89.297500   0.192988  89.207500   0.223231  88.975700 
    91.075   0.186038  91.371300   0.186825  91.260600   0.194547  90.919100   0.227015  90.043400 
    91.080   0.186211  92.796400   0.187103  92.645300   0.195520  92.088600   0.229678  90.748500 
    91.085   0.185958  92.955900   0.186894  92.820900   0.195488  92.160500   0.230036  90.678700 
    91.090   0.185639  91.708900   0.186472  91.588500   0.194462  91.156400   0.227666  90.088400 
    91.095   0.185269  90.081100   0.185963  89.995200   0.192992  89.857400   0.224232  89.465200 
    91.100   0.184900  89.621700   0.185546  89.536500   0.192217  89.508000   0.222613  89.360400 
    91.105   0.184710  90.156700   0.185367  90.097700   0.192166  90.023300   0.222997  89.862500 
    91.110   0.184600  91.334900   0.185319  91.246600   0.192553  91.094100   0.224701  90.707100 
    91.115   0.184611  92.864600   0.185387  92.764700   0.193155  92.530100   0.227070  91.874900 
    91.120   0.184680  94.504700   0.185537  94.397700   0.193881  94.096900   0.229770  93.128900 
    91.125   0.184751  96.206700   0.185683  96.079800   0.194665  95.683000   0.232608  94.388300 
    91.130   0.184805  97.866300   0.185786  97.757800   0.195523  97.274700   0.235647  95.527700 
    91.135   0.184747  99.492700   0.185847  99.347600   0.196228  98.653600   0.238318  96.564500 
    91.140   0.184739 100.548000   0.185900 100.375000   0.196573  99.655100   0.239802  97.463700 
    91.145   0.184849 101.082000   0.185978 100.938000   0.196571 100.293000   0.240233  98.225300 
    91.150   0.184828 101.384000   0.185935 101.250000   0.196419 100.707000   0.240237  98.774600 
    91.155   0.184828 101.876000   0.185953 101.743000   0.196515 101.215000   0.240811  99.281700 
    91.160   0.184887 102.445000   0.186018 102.272000   0.196788 101.703000   0.241761  99.651700 
    91.165   0.184816 103.017000   0.186002 102.867000   0.197165 102.174000   0.242965  99.891400 
    91.170   0.184678 103.700000   0.185939 103.499000   0.197564 102.631000   0.244029 100.031000 
    91.175   0.184354 103.262000   0.185599 103.096000   0.197056 102.258000   0.243192  99.746300 
    91.180   0.184009 101.518000   0.185122 101.402000   0.195645 100.889000   0.239968  99.026400 
    91.185   0.183887 100.224000   0.184876 100.168000   0.194667  99.954200   0.237662  98.545700 
    91.190   0.183956 100.701000   0.185004 100.623000   0.195083 100.286000   0.238469  98.675700 
    91.195   0.184135 102.331000   0.185324 102.140000   0.196469 101.373000   0.241620  99.043800 
    91.200   0.184141 103.250000   0.185473 103.000000   0.197388 101.869000   0.243624  98.941900 
    91.205   0.183818 101.585000   0.185051 101.389000   0.196285 100.466000   0.240942  98.001300 
    91.210   0.183544  98.807000   0.184566  98.677300   0.194323  98.316800   0.236068  96.777800 
    91.215   0.183620  97.697700   0.184546  97.609100   0.193783  97.396000   0.234197  96.177900 
    91.220   0.183845  98.012900   0.184845  97.892600   0.194466  97.526400   0.235076  96.012100 
    91.225   0.184147  98.401800   0.185203  98.242600   0.195158  97.699800   0.236104  95.888700 
    91.230   0.184335  97.570100   0.185347  97.458300   0.194953  96.918600   0.235139  95.328600 
    91.235   0.184222  95.713400   0.185085  95.655400   0.193947  95.391100   0.232495  94.278300 
    91.240   0.184041  95.172000   0.184905  95.109000   0.193730  94.812400   0.232056  93.645500 
    91.245   0.183974  95.806000   0.184935  95.709900   0.194417  95.136300   0.233666  93.468800 
    91.250   0.183972  95.848800   0.184970  95.719900   0.194795  95.005000   0.234430  92.995200 
    91.255   0.183923  94.779700   0.184903  94.664600   0.194558  93.940200   0.233439  91.976400 
    91.260   0.183698  92.818300   0.184655  92.648500   0.193726  92.048200   0.230783  90.373400 
    91.265   0.183531  90.246100   0.184372  90.121100   0.192612  89.719600   0.227312  88.482400 
    91.270   0.183420  87.950100   0.184171  87.862100   0.191689  87.571500   0.224096  86.693400 
    91.275   0.183301  86.380400   0.184007  86.287600   0.191131  86.011500   0.221915  85.278200 
    91.280   0.182902  84.829100   0.183565  84.738100   0.190309  84.466300   0.219492  83.842700 
    91.285   0.181759  82.892100   0.182368  82.786900   0.188687  82.555800   0.216102  82.065100 
    91.290   0.179580  81.112100   0.180173  80.939500   0.186203  80.664100   0.212008  80.237200 
    91.295   0.173741  78.047800   0.174247  77.959800   0.179689  77.741400   0.203400  77.528700 
    91.300   0.160073  70.667600   0.160501  70.590700   0.165208  70.522000   0.186646  70.530900 
    91.305   0.160391  71.847700   0.160932  71.747000   0.166529  71.490400   0.190743  71.037500 
    91.310   0.174414  79.422300   0.175090  79.297400   0.181675  78.861300   0.209004  78.048400 
    91.315   0.180141  80.146900   0.180722  80.000800   0.186828  79.797300   0.213187  79.438400 
    91.320   0.181485  79.960900   0.182030  79.792000   0.188017  79.607400   0.214013  79.241900 
    91.325   0.181866  80.369100   0.182496  80.264900   0.188790  79.907900   0.215171  79.297000 
    91.330   0.182167  80.074500   0.182780  79.976300   0.188965  79.664100   0.214813  79.065500 
    91.335   0.182336  79.396800   0.182880  79.221800   0.188755  78.960300   0.213748  78.456800 
