GISP2 Electrical Conductivity Measurements

REFERENCES: 

Taylor, K.C., R.B. Alley, G.W. Lamorey, and P.A. Mayewski. 1997. Electrical
measurements on the Greenland Ice Sheet Project 2 core. Journal of
Geophysical Research 102:26511-26517.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Chylek, P., B. Johnson, P.A. Damiano, K.C. Taylor, and P. Clement. 1995.
Biomass burning record and black carbon in the GISP2 ice core. Geophysical
Research Letters 22:89-92.

Taylor, K.C., G.W. Lamorey, G.A. Doyle, R.B. Alley, P.M. Grootes, P.A.
Mayewski, J.W.C. White, and L.K. Barlow. 1993. The 'flickering switch' of
late Pleistocene climate change. Nature 361:432-436.

Taylor, K.C., R.B. Alley, R.J. Fiacco, P.M. Grootes, G.W. Lamorey, P.A.
Mayewski, and M.J. Spencer. 1992. Ice core dating and chemistry by direct
current electrical conductivity. Journal of Glaciology 38:325-332.

DATA DESCRIPTION: 

The ECM file ECMage.dat represents 0.5 meter averages of the data in the
b****.dat and d****.dat files.  The GISP2 B core was used for the first
100 meters; the D core thereafter.  All depths are D core depths, ages are
on the Meese/Sowers timescale.  See ECMinfo.txt and depthage.dat for
further information. 

DATA: 

Depth	ECM	Age
Top (m)	microamps	Top (yr BP 1950)
		
479.75	16.0188	1995.5
480.25	21.161	1997.9
480.75	36.1688	2001.4
481.25	23.0542	2004.0
481.75	19.8446	2006.4
482.28	14.9214	2009.3
482.83	22.0084	2012.0
483.35	22.626	2015.6
483.85	14.8904	2018.1
484.35	17.0804	2020.6
484.85	20.6686	2023.3
485.35	19.256	2026.9
485.85	19.555	2029.5
486.35	19.35	2031.9
486.89	17.0942	2034.6
487.44	21.269	2037.2
487.95	22.1246	2039.5
488.45	23.2578	2041.7
488.95	28.3678	2044.1
489.45	27.5292	2046.7
489.95	28.4534	2050.0
490.45	24.8482	2052.7
491	26.0806	2055.5
491.55	22.7154	2058.1
492.05	19.4526	2060.4
492.55	21.4644	2062.6
493.05	26.9002	2065.1
493.55	17.391	2067.5
494.05	20.2032	2070.1
495.4	16.4296	2076.7
496.75	20.8908	2083.5
497.25	19.9102	2086.1
497.76	15.9576	2088.7
498.31	15.1342	2091.4
498.85	21.3146	2094.8
499.35	18.2932	2097.1
499.88	20.5292	2099.9
500.43	26.2444	2102.5
500.95	24.1918	2105.2
501.45	23.1276	2107.4
501.95	20.214	2110.0
502.45	24.9192	2112.5
502.95	19.0406	2115.0
503.45	18.3358	2118.1
503.95	19.3366	2120.6
504.61	23.796	2124.8
505.31	23.8632	2128.8
505.85	25.0112	2131.7
506.35	21.0214	2134.4
506.85	22.003	2137.3
507.4	24.6858	2140.1
507.95	21.3146	2143.1
508.45	29.2092	2145.5
508.95	30.2218	2148.2
509.45	23.5104	2150.7
510	22.4316	2153.5
510.55	22.8672	2156.0
511.06	27.3718	2158.7
511.61	25.3732	2161.8
512.15	23.4068	2164.3
512.65	29.3022	2166.7
513.15	27.1256	2169.2
513.65	24.0834	2171.8
514.15	27.575	2174.6
514.65	27.0588	2177.1
515.15	31.141	2179.8
515.65	28.499	2182.3
516.15	30.2342	2185.0
516.67	30.612	2187.5
517.22	24.5812	2190.4
517.75	24.8138	2193.2
518.25	17.8632	2195.5
518.79	21.14	2198.3
519.39	33.126	2200.7
519.95	29.8396	2203.5
520.45	24.6356	2206.0
520.95	19.6696	2209.0
521.45	23.4518	2211.5
521.95	26.4282	2214.1
522.45	28.7402	2216.5
523	30.5184	2219.1
523.55	25.5496	2221.8
524.05	26.8032	2224.2
524.55	31.432	2226.7
525.05	24.0894	2229.4
525.55	27.1596	2231.8
526.05	27.7766	2234.4
526.55	27.7994	2237.1
527.05	32.0398	2239.9
527.55	25.0852	2242.3
528.05	24.5502	2244.4
528.56	27.0338	2246.9
529.11	24.6022	2249.2
529.65	23.551	2252.2
530.15	26.7952	2254.8
530.65	27.2332	2257.4
531.15	27.7386	2260.0
531.65	26.8558	2262.9
532.15	29.728	2265.4
532.67	27.5966	2268.3
533.22	25.1006	2271.0
533.75	31.5892	2273.6
534.25	25.247	2276.2
536.35	32.1302	2287.1
540.85	28.4364	2309.8
543.75	27.291	2324.5
544.25	18.7576	2327.3
544.75	22.8906	2329.7
545.25	26.3394	2331.9
546.63	24.8176	2338.9
548.23	26.0494	2347.6
549	28.271	2351.3
549.55	22.3304	2354.8
550.1	27.095	2357.7
550.65	27.3902	2360.7
551.3	33.2512	2363.9
552.55	44.0796	2370.5
553.65	30.5044	2375.7
554.15	23.5942	2378.3
554.67	28.7344	2381.0
555.22	26.5432	2383.9
555.75	28.0664	2386.2
556.25	31.3364	2388.8
557.72	30.1056	2396.2
559.47	27.9102	2404.9
560.25	24.791	2409.4
560.75	21.0622	2411.8
561.25	25.036	2414.9
561.75	23.9134	2417.6
562.29	24.4664	2420.1
562.84	24.8632	2422.7
563.35	21.3286	2425.5
563.85	18.8556	2428.2
564.35	19.561	2430.8
564.85	24.8704	2433.5
565.35	28.4214	2436.3
565.85	27.2182	2438.9
566.35	22.1778	2442.0
566.89	24.0202	2444.7
567.44	24.8644	2447.8
567.95	27.2742	2450.4
568.45	22.8884	2453.3
568.95	23.339	2455.8
569.45	21.2294	2458.7
569.95	24.5784	2461.3
570.45	26.0054	2463.8
571	33.1874	2466.9
571.6	24.6034	2469.8
572.15	21.9668	2472.6
572.65	23.957	2475.7
573.15	29.8028	2478.3
573.65	26.4172	2480.4
574.15	26.9816	2483.2
574.78	25.4386	2486.3
575.93	26.4664	2491.8
576.95	27.8298	2498.1
577.48	30.8008	2501.9
578.03	28.5014	2504.7
578.55	26.5262	2507.7
579.05	28.6802	2510.2
579.55	28.7032	2512.6
580.05	28.1402	2515.3
580.57	32.6692	2518.0
581.17	31.838	2521.2
581.75	27.0004	2524.8
582.25	23.2724	2526.9
582.75	25.3598	2529.2
583.25	33.1942	2532.6
583.75	26.39	2535.4
584.25	26.8126	2538.2
584.9	29.3006	2542.1
585.65	29.2064	2546.5
586.25	22.5618	2549.9
586.75	27.331	2552.4
587.25	26.209	2555.0
587.75	26.4372	2558.2
588.25	24.1982	2560.7
588.78	24.9932	2563.4
589.33	32.7816	2566.4
589.85	30.2402	2569.2
590.35	29.3122	2571.8
590.89	34.2618	2575.2
591.44	29.7958	2578.2
591.95	28.2372	2581.2
592.45	30.914	2583.9
592.95	28.1022	2586.5
593.45	25.36	2588.9
593.95	30.7758	2591.6
594.45	24.684	2594.3
595	31.6086	2597.1
595.55	36.276	2600.2
596.05	31.4438	2602.7
596.55	34.5126	2605.5
597.05	29.265	2607.9
597.55	33.071	2610.7
598.05	27.6088	2613.0
598.55	31.9396	2615.5
599.05	35.9036	2618.2
599.55	34.8964	2620.9
600.1	37.027	2623.9
600.65	33.9258	2626.8
601.15	32.777	2629.4
601.65	35.164	2632.0
602.15	30.2976	2634.6
602.67	39.359	2637.4
603.22	35.0332	2640.2
603.75	36.0502	2643.0
604.25	29.289	2645.8
604.75	32.5278	2648.8
605.3	30.0566	2651.6
605.85	34.2876	2654.4
606.35	33.9372	2657.5
606.85	28.053	2659.8
607.35	29.6912	2662.5
607.85	32.0634	2665.8
608.35	27.7306	2668.5
608.85	30.1444	2670.9
609.35	38.784	2673.6
609.85	33.9326	2676.0
610.35	28.3392	2679.1
610.89	29.2368	2681.5
611.46	35.143	2685.1
612.02	31.5764	2688.4
612.56	29.1876	2691.7
613.11	29.8118	2694.6
613.65	35.7074	2697.5
614.15	31.5154	2699.8
614.65	31.065	2702.2
615.15	25.049	2704.3
615.65	21.0034	2707.4
616.15	27.833	2710.0
616.7	24.3762	2712.9
617.35	30.0084	2717.4
618.12	25.0548	2722.6
618.87	26.498	2727.5
619.45	29.1864	2730.8
619.95	28.1272	2734.1
620.45	23.7536	2736.9
620.95	31.0038	2740.0
621.45	33.8944	2742.6
621.95	31.262	2745.3
622.49	27.1106	2748.1
623.09	25.632	2751.5
623.65	23.6668	2754.4
624.15	24.5886	2756.8
624.67	22.856	2759.4
625.22	25.7248	2762.7
625.75	28.1238	2765.4
626.25	31.267	2768.3
626.78	30.9426	2771.2
627.33	30.2626	2774.2
627.85	27.6846	2777.1
628.35	26.8062	2780.0
628.91	31.303	2782.4
629.51	35.0938	2785.5
630.05	40.585	2788.4
630.6	33.9274	2791.1
631.15	28.4976	2793.8
631.65	30.4568	2796.4
632.15	31.2362	2799.1
632.65	26.2302	2801.8
633.18	24.7032	2804.4
633.73	25.634	2807.4
634.25	26.7826	2810.0
635.23	36.5316	2814.9
636.33	22.2112	2820.4
637.03	24.9868	2824.0
637.68	29.5002	2827.7
638.25	24.5584	2830.9
638.75	24.9292	2834.0
639.25	26.4378	2836.6
639.75	30.9414	2839.5
640.25	23.3728	2841.9
640.75	26.127	2844.5
641.27	24.1272	2847.3
641.82	36.2396	2850.6
642.35	30.2554	2853.6
642.85	34.8348	2856.2
643.35	34.0906	2859.0
643.85	41.3606	2861.6
644.35	39.3442	2864.4
644.89	38.8438	2867.2
645.44	36.8546	2870.1
645.95	38.3498	2873.0
646.45	39.7858	2875.6
646.95	30.8532	2878.2
647.45	25.2962	2881.1
647.95	27.7716	2883.5
648.45	30.3738	2886.3
649	28.983	2889.8
649.55	30.1716	2892.9
650.1	34.9122	2895.6
650.67	37.2666	2899.2
651.25	35.0816	2902.3
651.88	34.813	2905.6
652.45	36.0578	2908.6
652.95	32.9348	2911.2
653.45	35.1556	2913.6
653.95	28.6448	2916.2
654.45	29.6188	2919.2
655.03	29.1576	2922.1
655.63	33.6422	2925.2
656.15	33.5762	2927.7
656.65	32.9948	2930.6
657.15	33.1994	2933.2
657.65	33.5178	2935.8
658.19	36.8704	2938.9
658.79	29.3638	2941.9
659.35	32.3314	2944.8
659.85	23.2096	2947.6
660.35	17.8508	2950.7
660.93	24.6544	2953.8
661.53	26.8426	2957.3
662.05	33.1358	2960.5
662.56	26.6196	2963.1
663.11	35.1796	2966.4
663.65	34.6266	2969.3
664.15	31.4472	2972.3
664.65	33.705	2975.1
665.15	40.6122	2978.2
665.65	36.7356	2980.9
666.15	31.1836	2983.5
666.7	25.269	2986.2
667.25	27.3626	2988.8
667.75	34.7526	2991.6
668.25	39.7798	2994.3
668.75	34.3292	2997.1
669.25	34.2184	2999.8
669.76	21.8724	3002.6
670.31	25.8212	3005.7
670.88	35.4672	3008.7
671.43	34.9306	3011.7
671.95	31.0008	3014.3
672.45	33.7612	3017.2
672.95	28.2912	3020.0
673.45	35.2726	3022.6
673.98	32.2248	3025.3
674.53	32.235	3028.3
675.05	44.0706	3031.3
675.55	31.6536	3034.0
676.05	29.6268	3036.4
676.57	22.0424	3039.0
677.12	27.4632	3041.9
677.65	29.0792	3045.1
678.15	29.9928	3047.9
678.89	31.8828	3052.0
679.64	35.2282	3055.8
680.25	37.6946	3059.8
680.95	33.3872	3064.5
681.55	33.0678	3067.6
682.05	32.101	3070.7
682.55	35.3136	3074.3
683.05	35.0476	3077.6
683.55	31.209	3080.7
684.09	36.8118	3083.5
684.64	35.9024	3087.5
685.15	37.583	3090.6
685.65	42.6132	3093.5
686.15	39.0822	3096.8
686.68	32.4638	3099.8
687.23	38.7874	3102.9
687.75	34.4842	3106.8
688.25	37.732	3110.3
688.79	45.5368	3113.1
689.34	44.0162	3116.5
689.85	33.9046	3119.4
690.35	36.8612	3122.2
690.85	33.6228	3124.9
691.35	28.8018	3128.2
691.85	29.263	3131.3
692.35	23.4162	3133.8
692.9	31.3944	3137.3
693.49	49.5496	3140.6
694.11	29.333	3144.6
694.72	37.4958	3147.5
695.26	35.79	3151.2
695.81	35.3292	3154.4
696.35	38.955	3158.1
697.36	37.2966	3163.9
698.71	40.6192	3171.4
699.58	39.827	3176.2
700.2	41.102	3179.5
700.87	34.197	3182.9
701.45	45.1424	3185.9
701.95	41.4984	3188.3
702.45	45.101	3191.1
703	45.4696	3194.6
703.55	34.8286	3197.1
704.05	33.9782	3199.4
704.56	41.498	3202.0
705.11	42.696	3205.6
705.7	31.8714	3209.2
706.25	31.986	3212.2
707.15	35.309	3218.9
708.15	32.3344	3225.6
708.83	30.3878	3229.3
709.43	23.3602	3233.5
709.95	24.7828	3236.4
710.45	45.7926	3239.0
710.96	43.469	3242.1
711.51	38.756	3245.2
712.05	41.2442	3247.6
712.58	39.106	3250.6
713.13	28.115	3254.2
713.65	30.2312	3257.0
714.15	37.9984	3259.7
714.67	31.7846	3262.7
715.22	35.5838	3266.1
715.75	35.4388	3268.9
716.25	26.9118	3271.9
716.75	36.5696	3275.1
717.25	37.8432	3278.1
718.18	29.9892	3283.6
719.18	27.1584	3289.2
719.75	28.6234	3292.0
720.25	29.8356	3295.0
720.75	32.8746	3297.8
721.25	33.865	3301.1
721.75	37.765	3303.8
722.25	35.444	3306.8
722.85	38.3264	3310.6
723.75	33.016	3316.4
724.59	37.8488	3321.1
725.14	30.69	3324.6
725.69	27.5376	3327.7
726.24	30.2968	3330.6
726.75	41.7218	3333.5
727.25	38.5818	3336.2
727.75	37.8288	3338.9
728.25	38.743	3342.1
728.83	44.424	3345.8
729.43	35.3436	3350.0
729.99	40.4604	3353.0
730.56	36.3608	3356.0
731.12	23.2424	3359.5
732.23	28.6368	3365.8
733.48	35.2284	3373.6
734.25	36.8378	3378.0
734.98	35.6918	3382.1
735.63	36.7066	3385.9
736.15	42.4566	3388.7
736.67	34.203	3391.8
737.22	33.0462	3394.9
737.75	34.7206	3398.0
738.25	35.3418	3401.1
738.75	32.2574	3404.2
739.25	38.4534	3407.2
739.75	33.0206	3410.3
740.33	34.705	3414.2
741.53	38.106	3421.6
744.65	38.2754	3440.3
747.23	34.4662	3456.1
747.91	34.6926	3459.9
748.53	36.0688	3463.6
749.1	30.4102	3467.1
749.81	32.18	3471.4
750.51	39.4932	3476.1
751.05	36.8164	3479.2
751.6	42.6388	3482.2
752.15	40.219	3485.2
752.67	38.7894	3488.0
753.32	34.4692	3492.4
754.19	31.0346	3497.5
755.1	31.778	3502.8
755.96	37.0326	3508.2
756.65	37.1034	3512.1
757.15	36.2874	3514.7
757.66	36.2364	3517.7
758.21	36.7288	3520.6
758.75	33.5488	3523.9
759.25	32.8718	3526.7
759.75	30.2364	3529.7
760.25	34.5826	3533.3
760.8	31.1552	3536.7
761.6	26.5788	3541.5
762.35	27.8042	3545.7
762.94	40.8526	3549.3
763.63	38.9964	3553.6
764.24	37.3614	3557.4
764.75	37.272	3560.6
765.25	39.323	3563.3
765.85	38.8022	3567.1
766.5	46.1492	3570.9
767.05	36.6808	3574.1
767.55	38.4324	3576.5
768.05	39.5426	3579.2
768.95	41.0722	3584.2
770.45	39.0526	3593.3
771.57	37.1982	3599.6
772.12	31.0572	3602.8
772.74	38.7422	3606.7
773.45	38.1754	3611.1
774.16	53.7316	3616.4
774.78	31.9706	3620.0
775.43	32.5804	3623.7
776.05	27.9164	3627.6
776.56	31.066	3630.5
777.11	33.7442	3633.8
777.67	35.5046	3637.1
778.26	41.0206	3641.0
778.91	41.9672	3644.7
779.57	35.7292	3648.3
780.15	34.1208	3652.0
780.67	34.69	3655.2
781.22	38.6182	3658.9
781.75	40.333	3662.7
782.26	39.2612	3665.5
782.86	35.416	3669.0
783.45	31.591	3672.2
783.97	36.5634	3675.4
784.53	34.5556	3678.7
785.11	26.229	3681.9
785.65	26.4182	3684.9
786.15	33.0784	3687.5
786.67	34.3588	3690.3
787.22	28.4708	3693.5
787.82	37.5262	3696.6
788.57	39.2696	3701.3
789.26	39.768	3705.6
789.82	33.2042	3709.2
790.41	27.0704	3712.3
791.03	35.8448	3716.4
791.71	43.533	3720.3
792.35	38.3044	3724.3
792.92	41.8974	3727.7
793.45	40.1644	3731.0
793.99	37.0424	3734.4
794.55	33.9836	3738.1
795.11	34.4464	3741.3
795.68	30.5184	3744.5
796.23	28.7292	3747.7
796.79	31.0222	3750.9
797.4	29.5308	3754.4
798.05	35.8708	3758.5
798.64	37.536	3762.4
799.15	40.9106	3765.4
799.68	41.2716	3768.5
800.32	42.5916	3772.2
801.04	42.5336	3776.5
801.87	41.8758	3781.8
802.92	39.9356	3787.9
803.75	36.5788	3792.5
804.25	39.7042	3795.4
804.78	37.4088	3798.3
805.33	35.2826	3802.3
805.85	32.9704	3805.2
806.35	31.7698	3807.8
806.89	35.9094	3810.9
807.54	33.054	3814.7
808.6	31.457	3821.8
809.55	28.9532	3827.9
810.05	34.6282	3830.8
810.56	35.5168	3833.6
811.11	31.2012	3836.9
811.65	29.811	3840.2
812.6	32.7908	3846.7
813.55	37.3682	3852.5
814.19	37.4822	3856.3
815.04	39.3704	3861.5
815.75	38.8412	3865.4
816.25	45.411	3868.3
816.78	40.9944	3871.5
817.33	42.5328	3874.9
817.87	40.8098	3878.1
818.42	39.9154	3881.3
818.95	35.0378	3885.1
819.45	37.1698	3888.2
819.95	37.276	3891.2
820.45	40.837	3894.4
821	37.772	3898.2
821.55	36.0956	3901.3
822.05	41.9966	3904.2
822.99	31.8628	3910.1
824.63	35.1262	3920.2
825.84	35.188	3928.1
826.43	33.473	3931.5
827.13	26.6394	3935.4
827.75	30.9796	3939.5
828.25	42.5174	3942.6
828.78	37.2898	3946.1
829.33	41.4044	3949.5
829.85	39.6898	3952.6
830.55	37.6306	3957.5
831.25	39.2794	3962.6
831.77	33.1854	3965.7
832.32	28.6396	3969.1
832.89	36.5938	3972.3
833.44	39.0976	3975.6
833.95	38.9526	3979.1
834.45	37.8832	3982.1
835	34.46	3985.6
835.57	40.1598	3989.2
836.22	37.4878	3993.6
836.95	36.4514	3998.1
837.8	29.8614	4003.1
838.59	31.9762	4007.9
839.19	29.9078	4011.4
839.84	35.9732	4015.4
840.55	33.2314	4020.2
841.22	30.6876	4025.1
842.01	34.357	4030.3
842.84	39.2078	4035.6
843.79	36.7398	4041.3
844.7	36.7132	4046.8
845.26	35.1088	4050.1
846.15	33.421	4055.9
847.56	32.0098	4064.9
848.64	30.1788	4071.8
849.22	31.7494	4075.4
849.86	35.6232	4079.7
850.55	33.8122	4084.3
851.19	26.223	4088.6
851.77	33.027	4092.4
852.32	37.0842	4095.8
852.95	40.58	4099.7
853.55	37.125	4103.3
854.05	38.098	4106.2
854.6	32.6044	4110.0
855.35	33.822	4114.6
856.05	32.868	4119.3
856.73	37.2722	4123.6
857.72	36.9462	4130.1
858.54	37.6912	4135.8
859.05	45.8574	4138.9
859.58	39.6698	4142.4
860.18	38.7534	4146.3
860.78	34.243	4150.0
861.37	31.5966	4153.7
861.94	28.1602	4157.1
862.45	25.2556	4160.4
863	35.921	4163.6
863.55	31.5536	4166.8
864.07	33.6232	4169.7
864.62	32.4632	4173.1
865.25	38.6196	4177.0
865.88	37.1366	4180.9
866.53	38.245	4185.0
867.15	32.632	4188.8
867.65	22.7142	4192.2
868.15	33.7534	4195.1
868.67	28.091	4198.4
869.22	26.7604	4201.9
869.75	26.9702	4205.3
870.28	35.7292	4208.4
870.83	37.688	4211.9
871.38	38.2038	4215.4
871.93	40.3862	4218.8
872.45	38.138	4221.9
873	36.4806	4225.1
873.55	36.444	4228.6
874.07	39.7446	4232.1
874.64	36.5244	4235.5
875.22	36.3318	4239.2
875.75	37.0242	4242.1
876.25	32.5194	4245.4
876.84	37.7062	4249.1
877.5	36.2562	4254.2
878.16	41.5136	4258.3
878.95	51.2014	4263.5
879.65	50.57	4268.2
880.15	43.382	4271.4
880.67	41.8486	4274.2
881.22	49.0856	4277.8
881.76	50.1612	4281.2
882.43	45.081	4285.5
883.17	43.7448	4290.3
883.79	38.9902	4294.0
884.34	47.4126	4297.6
884.89	41.4092	4300.7
885.44	37.3274	4303.9
885.95	43.6246	4307.1
886.45	41.9186	4310.1
886.96	42.1312	4313.7
887.51	40.9798	4317.1
888.05	39.5958	4320.5
888.55	41.3718	4323.2
889.1	42.7898	4327.6
889.65	46.6352	4331.2
890.4	41.8552	4335.8
892.15	44.2804	4346.5
893.73	42.6466	4357.6
894.33	40.0728	4361.1
894.89	42.4558	4364.6
895.44	46.3818	4368.1
896	47.9018	4371.4
896.6	43.3506	4375.4
897.16	37.133	4379.4
897.71	39.1434	4382.3
898.25	46.0748	4385.8
898.78	41.4918	4389.1
899.93	43.0504	4396.5
901.06	38.1886	4403.9
901.61	27.8358	4407.6
902.15	42.5468	4411.2
902.67	45.2378	4414.2
903.24	42.9278	4417.8
903.84	41.1548	4421.6
904.59	49.8688	4426.1
905.46	43.318	4431.8
906.14	40.1438	4436.4
906.7	40.6716	4439.9
907.25	49.6656	4443.4
907.77	58.7544	4446.5
908.32	49.7726	4450.1
908.89	46.5976	4453.6
909.44	41.2518	4456.5
909.95	40.8022	4459.9
910.48	35.1446	4463.5
911.03	25.8664	4467.1
911.59	37.7822	4470.6
912.46	44.2896	4476.2
913.77	42.5944	4484.7
914.8	38.8326	4490.8
915.35	40.0394	4494.9
915.85	43.5536	4498.2
916.36	41.3056	4501.7
917.06	43.151	4506.4
917.9	44.3098	4512.1
918.56	42.1196	4516.2
919.11	33.5224	4520.1
919.65	37.251	4523.2
920.15	37.2976	4526.3
920.69	35.9912	4530.3
921.24	36.8326	4533.5
921.81	33.7756	4537.1
922.47	36.095	4541.3
923.11	30.0262	4545.9
923.65	33.4454	4549.2
924.23	33.8006	4553.6
924.83	38.7822	4557.6
925.35	40.55	4561.3
925.87	43.204	4564.1
926.42	37.5216	4567.8
926.95	42.4646	4570.9
927.45	46.325	4574.3
927.96	42.1764	4577.9
928.52	46.797	4581.9
929.11	43.0558	4585.5
929.65	41.0106	4588.7
930.18	49.288	4592.1
930.73	46.3524	4595.6
931.34	48.609	4599.8
931.99	46.2584	4603.8
932.62	40.299	4608.3
933.22	43.6168	4612.2
933.75	44.8808	4615.6
934.7	42.244	4622.0
935.65	51.4378	4628.4
936.2	47.3702	4631.9
936.79	42.8962	4635.8
937.39	34.6696	4639.7
937.97	35.145	4643.2
938.76	39.21	4648.1
939.73	41.711	4654.6
940.44	37.8006	4659.4
941	37.9566	4663.4
941.61	37.2456	4667.0
942.25	36.9806	4671.6
942.88	43.2394	4675.1
943.53	39.5174	4678.7
944.19	40.4216	4682.7
944.78	38.7392	4686.4
945.33	40.1122	4689.9
945.85	38.1202	4693.3
946.35	38.7468	4696.8
946.94	39.6712	4701.1
947.59	45.0118	4705.9
948.25	45.9338	4710.3
948.89	42.9224	4714.9
949.49	41.682	4718.6
950.1	38.3902	4721.7
950.73	40.8206	4725.4
951.38	40.6146	4729.5
952	40.2632	4734.0
952.6	45.4242	4738.0
953.15	40.9814	4741.9
953.65	36.8966	4745.2
954.15	35.7598	4748.4
954.71	43.1376	4752.3
955.31	41.4796	4756.7
955.92	42.2768	4760.8
956.53	44.192	4764.6
957.11	44.8152	4768.3
957.65	45.627	4771.8
958.17	47.1388	4775.3
959.29	45.3574	4783.6
960.77	38.1146	4793.8
961.65	43.0518	4799.9
962.15	35.8968	4802.6
962.96	39.4054	4807.9
964.71	44.0214	4819.5
966.15	45.6978	4829.1
966.69	44.6478	4832.5
967.25	34.1136	4835.9
967.85	40.0236	4839.9
968.46	40.626	4843.6
969.02	44.4118	4847.4
969.65	42.625	4851.8
970.35	38.932	4856.2
970.96	37.5544	4859.9
971.51	32.2262	4863.8
972.05	43.732	4867.2
972.59	42.7112	4870.8
973.21	35.4182	4875.1
973.82	39.9528	4879.3
974.37	39.0234	4882.7
974.92	39.7588	4886.1
975.46	33.2678	4890.2
976.01	38.8064	4893.7
976.8	49.2788	4898.9
977.55	62.7584	4903.6
978.05	41.6694	4907.2
978.59	45.344	4910.9
979.19	40.8544	4914.7
979.75	42.9384	4918.3
980.3	38.1578	4922.2
981.01	41.5492	4926.9
981.81	37.387	4931.8
982.45	35.9892	4936.1
983.04	33.0642	4940.0
983.68	40.0092	4944.5
984.24	41.478	4947.8
984.75	35.3892	4950.8
985.3	35.276	4954.0
986.08	36.1178	4959.8
986.87	43.1798	4965.2
987.44	39.2988	4969.2
987.95	45.5912	4972.9
988.45	42.1846	4976.7
989.01	41.0786	4980.2
989.82	22.0706	4986.2
990.81	36.4384	4992.9
991.58	44.5378	4998.2
992.26	35.0692	5002.6
992.98	36.7842	5007.4
993.55	36.1566	5011.8
994.12	29.9042	5016.1
994.78	42.4726	5020.5
995.48	44.5986	5025.4
996.12	34.672	5029.4
996.75	34.4904	5033.4
997.42	31.2274	5037.9
998.21	30.782	5043.1
998.99	42.9758	5048.3
999.59	39.6978	5052.2
1000.23	38.719	5056.4
1000.89	46.6772	5061.4
1001.5	47.8856	5065.9
1002.08	39.4988	5070.3
1002.68	37.3554	5074.4
1003.38	39.1244	5079.6
1004.16	40.9776	5084.5
1004.87	43.8494	5089.3
1005.44	44.8456	5093.6
1006.01	46.7286	5097.4
1006.7	48.9362	5101.7
1007.43	39.4912	5106.5
1008.04	38.4522	5110.8
1008.56	40.8222	5114.7
1009.15	40.4116	5119.5
1009.83	36.6944	5123.8
1010.71	42.1928	5130.1
1011.87	44.2402	5137.8
1012.83	37.751	5144.2
1013.5	35.5294	5148.9
1014.25	32.4868	5154.5
1015.04	38.4048	5160.5
1015.81	36.015	5165.6
1016.48	41.5946	5170.0
1017.03	26.6414	5173.9
1017.6	21.826	5178.0
1018.18	22.607	5181.9
1018.76	36.4684	5185.8
1019.33	23.2286	5190.3
1019.85	27.2156	5193.9
1020.37	21.9318	5197.8
1020.93	38.5624	5201.8
1021.54	38.2508	5206.1
1022.13	37.6718	5210.5
1022.67	31.1422	5214.3
1023.22	30.6124	5218.2
1023.78	30.9352	5222.3
1024.33	28.2978	5225.8
1024.95	27.4288	5230.4
1025.55	24.6888	5235.2
1026.05	23.8896	5238.1
1026.57	21.8888	5241.6
1027.15	28.3376	5245.8
1027.78	22.5518	5249.5
1028.37	24.7628	5253.5
1028.98	36.7878	5257.9
1029.87	31.4784	5264.5
1031.62	22.3084	5276.9
1033.12	37.0786	5287.6
1033.74	31.1024	5291.9
1034.38	30.1846	5296.9
1035	48.644	5301.6
1035.55	40.3652	5305.7
1036.1	29.867	5309.9
1036.8	33.3812	5315.1
1037.65	32.2928	5320.8
1038.35	36.1394	5326.2
1038.96	42.3806	5331.1
1039.61	32.567	5335.6
1040.2	32.8504	5339.7
1040.83	42.6458	5344.3
1041.43	30.2356	5348.2
1042.04	37.0644	5352.5
1042.72	41.8372	5356.9
1043.37	37.906	5361.7
1044.01	41.6556	5366.1
1044.64	42.0826	5370.9
1045.26	33.8436	5375.1
1045.84	27.004	5379.2
1046.4	31.5572	5383.1
1047.05	36.186	5387.5
1047.74	27.4898	5391.9
1048.47	35.5298	5396.8
1049.17	32.5282	5401.5
1049.77	21.7744	5405.6
1050.36	16.1032	5409.9
1050.98	27.3446	5414.7
1051.55	22.61	5418.8
1052.13	17.1632	5422.9
1052.77	26.0968	5427.5
1053.39	20.981	5431.9
1054.01	27.4392	5437.2
1054.68	26.8294	5442.1
1055.33	22.3618	5446.5
1055.93	16.0732	5450.8
1056.53	25.1708	5455.4
1057.14	25.4352	5459.9
1057.77	36.3394	5464.2
1058.36	27.725	5468.8
1058.96	31.3264	5473.0
1059.65	29.814	5477.6
1060.31	32.5596	5483.2
1060.86	25.6114	5487.2
1061.53	36.8998	5492.4
1062.45	40.467	5499.0
1063.28	26.656	5506.4
1063.86	29.5516	5509.9
1064.45	28.0216	5514.4
1065.04	37.8342	5518.7
1065.55	17.1062	5522.6
1066.06	30.1872	5526.8
1066.77	23.1182	5531.8
1067.71	19.7034	5538.4
1068.51	24.5462	5544.2
1069.13	32.4316	5548.7
1069.83	30.0804	5554.3
1070.51	34.8042	5559.5
1071.1	19.006	5563.9
1071.7	28.6622	5568.4
1072.27	24.384	5572.8
1072.86	35.1074	5576.9
1073.44	28.4072	5580.5
