GISP2 Electrical Conductivity Measurements

REFERENCES: 

Taylor, K.C., R.B. Alley, G.W. Lamorey, and P.A. Mayewski. 1997. Electrical
measurements on the Greenland Ice Sheet Project 2 core. Journal of
Geophysical Research 102:26511-26517.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Chylek, P., B. Johnson, P.A. Damiano, K.C. Taylor, and P. Clement. 1995.
Biomass burning record and black carbon in the GISP2 ice core. Geophysical
Research Letters 22:89-92.

Taylor, K.C., G.W. Lamorey, G.A. Doyle, R.B. Alley, P.M. Grootes, P.A.
Mayewski, J.W.C. White, and L.K. Barlow. 1993. The 'flickering switch' of
late Pleistocene climate change. Nature 361:432-436.

Taylor, K.C., R.B. Alley, R.J. Fiacco, P.M. Grootes, G.W. Lamorey, P.A.
Mayewski, and M.J. Spencer. 1992. Ice core dating and chemistry by direct
current electrical conductivity. Journal of Glaciology 38:325-332.

DATA DESCRIPTION: 

The ECM file ECMage.dat represents 0.5 meter averages of the data in the
b****.dat and d****.dat files.  The GISP2 B core was used for the first
100 meters; the D core thereafter.  All depths are D core depths, ages are
on the Meese/Sowers timescale.  See ECMinfo.txt and depthage.dat for
further information. 

DATA: 

Depth	ECM	Age
Top (m)	microamps	Top (yr BP 1950)
		
1585.15	39.4	10252
1585.65	38.698	10258
1586.16	37.6862	10264
1586.71	49.8952	10271
1587.25	33.6448	10278
1587.75	29.668	10283
1588.25	40.9352	10289
1588.75	56.4466	10295
1589.25	50.1304	10302
1589.75	44.7882	10309
1590.25	47.6094	10315
1590.78	53.4868	10322
1591.33	44.4038	10331
1591.85	47.5194	10338
1592.35	42.022	10344
1592.85	40.5054	10350
1593.35	44.6692	10356
1593.85	39.7188	10362
1594.35	52.2844	10368
1594.89	45.9104	10375
1595.44	47.3676	10381
1595.95	54.6692	10389
1596.45	46.6434	10396
1596.95	48.8444	10401
1597.45	30.828	10408
1597.95	33.4342	10414
1598.45	39.7844	10422
1599	44.8742	10430
1599.56	36.0982	10437
1600.11	46.0504	10445
1600.65	44.125	10452
1601.15	44.1398	10458
1601.65	41.4698	10466
1602.15	37.9344	10473
1602.65	48.335	10479
1603.15	41.0772	10486
1603.65	37.6874	10494
1604.15	41.5836	10501
1604.67	44.9542	10508
1605.22	41.9478	10516
1605.75	44.5996	10524
1606.25	40.7186	10531
1606.75	42.0752	10538
1607.25	48.0988	10545
1607.75	50.035	10552
1608.25	50.1012	10558
1608.78	46.9614	10565
1609.33	51.6814	10573
1609.85	48.3624	10580
1610.35	47.3976	10587
1610.85	50.0746	10594
1611.35	50.2218	10601
1611.85	50.9958	10608
1612.35	49.825	10615
1612.89	52.9684	10622
1613.44	46.6456	10631
1613.95	53.6698	10639
1614.45	54.2382	10646
1615.75	43.677	10665
1617.25	47.7	10686
1617.95	46.2706	10695
1618.45	46.9362	10702
1619.75	46.453	10720
1621.25	47.1224	10744
1621.95	45.3436	10753
1622.45	39.6292	10760
1622.95	35.2678	10767
1623.45	42.1764	10774
1623.95	41.7906	10780
1624.45	42.7524	10787
1625	41.6876	10795
1625.55	44.2538	10803
1626.05	40.3644	10810
1626.55	44.0256	10817
1627.05	56.6138	10825
1627.55	49.8066	10832
1628.05	46.9836	10840
1628.55	51.295	10847
1629.05	40.4308	10854
1629.55	44.4028	10861
1630.05	45.7712	10869
1630.56	40.5476	10876
1631.11	32.4368	10885
1631.65	34.7778	10893
1632.15	34.0794	10901
1632.65	38.6656	10908
1633.15	40.207	10915
1633.65	39.1422	10922
1634.15	37.0836	10929
1634.67	38.5784	10937
1635.22	42.5744	10945
1635.75	36.9754	10953
1636.25	44.465	10961
1636.75	43.3354	10969
1637.25	42.1672	10977
1637.75	39.8698	10984
1638.25	45.2306	10991
1638.78	49.4092	10998
1639.33	51.42	11007
1639.85	47.4748	11016
1640.35	49.0352	11024
1640.85	56.6086	11031
1641.35	55.5186	11039
1641.85	48.1882	11047
1642.35	52.3788	11054
1642.89	50.3676	11061
1643.44	39.04	11071
1643.95	34.6578	11081
1644.45	32.4718	11089
1644.95	42.9108	11096
1645.45	39.3238	11103
1645.95	45.2174	11110
1646.45	54.6534	11117
1647	49.9744	11125
1647.55	56.3912	11134
1648.05	63.8734	11143
1648.55	67.742	11151
1649.05	49.2352	11160
1649.56	56.9532	11168
1650.11	56.225	11177
1650.65	63.2274	11185
1651.15	53.0796	11193
1651.65	47.8028	11200
1652.15	46.7036	11207
1652.67	34.8024	11215
1653.22	40.7308	11224
1653.75	53.535	11232
1654.25	35.8672	11240
1654.75	41.8396	11247
1655.25	49.5884	11256
1655.75	48.0586	11265
1656.25	44.625	11273
1656.78	47.5664	11282
1657.33	54.9836	11291
1657.85	60.3606	11299
1658.35	65.3	11306
1658.85	58.5814	11314
1659.35	50.0904	11322
1659.85	44.796	11330
1660.35	46.3576	11339
1660.89	45.6826	11349
1661.44	45.6218	11359
1661.95	40.3194	11369
1662.45	42.7998	11379
1662.95	48.8224	11388
1663.45	47.5256	11398
1663.95	41.304	11407
1664.49	42.519	11416
1665.04	44.7508	11425
1665.55	38.3338	11433
1666.05	48.9962	11442
1666.55	40.2726	11450
1667.05	40.0518	11459
1667.55	29.0784	11467
1668.05	35.7908	11475
1668.56	38.505	11482
1669.11	40.9686	11491
1669.65	52.9612	11499
1670.15	42.583	11506
1670.65	37.4854	11514
1671.15	41.109	11523
1671.65	30.5378	11532
1672.15	43.613	11541
1672.67	39.6808	11550
1673.22	34.3326	11560
1673.75	32.4526	11569
1674.25	34.66	11577
1674.75	37.5686	11586
1675.25	40.5958	11595
1675.75	35.9102	11604
1676.25	34.3994	11614
1676.75	20.7772	11623
1677.25	19.6802	11634
1677.75	6.1796	11646
1678.25	4.8582	11660
1678.78	0.269	11678
1679.33	0.1288	11696
1679.85	0.2016	11712
1680.35	0.1142	11729
1680.85	0.1754	11747
1681.35	0.1546	11764
1681.85	0.9252	11780
1682.35	0.1238	11797
1682.85	0.1282	11814
1683.35	0.2746	11830
1683.85	0.2836	11846
1684.35	0.1372	11863
1684.89	0.1334	11880
1685.44	0.0966	11900
1685.95	0.1084	11919
1686.45	0.402	11936
1686.95	0.8504	11953
1687.45	0.4008	11971
1687.95	0.0164	11989
1688.45	0.016	12006
1688.95	0.2048	12023
1689.45	0.218	12043
1689.95	0.7424	12064
1690.49	0.2192	12084
1691.04	0.0648	12103
1691.55	0.105	12121
1692.05	0.1418	12138
1692.55	0.0708	12157
1693.53	3.2078	12192
1694.64	0.056	12230
1695.31	0.0966	12255
1695.85	0.0774	12278
1696.35	0.1056	12298
1696.85	0.2674	12317
1697.35	0.3258	12337
1697.85	0.2098	12357
1698.37	0.221	12377
1698.92	0.4252	12397
1699.45	0.3854	12417
1700	0.369	12437
1700.55	0.3546	12457
1701.1	0.121	12477
1701.65	0.109	12498
1702.15	0.1158	12518
1702.65	0.153	12537
1703.15	0.3102	12556
1703.65	0.2576	12576
1704.15	0.7064	12596
1704.67	0.5748	12615
1705.22	0.0874	12637
1705.75	0.1194	12657
1706.25	0.0726	12677
1706.75	0.1282	12697
1707.25	0.2422	12716
1707.75	0.2048	12733
1708.25	2.1108	12751
1708.79	0.1228	12771
1709.34	0.121	12792
1709.85	0.2106	12810
1710.35	0.2824	12828
1710.89	5.1294	12845
1711.44	2.9044	12864
1711.95	6.8964	12880
1712.45	19.9248	12895
1713	10.8576	12910
1713.55	26.3542	12924
1714.05	14.907	12936
1714.55	12.3284	12946
1715.05	19.6026	12956
1715.55	29.5472	12967
1716.05	22.4194	12977
1716.56	23.3392	12988
1717.11	22.7218	12999
1717.65	18.9874	13010
1718.15	17.267	13021
1718.67	36.6958	13033
1719.22	11.8188	13046
1719.75	5.747	13058
1720.25	10.6268	13069
1720.75	5.9682	13079
1721.25	0.4376	13090
1721.75	2.1724	13101
1722.25	3.8272	13114
1722.78	0.967	13129
1723.33	0.1162	13146
1723.85	0.1544	13162
1724.35	0.3322	13178
1724.85	0.0952	13193
1725.35	3.622	13207
1725.85	1.086	13220
1726.35	2.0968	13234
1726.85	25.8058	13249
1727.35	30.8766	13262
1727.89	0.9486	13275
1728.44	20.1378	13290
1728.95	29.681	13305
1729.45	23.3492	13316
1729.95	12.6358	13327
1730.45	28.16	13340
1731	18.3514	13355
1731.55	12.9028	13368
1732.05	14.028	13379
1732.55	22.3274	13389
1733.05	25.7358	13399
1733.55	13.921	13411
1734.05	13.3914	13423
1734.56	19.3994	13434
1735.11	19.898	13446
1735.65	30.6506	13458
1736.15	33.1834	13469
1736.65	27.7912	13481
1737.15	26.5202	13492
1737.65	41.4742	13502
1738.15	22.107	13512
1738.67	33.3876	13523
1739.22	35.8052	13534
1739.75	28.669	13545
1740.25	37.376	13554
1740.75	31.9334	13563
1741.25	18.7438	13572
1741.75	21.5294	13582
1742.25	32.435	13593
1742.78	50.2228	13604
1743.33	47.5084	13617
1743.85	55.7734	13630
1744.35	41.7046	13643
1744.85	25.5098	13655
1745.35	23.1936	13667
1745.85	12.7136	13679
1746.35	16.754	13690
1746.89	18.2826	13702
1747.44	20.2496	13713
1747.95	19.088	13723
1748.45	30.0368	13733
1748.95	29.9614	13744
1749.45	19.705	13754
1750	22.6682	13764
1750.55	25.5854	13774
1751.05	27.5454	13784
1751.55	21.2544	13794
1752.05	25.7078	13804
1752.55	32.778	13815
1753.05	28.3106	13825
1753.55	42.3044	13835
1754.05	19.3006	13845
1754.56	24.2606	13855
1755.11	20.55	13866
1755.65	21.0678	13878
1756.15	33.1718	13889
1756.67	24.1904	13901
1757.22	26.093	13914
1757.75	14.85	13926
1758.25	19.3322	13936
1758.75	22.6406	13945
1759.25	24.0308	13956
1759.75	29.6336	13967
1760.25	35.4558	13977
1760.78	24.431	13988
1761.33	7.8556	14000
1761.85	5.917	14010
1762.35	0.3888	14024
1762.87	0.2788	14039
1763.42	24.7852	14055
1763.95	31.3722	14071
1764.45	31.1806	14081
1764.95	23.9116	14092
1765.45	31.7478	14102
1765.95	22.682	14113
1766.45	32.191	14123
1766.95	31.4712	14132
1767.45	37.6962	14140
1767.96	37.9068	14148
1768.51	43.7664	14159
1769.05	48.9766	14169
1769.55	36.27	14178
1770.05	37.77	14188
1770.55	37.3118	14197
1771.05	47.3372	14207
1771.55	41.3654	14215
1772.05	37.945	14224
1772.56	37.0396	14234
1773.11	39.7308	14245
1773.65	44.698	14255
1774.15	45.0232	14264
1774.65	35.0916	14273
1775.15	38.518	14282
1775.65	36.1956	14290
1776.15	35.1068	14299
1776.65	36.6246	14308
1777.15	40.4322	14317
1777.65	39.0396	14325
1778.15	41.5456	14333
1778.67	34.416	14341
1779.22	33.0984	14350
1779.75	28.6302	14359
1780.25	31.7166	14368
1780.75	40.5072	14377
1781.25	26.0114	14385
1781.75	24.6534	14394
1782.25	15.3642	14403
1782.78	28.0906	14412
1783.33	26.7094	14421
1783.85	32.1302	14430
1784.35	29.1818	14437
1784.85	35.4184	14445
1785.35	35.0236	14452
1785.85	39.6498	14460
1786.35	39.4686	14468
1786.85	31.4112	14476
1787.35	41.2034	14484
1787.85	39.648	14492
1788.35	30.0606	14500
1788.89	38.827	14508
1789.44	31.14	14517
1789.95	26.7156	14526
1790.45	26.1856	14534
1790.95	33.0048	14541
1791.45	31.748	14549
1791.95	28.332	14557
1792.45	23.4958	14565
1792.95	26.1724	14573
1793.45	21.826	14582
1793.95	40.477	14590
1794.45	33.0396	14600
1795	19.374	14610
1795.55	21.9636	14622
1796.05	16.354	14632
1796.55	8.7402	14641
1797.05	23.6018	14651
1797.55	0.9484	14663
1798.05	10.9306	14675
1798.55	4.1786	14694
1799.05	0.181	14713
1799.56	10.8078	14733
1800.11	0.4284	14754
1800.65	3.7952	14773
1801.15	0.144	14791
1801.65	0.3514	14809
1802.15	0.1478	14828
1802.65	0.329	14846
1803.15	0.1558	14864
1803.65	0.45	14882
1804.15	0.3778	14899
1804.7	0.15	14919
1805.25	3.4798	14938
1805.75	0.403	14955
1806.25	0.4046	14972
1806.75	0.2522	14989
1807.25	0.2404	15007
1807.75	0.4342	15026
1808.25	0.282	15045
1808.78	0.2748	15063
1809.33	0.2444	15081
1809.85	0.1916	15099
1810.35	0.2134	15116
1810.85	0.1572	15133
1811.35	0.114	15151
1811.85	0.1814	15170
1812.35	0.1364	15189
1812.85	0.1948	15207
1813.35	0.111	15227
1813.85	0.1126	15248
1814.35	0.1364	15268
1814.89	0.1798	15290
1815.44	0.1938	15313
1815.95	0.1822	15335
1816.45	0.2184	15357
1816.95	0.1856	15380
1817.45	0.1058	15400
1817.95	0.1436	15420
1818.45	0.5252	15440
1819	0.3794	15462
1819.55	0.4018	15481
1820.05	0.4104	15499
1820.55	0.267	15521
1821.05	1.7018	15543
1821.55	0.1294	15562
1822.05	0.1806	15582
1822.56	0.248	15604
1823.11	0.3786	15626
1823.65	0.3114	15648
1824.15	0.3224	15668
1824.65	0.304	15688
1825.15	0.1408	15709
1825.65	0.156	15731
1826.15	0.1644	15752
1826.65	0.1424	15773
1827.15	0.1184	15793
1827.65	0.1048	15814
1828.15	0.104	15834
1828.67	0.1798	15853
1829.22	0.187	15874
1829.75	0.2164	15897
1830.25	0.1598	15919
1830.75	0.1176	15941
1831.25	0.1058	15963
1831.75	0.151	15984
1832.25	0.1518	16005
1832.75	0.2658	16024
1833.25	0.2958	16045
1833.75	0.2908	16066
1834.25	0.2796	16088
1834.78	0.1934	16111
1835.33	4.194	16134
1835.85	0.119	16155
1836.35	0.2302	16174
1836.89	0.119	16194
1837.48	0.131	16216
1838.04	0.1858	16238
1838.55	2.523	16258
1839.05	0.1272	16278
1839.55	0.1522	16295
1840.05	0.126	16312
1840.56	0.191	16333
1841.11	0.4908	16355
1841.65	0.3058	16377
1842.15	0.2562	16396
1842.65	0.2676	16414
1843.15	0.4312	16434
1843.65	0.2992	16456
1844.15	0.1928	16478
1844.65	0.255	16500
1845.15	0.3666	16521
1845.65	0.2616	16540
1846.18	0.2788	16560
1846.73	0.191	16581
1847.25	0.2194	16599
1847.75	0.2612	16616
1848.25	0.1862	16634
1848.75	0.1542	16654
1849.25	0.0996	16674
1849.78	0.175	16694
1850.33	0.1208	16713
1850.85	0.1432	16730
1851.35	0.145	16749
1851.85	0.1778	16769
1852.35	0.1638	16786
1852.85	0.2134	16802
1853.35	0.2704	16821
1853.85	0.2564	16841
1854.35	0.3002	16859
1854.9	0.154	16878
1855.45	0.1244	16899
1855.95	0.0954	16920
1856.45	0.135	16939
1856.95	0.098	16958
1857.45	0.0766	16980
1857.95	0.0858	17002
1858.45	0.1124	17022
1858.95	0.083	17043
1859.45	0.075	17065
1859.95	0.0712	17087
1860.45	0.093	17108
1861	0.076	17131
1861.55	0.0658	17154
1862.05	0.078	17175
1862.55	0.107	17192
1863.05	0.105	17209
1863.55	0.131	17228
1864.05	0.1188	17248
1864.55	0.1314	17273
1865.05	0.0962	17297
1865.55	0.109	17318
1866.1	0.1192	17340
1866.65	0.1316	17363
1867.15	0.1362	17384
1867.65	0.13	17405
1868.15	0.1282	17427
1868.65	0.1878	17449
1869.15	0.2776	17472
1869.65	0.2228	17494
1870.15	0.1608	17517
1870.67	0.3246	17540
1871.22	0.4722	17565
1871.75	0.3646	17589
1872.25	0.3684	17612
1872.75	0.197	17635
1873.25	0.0778	17658
1873.75	0.1144	17681
1874.25	0.0626	17704
1874.78	0.074	17728
1875.33	0.1068	17753
1875.85	0.0868	17776
1876.35	0.0712	17800
1876.85	0.0874	17824
1877.35	0.0952	17849
1877.85	0.1118	17874
1878.35	0.1594	17900
1878.85	0.1696	17925
1879.35	0.1584	17949
1879.85	0.1808	17974
1880.35	0.228	17999
1880.89	0.248	18027
1881.44	0.3276	18053
1881.95	0.2044	18076
1882.45	0.275	18100
1882.95	0.1782	18125
1883.45	0.3452	18150
1883.95	0.2076	18175
1884.45	0.2016	18201
1885	0.1634	18228
1885.55	0.1822	18256
1886.05	0.1286	18281
1886.55	0.14	18303
1887.05	0.143	18324
1887.55	0.1328	18348
1888.05	0.1436	18373
1888.55	0.1918	18401
1889.05	0.4466	18429
1889.55	0.4174	18454
1890.05	0.4462	18478
1890.56	0.3628	18503
1891.11	0.1578	18530
1891.65	0.2126	18556
1892.15	0.2302	18580
1892.65	0.21	18606
1893.15	0.1566	18633
1893.65	0.2076	18659
1894.15	0.2258	18685
1894.65	0.327	18711
1895.15	0.1122	18737
1895.65	0.0984	18763
1896.15	0.1288	18790
1896.68	0.2052	18820
1897.23	0.232	18851
1897.75	0.1986	18877
1898.25	0.302	18902
1898.75	0.2046	18929
1899.25	0.1752	18955
1899.78	0.2022	18983
1900.33	0.2376	19010
1900.85	0.1538	19032
1901.35	0.121	19056
1901.85	0.1686	19081
1902.35	0.1336	19102
1902.89	0.1238	19124
1903.44	0.093	19148
1903.95	0.1084	19170
1904.45	0.1588	19191
1904.95	0.2218	19213
1905.45	0.267	19233
1905.95	0.2196	19253
1906.45	0.1922	19274
1907	0.1144	19298
1907.55	0.1204	19323
1908.05	0.184	19346
1908.55	0.2412	19366
1909.05	0.1284	19386
1909.55	0.174	19408
1910.05	0.1646	19430
1910.56	0.2776	19453
1911.11	0.284	19478
1911.65	0.2986	19505
1912.15	0.28	19528
1912.65	0.237	19549
1913.15	0.1036	19572
1913.65	0.0744	19600
1914.15	0.0774	19628
1914.65	0.1304	19653
1915.15	0.0714	19678
1915.65	0.118	19704
1916.15	0.1056	19731
1916.67	0.1102	19757
1917.22	0.1084	19784
1917.75	0.1158	19809
1918.25	0.103	19832
1918.75	0.1494	19855
1919.25	0.1196	19879
1919.75	0.1606	19904
1920.25	0.1264	19929
1920.75	0.1394	19956
1921.27	0.1168	19981
1921.82	0.2152	20005
1922.35	2.9426	20030
1922.85	0.1516	20054
1923.35	0.1094	20077
1923.85	0.1046	20099
1924.35	0.1202	20121
1924.89	0.1404	20145
1925.44	0.1562	20170
1925.95	0.2102	20193
1926.45	0.215	20217
1926.95	0.1226	20241
1927.45	0.123	20266
1927.95	0.0976	20291
1928.45	0.1562	20313
1928.95	0.1328	20336
1929.45	0.1298	20360
1929.95	0.1254	20385
1930.45	0.1434	20411
1931	0.085	20440
1931.55	0.1508	20466
1932.05	0.13	20490
1932.55	0.163	20513
1933.05	0.2706	20536
1933.55	0.2258	20561
1934.05	0.1936	20586
1934.56	0.1942	20611
1935.11	0.1502	20639
1935.65	0.1474	20666
1936.15	0.136	20691
1936.65	0.223	20717
1937.15	0.1668	20744
1937.65	0.1358	20772
1938.15	0.0994	20799
1938.67	0.1354	20823
1939.22	0.135	20850
1939.75	0.1116	20876
1940.25	0.1164	20902
1940.75	0.1576	20930
1941.25	0.167	20958
1941.75	0.149	20985
1942.25	0.2186	21011
1942.75	0.2714	21036
1943.25	0.2496	21062
1943.75	0.196	21087
1944.25	0.2038	21113
1944.76	0.1574	21140
1945.31	0.1804	21168
1945.85	0.1712	21194
1946.35	0.2076	21220
1946.85	0.167	21246
1947.35	0.0746	21273
1947.85	0.0716	21299
1948.35	0.0632	21325
1948.85	0.1364	21350
1949.35	0.1248	21377
1949.89	0.1322	21405
1950.44	0.1278	21434
1950.95	0.07	21461
1951.45	0.0706	21488
1951.95	0.0844	21515
1952.45	0.0634	21543
1953	0.106	21574
1953.55	0.1042	21606
1954.05	0.1272	21636
1954.55	0.1454	21664
1955.05	0.179	21692
1955.55	0.1134	21725
1956.05	0.1514	21758
1956.55	0.1402	21790
1957.05	0.1324	21821
1957.55	0.1278	21851
1958.05	0.1134	21881
1958.56	0.1526	21914
1959.11	0.1012	21948
1959.65	0.1366	21978
1960.15	0.182	22006
1960.65	0.2142	22034
1961.15	0.0846	22060
1961.65	0.088	22084
1962.15	0.076	22108
1962.67	0.1352	22133
1963.22	0.1188	22163
1963.75	0.1026	22198
1964.25	0.1136	22226
1964.75	0.1232	22249
1965.25	0.1176	22276
1965.75	0.0992	22307
1966.25	0.0842	22337
1966.75	0.2274	22368
1967.25	0.3264	22398
1967.75	0.246	22428
1968.25	0.2588	22457
1968.79	0.1374	22488
1969.34	0.1128	22519
1969.85	0.1546	22548
1970.35	0.117	22576
1970.85	0.1752	22604
1971.35	0.1	22632
1971.85	0.1042	22660
1972.35	0.1292	22689
1972.89	0.1952	22719
1973.44	0.1648	22748
1973.95	0.184	22774
1974.45	0.2454	22802
1974.95	0.104	22830
1975.45	0.1216	22858
1975.95	0.126	22885
1976.45	0.2548	22910
1976.95	0.2818	22934
1977.45	0.3254	22960
1977.95	0.1696	22987
1978.45	0.2036	23014
1979	0.2454	23044
1979.55	0.242	23072
1980.05	0.1992	23098
1980.55	0.2072	23124
1981.05	0.1238	23150
1981.55	0.1134	23181
1982.05	0.1354	23212
1982.55	0.1722	23237
1983.05	0.0904	23261
1983.59	0.1456	23285
1984.14	0.0992	23310
1984.65	0.2908	23336
1985.15	0.383	23362
1985.65	0.3252	23388
1986.15	0.3198	23415
1986.65	0.2026	23446
1987.15	0.1756	23476
1987.65	0.1646	23507
1988.15	0.1174	23538
1988.67	0.1224	23571
1989.22	0.177	23606
1989.75	0.1218	23640
1990.25	0.0726	23671
1990.75	0.1118	23700
1991.25	0.1118	23730
1991.75	0.0678	23761
1992.25	0.0918	23791
1992.75	0.0884	23821
1993.25	0.0562	23851
1993.75	0.0572	23881
1994.25	0.041	23909
1994.78	0.0564	23937
1995.33	0.0452	23965
1995.85	0.046	23992
1996.35	0.0388	24021
1996.85	0.0546	24051
1997.35	0.0536	24079
1997.85	0.089	24107
1998.35	0.1172	24134
1998.85	0.0784	24162
1999.35	0.0914	24191
1999.89	0.106	24223
2000.44	0.105	24260
2000.95	0.1644	24296
2001.45	0.1216	24328
2001.95	0.093	24360
2002.45	0.0926	24391
2002.95	0.0714	24422
2003.45	0.085	24456
2003.95	0.0772	24490
2004.45	0.1022	24520
2005	0.0992	24553
2005.55	0.0692	24587
2006.05	0.0612	24618
2006.55	0.1064	24649
2007.05	0.1586	24679
2007.55	0.1284	24712
2008.05	0.1184	24745
2008.56	0.1466	24776
2009.11	0.1208	24811
2009.65	0.1104	24848
2010.15	0.1174	24882
2010.65	0.16	24915
2011.15	0.083	24947
2011.65	0.1744	24978
2012.15	0.1472	25008
2012.65	0.1576	25039
2013.15	0.155	25071
2013.65	0.0948	25103
2014.15	0.062	25136
2014.67	0.0474	25170
2015.22	0.0426	25205
2015.75	0.0554	25240
2016.25	0.049	25273
2016.75	0.0604	25306
2017.25	0.0392	25339
2017.75	0.0348	25372
2018.25	0.0368	25405
2018.75	0.07	25440
2019.25	0.0994	25474
2019.75	0.0762	25508
2020.26	0.0892	25542
2020.81	0.0624	25579
2021.35	0.0358	25617
2021.85	0.037	25652
2022.35	0.1482	25685
2022.85	0.05	25718
2023.35	0.0504	25751
2023.85	0.0558	25783
2024.35	0.0848	25818
2024.89	0.0934	25855
2025.44	0.0724	25895
2025.95	0.0542	25931
2026.45	0.0788	25967
2026.95	0.0688	26002
2027.45	0.0772	26035
2027.95	0.0962	26069
2028.45	0.111	26101
2028.95	0.0834	26134
2029.45	0.0592	26167
2029.95	0.0756	26201
2030.45	0.1116	26234
2031	0.1788	26271
2031.55	0.1538	26307
2032.05	0.1342	26340
2032.55	0.1312	26375
2033.05	0.1522	26410
2033.55	0.2488	26444
2034.05	0.161	26479
2034.56	0.1478	26514
2035.11	0.1304	26552
2035.65	0.1436	26587
2036.15	0.1598	26618
2036.65	0.1422	26650
2037.15	0.119	26681
2037.65	0.1536	26710
2038.15	0.1666	26739
2038.65	0.2146	26771
2039.15	0.1354	26802
2039.65	0.1926	26833
2040.15	0.1654	26864
2040.67	0.1958	26897
2041.22	0.2616	26932
2041.75	0.2524	26965
2042.25	0.2358	26997
2042.75	0.141	27030
2043.25	0.0766	27062
2043.75	0.1476	27092
2044.25	0.1326	27123
2045.15	0.127	27180
2046.65	0.1026	27284
2047.75	0.1278	27363
2048.25	0.1152	27399
2048.75	0.08	27434
2049.25	0.1216	27469
2049.78	0.1744	27506
2050.33	0.847	27539
2050.85	0.392	27568
2051.35	0.5532	27596
2051.85	3.664	27624
2052.35	1.074	27650
2052.85	0.93	27675
2053.35	0.6238	27701
2053.85	4.5308	27728
2054.35	4.9766	27755
2054.89	1.8818	27784
2055.44	7.818	27814
2055.95	8.6106	27841
2056.45	0.22	27872
2056.95	3.3868	27903
2057.45	0.0454	27942
2057.95	0.0814	27983
2058.5	0.1038	28027
2059.05	0.1178	28070
2059.55	0.0994	28108
2060.05	0.1112	28147
2060.56	0.126	28184
2061.11	0.094	28225
2061.65	0.1024	28263
2062.15	0.0984	28297
2062.65	0.1354	28331
2063.15	0.1482	28363
2063.65	0.1212	28395
2064.15	0.1312	28426
2064.67	0.1216	28459
2065.22	0.096	28492
2065.75	0.201	28525
2066.25	0.1392	28553
2066.75	0.138	28578
2067.25	0.12	28605
2067.75	0.133	28634
2068.25	0.1544	28663
2068.78	0.1994	28692
2069.33	0.1212	28720
2069.85	0.1996	28744
2070.35	0.387	28767
2070.85	0.5554	28791
2071.35	0.6464	28814
2071.85	0.7256	28836
2072.35	0.5792	28860
2072.89	0.706	28886
2073.44	0.5456	28913
2073.95	14.9216	28939
2074.45	0.3128	28963
2074.95	2.5922	28988
2075.45	1.25	29009
2075.95	0.2298	29031
2076.5	0.1798	29060
2077.05	0.2758	29090
2077.55	0.1458	29121
2078.05	0.1106	29152
2078.56	0.1254	29186
2079.11	0.0606	29222
2079.65	0.0816	29255
2080.15	0.0602	29286
2080.65	0.1382	29316
2081.15	0.1128	29346
2081.65	0.1114	29377
2082.15	0.066	29409
2082.67	0.0984	29445
2083.22	0.1444	29486
2083.75	0.098	29528
2084.25	0.092	29567
2084.82	0.085	29610
2085.81	3.3876	29690
2086.83	0.1012	29767
2087.44	0.1006	29806
2087.95	0.0636	29837
2088.45	0.1016	29867
2088.95	0.1302	29897
2089.45	0.1206	29930
2089.95	0.0906	29964
2090.45	0.1056	29996
2091	0.0816	30032
2091.55	0.0538	30071
2092.05	0.0424	30105
2092.55	0.07	30138
2093.05	0.0636	30171
2093.55	0.0664	30204
2094.05	0.0884	30236
2094.56	0.071	30269
2095.11	0.0528	30305
2095.65	0.0588	30340
2096.15	0.0766	30373
2096.65	0.125	30407
2097.15	0.1096	30440
2097.65	0.1652	30474
2098.15	0.1664	30507
2098.67	0.2044	30538
2099.22	0.2976	30571
2099.78	0.1024	30606
2100.33	0.1088	30640
2100.85	0.1066	30673
2101.35	0.0896	30705
2101.85	0.1084	30736
2102.35	0.0904	30769
2102.85	0.1646	30804
2103.35	0.1544	30836
2103.85	0.1016	30867
2104.35	0.104	30899
2104.89	0.1238	30935
2105.44	0.104	30971
2105.95	0.0892	31005
2106.45	0.1062	31038
2106.95	0.1122	31072
2107.45	0.091	31104
2107.95	0.1062	31137
2108.45	0.1986	31168
2109	0.0746	31203
2109.55	0.085	31238
2110.05	0.08	31270
2110.55	0.1126	31302
2111.05	0.1374	31334
2111.55	0.1004	31366
2112.05	0.0774	31398
2112.56	0.1442	31431
2113.11	0.0834	31466
2113.65	0.079	31499
2114.15	0.0938	31530
2114.65	0.1888	31560
2115.15	0.2294	31590
2115.65	0.2834	31621
2116.15	0.2442	31653
2116.67	4.8538	31687
2117.22	11.0878	31721
2117.75	0.1598	31753
2118.25	0.167	31783
2118.75	0.2384	31813
2119.25	0.2092	31843
2119.75	0.3	31873
2120.25	0.3284	31902
2120.78	10.2896	31931
2121.33	5.7994	31963
2121.85	0.8064	31994
2122.35	0.3782	32023
2122.85	7.2152	32052
2123.35	6.3432	32083
2123.85	2.2304	32114
2124.35	0.5598	32144
2124.89	1.4296	32176
2125.44	8.4254	32210
2125.95	1.3762	32242
2126.45	2.4178	32273
2126.95	4.146	32305
