depth1	depth2	age_unc
1399.381	1808.9	40
1419.08	1836.4	40
1458.68	1896.608	40
1470.64	1919.17	40
1479.711	1937.7540000000001	40
1485.084	1948.55	40
1492.34	1964.635	40
1492.65	1965.488	40
1494.0	1970.13	40
1501.88	1997.103	40
1506.13	2012.5	40
1508.049	2019.0710000000001	40
1522.22	2068.34	40
1527.32	2082.951	40
1529.03	2086.525	40
1530.4940000000001	2089.552	40
1531.81	2092.7200000000003	40
1538.352	2111.2490000000003	40
1555.516	2145.37	40
1564.5	2164.1528	40
1595.04	2219.809	40
1605.0040000000001	2240.15	40
1606.517	2245.205	40
1611.97	2263.204	40
1619.54	2288.38	40
1625.57	2308.71	40
1627.96	2316.33	40
1628.21	2317.14	40
1642.661	2361.136	40
1645.86	2370.02	40
1653.93	2392.36	40
1657.95	2401.72	40
1664.9	2417.87	40
1667.92	2424.095	40
1670.12	2428.095	40
1671.35	2430.265	40
1673.21	2434.0	40
1674.03	2435.6	40
1675.23	2437.65	40
1677.76	2441.83	40
1679.65	2444.685	40
1684.3	2451.02	40
1688.69	2457.645	40
1692.28	2462.05	40
1693.09	2463.15	40
1706.1	2478.16	40
1710.06	2482.73	40
1721.322	2497.12	40
1728.18	2506.39	40
1728.59	2506.97	40
1729.17	2507.75	40
1734.77	2515.93	40
1747.0900000000001	2532.9	40
1751.03	2538.375	40
1758.52	2549.6587	40
1770.805	2567.25	40
1774.15	2572.0293	40
1784.44	2586.48	40
1794.5	2599.04	40
1795.42	2600.42	40
1795.79	2601.05	40
1797.64	2604.2	40
1801.9	2611.0	40
1805.58	2617.32	40
1814.63	2633.7	40
1814.919	2634.3540000000003	40
1824.01	2653.0	40
1827.205	2660.23	40
1829.14	2664.18	40
1831.59	2670.087	40
1832.99	2673.04	40
1837.38	2681.92	40
1840.25	2687.3808	40
1841.19	2689.1	40
1842.48	2691.55	40
1843.683	2694.11	40
1850.08	2707.85	40
1855.0	2717.85	40
1862.58	2732.95	40
1869.52	2742.86	40
1872.22	2749.08	40
1877.95	2762.9	40
1880.0	2768.1	40
1892.34	2784.36	40
1902.87	2806.62	40
1903.45	2807.69	40
1910.98	2822.2	40
1915.58	2829.06	40
1931.08	2851.69	40
1934.6599999999999	2856.77	40
1939.54	2863.15	40
1949.6	2872.32	40
1954.6000000000001	2879.69	40
1962.25	2890.77	40
1963.76	2893.14	40
1977.85	2907.97	40
1982.33	2915.12	40
1989.9	2928.33	40
1992.63	2931.28	40
2000.22	2939.56	40
2002.8899999999999	2943.085	40
2009.39	2951.03	40
2010.98	2953.05	40
2012.94	2955.915	40
2015.38	2959.425	40
2016.41	2960.7	40
2018.48	2964.32	40
2022.25	2969.13	40
2032.52	2981.39	40
2038.06	2987.25	40
2042.284	2991.1330000000003	40
2061.99	3006.318	40
2067.37	3010.469	40
2070.24	3012.89	40
2072.476	3016.45	40
2079.0	3027.63	40
2082.16	3033.15	40
2089.08	3044.28	40
2094.1330000000003	3052.1	40
2094.881	3053.262	40
2100.03	3057.95	40
2116.181	3079.07	40
2121.857	3083.92	40
2132.213	3098.606	40
2133.26	3100.16	40
2135.12	3102.68	40
2142.37	3109.92	40
2151.8	3118.82	40
2156.53	3123.9	40
2157.88	3125.35	40
2159.8	3127.5	40
2161.98	3130.11	40
2171.42	3142.5	40
2173.9	3144.96	40
2175.16	3146.5	40
2177.99	3149.45	40
2182.77	3154.24	40
2191.98	3162.931	40
2199.2	3169.04	40
2201.554	3170.992	40
2204.139	3173.17	40
2217.638	3184.42	40
2224.0	3192.0	40
2237.22	3212.62	40
2245.63	3222.77	40
2252.88	3228.32	40
2257.55	3231.9	40
2271.13	3244.07	40
2277.65	3249.64	40
2289.42	3260.32	40
2302.75	3271.39	40
2307.609	3274.77	40
2329.1	3289.86	40
2337.93	3297.95	40
2344.6	3303.76	40
2344.98	3304.13	40
2346.6	3306.6	40
2348.72	3309.83	40
2352.78	3315.48	40
2355.55	3317.96	40
2357.412	3320.22	40
2359.45	3322.22	40
2367.03	3326.84	40
2374.32	3332.95	40
2382.65	3338.45	40
2383.32	3338.85	40
2385.24	3340.35	40
2389.487	3343.02	40
2395.84	3346.06	40
2399.05	3347.82	40
2400.69	3348.86	40
2402.96	3349.8	40
2403.591	3350.32	40
2405.91	3352.04	40
2415.95	3357.86	40
2417.46	3359.36	40
2421.724	3361.9	40
2422.824	3362.95	40
2430.41	3369.575	40
2434.96	3372.26	40
2445.9	3378.275	40
2451.86	3380.67	40
2458.75	3384.21	40
2461.16	3385.29	40
2467.41	3388.25	40
2469.208	3389.15	40
2469.74	3389.45	40
2475.109	3392.42	40
2478.76	3394.59	40
2481.763	3397.1	40
2485.19	3399.99	40
2487.42	3401.54	40
