#depth	age	sigma_age	air_age	sigma_air_age	deporate	sigma_deporate	thinning	sigma_thinning	LID	sigma_LID	delta_depth	sigma_delta_depth	deporate_model	sigma_deporate_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
0.000000000000000000e+00	-5.000000000000000000e+01	4.999999703159119235e+00	nan	nan	7.181084524522762802e-02	1.192679943690250211e-02	9.989276980542860507e-01	5.996325245605790095e-04	nan	nan	nan	nan	3.749999999999999861e-02	8.000000000000000444e-01	9.989999999999999991e-01	1.000000000000000048e-04	1.095300000000000011e+02	1.000000000000000000e+00	1.859183867868806350e-01	3.088557821699854794e-02	nan	nan
1.000000000000000000e+00	-4.462129584231867341e+01	5.079212548785911885e+00	nan	nan	6.071472419280087018e-02	7.250729710958227214e-03	9.989534594671307666e-01	3.862874873762632316e-04	nan	nan	nan	nan	3.739999999999999575e-02	8.000000000000000444e-01	9.989999999999999991e-01	9.999999999999999124e-05	1.095300000000000011e+02	1.000000000000000000e+00	1.538672038191129521e-01	1.837912007394199715e-02	nan	nan
2.000000000000000000e+00	-3.812218508200612632e+01	5.271304210205937757e+00	nan	nan	4.057112325901819638e-02	2.712305887618580991e-03	9.989792215443382695e-01	1.750943668835469407e-04	nan	nan	nan	nan	3.020000000000000462e-02	8.000000000000000444e-01	9.989999999999999991e-01	9.999999999999999124e-05	1.095300000000000011e+02	1.000000000000000000e+00	1.006737792685796357e-01	6.731547375635785549e-03	nan	nan
3.000000000000000000e+00	-2.818911206870264863e+01	5.514869540810346749e+00	nan	nan	3.601328039050308294e-02	7.736655536279334142e-04	9.989890174245884547e-01	9.816837716615120187e-05	nan	nan	nan	nan	3.290000000000001257e-02	8.000000000000000444e-01	9.989999999999999991e-01	9.999999999999999124e-05	1.095300000000000011e+02	1.000000000000000000e+00	8.752474875427918022e-02	1.880113454122880022e-03	nan	nan
4.000000000000000000e+00	-1.676377221645761040e+01	5.563510422245320441e+00	nan	nan	3.164569024066621328e-02	1.316900202046236701e-03	9.989890106648194879e-01	9.795506111345509629e-05	nan	nan	nan	nan	3.379999999999999671e-02	8.000000000000000444e-01	9.989999999999999991e-01	1.000000000000000048e-04	1.095300000000000011e+02	1.000000000000000000e+00	7.534885887454963183e-02	3.134760521735669315e-03	nan	nan
5.000000000000000000e+00	-3.492171094204024939e+00	5.410894108321491203e+00	nan	nan	2.737141279182794124e-02	9.348256902559723023e-04	9.989890039050504100e-01	9.814503728614994648e-05	nan	nan	nan	nan	2.990000000000000990e-02	8.000000000000001554e-01	9.989999999999999991e-01	1.000000000000000048e-04	1.095300000000000011e+02	1.000000000000000000e+00	6.386800274778012265e-02	2.180638935816263391e-03	nan	nan
6.000000000000000000e+00	1.216512139933269054e+01	5.276761085317033917e+00	nan	nan	2.264332079042191692e-02	6.899408971535702902e-04	9.989889822478597026e-01	9.796230496427577820e-05	nan	nan	nan	nan	2.540000000000000591e-02	8.000000000000001554e-01	9.989999999999999991e-01	1.000000000000000048e-04	1.095300000000000011e+02	1.000000000000000000e+00	5.179418956876184060e-02	1.577730640889076679e-03	nan	nan
7.000000000000000000e+00	3.147230640070050356e+01	5.146161660251108216e+00	nan	nan	2.409940802900527659e-02	8.276222824262184511e-04	9.984889608996435628e-01	9.774175961305897533e-05	nan	nan	nan	nan	2.779999999999999138e-02	8.000000000000002665e-01	9.984999999999999432e-01	1.000000000000000048e-04	1.095300000000000011e+02	1.000000000000000000e+00	5.402765186688536503e-02	1.855183655078238231e-03	nan	nan
8.000000000000000000e+00	4.998134696503640839e+01	5.061260773835099869e+00	nan	nan	2.250835568295454434e-02	5.406674944474371960e-04	9.979889395783312356e-01	9.769123705642339753e-05	nan	nan	nan	nan	2.570000000000000062e-02	8.000000000000000444e-01	9.979999999999999982e-01	1.000000000000000048e-04	1.095300000000000011e+02	1.000000000000000000e+00	4.947139221612874976e-02	1.188134871640060672e-03	nan	nan
9.000000000000000000e+00	7.019504937371813469e+01	5.048775420329533858e+00	nan	nan	2.472399625733302450e-02	3.500223265389111084e-04	9.979889545671110085e-01	9.744992245736824399e-05	nan	nan	nan	nan	2.779999999999999138e-02	7.999999999999998224e-01	9.979999999999999982e-01	1.000000000000000048e-04	1.095300000000000011e+02	1.000000000000000000e+00	5.331871174671791447e-02	7.546356153490554842e-04	nan	nan
