#PROGRAM: dep90.pas
#PROT: N: 157
#PROT: TE: -28
#PROT: T: 85.800
#PROT: DB: 1650 78.00 # end of core
#PROT: DB: 550 78.00 # bag cut
#PROT: DB: 1100 78.00 # bag cut
#PROT: DB: 750 78.00
#PROT: DB: 1450 78.00
#PROT: DB: 1580 78.00
# depth c250k g250k c200k g200k c100k g100k c50k g50k 
    85.805   0.136477 101.329000   0.137677 101.417000   0.149999 101.958000   0.209189  99.589100 
    85.810   0.165058 131.099000   0.167210 130.736000   0.185676 129.331000   0.260708 124.166000 
    85.815   0.174614 136.918000   0.177225 136.404000   0.198660 133.815000   0.278473 126.665000 
    85.820   0.178157 137.267000   0.180811 136.822000   0.202707 134.186000   0.283435 126.603000 
    85.825   0.179628 135.628000   0.182133 135.244000   0.203354 133.007000   0.282872 125.754000 
    85.830   0.180436 133.168000   0.182739 132.861000   0.202749 131.087000   0.279648 124.545000 
    85.835   0.180800 129.749000   0.182884 129.494000   0.201346 128.140000   0.274397 122.588000 
    85.840   0.180904 125.909000   0.182754 125.792000   0.199554 124.713000   0.268068 120.212000 
    85.845   0.181006 122.125000   0.182667 121.978000   0.197895 121.311000   0.261771 117.689000 
    85.850   0.181052 118.203000   0.182502 118.048000   0.196314 117.572000   0.255457 114.759000 
    85.855   0.180999 114.460000   0.182348 114.364000   0.194891 114.009000   0.249464 111.828000 
    85.860   0.180922 110.710000   0.182118 110.614000   0.193534 110.350000   0.243642 108.713000 
    85.865   0.180962 106.766000   0.182016 106.678000   0.192176 106.548000   0.237741 105.530000 
    85.870   0.181160 102.841000   0.182044 102.788000   0.190876 102.874000   0.232063 102.487000 
    85.875   0.181270  99.717800   0.182061  99.685000   0.190099  99.805800   0.227806  99.739700 
    85.880   0.181455  97.744100   0.182211  97.682500   0.189984  97.699900   0.225621  97.588000 
    85.885   0.181769  96.294800   0.182538  96.201000   0.190152  96.101100   0.224343  95.906900 
    85.890   0.182267  94.446000   0.182966  94.372900   0.190195  94.307800   0.222679  94.191000 
    85.895   0.182624  92.715000   0.183264  92.670800   0.190004  92.652000   0.221007  92.664300 
    85.900   0.182671  91.634900   0.183334  91.574600   0.189997  91.501600   0.220099  91.468200 
    85.905   0.182643  90.755500   0.183312  90.692000   0.189857  90.598400   0.219355  90.523600 
    85.910   0.182773  90.478400   0.183423  90.401700   0.190032  90.281300   0.219137  90.153800 
    85.915   0.182839  89.806200   0.183460  89.743600   0.189796  89.685100   0.218284  89.714700 
    85.920   0.182870  89.061000   0.183441  89.009000   0.189480  89.108800   0.217528  89.343800 
    85.925   0.183233  90.408200   0.183901  90.340000   0.190592  90.263100   0.220405  90.028200 
    85.930   0.183458  92.282000   0.184251  92.154100   0.191922  91.810600   0.224017  90.929400 
    85.935   0.183410  92.898600   0.184269  92.784500   0.192268  92.335700   0.225421  91.248300 
    85.940   0.183419  92.844100   0.184261  92.746300   0.192177  92.368200   0.225499  91.337300 
    85.945   0.183373  92.519700   0.184195  92.434500   0.191936  92.143700   0.224993  91.248900 
    85.950   0.183287  92.173000   0.184078  92.095800   0.191586  91.892800   0.224228  91.202600 
    85.955   0.183200  92.193100   0.183953  92.106700   0.191362  91.945700   0.223955  91.355400 
    85.960   0.183343  92.922700   0.184153  92.852000   0.191751  92.602000   0.224772  91.897900 
    85.965   0.183400  93.531700   0.184206  93.404100   0.192093  93.123200   0.225761  92.195400 
    85.970   0.183341  93.924000   0.184190  93.787900   0.192350  93.408100   0.226667  92.289400 
    85.975   0.183276  94.005800   0.184154  93.887700   0.192549  93.429200   0.227279  92.132300 
    85.980   0.183284  93.769400   0.184197  93.633800   0.192641  93.109700   0.227249  91.757300 
    85.985   0.183408  92.949600   0.184282  92.808600   0.192513  92.305900   0.226297  91.009700 
    85.990   0.183305  91.109500   0.184103  90.992400   0.191823  90.605000   0.223921  89.543900 
    85.995   0.183230  88.955100   0.183951  88.842700   0.191003  88.575600   0.221018  87.839300 
    86.000   0.183160  87.103700   0.183821  86.996300   0.190437  86.720000   0.218459  86.168700 
    86.005   0.182942  84.567300   0.183511  84.482900   0.189379  84.282100   0.214761  84.042200 
    86.010   0.182544  80.770100   0.182956  80.748200   0.187519  80.813600   0.208971  81.281200 
    86.015   0.182166  76.859600   0.182375  76.846100   0.185563  77.203300   0.202979  78.518400 
    86.020   0.182068  75.455900   0.182221  75.405400   0.185041  75.840700   0.201305  77.226600 
