#PROGRAM: dep90.pas
#PROT: N: 133
#PROT: TE: -28
#PROT: T: 72.600
#PROT: DB: 1650 78.00 # end of core
#PROT: DB: 550 78.00 # bag cut
#PROT: DB: 1100 78.00 # bag cut
#PROT: DB: 440 78.00
#PROT: DB: 680 78.00
#PROT: DB: 950 78.00
#PROT: DB: 1590 78.00
#PROT: S: 680 800
# depth c250k g250k c200k g200k c100k g100k c50k g50k 
    72.605   0.140606  48.989800   0.140705  48.894600   0.142356  48.772100   0.149720  49.079100 
    72.610   0.161664  58.798800   0.161911  58.679600   0.164724  58.374900   0.175670  58.223300 
    72.615   0.167663  60.622800   0.167942  60.529600   0.171059  60.233100   0.183651  59.995600 
    72.620   0.170298  61.747600   0.170562  61.673400   0.173705  61.498900   0.187083  61.358900 
    72.625   0.172221  63.536900   0.172472  63.521600   0.175838  63.355900   0.190483  63.223100 
    72.630   0.173600  66.324900   0.173980  66.223800   0.178074  65.971400   0.194847  65.556200 
    72.635   0.174596  68.990200   0.175087  68.884400   0.179859  68.483700   0.199012  67.780100 
    72.640   0.175254  70.806400   0.175753  70.713500   0.180870  70.279600   0.201332  69.469100 
    72.645   0.175582  71.963400   0.176132  71.870400   0.181361  71.516500   0.202412  70.668700 
    72.650   0.175868  72.906300   0.176392  72.806500   0.181659  72.414400   0.203038  71.669800 
    72.655   0.175963  73.431900   0.176441  73.342200   0.181626  72.999900   0.202871  72.393900 
    72.660   0.175925  73.351300   0.176338  73.312400   0.181123  73.097600   0.201606  72.798200 
    72.665   0.175740  73.598700   0.176120  73.579000   0.180692  73.437300   0.200935  73.360100 
    72.670   0.175426  74.810000   0.175858  74.750000   0.180601  74.619800   0.201804  74.452400 
    72.675   0.175371  76.974200   0.175883  76.886900   0.181233  76.671300   0.204178  76.261000 
    72.680   0.175302  79.876000   0.175910  79.782700   0.182176  79.341600   0.207521  78.521000 
    72.685   0.174934  82.316900   0.175676  82.185100   0.182666  81.561900   0.210089  80.278300 
    72.690   0.174729  83.674700   0.175502  83.522600   0.182748  82.888600   0.211129  81.549200 
    72.695   0.174986  84.252700   0.175735  84.119100   0.182765  83.594300   0.211025  82.463600 
    72.700   0.175394  84.488900   0.176079  84.327800   0.182817  83.950700   0.210608  83.107800 
    72.705   0.175659  85.237000   0.176331  85.086800   0.183092  84.707100   0.211124  83.921500 
    72.710   0.175738  86.332800   0.176471  86.223000   0.183457  85.803200   0.212095  84.950200 
    72.715   0.175598  87.054400   0.176327  86.943000   0.183364  86.519600   0.212277  85.670300 
    72.720   0.175532  87.541800   0.176256  87.453600   0.183222  87.051400   0.212004  86.344900 
    72.725   0.175641  87.754000   0.176318  87.678300   0.182919  87.418400   0.211105  87.052000 
    72.730   0.175822  87.514800   0.176403  87.460200   0.182281  87.498400   0.209455  87.742000 
    72.735   0.175939  88.149400   0.176494  88.139400   0.181997  88.376400   0.209196  89.035400 
    72.740   0.176020  90.662500   0.176593  90.665500   0.182684  90.897200   0.212189  91.409000 
    72.745   0.176314  95.321600   0.177105  95.242300   0.184790  95.158100   0.219213  94.861000 
    72.750   0.176982 100.425000   0.178015 100.286000   0.187515  99.752700   0.227311  98.492400 
    72.755   0.177741 104.295000   0.178920 104.141000   0.189590 103.497000   0.233350 101.672000 
    72.760   0.178204 106.712000   0.179368 106.629000   0.190200 106.191000   0.236360 104.462000 
    72.765   0.178842 109.644000   0.180045 109.556000   0.191467 109.219000   0.240611 107.320000 
    72.770   0.179977 114.484000   0.181475 114.322000   0.194859 113.482000   0.249014 110.395000 
    72.775   0.180758 118.676000   0.182519 118.419000   0.197727 116.993000   0.256383 112.777000 
    72.780   0.181073 120.835000   0.182955 120.542000   0.199003 118.891000   0.259737 114.171000 
    72.785   0.181129 121.436000   0.183012 121.137000   0.199171 119.472000   0.260292 114.716000 
    72.790   0.180591 120.140000   0.182377 119.869000   0.197822 118.452000   0.257329 114.169000 
    72.795   0.179479 117.401000   0.181074 117.170000   0.195138 116.176000   0.251253 112.726000 
    72.800   0.178117 114.653000   0.179552 114.472000   0.192500 113.657000   0.245323 110.929000 
    72.805   0.176913 111.867000   0.178262 111.688000   0.190322 110.897000   0.239642 108.673000 
    72.810   0.176283 108.361000   0.177447 108.210000   0.188174 107.717000   0.233392 106.219000 
    72.815   0.176138 104.684000   0.177108 104.612000   0.186364 104.408000   0.227277 103.709000 
    72.820   0.176213 101.522000   0.177074 101.476000   0.185294 101.439000   0.222652 101.223000 
    72.825   0.176581  99.402300   0.177384  99.350100   0.185119  99.375000   0.220141  99.245400 
    72.830   0.177271  97.903000   0.178016  97.853200   0.185452  97.775100   0.218913  97.748700 
    72.835   0.177797  96.283200   0.178504  96.232900   0.185529  96.238000   0.217534  96.315000 
    72.840   0.178096  95.329900   0.178779  95.261000   0.185811  95.219100   0.217280  95.179900 
    72.845   0.178447  95.589200   0.179215  95.503800   0.186657  95.291900   0.218764  94.840000 
    72.850   0.178733  96.078200   0.179576  95.974600   0.187569  95.502100   0.220530  94.620600 
    72.855   0.179083  95.871100   0.179957  95.726100   0.188052  95.210600   0.221056  94.181400 
    72.860   0.179477  94.740700   0.180290  94.642900   0.188100  94.211700   0.220169  93.321900 
    72.865   0.179734  93.115500   0.180477  93.036500   0.187644  92.756400   0.218156  92.174900 
    72.870   0.179747  90.828800   0.180350  90.770300   0.186640  90.728700   0.214886  90.689900 
    72.875   0.179624  89.191800   0.180169  89.185100   0.185932  89.268200   0.212671  89.510800 
    72.880   0.179480  89.347000   0.180052  89.285900   0.186058  89.271200   0.213107  89.312100 
    72.885   0.179204  90.677400   0.179884  90.597300   0.186669  90.279800   0.215217  89.776400 
    72.890   0.179092  91.646700   0.179863  91.530900   0.187147  91.036900   0.216631  90.217200 
    72.895   0.179316  91.302700   0.180048  91.201500   0.187077  90.797700   0.216043  90.144000 
    72.900   0.179256  89.600200   0.179848  89.523700   0.185991  89.429700   0.213116  89.395400 
    72.905   0.178974  88.142800   0.179452  88.131600   0.184797  88.296800   0.210319  88.819500 
    72.910   0.178908  88.579200   0.179367  88.554400   0.184672  88.793800   0.210573  89.413500 
    72.915   0.178828  91.030600   0.179439  90.979100   0.185694  90.975000   0.214339  91.108600 
    72.920   0.178803  94.225800   0.179578  94.141400   0.187103  93.846200   0.219292  93.264900 
    72.925   0.178751  96.914400   0.179650  96.775700   0.188124  96.316500   0.223421  95.228100 
    72.930   0.178858  99.149500   0.179842  99.032300   0.189058  98.548200   0.227003  97.070100 
    72.935   0.179356 100.896000   0.180387 100.768000   0.190079 100.240000   0.230351  98.590000 
    72.940   0.179850 102.703000   0.180985 102.560000   0.191441 101.961000   0.234351  99.907000 
    72.945   0.180460 105.316000   0.181730 105.133000   0.193335 104.261000   0.239386 101.506000 
    72.950   0.180779 107.520000   0.182197 107.290000   0.194791 106.144000   0.243459 102.762000 
    72.955   0.180546 108.717000   0.182084 108.447000   0.195411 107.085000   0.245729 103.229000 
    72.960   0.179897 108.739000   0.181474 108.484000   0.195170 106.952000   0.245967 102.805000 
    72.965   0.179266 107.354000   0.180798 107.088000   0.194121 105.574000   0.243689 101.616000 
    72.970   0.178795 104.690000   0.180187 104.478000   0.192475 103.256000   0.239195  99.907500 
    72.975   0.178184 100.966000   0.179383 100.806000   0.190248  99.885200   0.233104  97.347600 
    72.980   0.177501  96.642200   0.178491  96.488100   0.187901  95.903200   0.226369  94.135900 
    72.985   0.177222  92.173200   0.178020  92.050600   0.185934  91.746500   0.219736  90.749900 
    72.990   0.177032  87.956200   0.177683  87.889300   0.184343  87.771000   0.213905  87.403200 
    72.995   0.176650  84.326500   0.177224  84.211500   0.182903  84.189900   0.209131  84.186800 
    73.000   0.176372  81.873900   0.176867  81.841000   0.182226  81.779500   0.206478  81.832700 
    73.005   0.176313  80.462100   0.176809  80.397000   0.182103  80.291700   0.205627  80.206000 
    73.010   0.176441  79.611900   0.176964  79.536500   0.182383  79.334600   0.205674  79.146100 
    73.015   0.176629  79.208400   0.177174  79.110300   0.182768  78.839100   0.206396  78.341400 
    73.020   0.176902  78.989300   0.177474  78.911300   0.183316  78.548100   0.207508  77.816900 
    73.025   0.177449  78.730900   0.178082  78.652900   0.184146  78.215100   0.208963  77.227900 
    73.030   0.174661  76.186500   0.175334  76.054900   0.181914  75.421700   0.207336  73.980900 
    73.035   0.165019  68.842800   0.165736  68.630300   0.172517  67.730000   0.197149  65.848200 
    73.040   0.156907  61.853600   0.157592  61.623600   0.163993  60.724100   0.186791  58.819700 
    73.045   0.160459  61.448800   0.161051  61.306600   0.166579  60.654100   0.187271  59.333100 
    73.050   0.169697  62.859500   0.170008  62.814900   0.173717  62.736500   0.190322  62.697600 
    73.055   0.174933  63.813200   0.175081  63.808700   0.177637  64.023800   0.191257  64.818700 
    73.060   0.176096  67.410200   0.176357  67.463300   0.179702  67.372500   0.195128  67.660900 
    73.065   0.176285  70.233600   0.176634  70.178500   0.180576  70.053600   0.197925  70.058500 
    73.070   0.177133  72.106300   0.177494  72.046500   0.181555  71.982400   0.199909  72.035700 
    73.075   0.177976  75.398900   0.178466  75.327700   0.183402  75.130800   0.204490  74.749900 
    73.080   0.178449  78.886900   0.179042  78.769300   0.184925  78.378900   0.208806  77.539600 
    73.085   0.178788  81.611900   0.179590  81.466700   0.186050  80.961800   0.211930  79.818900 
    73.090   0.179190  83.643700   0.179866  83.538400   0.186733  82.993700   0.213950  81.750400 
    73.095   0.179437  84.910000   0.180146  84.787800   0.187162  84.214300   0.214834  82.983500 
    73.100   0.179744  84.576500   0.180366  84.505600   0.186776  84.133700   0.213532  83.357200 
    73.105   0.180083  83.958500   0.180609  83.919200   0.186374  83.812100   0.211825  83.574600 
    73.110   0.180007  84.445400   0.180530  84.386500   0.186383  84.260900   0.212291  84.050400 
    73.115   0.179354  85.045900   0.179953  84.988500   0.185991  84.819000   0.213010  84.442000 
    73.120   0.178763  86.215200   0.179420  86.121100   0.186049  85.879800   0.214453  85.294300 
    73.125   0.178298  88.703300   0.179095  88.561400   0.186715  88.047000   0.217574  86.950200 
    73.130   0.177747  90.567200   0.178672  90.419000   0.186821  89.762800   0.219280  88.406600 
    73.135   0.177223  90.562000   0.178040  90.444900   0.185802  89.994200   0.217975  89.080300 
    73.140   0.176617  90.348500   0.177350  90.264700   0.184518  90.087600   0.216323  89.683800 
    73.145   0.175191  90.995300   0.175907  90.920600   0.182957  90.868700   0.215207  90.747800 
