#EDML-NGRIP air age horizons		
716.554	11618.91089	300
767.193	12775.58824	300
#827.531		300
#905.3		300
#920.615		500
#1044.32		300
#1070.99		300
1149.2	27498	300
1152.9	27726.52174	300
1165.33	28548.60465	300
1173.42	28838	300
#1224.54		300
#1233.39		300
1248.48	33323.75	300
1260.59	33686.41026	300
1272.56	34703.04348	300
1286.72	35437.34694	300
1311.85	36570	300
#1337.55		800
#1375.67		800
#1391.28		800
#1404.34		800
#1415.16		800
#1442.06		800
1451.82	44307.57576	500
1490.22	46793.41463	500
