depth,ecm2
1014.75,1.8005
1015.3,1.6813
1015.85,1.2863
1016.4,1.6488
1016.95,1.4646
1017.5,1.5138
1018.05,1.554
1018.6,2.3031
1019.15,1.6281
1019.7,1.4853
1020.25,1.7139
1020.8,1.7596
1021.35,2.0067
1021.9,1.7234
1022.45,1.3215
1023.0,1.3793
1023.55,2.0303
1024.1,1.6973
1024.65,1.72
1025.2,1.43
1025.75,2.3509
1026.3,1.8039
1026.85,1.4681
1027.4,1.4951
1027.95,1.4499
1028.5,1.9525
1029.05,2.0903
1029.6,1.9324
1030.15,1.8691
1030.7,2.1403
1031.25,2.418
1031.8,1.9663
1032.35,1.879
1032.9,2.2918
1033.45,1.7466
1034.0,2.07
1034.55,2.2296
1035.1,1.9986
1035.65,1.4459
1036.2,1.3508
1036.75,1.7726
1037.3,1.517
1037.85,1.6323
1038.4,2.0794
1038.95,2.067
1039.5,2.2355
1040.05,2.0533
1040.6,1.9358
1041.15,2.2042
1041.7,2.4389
1042.25,1.5617
1042.8,1.7345
1043.35,1.5659
1043.9,1.8904
1044.45,1.782
1045.0,1.7928
1045.55,1.6768
1046.1,1.833
1046.65,1.677
1047.2,1.7873
1047.75,1.8607
1048.3,1.8618
1048.85,1.4387
1049.4,1.4533
1049.95,1.8879
1050.5,1.9688
1051.05,2.2152
1051.6,1.8499
1052.15,1.709
1052.7,1.4719
1053.25,1.332
1053.8,1.7614
1054.35,2.3853
1054.9,2.405
1055.45,2.3373
1056.0,1.9031
1056.55,1.3677
1057.1,1.3347
1057.65,2.6245
1058.2,1.8879
1058.75,1.9474
1059.3,2.0196
1059.85,1.6832
1060.4,2.0022
1060.95,1.7671
1061.5,1.6824
1062.05,1.6354
1062.6,2.0796
1063.15,1.9018
1063.7,1.6913
1064.25,1.9174
1064.8,2.0535
1065.35,2.1873
1065.9,2.1073
1066.45,1.6956
1068.1,2.2737
1068.65,1.9659
1069.2,2.0464
1069.75,1.9094
1070.3,1.5902
1070.85,1.9497
1071.95,1.0685
1072.5,1.4369
1073.05,1.1059
1073.6,1.6555
1074.15,4.1724
1074.7,1.995
1075.25,2.0493
1075.8,1.5727
1076.9,1.5918
1077.45,1.5552
1078.0,2.3945
1078.55,1.6771
1079.1,1.4501
1079.65,1.6398
1080.2,1.2705
1080.75,1.8941
1081.3,1.6437
1081.85,1.9419
1082.4,2.3586
1082.95,2.1032
1083.5,1.5509
1084.05,1.3021
1084.6,1.3665
1085.15,1.25
1085.7,1.1025
1086.25,1.6317
1086.8,1.5398
1087.35,1.5973
1087.9,1.8465
1088.45,1.5604
1089.0,1.4342
1089.55,2.1357
1090.1,2.32
1090.65,2.0037
1091.2,1.6871
1091.75,1.5003
1092.3,1.0972
1092.85,1.9618
1093.4,2.0108
1093.95,1.8396
1094.5,1.5185
1095.05,1.4206
1095.6,1.5233
1096.15,1.4395
1096.7,1.4508
1097.25,1.5834
1097.8,1.8135
1098.35,1.6372
1098.9,1.593
1099.45,1.5293
1100.0,2.0269
1100.55,2.3806
1101.1,1.9077
1101.65,1.4052
1102.2,1.8071
1102.75,1.5314
1103.3,1.661
1103.85,1.9098
1104.4,1.6227
1104.95,1.8179
1105.5,1.5225
1106.05,1.5344
1106.6,1.4082
1107.15,1.5743
1107.7,1.294
1108.25,1.4808
1108.8,1.8212
1109.35,1.8952
1109.9,1.5844
1110.45,1.9082
1111.0,2.2025
1111.55,1.8735
1112.1,2.4315
1112.65,1.782
1113.2,1.6654
1113.75,1.0707
1114.3,1.219
1114.85,1.1377
1115.4,1.6763
1115.95,1.3978
1116.5,1.4969
1117.05,1.7542
1117.6,1.5589
1118.15,1.5548
1118.7,2.1367
1119.25,2.6324
1119.8,1.6135
1120.35,1.1141
1120.9,2.0422
1121.45,1.5663
1122.0,1.5729
1122.55,1.8088
1123.1,1.706
1123.65,1.5632
1124.2,0.9801
1124.75,1.6558
1125.3,1.1939
1125.85,1.3846
1126.4,2.4938
1126.95,1.0723
1127.5,1.2699
1128.05,1.3669
1128.6,1.5373
1129.15,1.2225
1129.7,1.3257
1130.25,1.4222
1130.8,1.2738
1131.35,1.312
1131.9,1.6706
1132.45,1.2374
1133.0,0.9029
1133.55,1.1724
1134.1,1.2315
1134.65,1.4365
1135.2,1.3656
1135.75,0.7143
1136.3,0.7936
1136.85,1.3305
1137.4,1.685
1137.95,1.747
1138.5,1.651
1139.05,1.9639
1139.6,2.0261
1140.15,1.6526
1140.7,1.6493
1141.25,2.3803
1141.8,2.2428
1142.35,2.3738
1142.9,2.0103
1143.45,1.6741
1144.0,1.3426
1144.55,1.8346
1145.1,1.7544
1145.65,1.2485
1146.2,1.352
1146.75,1.1071
1147.3,1.5743
1147.85,1.4586
1148.4,1.4342
1148.95,1.5001
1149.5,1.3165
1150.05,1.1794
1150.6,1.3041
1151.15,1.2931
1151.7,1.5515
1152.25,1.2856
1152.8,1.5688
1153.35,2.6076
1153.9,1.4601
1154.45,1.906
1155.0,1.6726
1155.55,1.6154
1156.1,1.5835
1156.65,1.1827
1157.2,1.7639
1157.75,1.6823
1158.3,1.6787
1158.85,1.8753
1159.4,1.6101
1159.95,1.7544
1160.5,1.04
1161.05,0.9164
1161.6,1.1883
1162.15,1.2148
1162.7,1.3839
1163.25,1.8538
1163.8,2.3178
1164.35,1.6026
1164.9,1.1631
1165.45,2.7438
1166.0,1.7401
1166.55,1.7957
1167.1,1.6958
1167.65,1.5755
1168.2,1.3943
1168.75,1.9039
1169.3,1.8738
1169.85,1.931
1170.4,1.5106
1170.95,2.0334
1171.5,1.8326
1172.05,1.6897
1172.6,1.9151
1173.15,1.9928
1173.7,1.9118
1174.25,1.7995
1174.8,1.8502
1175.35,1.7293
1175.9,1.6167
1176.45,1.2214
1177.0,1.6057
1177.55,1.4472
1178.1,2.0491
1178.65,1.7443
1179.2,2.0006
1179.75,2.2929
1180.3,2.1308
1180.85,1.9338
1181.4,1.8443
1181.95,1.8416
1182.5,1.811
1183.05,1.7237
1183.6,1.299
1184.15,1.5524
1184.7,1.6969
1185.25,2.1247
1185.8,1.6798
1186.35,2.4411
1186.9,1.6746
1187.45,1.5453
1188.0,1.4687
1188.55,1.7603
1189.1,1.1959
1189.65,1.3431
1190.2,1.667
1190.75,1.6404
1191.3,1.8486
1191.85,1.9104
1192.4,1.9935
1192.95,1.78
1193.5,1.2064
1194.05,1.0952
1194.6,1.1037
1195.15,1.0171
1195.7,1.2809
1196.25,1.6192
1196.8,1.2681
1197.35,1.4154
1197.9,1.8767
1198.45,2.5986
1199.0,1.8462
1199.55,1.9
1200.1,1.8357
1200.65,1.9756
1201.2,1.591
1201.75,1.7042
1202.3,1.69
1202.85,2.4034
1203.4,1.9514
1203.95,1.8216
1204.5,2.2183
1205.05,1.7987
1205.6,1.6168
1206.15,1.967
1206.7,1.3865
1207.25,1.4552
1207.8,2.4005
1208.35,2.4232
1208.9,2.0666
1209.45,2.0268
1210.0,1.9033
1210.55,1.3285
1211.1,1.3913
1211.65,1.4189
1212.2,1.1139
1212.75,1.5998
1213.3,1.6465
1213.85,1.6387
1214.4,2.2002
1214.95,1.9595
1215.5,3.1657
1216.05,2.002
1216.6,1.7537
1217.15,2.0368
1217.7,1.6864
1218.25,1.8292
1218.8,2.4085
1219.35,1.8185
1219.9,2.4216
1220.45,1.9372
1221.0,1.8662
1221.55,2.1532
1222.1,1.8531
1222.65,1.7243
1223.2,1.8229
1223.75,1.9349
1224.3,1.9459
1224.85,4.6388
1225.4,1.908
1225.95,1.6429
1226.5,1.355
1227.05,1.56
1227.6,2.0593
1228.15,2.414
1228.7,1.7886
1229.25,1.158
1229.8,2.0206
1230.35,1.9486
1230.9,1.9024
1231.45,1.6471
1232.0,3.1637
1232.55,1.8854
1233.1,2.2469
1233.65,2.5091
1234.2,2.2796
1234.75,2.2955
1235.3,1.4912
1235.85,1.3755
1236.4,1.7229
1236.95,2.168
1237.5,1.9916
1238.05,1.9505
1238.6,1.986
1239.15,2.0709
1239.7,2.2242
1240.25,2.0703
1240.8,1.9487
1241.35,1.6885
1241.9,2.181
1242.45,1.8898
1243.0,1.4111
1243.55,1.675
1244.1,1.5917
1244.65,1.8413
1245.2,1.6918
1245.75,1.9273
1246.3,1.5212
1246.85,1.6039
1247.4,1.2317
1247.95,1.2098
1248.5,1.2099
1249.05,1.6039
1249.6,1.3069
1250.15,1.1412
1250.7,1.4648
1251.25,1.5406
1251.8,3.059
1252.35,1.6611
1252.9,1.8621
1253.45,1.6312
1254.0,1.6296
1254.55,1.517
1255.1,2.0964
1255.65,1.953
1256.2,2.0246
1256.75,2.0102
1257.3,2.3102
1257.85,1.8014
1258.4,1.4452
1258.95,2.4693
1259.5,2.5086
1260.05,1.9105
1260.6,1.9989
1261.15,2.2022
1261.7,2.4992
1262.25,3.0505
1262.8,1.8246
1263.35,1.9078
1263.9,1.9992
1264.45,2.1218
1265.0,2.2082
1265.55,1.7046
1266.1,1.7921
1266.65,1.9563
1267.2,1.7047
1267.75,2.9022
1268.3,2.5224
1268.85,2.6928
1269.4,3.6905
1269.95,2.1211
1270.5,1.8589
1271.05,1.6348
1271.6,1.9787
1272.15,1.9072
1272.7,2.0686
1273.25,2.1017
1273.8,1.8553
1274.35,1.6885
1274.9,1.5707
1275.45,1.4658
1276.0,1.7515
1276.55,2.2388
1277.1,1.9533
1277.65,2.1955
1278.2,1.4265
1278.75,1.1296
1279.3,1.8579
1279.85,1.5956
1280.4,2.2208
1280.95,2.228
1281.5,1.6638
1282.05,2.1355
1282.6,2.464
1283.15,2.1383
1283.7,1.8317
1284.25,2.5959
1284.8,1.9997
1285.35,1.7828
1285.9,1.6406
1286.45,1.6752
1287.0,1.9122
1287.55,1.9128
1288.1,2.2071
1288.65,1.7653
1289.2,1.7365
1289.75,2.3576
1290.3,1.6166
1290.85,2.2171
1291.4,1.6012
1291.95,1.6023
1292.5,2.334
1293.05,1.8837
1293.6,1.9141
1294.15,2.5018
1294.7,1.4416
1295.25,2.1668
1295.8,2.3059
1296.35,2.6855
1296.9,2.8268
1297.45,2.2266
1298.0,2.3442
1298.55,2.2603
1299.1,2.5041
1299.65,1.5753
1300.2,1.8514
1300.75,1.0542
1301.3,1.2022
1301.85,1.0142
1302.4,1.4683
1302.95,1.1298
1303.5,1.1039
1304.05,1.1052
1304.6,1.6608
1305.15,1.1435
1305.7,1.1182
1306.25,1.2091
1306.8,1.4855
1307.35,1.4763
1307.9,1.2126
1308.45,0.896
1309.0,1.2019
1309.55,1.3235
1310.1,0.9444
1310.65,1.2762
1311.2,1.1144
1311.75,1.6252
1312.3,1.3461
1312.85,1.3899
1313.4,1.2343
1313.95,1.1262
1314.5,1.1079
1315.05,1.4728
1315.6,1.5135
1316.15,1.3005
1316.7,1.2375
1317.25,1.6565
1317.8,1.3544
1318.35,1.1125
1318.9,1.5065
1319.45,1.2981
1320.0,1.3343
1320.55,1.1759
1321.1,1.1716
1321.65,1.2324
1322.2,1.5213
1322.75,1.1248
1323.3,1.5951
1323.85,1.2457
1324.4,1.1919
1324.95,1.1567
1325.5,0.8637
1326.05,1.4581
1326.6,1.4256
1327.15,1.366
1327.7,1.0732
1328.25,1.58
1328.8,1.3835
1329.35,0.9806
1329.9,1.3342
1330.45,0.9538
1331.0,1.1453
1331.55,1.5247
1332.1,1.7291
1332.65,1.2342
1333.2,0.7564
1333.75,1.5629
1334.3,1.5482
1334.85,1.5451
1335.4,1.6297
1335.95,1.5676
1336.5,1.9337
1337.05,1.6597
1337.6,1.3859
1338.15,1.1119
1338.7,1.3135
1339.25,1.8836
1339.8,1.6303
1340.35,2.2452
1340.9,1.6139
1341.45,1.4264
1342.0,1.3501
1342.55,1.7459
1343.1,1.5528
1343.65,1.3868
1344.2,1.0408
1344.75,1.1691
1345.3,1.5098
1345.85,1.1263
1346.4,2.4723
1346.95,1.3931
1347.5,0.9717
1348.05,1.3305
1348.6,1.2425
1349.15,1.3812
1349.7,1.3175
1350.25,1.673
1350.8,1.287
1351.35,1.2539
1351.9,1.0547
1352.45,1.3332
1353.0,1.2635
1353.55,1.3406
1354.1,2.0431
1354.65,3.0548
1355.2,1.4754
1355.75,1.3875
1356.3,1.302
1356.85,1.5782
1357.4,1.3035
1357.95,1.46
1358.5,1.5303
1359.05,1.8929
1359.6,1.7884
1360.15,1.2187
1360.7,1.632
1361.25,2.2074
1361.8,1.6308
1362.35,2.0437
1362.9,1.9989
1363.45,1.2472
1364.0,1.3396
1364.55,1.3591
1365.1,1.3357
1365.65,1.4596
1366.2,1.6622
1366.75,1.3536
1367.3,1.8114
1367.85,1.6835
1368.4,2.6345
1368.95,3.0753
1369.5,1.1875
1370.05,1.5002
1370.6,1.8066
1371.15,1.5406
1371.7,1.8849
1372.25,1.6904
1372.8,1.601
1373.35,1.1709
1373.9,1.0866
1374.45,1.8429
1375.0,1.9925
1375.55,1.9612
1376.1,1.8765
1376.65,1.2236
1377.2,1.244
1377.75,1.6844
1378.3,1.6883
1378.85,2.1429
1379.4,1.8668
1379.95,4.7018
1380.5,3.0379
1381.05,1.0075
1381.6,1.2694
1382.15,1.1739
1382.7,1.5064
1383.25,1.6266
1383.8,0.9293
1384.35,1.2798
1384.9,2.0784
1385.45,2.5951
1386.0,2.2153
1386.55,1.7749
1387.1,1.542
1387.65,1.5751
1388.2,2.1099
1388.75,1.1426
1389.3,1.5309
1389.85,1.4884
1390.4,2.0643
1390.95,1.5818
1391.5,1.5074
1392.05,1.4405
1392.6,1.3873
1393.15,1.1627
1393.7,1.2679
1394.25,1.9295
1394.8,1.8366
1395.35,1.4054
1395.9,1.3206
1396.45,1.3989
1397.0,1.5047
1397.55,1.29
1398.1,1.6387
1398.65,1.3475
1399.2,1.654
1399.75,1.8297
1400.3,1.6254
1400.85,0.9803
1401.4,1.8491
1401.95,1.6407
1402.5,1.5754
1403.05,1.1175
1403.6,1.8601
1404.15,3.2164
1404.7,1.4498
1405.25,1.6068
1405.8,2.0131
1406.35,1.3068
1406.9,0.8372
1407.45,1.162
1408.0,1.3691
1408.55,1.7706
1409.1,1.5908
1409.65,1.6318
1410.2,1.1418
1410.75,1.2884
1411.3,1.3659
1411.85,0.587
1412.4,0.7599
1412.95,1.1916
1413.5,1.6682
1414.05,2.5254
1414.6,2.2134
1415.15,1.5137
1415.7,1.2884
1416.25,1.1721
1416.8,1.4186
1417.35,1.0644
1417.9,1.3566
1418.45,1.956
1419.0,1.0264
1419.55,1.0685
1420.1,1.2105
1420.65,1.4329
1421.2,1.5009
1421.75,1.3918
1422.3,1.1301
1422.85,1.3472
1423.4,1.5716
1423.95,1.6813
1424.5,1.6863
1425.05,2.5627
1425.6,1.8246
1426.15,2.5079
1426.7,1.5976
1427.25,2.4139
1427.8,1.5494
1428.35,1.3755
1428.9,1.386
1429.45,1.8004
1430.0,1.5433
1430.55,1.75
1431.1,1.5128
1431.65,1.9105
1432.2,2.3433
1432.75,1.9833
1433.3,1.614
1433.85,1.462
1434.4,1.6738
1434.95,2.3266
1435.5,1.5122
1436.05,2.2404
1436.6,1.6704
1437.15,1.916
1437.7,2.3417
1438.25,2.7704
1438.8,2.27
1439.35,1.1433
1439.9,1.6827
1440.45,1.2898
1441.0,0.6454
1441.55,1.3553
1442.1,1.2531
1442.65,1.6814
1443.2,1.0675
1443.75,1.4385
1444.3,0.919
1444.85,1.076
1445.4,0.8245
1445.95,2.5425
1446.5,1.9657
1447.05,1.2883
1447.6,1.7771
1448.15,0.7862
1448.7,1.8181
1449.25,1.911
1449.8,1.9167
1450.35,2.2982
1450.9,1.6135
1451.45,1.5065
1452.0,2.3899
1452.55,2.9845
1453.1,1.6697
1453.65,1.3536
1454.2,1.5156
1454.75,1.7475
1455.3,1.85
1455.85,1.235
1456.4,1.8416
1456.95,2.1065
1457.5,1.7571
1458.05,1.8442
1458.6,1.8708
1459.15,2.7906
1459.7,3.1452
1460.25,1.863
1460.8,2.8441
1461.35,3.2412
1461.9,2.6566
1462.45,2.5057
1463.0,1.9785
1463.55,1.1846
1464.1,1.4491
1464.65,2.0631
1465.2,1.5238
1465.75,0.8919
1466.3,1.6466
1466.85,2.5098
1467.4,1.839
1467.95,1.7954
1468.5,1.7249
1469.05,1.9641
1469.6,1.5695
1470.15,1.4459
1470.7,1.3299
1471.25,1.2879
1471.8,1.517
1472.35,1.5207
1472.9,1.2428
1473.45,1.3407
1474.0,2.0376
1474.55,1.2222
1475.1,1.8376
1475.65,2.1667
1476.2,2.1719
1476.75,1.6257
1477.3,2.0879
1477.85,1.8317
1478.4,1.9718
1478.95,1.7878
1479.5,1.6608
1480.05,1.8291
1480.6,1.8705
1481.15,2.6859
1481.7,2.074
1482.25,2.5594
1482.8,2.6995
1483.35,3.2225
1483.9,2.7556
1484.45,1.9226
1485.0,2.0703
1485.55,1.3974
1486.1,1.8541
1486.65,1.36
1487.2,2.0992
1487.75,1.7829
1488.3,2.0378
1488.85,1.921
1489.4,1.8163
1489.95,2.0536
1490.5,1.8875
1491.05,2.5779
1491.6,2.3062
1492.15,2.5134
1492.7,2.9196
1493.25,1.6409
1493.8,2.0476
1494.35,1.9646
1494.9,1.8121
1495.45,1.7693
1496.0,2.5821
1496.55,1.9374
1497.1,2.1167
1497.65,2.326
1498.2,2.1389
1498.75,2.0201
1499.3,2.2592
1499.85,3.6169
1500.4,2.388
1500.95,2.1878
1501.5,2.1129
1502.05,2.7053
1502.6,2.4999
1503.15,2.0561
1503.7,2.3944
1504.25,2.7816
1504.8,2.005
1505.35,3.4616
1505.9,3.0581
1506.45,2.6562
1507.0,1.7483
1507.55,1.9096
1508.1,2.6265
1508.65,2.4679
1509.2,2.1694
1509.75,1.3421
1510.3,1.964
1510.85,2.1656
1511.4,2.7226
1511.95,3.116
1514.15,1.6555
1514.7,2.2589
1515.25,1.3401
1515.8,1.7716
1516.35,1.5547
1516.9,2.8574
1517.45,1.588
1518.0,1.85
1519.65,2.1631
1520.2,2.0713
1520.75,2.792
1521.3,1.8229
1521.85,1.2221
1522.4,1.7167
1522.95,1.4582
1523.5,1.3115
1524.05,1.4763
1524.6,1.6425
1525.15,2.0338
1525.7,2.1588
1526.25,1.481
1526.8,1.462
1527.35,1.3464
1527.9,1.7688
1528.45,3.0039
1529.0,3.0395
1529.55,3.3329
1530.1,2.575
1530.65,2.3944
1531.2,1.4792
1531.75,1.5923
1532.3,2.2713
1532.85,1.8312
1533.4,1.5525
1533.95,1.5393
1534.5,1.9029
1535.05,1.7594
1535.6,1.5406
1536.15,2.5594
1536.7,1.8326
1537.25,1.6302
1537.8,2.3953
1538.35,1.5889
1538.9,4.7234
1539.45,1.6593
1540.0,1.9589
1540.55,1.9425
1541.1,2.2046
1541.65,1.9554
1542.2,2.2815
1542.75,2.2235
1543.3,2.0608
1543.85,1.6301
1544.4,2.5534
1544.95,2.0824
1545.5,2.008
1546.05,1.6333
1546.6,2.2017
1547.15,1.7805
1547.7,1.862
1548.25,1.8456
1548.8,1.5805
1549.35,1.9739
1549.9,1.982
1550.45,2.5687
1551.0,1.8126
1551.55,2.3699
1552.1,1.8013
1552.65,1.6349
1553.2,1.6166
1553.75,2.2662
1554.3,2.1323
1554.85,1.8491
1555.4,1.4065
1555.95,1.4202
1556.5,2.2919
1557.05,2.0811
1557.6,1.0768
1558.15,1.7326
1558.7,1.4472
1559.25,1.6475
1559.8,1.9601
1560.35,1.9204
1560.9,1.6417
1561.45,2.1421
1562.0,2.1571
1562.55,2.3512
1563.1,2.8188
1563.65,2.2964
1564.2,2.5318
1564.75,2.2988
1565.3,1.8818
1565.85,1.6218
1566.4,1.8404
1566.95,2.1472
1567.5,1.5271
1568.05,1.3761
1568.6,1.409
1569.15,1.5134
1569.7,1.628
1570.25,1.7672
1570.8,1.6658
1571.35,1.9729
1571.9,1.7311
1572.45,1.7478
1573.0,2.5594
1573.55,1.942
1574.1,1.7782
1574.65,2.5665
1575.2,1.285
1575.75,1.6256
1576.3,1.5099
1576.85,1.5211
1577.4,1.9013
1577.95,1.4786
1578.5,1.3461
1579.05,1.6319
1579.6,1.6724
1580.15,2.1525
1580.7,1.9073
1581.25,1.4515
1581.8,1.8412
1582.35,1.7871
1582.9,2.2887
1583.45,2.8962
1584.0,2.6947
1584.55,2.4689
1585.1,1.8513
1585.65,1.8608
1586.2,1.5538
1586.75,1.7639
1587.3,1.7406
1587.85,1.957
1588.4,2.561
1588.95,1.4906
1589.5,1.5521
1590.05,1.3724
1590.6,2.1494
1591.15,2.5207
1591.7,2.0588
1592.25,2.4824
1592.8,3.3848
1593.35,3.4806
1593.9,1.9483
1594.45,2.3031
1595.0,2.3868
1595.55,2.7163
1596.1,2.5912
1596.65,2.4889
1597.2,1.9074
1597.75,1.4725
1598.3,2.2783
1598.85,3.7659
1599.4,1.7682
1599.95,1.9548
1600.5,2.1214
1601.05,1.769
1601.6,1.6512
1602.15,1.562
1602.7,2.0901
1603.25,2.7531
1603.8,2.6086
1604.35,2.162
1604.9,2.206
1605.45,1.8378
1606.0,1.7464
1606.55,2.2027
1607.1,1.4904
1607.65,1.6011
1608.2,1.9077
1608.75,1.8151
1609.3,2.2195
1609.85,2.1616
1610.4,1.5519
1610.95,2.1765
1611.5,2.4242
1612.05,2.1116
1612.6,1.5589
1613.15,1.1184
1613.7,1.2838
1614.25,1.7202
1614.8,2.7682
1615.35,2.9722
1615.9,2.2437
1616.45,1.0562
1617.0,1.4447
1617.55,0.8472
1618.1,1.7613
1618.65,1.2725
1619.2,1.6475
1619.75,1.4402
1620.3,1.7646
1620.85,1.2128
1621.4,0.974
1621.95,1.4627
1622.5,0.933
1623.05,0.8801
1623.6,0.3998
1624.15,0.2178
1624.7,0.006
1625.25,0.0045
1625.8,0.004
1626.35,0.004
1626.9,0.0033
1627.45,0.0068
1628.0,0.0187
1628.55,0.0037
1629.1,0.0029
1629.65,0.0037
1630.2,0.0027
1630.75,0.0042
1631.3,0.0044
1631.85,0.0026
1632.4,0.002
1632.95,0.0176
1633.5,0.0703
1634.05,0.1056
1634.6,0.1233
1635.15,0.0021
1635.7,0.0021
1636.25,0.0018
1636.8,0.0021
1637.35,0.0035
1637.9,0.0019
1638.45,0.0024
1639.0,0.1162
1639.55,0.0349
1640.1,0.0023
1640.65,0.0027
1641.2,0.1167
1641.75,0.0034
1642.3,0.0026
1642.85,0.002
1643.4,0.0016
1643.95,0.002
1644.5,0.0024
1645.05,0.0023
1645.6,0.0022
1646.15,0.0021
1646.7,0.0017
1647.25,0.003
1647.8,0.0015
1648.35,0.0014
1648.9,0.0022
1649.45,0.0016
1650.0,0.0014
1650.55,0.0174
1651.1,0.0023
1651.65,0.0017
1652.2,0.0018
1652.75,0.1339
1653.3,0.003
1653.85,0.0022
1654.4,0.0017
1654.95,0.0016
1655.5,0.0015
1656.05,0.0018
1656.6,0.0014
1657.15,0.1031
1657.7,0.0013
1658.25,0.0016
1658.8,0.0019
1659.35,0.0022
1659.9,0.0093
1660.45,0.0412
1661.0,0.0594
1661.55,0.5005
1662.1,0.6392
1662.65,0.5882
1663.2,3.2645
1663.75,0.6552
1664.3,1.0866
1664.85,1.1528
1665.4,0.811
1665.95,1.146
1666.5,2.6092
1667.05,0.5926
1667.6,1.0032
1668.15,2.8838
1668.7,0.9085
1669.25,0.4753
1669.8,0.1221
1670.35,0.1169
1670.9,0.5967
1671.45,0.1968
1672.0,0.1423
1672.55,0.0938
1673.1,0.0404
1673.65,0.0034
1674.2,0.0045
1674.75,0.0472
1675.3,0.0025
1675.85,0.6054
1676.4,0.1211
1676.95,0.0674
1677.5,0.8283
1678.05,0.1133
1678.6,0.1994
1679.15,0.167
1679.7,0.3994
1680.25,1.1775
1680.8,0.8529
1681.35,0.7122
1681.9,0.2654
1682.45,0.5762
1683.0,0.3871
1683.55,0.1154
1684.1,0.4646
1684.65,0.3867
1685.2,0.3867
1685.75,0.3595
1686.3,0.3635
1686.85,0.9076
1687.4,1.2637
1687.95,0.8015
1688.5,0.7523
1689.05,1.97
1689.6,0.8394
1690.15,1.2527
1690.7,1.7234
1691.25,1.5024
1691.8,2.1536
1692.35,1.8327
1692.9,1.4882
1693.45,2.5267
1694.0,3.4985
1694.55,3.442
1695.1,2.2941
1695.65,3.9447
1696.2,3.801
1696.75,0.8913
1697.3,1.2821
1697.85,0.9638
1698.4,0.3599
1698.95,0.3355
1699.5,0.5422
1700.05,1.0098
1700.6,0.651
1701.15,0.9484
1701.7,0.3625
1702.25,0.4224
1702.8,0.4403
1703.35,0.6408
1703.9,0.7216
1704.45,0.414
1705.0,1.4344
1705.55,0.9727
1706.1,1.9134
1706.65,0.4589
1707.2,0.2248
1707.75,0.5486
1708.3,0.701
1708.85,1.0937
1709.4,1.115
1709.95,0.637
1710.5,0.6763
1711.05,0.3824
1711.6,1.0323
1712.15,0.6247
1712.7,0.7332
1713.25,1.4252
1713.8,0.7442
1714.35,0.6867
1714.9,0.0987
1715.45,0.0021
1716.0,0.0034
1716.55,0.4998
1717.1,1.1429
1717.65,0.5106
1718.2,0.4153
1718.75,1.3577
1719.3,0.6749
1719.85,0.9731
1720.4,1.3986
1720.95,1.1098
1721.5,1.971
1722.05,2.0248
1722.6,2.1087
1723.15,0.8482
1723.7,1.1546
1724.25,1.5461
1724.8,1.7338
1725.35,2.3119
1725.9,1.9485
1726.45,2.0904
1727.0,1.8312
1727.55,2.3548
1728.1,2.3867
1728.65,2.7386
1729.2,1.2979
1729.75,1.835
1730.3,2.2952
1730.85,1.7264
1731.4,1.7194
1731.95,1.7078
1732.5,1.836
1733.05,1.0818
1733.6,1.6788
1734.15,1.5113
1734.7,1.2688
1735.25,1.6003
1735.8,0.9852
1736.35,1.1877
1736.9,0.8379
1737.45,1.0586
1738.0,0.9213
1738.55,2.0993
1739.1,1.5552
1739.65,1.6067
1740.2,1.5884
1740.75,1.6102
1741.3,1.3837
1741.85,2.1269
1742.4,1.7203
1742.95,1.4803
1743.5,1.1608
1744.05,1.5304
1744.6,1.0794
1745.15,1.1039
1745.7,0.8488
1746.25,0.6129
1746.8,0.6856
1747.35,0.7989
1747.9,0.6666
1748.45,0.5347
1749.0,1.0477
1749.55,1.6294
1750.1,1.0313
1750.65,0.2188
1751.2,0.6122
1751.75,0.5097
1752.3,0.1897
1752.85,0.0213
1753.4,0.3584
1753.95,0.0022
1754.5,0.0281
1755.05,0.3166
1755.6,0.0041
1756.15,0.0897
1756.7,0.0034
1757.25,0.0031
1757.8,0.0028
1758.35,0.1488
1758.9,0.0029
1759.45,0.0029
1760.0,0.0171
1760.55,0.002
1761.1,0.0027
1761.65,0.0027
1762.2,0.0027
1762.75,0.0035
1763.3,0.0035
1763.85,0.012
1764.4,0.0091
1764.95,0.0074
1765.5,0.0019
1766.05,0.0018
1766.6,0.0019
1767.15,0.003
1767.7,0.0032
1768.25,0.0048
1768.8,0.0017
1769.35,0.1226
1769.9,0.0028
1770.45,0.0018
1771.0,0.0013
1771.55,0.0011
1772.1,0.0028
1772.65,0.0026
1773.2,0.0028
1773.75,0.0021
1774.3,0.0018
1774.85,0.002
1775.4,0.104
1775.95,0.0024
1776.5,0.0022
1777.05,0.0019
1777.6,0.0023
1778.15,0.0831
1778.7,0.0012
1779.25,0.0359
1779.8,0.0018
1780.35,0.0026
1780.9,0.0027
1781.45,0.0029
1782.0,0.003
1782.55,0.0022
1783.1,0.002
1783.65,0.0019
1784.2,0.0026
1784.75,0.0025
1785.3,0.0023
1785.85,0.0017
1786.4,0.0032
1786.95,0.0032
1787.5,0.0032
1788.05,0.0024
1788.6,0.0024
1789.15,0.0022
1789.7,0.0025
1790.25,0.0026
1790.8,0.0021
1791.35,0.0023
1791.9,0.0026
1792.45,0.0027
1793.0,0.0429
1793.55,0.0016
1794.1,0.0012
1794.65,0.0022
1795.2,0.0023
1795.75,0.0018
1796.3,0.1104
