#depth	age	sigma_age	air_age	sigma_air_age	deporate	sigma_deporate	thinning	sigma_thinning	LID	sigma_LID	delta_depth	sigma_delta_depth	deporate_model	sigma_deporate_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
0.000000000000000000e+00	-5.514534886595720309e+01	5.022226901019165801e+00	nan	nan	9.243344068394457325e-02	1.877673158023829107e-03	1.013423895444952594e+00	5.895273719358848363e-02	nan	nan	nan	nan	9.150808100000000500e-02	1.999999999999999556e-01	1.000000000000000000e+00	5.712512507888843280e-03	7.192771428571430192e+01	2.377570615029681034e-01	2.399627469511055600e-01	1.226704753471320221e-02	nan	nan
1.000000000000000000e+00	-5.097803534456399177e+01	5.030630323329472908e+00	nan	nan	9.239404570151568685e-02	1.810615106221709391e-03	1.001499873843519905e+00	6.043663618041403979e-03	nan	nan	nan	nan	9.150808100000000500e-02	1.999999999999999556e-01	1.000000000000000000e+00	9.712655298092006534e-03	7.192771428571430192e+01	2.377602564861991952e-01	2.306338952517643370e-01	3.987046620885914897e-03	nan	nan
2.000000000000000000e+00	-4.664215921972821377e+01	5.035286891432006584e+00	nan	nan	9.232666791112095761e-02	1.697182469264351323e-03	1.001533340972925679e+00	6.175073425392852561e-03	nan	nan	nan	nan	9.150808099999999112e-02	1.999999999999999556e-01	1.000000000000000000e+00	9.929891236016140377e-03	7.192771428571430192e+01	2.378129262325687776e-01	2.508089296243972699e-01	3.995495098121950618e-03	nan	nan
3.000000000000000000e+00	-4.265506034929499179e+01	5.040068774369505178e+00	nan	nan	9.226028689768614455e-02	1.587249455499087011e-03	1.001544067315043751e+00	6.214614635019355925e-03	nan	nan	nan	nan	9.150808100000001888e-02	1.999999999999999556e-01	1.000000000000000000e+00	1.000000000000000021e-02	7.192771428571430192e+01	2.378613255299231177e-01	2.367055434361283739e-01	3.459692301350254968e-03	nan	nan
4.000000000000000000e+00	-3.843040221293057357e+01	5.045422064994815159e+00	nan	nan	9.218826937146046285e-02	1.470472718711331997e-03	1.001543954132138703e+00	6.211513052748488840e-03	nan	nan	nan	nan	9.150808100000001888e-02	1.999999999999999556e-01	1.000000000000000000e+00	1.000000000000000021e-02	7.192771428571430192e+01	2.379125722308784441e-01	2.128659454314495436e-01	2.810804095008698905e-03	nan	nan
5.000000000000000000e+00	-3.373260991001833986e+01	5.051464091499478393e+00	nan	nan	9.210968250438164584e-02	1.346741083396397250e-03	1.001543833326202781e+00	6.208311448163373811e-03	nan	nan	nan	nan	9.150808099999996337e-02	1.999999999999999833e-01	1.000000000000000000e+00	1.000000000000000021e-02	7.192771428571430192e+01	2.379695137390357706e-01	1.978465396369088747e-01	2.308961240234608248e-03	nan	nan
6.000000000000000000e+00	-2.867818741753898593e+01	5.057789040599587338e+00	nan	nan	9.202548929901259445e-02	1.219711102416277775e-03	1.001543712873092851e+00	6.203479410833966264e-03	nan	nan	nan	nan	9.150808100000007439e-02	1.999999999999999833e-01	1.000000000000000000e+00	1.000000000000000021e-02	7.192771428571430192e+01	2.380307256962083395e-01	1.847748646408374773e-01	1.854678028953368578e-03	nan	nan
7.000000000000000000e+00	-2.326619590049047304e+01	5.064051703019579520e+00	nan	nan	9.193759477209058339e-02	1.095240639423643953e-03	1.001543594138979199e+00	6.200244406884149358e-03	nan	nan	nan	nan	9.150808099999996337e-02	1.999999999999999833e-01	1.000000000000000000e+00	1.000000000000000021e-02	7.192771428571430192e+01	2.380962081023961507e-01	1.806720476886738147e-01	1.509157034164217148e-03	nan	nan
8.000000000000000000e+00	-1.773130540252503096e+01	5.069618457173034720e+00	nan	nan	9.184600967928950588e-02	9.776896995994490205e-04	1.001543477204947852e+00	6.197457548341384417e-03	nan	nan	nan	nan	9.150808099999996337e-02	1.999999999999999833e-01	1.000000000000000000e+00	1.000000000000000021e-02	7.192771428571430192e+01	2.381631135539981903e-01	1.696627907735344387e-01	1.126266980726301067e-03	nan	nan
9.000000000000000000e+00	-1.183726113129293367e+01	5.074336202154648312e+00	nan	nan	9.174980194276023682e-02	8.728682047173979327e-04	1.001543354390245222e+00	6.192830267503666650e-03	nan	nan	nan	nan	9.150808100000007439e-02	1.999999999999999833e-01	1.000000000000000000e+00	1.000000000000000021e-02	7.192771428571430192e+01	2.382342894546154444e-01	1.629655849795036693e-01	8.030363266058202160e-04	nan	nan
1.000000000000000000e+01	-5.700996225265257067e+00	5.077678842596647257e+00	nan	nan	9.165181130090679917e-02	7.933615959605416811e-04	1.001543230743242585e+00	6.189181765502870490e-03	nan	nan	nan	nan	9.150808100000018541e-02	1.999999999999999833e-01	1.000000000000000000e+00	1.000000000000000021e-02	7.192771428571430192e+01	2.383083127588337402e-01	1.627915143451154067e-01	5.585798397589303819e-04	nan	nan
