#created from Kadens firn model
depth	LID	rel_unc
922.44	68.17912356688655	0.2
925.3	68.14820932523571	0.2
928.38	68.18072285028764	0.2
931.525	68.18244943526975	0.2
934.557	68.10733759408022	0.2
937.645	68.21619234158491	0.2
940.645	68.36968237004913	0.2
943.925	68.40439852210058	0.2
946.925	68.34839916631677	0.2
949.97	68.35364533663845	0.2
953.03	68.23482546541815	0.2
955.945	68.00650599423818	0.2
958.94	67.86046583441707	0.2
961.86	67.7216634966813	0.2
964.939	67.7834962360313	0.2
968.06	67.69657357043108	0.2
971.11	67.46735398579969	0.2
974.09	67.17735177152286	0.2
977.106	67.07759369819264	0.2
980.16	67.12698403093874	0.2
983.175	67.22827196116003	0.2
986.24	67.26414991050834	0.2
989.105	67.21848372430014	0.2
992.05	67.32282486256368	0.2
994.85	67.32345212712498	0.2
997.88	67.2754075483481	0.2
1000.83	67.26975389174208	0.2
1003.59	67.30358963537185	0.2
1006.57	67.3187210412116	0.2
1009.37	67.32445436359501	0.2
1012.33	67.36981553307126	0.2
1015.11	67.43294867476772	0.2
1018.05	67.47121092834868	0.2
1020.82	67.49230210564662	0.2
1023.62	67.5771812631442	0.2
1026.5	67.8107123659846	0.2
1029.41	68.00443274230418	0.2
1032.21	68.17847682585689	0.2
1034.92	68.43807264549	0.2
1037.66	68.54545077365646	0.2
1040.38	68.48493508716959	0.2
1043.29	68.3411813862731	0.2
1046.11	68.17422911518153	0.2
1049.1	67.90114820622118	0.2
1051.86	67.63471710703837	0.2
1054.51	67.48124869589955	0.2
1057.28	67.37031592505033	0.2
1060.07	67.21596476875996	0.2
1062.69	67.06396330401715	0.2
1065.35	67.06847285230724	0.2
1068.03	67.13648660432389	0.2
1070.74	67.19406038627815	0.2
1073.48	67.17096344865416	0.2
1076.17	67.19079077675798	0.2
1078.91	67.23842378346397	0.2
1081.39	67.24097551407368	0.2
1084.13	67.28045588040362	0.2
1086.63	67.30573219693756	0.2
1089.14	67.34765398125492	0.2
1091.67	67.39587354867257	0.2
1094.22	67.45861261321807	0.2
1096.69	67.4795866059302	0.2
1099.17	67.49461979163547	0.2
1101.69	67.58328541504152	0.2
1104.37	67.58187452901286	0.2
1107.09	67.54479895161367	0.2
1109.63	67.46687604551944	0.2
1112.28	67.39605080966275	0.2
1114.93	67.42225246150996	0.2
1117.57	67.49799268408819	0.2
1120.23	67.46359105811455	0.2
1122.84	67.43849255145983	0.2
1125.56	67.62033567704779	0.2
1128.3	67.85325862101983	0.2
1130.95	68.0187970121999	0.2
1133.58	68.1476489092372	0.2
1136.08	68.2583976432923	0.2
1138.62	68.29527148490891	0.2
1141.04	68.15743972024474	0.2
1143.53	67.94133927398389	0.2
1146.05	67.6806303638023	0.2
1148.87	67.43577678906865	0.2
1151.52	67.43696533271111	0.2
1153.94	67.5011778877356	0.2
1156.52	67.5337335263447	0.2
1158.96	67.68041915240278	0.2
1161.36	67.93363474937539	0.2
1163.83	68.04852179176439	0.2
1166.49	68.01428009828342	0.2
1168.97	67.97053505775202	0.2
1171.58	67.80618617140692	0.2
1174.18	67.642793053744	0.2
1176.83	67.62582102479485	0.2
1179.33	67.64033783619428	0.2
1181.83	67.66658947474099	0.2
1184.38	67.77321208531012	0.2
1186.84	67.83868712012386	0.2
1189.35	67.78370922938393	0.2
1191.89	67.7404387684962	0.2
1194.43	67.74051120124747	0.2
1196.95	67.75012263886082	0.2
1199.57	67.64204171172781	0.2
1202.12	67.57763620433862	0.2
1204.63	67.57674551722273	0.2
1207.21	67.52885639204891	0.2
1209.64	67.42876974428117	0.2
1212.21	67.30748871136291	0.2
1214.73	67.17323737981529	0.2
1217.17	67.05945253674608	0.2
1219.59	66.99542179870427	0.2
1222.09	66.81546615097214	0.2
1224.47	66.68252940880122	0.2
1226.86	66.7025348457622	0.2
1229.15	66.59725020985708	0.2
1231.52	66.46587082123007	0.2
1233.91	66.5639633178182	0.2
