#depth	age	sigma_age	air_age	sigma_air_age	deporate	sigma_deporate	thinning	sigma_thinning	LID	sigma_LID	delta_depth	sigma_delta_depth	deporate_model	sigma_deporate_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
0.000000000000000000e+00	-5.120747372118297847e+01	4.645114870527322637e+00	nan	nan	1.056438827717083306e-01	2.480154241202173898e-02	1.017966890912059386e+00	1.612198787465741745e-01	nan	nan	nan	nan	9.427876500000001436e-02	2.000000000000000111e-01	9.999221021244875107e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	2.787252129830732339e-01	4.453240897943414739e-02	nan	nan
1.000000000000000000e+00	-4.761971074381383318e+01	4.224470950836252570e+00	nan	nan	1.048660656794288687e-01	2.288504160002444512e-02	1.016847320172311830e+00	1.532488707411291395e-01	nan	nan	nan	nan	9.427876500000001436e-02	2.000000000000000111e-01	9.997663063734625322e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	2.705188315314053793e-01	3.959950241296568418e-02	nan	nan
2.000000000000000000e+00	-4.392311042087510486e+01	3.855731384866265099e+00	nan	nan	1.040773361362644089e-01	2.096456758098157527e-02	1.015728956082668111e+00	1.453129372422043430e-01	nan	nan	nan	nan	9.427876500000004212e-02	2.000000000000000111e-01	9.996105106224375536e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	2.625892160029799638e-01	3.487327234678182231e-02	nan	nan
3.000000000000000000e+00	-4.011488091616973861e+01	3.541672481024058072e+00	nan	nan	1.032779050414698307e-01	1.904443979611851814e-02	1.014611797362618084e+00	1.374148632132016490e-01	nan	nan	nan	nan	9.427876499999998661e-02	2.000000000000000111e-01	9.994547148714125751e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	2.549263948458195261e-01	3.035896135820206551e-02	nan	nan
4.000000000000000000e+00	-3.619218001026784037e+01	3.282589352378515013e+00	nan	nan	1.024679985216663258e-01	1.713042117294323596e-02	1.013495842732993646e+00	1.295581454968783852e-01	nan	nan	nan	nan	9.427876499999998661e-02	2.000000000000000111e-01	9.992989191203875965e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	2.475207548973980543e-01	2.606839449902849382e-02	nan	nan
5.000000000000000000e+00	-3.215211476234744481e+01	3.075366960163781638e+00	nan	nan	1.016478577158935609e-01	1.523057601275085854e-02	1.012381090915967619e+00	1.217473552445255403e-01	nan	nan	nan	nan	9.427876499999998661e-02	2.000000000000000111e-01	9.991431233693626179e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	2.403630288747609089e-01	2.202484247767493367e-02	nan	nan
6.000000000000000000e+00	-2.799174116129317724e+01	2.913027308456281439e+00	nan	nan	1.008177385097867168e-01	1.335682336066756383e-02	1.011267540635052420e+00	1.139881482393236695e-01	nan	nan	nan	nan	9.427876499999998661e-02	1.999999999999999833e-01	9.989873276183376394e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	2.334442833036915743e-01	1.827258555903226930e-02	nan	nan
7.000000000000000000e+00	-2.370806376363729484e+01	2.785132760218907322e+00	nan	nan	9.994016581618622719e-02	1.152313265285827282e-02	1.010155190615098730e+00	1.062878092724470341e-01	nan	nan	nan	nan	9.424332094799992010e-02	1.999999999999999833e-01	9.988315318673126608e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	2.266702980298113679e-01	1.489018011888306771e-02	nan	nan
8.000000000000000000e+00	-1.929636973626860197e+01	2.679037378033108041e+00	nan	nan	9.868023071107673294e-02	9.726140731891532928e-03	1.009044039582293939e+00	9.865578917285565408e-02	nan	nan	nan	nan	9.385440084000007399e-02	1.999999999999999833e-01	9.986757361162876823e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	2.192930724718134550e-01	1.199896758409500427e-02	nan	nan
9.000000000000000000e+00	-1.473626216548095869e+01	2.581464004174336413e+00	nan	nan	9.736375366159634448e-02	8.063199579607592885e-03	1.007934086264161033e+00	9.110462076196837455e-02	nan	nan	nan	nan	9.341677530000003227e-02	1.999999999999999833e-01	9.985199403652628147e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	2.120628946180443952e-01	9.948571814477183417e-03	nan	nan
1.000000000000000000e+01	-1.002068001801879404e+01	2.481122653358620145e+00	nan	nan	9.607092970313750591e-02	6.643978265676426208e-03	1.006825329389556600e+00	8.365116798133562237e-02	nan	nan	nan	nan	9.300647623999969138e-02	1.999999999999999833e-01	9.983641446142378362e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	2.051468202759118009e-01	9.129789214874757877e-03	nan	nan
1.100000000000000000e+01	-5.146122378494808913e+00	2.370733499397342570e+00	nan	nan	9.519209533683731239e-02	6.025149439169748787e-03	1.005717767688670161e+00	7.631860096007571370e-02	nan	nan	nan	nan	9.262069064000022500e-02	1.999999999999999833e-01	9.982083488632128576e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	1.993481497670336056e-01	8.459125094855681967e-03	nan	nan
1.200000000000000000e+01	-1.297728354032869902e-01	2.259001711348032071e+00	nan	nan	9.465082832444991767e-02	5.877200441006230625e-03	1.004611399893022616e+00	6.913924278156799441e-02	nan	nan	nan	nan	9.223152941600010202e-02	1.999999999999999833e-01	9.980525531121878791e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	1.944498440203535350e-01	7.207246602990984886e-03	nan	nan
1.300000000000000000e+01	5.012941498146538777e+00	2.151062161295796749e+00	nan	nan	9.405496829961498828e-02	5.748978465711555332e-03	1.003506224735464469e+00	6.215955960201574593e-02	nan	nan	nan	nan	9.179084973999995789e-02	2.000000000000000111e-01	9.978967573611629005e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	1.896139360749984626e-01	6.261331120024576403e-03	nan	nan
1.400000000000000000e+01	1.028681545857351409e+01	2.041347099285971023e+00	nan	nan	9.346263443003165194e-02	5.646554903009248783e-03	1.002402240950174495e+00	5.544772053723414501e-02	nan	nan	nan	nan	9.135523350000007703e-02	2.000000000000000111e-01	9.977409616101379219e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	1.849547113898361572e-01	5.708033341374298131e-03	nan	nan
1.500000000000000000e+01	1.569354444906817037e+01	1.925468445493883518e+00	nan	nan	9.283267465863961898e-02	5.569735744956448228e-03	1.001593231664776207e+00	5.116374117820185474e-02	nan	nan	nan	nan	9.088441432399996245e-02	2.000000000000000111e-01	9.975851658591129434e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	1.804380114046961470e-01	5.502916240944006124e-03	nan	nan
1.600000000000000000e+01	2.123561395102663596e+01	1.802477343325909143e+00	nan	nan	9.215776960005686580e-02	5.520106062953513380e-03	1.001354923860081847e+00	5.103242277034153451e-02	nan	nan	nan	nan	9.037107836000002337e-02	2.000000000000000111e-01	9.974293701080879648e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	1.760920058611064321e-01	5.344900857917816300e-03	nan	nan
1.700000000000000000e+01	2.691446345421620379e+01	1.674420629953343065e+00	nan	nan	9.180956340441620567e-02	5.521501686775428033e-03	1.001116648330827141e+00	5.091652476796668797e-02	nan	nan	nan	nan	9.017979300000011911e-02	2.000000000000000111e-01	9.972735743570629863e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	1.725080445071447977e-01	5.327622197340308764e-03	nan	nan
1.800000000000000000e+01	3.271129456929259050e+01	1.541455255074685615e+00	nan	nan	9.161084967856931993e-02	5.564434544766024004e-03	1.000878405073327704e+00	5.081590707047161509e-02	nan	nan	nan	nan	9.013740394400016065e-02	2.000000000000000389e-01	9.971177786060380077e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	1.693226469918457378e-01	5.433682315581694899e-03	nan	nan
1.900000000000000000e+01	3.861717909074209842e+01	1.405011883411045881e+00	nan	nan	9.122767969206979632e-02	5.629120073697410631e-03	1.000640194083898482e+00	5.073090579050413412e-02	nan	nan	nan	nan	8.991553913199989978e-02	2.000000000000000389e-01	9.969619828550130292e-01	5.000000000000000278e-02	5.490676117999999661e+01	1.000000000000000000e+00	1.659105837591048627e-01	5.630394687956795201e-03	nan	nan
