#depth	age	sigma_age	air_age	sigma_air_age	deporate	sigma_deporate	thinning	sigma_thinning	LID	sigma_LID	delta_depth	sigma_delta_depth	deporate_model	sigma_deporate_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
1.800000000000000000e+01	7.000000000000000000e+01	9.999999406318238471e+00	nan	nan	6.709156218801004545e-02	1.654734019367610750e-03	8.079000454914538887e-01	2.637372057176106538e-02	nan	nan	nan	nan	6.439430000000000154e-02	1.511373700218990590e-01	9.965000000000000524e-01	3.532647641688913681e-02	8.017700000000000671e+01	2.000000000000000111e-01	9.320997139174716506e-02	1.222487520615503148e-03	nan	nan
1.900000000000000000e+01	8.072846590411613477e+01	1.000098930089848359e+01	nan	nan	7.020200181793002925e-02	1.678008767010179909e-03	8.252447901524334606e-01	2.424927148847839942e-02	nan	nan	nan	nan	6.738280000000000658e-02	1.511701257404680088e-01	9.965000000000000524e-01	3.692580540314616133e-02	8.017700000000000671e+01	2.000000000000000111e-01	9.725386607372274450e-02	9.693799883787910599e-04	nan	nan
2.000000000000000000e+01	9.101083348878321999e+01	1.000292519180479545e+01	nan	nan	5.943683009407374485e-02	1.389310629750005769e-03	8.429619078180110581e-01	2.202584913542255871e-02	nan	nan	nan	nan	5.705279999999998686e-02	1.512057124858577073e-01	9.965000000000000524e-01	3.852513438940318585e-02	8.017700000000000671e+01	2.000000000000000111e-01	8.304242650230776734e-02	6.306474863463552459e-04	nan	nan
2.100000000000000000e+01	1.030528708198119432e+02	1.000528096408917023e+01	nan	nan	7.288766497139188838e-02	1.689439697995345161e-03	8.610017873568592828e-01	1.970086826260926752e-02	nan	nan	nan	nan	6.996760000000001867e-02	1.512410528514152308e-01	9.964333333333333931e-01	4.012446337566021037e-02	8.017700000000000671e+01	2.000000000000000111e-01	1.030310355517406740e-01	7.216849088323977913e-04	nan	nan
2.200000000000000000e+01	1.127586841666826984e+02	1.000684148576241839e+01	nan	nan	7.985066633303501693e-02	1.741816918235085604e-03	8.793688846595040243e-01	1.727491988596944680e-02	nan	nan	nan	nan	7.677929999999999477e-02	1.512885185190019355e-01	9.962999999999999634e-01	4.172379236191722796e-02	8.017700000000000671e+01	2.000000000000000111e-01	1.138486292943201028e-01	7.552305082566345513e-04	nan	nan
2.300000000000000000e+01	1.215422769617686356e+02	1.000804753889455156e+01	nan	nan	7.051190667468686113e-02	1.425959551091259946e-03	8.981277772157814088e-01	1.475240265813420465e-02	nan	nan	nan	nan	6.794200000000000239e-02	1.513412357239928563e-01	9.961666666666666448e-01	4.332312134817425248e-02	8.017700000000000671e+01	2.000000000000000111e-01	1.020444796220798533e-01	6.988218713283000623e-04	nan	nan
2.400000000000000000e+01	1.313419251514941948e+02	1.000918821049807761e+01	nan	nan	6.554709145317184904e-02	1.224622896464939905e-03	9.172868222056379528e-01	1.214247528635063918e-02	nan	nan	nan	nan	6.330510000000000304e-02	1.513996945546500772e-01	9.960333333333333261e-01	4.492245033443127700e-02	8.017700000000000671e+01	2.000000000000000111e-01	9.593445909978273733e-02	7.539614682202862598e-04	nan	nan
2.500000000000000000e+01	1.417657083195410905e+02	1.001037712474873231e+01	nan	nan	7.404405040190864540e-02	1.292686836078702720e-03	9.368545550641514952e-01	9.470345939768379240e-03	nan	nan	nan	nan	7.167479999999998297e-02	1.514570902549410847e-01	9.959000000000000075e-01	4.652177932068830152e-02	8.017700000000000671e+01	2.000000000000000111e-01	1.101587480894941767e-01	1.044951108481185316e-03	nan	nan
2.600000000000000000e+01	1.508435166401983736e+02	1.001164742069945746e+01	nan	nan	6.764419395093079768e-02	1.122255191679619396e-03	9.568396932834756230e-01	6.811429612514269261e-03	nan	nan	nan	nan	6.562740000000000240e-02	1.515137505972597165e-01	9.957666666666666888e-01	4.812110830694532604e-02	8.017700000000000671e+01	2.000000000000000111e-01	1.021144789450031259e-01	1.170405562573976349e-03	nan	nan
2.700000000000000000e+01	1.606364471857146441e+02	1.001374559524168717e+01	nan	nan	6.071546145413464490e-02	9.769110726116547651e-04	9.772347813427719743e-01	4.446034333857463994e-03	nan	nan	nan	nan	5.905320000000002789e-02	1.515768459296920889e-01	9.956166666666667053e-01	4.972043729320234362e-02	8.017700000000000671e+01	2.000000000000000111e-01	9.236919602623616665e-02	1.260118802765482519e-03	nan	nan
2.800000000000000000e+01	1.714625671804796241e+02	1.001775754190622436e+01	nan	nan	5.928368880700637250e-02	8.235244584092576677e-04	9.807418808335750526e-01	4.141049704398788375e-03	nan	nan	nan	nan	5.753690000000000193e-02	1.516395318466812470e-01	9.954499999999999460e-01	5.000000000000000278e-02	8.017700000000000671e+01	2.000000000000000111e-01	8.975633006368835543e-02	1.055016697163720400e-03	nan	nan
