#https://doi.org/10.5194/cp-3-475-2007
#Depth	Age
0	-50.0
1	-44.4992611236944
2	-39.2019044978267
3	-34.2157117483412
4	-28.6695808211362
5	-22.4968514223302
6	-16.6177430661906
7	-10.6435718247234
8	-3.82698959620518
9	3.84917135843254
10	11.0612137351103
11	18.6337725071737
12	26.3436343402623
13	33.6016394826199
14	40.7375301124991
15	48.3782536886577
16	55.9300292964777
17	64.4922838167228
18	72.4924244240708
19	80.622220969826
20	88.8422195759936
21	97.3858378822961
22	106.622613891407
23	115.603432448891
24	124.818421436914
25	134.589924827027
26	144.293251553771
27	153.883197522998
28	163.700780150312
29	173.472913477021
30	183.174658949714
31	192.574855119145
32	202.3111969143
33	211.955075329156
34	222.22859382137
35	232.127856760553
36	242.279649207028
37	252.420274179116
38	262.727547240671
39	273.111304159246
40	283.664613166982
41	294.536742066312
42	305.387245386388
43	315.946869497206
44	326.613358078718
45	337.446288418161
46	347.904836545974
47	358.665426436129
48	370.095424383727
49	381.099147527126
50	392.348220748573
51	403.683021710162
52	414.266982192996
53	424.710101194107
54	435.557120554524
55	446.463494228203
56	457.233260371788
57	468.312048164165
58	479.451715378753
59	490.714253807463
60	502.466984306458
61	514.202695263507
62	526.477408038855
63	538.584250146968
64	551.10242611204
65	563.369508780808
66	575.494191503049
67	587.677201205803
68	599.894025694485
69	612.135351435311
70	624.160224717004
71	635.956371083059
72	648.031503231315
73	660.331375208278
74	673.051771790604
75	686.198126388986
76	698.65062609205
77	711.052516940511
78	723.54847183008
79	736.56637250328
80	749.840964702193
81	762.673552638739
82	775.057543053401
83	787.434996305752
84	799.617680085236
85	812.220811471847
86	824.052173020645
87	835.748998953438
88	847.477200613375
89	859.498903850311
90	872.30384146905
91	885.552723039994
92	899.188764476262
93	912.989632058374
94	927.19736591733
95	941.92263127315
96	956.184925655798
97	970.424598662709
98	984.719455280266
99	998.964192075299
100	1013.1729530424
101	1026.8331932386
102	1040.71374407656
103	1054.66266666308
104	1068.58214812181
105	1082.65710756269
106	1096.95465904288
107	1111.28439601099
108	1125.51456397686
109	1139.5407860279
110	1153.3581789522
111	1166.81009347704
112	1179.92753003078
113	1193.05552438814
114	1205.89720187455
115	1219.01370578543
116	1232.62068626667
117	1246.13959489073
118	1259.84002506166
119	1273.26825610332
120	1286.68712478009
121	1300.36979875087
122	1313.4122153405
123	1326.6385697105
124	1339.53664080876
125	1351.89970226773
126	1363.62530990747
127	1375.04172439276
128	1387.74466921351
129	1402.48989336995
130	1419.41791185868
131	1436.13945610255
132	1451.50910045986
133	1465.88886801826
134	1480.15176024275
135	1494.4239794359
136	1508.62693736522
137	1522.68213534758
138	1536.64275800118
139	1550.85986651637
140	1564.99647326951
141	1579.22077379553
142	1593.64157756208
143	1608.18346809925
144	1623.10796902081
145	1638.18691437437
146	1653.2774770049
147	1666.8397130954
148	1679.73131163221
149	1693.52975382857
150	1708.5073613158
151	1723.94341603024
152	1738.92143773356
153	1753.79341390311
154	1767.83707449455
155	1782.10368213872
156	1796.51358134576
157	1812.2865475001
158	1828.96462427692
159	1845.69967955615
160	1862.11739619173
161	1877.9089314096
162	1893.93390762303
163	1909.70672976406
164	1925.00451658278
165	1939.34875194562
166	1953.79382320156
167	1967.91232411242
168	1982.18691786796
169	1996.45042115149
170	2010.85211482595
171	2025.62430509444
172	2040.70012235328
173	2055.210041777
174	2069.37336088909
175	2083.43161582524
176	2097.56434453599
177	2111.87204046701
178	2126.10787425231
179	2140.61406040145
180	2155.42762574764
181	2170.69494974145
182	2186.40747621769
183	2201.85035122166
184	2216.4021323549
185	2231.0774898935
186	2245.61515281385
187	2260.41494562679
188	2275.84231677341
189	2291.55265341158
190	2307.19748167226
191	2325.51598172658
192	2344.66070582947
193	2362.87093698478
194	2379.77868468462
195	2396.71815049263
196	2413.81629845236
197	2430.88868553164
198	2447.97628402207
199	2464.97757721925
200	2481.05553235218
201	2497.48936389004
202	2513.43958605283
203	2528.64219496316
204	2543.78268215769
205	2559.20710988292
206	2574.81091502935
207	2590.4556335511
208	2606.07254406068
209	2620.95146853052
210	2635.68097242541
211	2650.29508993606
212	2665.54040310539
213	2681.65780364903
214	2697.32541031001
215	2712.72419240813
216	2727.82994749656
217	2742.65623314059
218	2757.227230328
219	2771.51958952034
220	2785.57883245925
221	2799.91961468962
222	2814.06526251055
223	2828.01471700359
224	2841.82591518066
225	2855.95741956963
226	2870.96686562373
227	2886.02371233288
228	2901.07657979208
229	2915.95194722794
230	2931.04832538655
231	2946.40840633363
232	2961.48613065041
233	2977.30421478025
234	2993.15073772003
235	3008.87625340833
236	3024.37023435181
237	3039.64394663865
238	3054.94949460202
239	3069.87408986636
240	3084.57266417165
241	3099.38511856762
242	3114.37333962045
243	3129.30913543186
244	3144.23111195319
245	3159.27828709201
246	3175.45686319577
247	3192.51196653552
248	3209.57671306439
249	3226.14402070682
250	3242.65202930041
251	3259.40683157095
252	3275.77442866291
253	3291.88888115641
254	3308.26635645938
255	3324.19327207366
256	3340.36672092208
257	3356.52904717917
258	3372.74799482101
259	3389.18068016001
260	3405.82708690998
261	3422.18632621224
262	3438.3611472753
263	3454.58734513782
264	3470.60894689433
265	3486.29298907844
266	3502.43143362317
267	3518.57808170629
268	3534.5522797103
269	3550.47045776698
270	3566.66973184728
271	3583.31582299035
272	3600.06167795214
273	3615.92900695741
274	3630.3529065773
275	3644.51557868433
276	3658.95951880431
277	3673.95391884616
278	3689.59808778008
279	3705.15244453652
280	3720.70717461977
281	3736.50787593116
282	3752.26716717143
283	3768.17918129905
284	3785.04462112734
285	3801.59502086836
286	3818.09706514664
287	3834.06059754487
288	3848.89419446612
289	3863.85518344801
290	3880.33321615357
291	3897.84598195995
292	3915.28452466651
293	3932.90999269575
294	3950.64696918024
295	3967.93841807018
296	3984.79581523502
297	4001.66314893415
298	4018.40672844206
299	4034.19749840625
300	4050.11643458389
301	4066.11953053891
302	4082.15473026117
303	4098.22605602317
304	4114.23712244664
305	4130.10382090302
306	4146.23118857165
307	4162.41345889609
308	4178.50008798629
309	4194.49524215687
310	4210.49784250796
311	4226.16475011734
312	4241.64130545891
313	4257.06135526717
314	4272.50446891394
315	4287.97371364839
316	4303.42159648746
317	4319.21690621452
318	4335.6620687631
319	4352.55169455685
320	4369.3078725724
321	4385.43563422876
322	4401.5622238018
323	4417.78322659165
324	4434.15754392635
325	4450.6757355279
326	4467.08904492461
327	4482.79676049977
328	4498.67744891519
329	4514.41920293907
330	4531.15575640752
331	4548.79995820938
332	4566.36678505235
333	4583.64274213906
334	4600.76936932751
335	4618.21252998885
336	4635.27037575278
337	4652.11617408462
338	4668.84845014028
339	4685.56783771048
340	4702.38767849824
341	4718.75123490903
342	4734.94704730365
343	4751.02074134837
344	4767.40387888727
345	4784.22321952879
346	4800.97547354658
347	4817.7907330735
348	4835.04598749168
349	4852.38184443671
350	4869.32010122911
351	4885.759412738
352	4902.27413845824
353	4918.57108362504
354	4934.8029983236
355	4951.32640249865
356	4968.07382126451
357	4985.15512949732
358	5002.69889603212
359	5020.42671368147
360	5037.69635120694
361	5055.00009468749
362	5072.83706685895
363	5090.61019281607
364	5108.66128000037
365	5126.0849232607
366	5142.90967974952
367	5159.93858591259
368	5176.50229684987
369	5192.89630235387
370	5209.53443659327
371	5227.03590373588
372	5245.2445872718
373	5263.17838205573
374	5280.66538245809
375	5297.95871840868
376	5315.0236932803
377	5332.13564316782
378	5348.89108047884
379	5366.02633724207
380	5383.03054233467
381	5400.09879512989
382	5418.20320229593
383	5437.70303025644
384	5457.51328535909
385	5476.30459749849
386	5494.93223712523
387	5513.41739996447
388	5533.25025009665
389	5553.23596430416
390	5571.06290675799
391	5587.45184634376
392	5604.03968719262
393	5621.31421317445
394	5638.96231770626
395	5656.90470211999
396	5674.58801013777
397	5692.61730612435
398	5710.64372282006
399	5728.25698970887
400	5746.00926890822
401	5763.3232021241
402	5779.85053262233
403	5796.61793010774
404	5813.31360260176
405	5830.70174261025
406	5848.11184201208
407	5864.92483842042
408	5881.88471771428
409	5898.61817766464
410	5916.83306616006
411	5935.70334835382
412	5954.67474696743
413	5974.32456706418
414	5993.79854972865
415	6012.22613223207
416	6029.98041491535
417	6047.84234141059
418	6066.17203924198
419	6085.02584798401
420	6103.54495226948
421	6122.33627722966
422	6141.27735815667
423	6159.62000339621
424	6178.01208015502
425	6196.73604223681
426	6215.45597696126
427	6234.32444963331
428	6253.62574566856
429	6273.35774445229
430	6293.59412729092
431	6313.62323157564
432	6333.02498344472
433	6353.08997057769
434	6373.51549453614
435	6393.55265936337
436	6413.83609144164
437	6433.79766931085
438	6452.21586293358
439	6470.38534855848
440	6488.92813824127
441	6509.61208543568
442	6530.65422955335
443	6550.07533227193
444	6568.88440762693
445	6588.98494435521
446	6610.57297139299
447	6631.67451020927
448	6652.44279159349
449	6673.15988686267
450	6692.46114049312
451	6711.80168753915
452	6731.34057042453
453	6750.74309845984
454	6770.42620743484
455	6791.15589485635
456	6811.84598174842
457	6831.62071843696
458	6850.91973183152
459	6869.81432256878
460	6887.63266185604
461	6905.09883383737
462	6923.90204151202
463	6943.61327113159
464	6963.31400762691
465	6982.88892420135
466	7002.04360434762
467	7021.63351285464
468	7042.20658880877
469	7062.60288286867
470	7082.67259609433
471	7102.55662508565
472	7122.8992850504
473	7143.29216868146
474	7164.19835717299
475	7187.12741205671
476	7209.46260515141
477	7230.37706163358
478	7251.06024078899
479	7272.09593820534
480	7293.01930965869
481	7311.79300768606
482	7330.20201303758
483	7349.24076796934
484	7370.58559447424
485	7391.54773939177
486	7413.19372104619
487	7434.88891691236
488	7455.66777843592
489	7475.8510131018
490	7496.07801166982
491	7516.10608931864
492	7535.89794598506
493	7554.38574507876
494	7573.05755071478
495	7591.82982996188
496	7610.59236204118
497	7629.45708851235
498	7649.99080209165
499	7670.92684001305
500	7690.27792702605
501	7708.93448773578
502	7728.22461784218
503	7747.98886283107
504	7767.85977679599
505	7787.35982761544
506	7807.03644019
507	7827.91749548328
508	7849.3707698783
509	7870.05078502398
510	7890.28124477018
511	7910.60860604213
512	7931.11456092835
513	7951.18747297877
514	7972.02942609525
515	7992.78287730126
516	8013.73786723012
517	8034.70993191599
518	8055.98690155459
519	8077.67390218369
520	8098.6787810741
521	8118.48795630965
522	8138.27703105304
523	8159.90644546672
524	8182.28326876206
525	8203.99281168289
526	8225.45914299907
527	8246.19401320488
528	8266.32488594957
529	8286.64824163125
530	8307.13586339423
531	8327.79645522682
532	8348.72888456911
533	8369.86532585328
534	8391.35796053494
535	8413.00124336823
536	8433.92990687521
537	8454.14673681053
538	8474.32383954173
539	8494.20659581138
540	8514.32506012698
541	8534.93893942497
542	8555.62032895893
543	8575.89931204631
544	8596.03248147552
545	8616.27358696229
546	8636.52490146649
547	8657.13282224602
548	8678.21562629416
549	8699.64198351685
550	8721.61180139503
551	8743.52271510465
552	8764.7842835109
553	8785.94202716199
554	8808.86913201991
555	8832.12834196381
556	8853.12989046288
557	8873.92901670266
558	8895.08890405448
559	8916.45900934535
560	8937.50587283052
561	8958.13113367954
562	8979.05024737888
563	9000.2997501166
564	9021.49610454233
565	9042.58906009783
566	9063.50768583191
567	9084.15995767339
568	9104.63446222033
569	9126.71681646042
570	9149.13411211308
571	9170.63014873706
572	9191.84454189724
573	9212.34763413527
574	9232.2150603206
575	9253.64105833894
576	9276.88090218013
577	9300.54358790421
578	9325.84727225523
579	9349.25989678406
580	9371.34850895067
581	9392.32834790071
582	9412.98591426824
583	9433.76864791063
584	9454.12554083728
585	9475.72169425782
586	9499.40335906208
587	9522.8369439611
588	9545.34543502099
589	9567.53331048556
590	9588.81447964148
591	9610.54263385138
592	9632.97847556742
593	9655.09565288245
594	9675.5608830735
595	9696.0581287455
596	9716.57334028231
597	9736.99672606171
598	9756.34642773888
599	9775.33082345284
600	9795.57258723155
601	9818.80512167522
602	9841.83656837035
603	9864.83932409333
604	9887.35204439272
605	9909.32248636007
606	9932.05549099271
607	9955.24858729263
608	9977.5683217777
609	9999.05940374956
610	10019.6119421073
611	10039.7218519801
612	10060.8524945317
613	10082.7890774439
614	10104.4174549749
615	10124.7492615119
616	10145.6311015496
617	10167.4227463815
618	10189.2853143899
619	10211.2883280819
620	10233.8271857731
621	10257.0789137525
622	10279.9623464023
623	10301.2273089826
624	10321.8641979648
625	10342.7825174125
626	10365.5815751802
627	10388.2840349056
628	10410.8755426898
629	10433.6113590013
630	10455.621477438
631	10475.4404709481
632	10494.7978415854
633	10513.9348053314
634	10532.9271163492
635	10553.4973721805
636	10575.8453757051
637	10598.1643193199
638	10620.5699530065
639	10642.5657890663
640	10663.9988830347
641	10685.4406331262
642	10706.8391065636
643	10728.8326830384
644	10752.0053462748
645	10774.7296412519
646	10796.8395047698
647	10818.5005485012
648	10839.6641948561
649	10861.2942953079
650	10884.5368641867
651	10906.9023214701
652	10928.6808848655
653	10951.4008913994
654	10975.9511312939
655	10999.1903057852
656	11020.9791846411
657	11043.3300169178
658	11066.1091769756
659	11089.1695892436
660	11112.5850057294
661	11136.7593511196
662	11161.1555919818
663	11183.288125039
664	11204.1835567249
665	11226.4948814914
666	11249.4037987384
667	11272.97381312
668	11297.2179318464
669	11319.0846706632
670	11340.6869677836
671	11363.3535943458
672	11385.9060640052
673	11408.6535685323
674	11431.2505380655
675	11451.5129980506
676	11471.1989222178
677	11490.5098557691
678	11509.3386724244
679	11529.3138563283
680	11550.6395449711
681	11572.033506521
682	11593.3918568242
683	11614.5420707087
684	11634.3435093319
685	11654.0701049899
686	11673.5709067836
687	11692.9223404873
688	11712.6408866908
689	11732.8247917649
690	11752.6786071246
691	11772.1513997028
692	11792.1748812661
693	11814.1873807457
694	11836.6987646915
695	11858.9661801431
696	11881.1869657452
697	11903.4413788427
698	11925.6878133657
699	11949.4973937915
700	11973.3807696118
701	11995.4520391593
702	12017.6587251225
703	12041.2231412529
704	12065.160253192
705	12089.5988295226
706	12114.6280739556
707	12141.0668221123
708	12167.0670955471
709	12192.2672010167
710	12216.2513646216
711	12239.2125053966
712	12262.5963304118
713	12286.3191376478
714	12311.1867232939
715	12336.6979198804
716	12361.6434224868
717	12386.1636637204
718	12410.3309436397
719	12434.0618863503
720	12457.0264802329
721	12480.1889785419
722	12504.6675682415
723	12530.0206000172
724	12557.387419317
725	12585.0046463271
726	12612.9117507711
727	12640.7944243897
728	12668.4691824384
729	12695.928324741
730	12723.758913289
731	12752.4076464526
732	12785.2481950719
733	12819.5027715484
734	12849.9815238086
735	12877.1859042235
736	12905.0836902128
737	12933.820696441
738	12963.3923559122
739	12992.337982279
740	13019.9467391471
741	13047.2328339967
742	13074.7903740147
743	13103.4744916981
744	13131.8040962982
745	13159.2347797094
746	13185.1744061754
747	13210.5071443042
748	13236.7099625491
749	13262.7466018423
750	13287.7911955409
751	13313.0220929486
752	13338.7678424699
753	13365.8295154445
754	13394.3981759648
755	13422.4604085094
756	13450.1648886419
757	13477.5819838154
758	13504.0354063022
759	13529.272104513
760	13555.6026998912
761	13583.2769558273
762	13612.0266208026
763	13641.5737559797
764	13671.2607761283
765	13700.1801673155
766	13728.7742338004
767	13757.7985548949
768	13785.770688148
769	13812.9985043683
770	13840.2219007023
771	13868.2306476509
772	13897.6076018002
773	13925.6252552816
774	13953.0242599488
775	13977.7783262545
776	14002.4548900819
777	14029.0018061285
778	14055.946587784
779	14084.0258722862
780	14111.0147436167
781	14136.9404703058
782	14161.9994594172
783	14186.8638866598
784	14212.7965303969
785	14237.6339802678
