#SP-NGRIP gas-ice links from SP19			
867.77	1490.89	100	#YD-PB
923.32	1524.21	100	#BA-YD
1324.07	1919.48	100	#5.1
1354.49	1951.66	100	#5.2
1379.45	1974.48	100	#6
1417.25	2009.62	100	#7
1476.78	2069.88	100	#8
1525.23	2099.5	100	#9
1558.81	2123.98	100	#10
1599.17	2157.58	100	#11
1660.05	2221.96	100	#12
1695.79	2256.73	100	#13
