#depth	age	sigma_age	deporate	sigma_deporate	deporate_model	sigma_deporate_model
2.400000000000000355e+00	1.864979300353257349e+04	5.979697033993156197e+01	1.735512763008414949e-02	1.101052723247875412e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.600000000000000089e+00	1.866131697525222262e+04	5.637658656285390890e+01	1.714218952372043719e-02	1.488090292760565862e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.800000000000000266e+00	1.867298409628849913e+04	5.141170065350556939e+01	1.693186405369726324e-02	1.897355759956330379e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.000000000000000000e+00	1.868479614482407123e+04	4.632548908058679160e+01	1.561764082441454912e-02	1.534413628514222708e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.200000000000000178e+00	1.869760217630145780e+04	4.411303997788726150e+01	1.427376718589307147e-02	1.136687996140669198e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.400000000000000355e+00	1.871161389425897869e+04	4.439370754544063402e+01	1.304553177830655893e-02	8.092884813709467703e-03	1.170000000000000033e-02	2.000000000000000000e+00
3.600000000000000089e+00	1.872694481394847389e+04	4.586174378359790893e+01	1.192298411221108523e-02	5.557965462023419304e-03	1.170000000000000033e-02	2.000000000000000000e+00
3.800000000000000266e+00	1.874371913807050078e+04	4.713804165660656764e+01	1.089702992226289011e-02	3.952253846926286236e-03	1.170000000000000033e-02	2.000000000000000000e+00
4.000000000000000000e+00	1.876207276299644582e+04	4.711844610977878034e+01	9.959357490469222807e-03	3.557229233260712255e-03	1.170000000000000033e-02	2.000000000000000000e+00
4.200000000000000178e+00	1.878215437972637665e+04	4.511896047237066654e+01	9.102370309208783830e-03	4.125170916600810929e-03	1.170000000000000033e-02	2.000000000000000000e+00
4.400000000000000355e+00	1.880412667850196885e+04	4.119162558996033852e+01	8.319125538495163522e-03	5.025932355325559223e-03	1.170000000000000033e-02	2.000000000000000000e+00
4.600000000000000533e+00	1.882816766683356036e+04	3.725368463207970393e+01	1.022300107649695179e-02	5.651468577807798772e-03	1.170000000000000033e-02	2.000000000000000000e+00
4.800000000000000711e+00	1.884773139362018992e+04	3.569771264757897455e+01	1.413256306093529750e-02	7.066325692343150729e-03	1.170000000000000033e-02	2.000000000000000000e+00
5.000000000000000000e+00	1.886188310829060356e+04	3.426636340675591441e+01	1.953725106519959079e-02	1.113285468073103683e-02	1.170000000000000033e-02	2.000000000000000000e+00
5.200000000000000178e+00	1.887211996297054429e+04	3.260220775290560624e+01	2.700884316162781990e-02	1.965731914483980283e-02	1.170000000000000033e-02	2.000000000000000000e+00
5.400000000000000355e+00	1.887952494506485891e+04	3.110886351236520397e+01	3.733778137441146755e-02	3.472651979330857591e-02	1.170000000000000033e-02	2.000000000000000000e+00
5.600000000000000533e+00	1.888488144972683949e+04	3.010106303360245761e+01	5.161679490012353877e-02	5.954159541538542322e-02	1.170000000000000033e-02	2.000000000000000000e+00
5.800000000000000711e+00	1.888875615756925617e+04	2.965979449396008505e+01	7.135650319029165911e-02	9.904314107869544026e-02	1.170000000000000033e-02	2.000000000000000000e+00
6.000000000000000000e+00	1.889155898549744961e+04	2.969415356909293280e+01	9.864522889107002479e-02	1.606671015653638457e-01	1.170000000000000033e-02	2.000000000000000000e+00
6.200000000000000178e+00	1.889358645304198944e+04	3.004496156451528677e+01	1.106779428378478342e-01	1.782261248841521817e-01	1.170000000000000033e-02	2.000000000000000000e+00
6.400000000000000355e+00	1.889539349783223224e+04	3.054983878884970494e+01	1.026352145195284504e-01	1.414704834709707981e-01	1.170000000000000033e-02	2.000000000000000000e+00
6.600000000000000533e+00	1.889734214675293697e+04	3.108181216599135865e+01	9.517693398857957066e-02	1.139053818940941737e-01	1.170000000000000033e-02	2.000000000000000000e+00
6.800000000000000711e+00	1.889944349622511072e+04	3.154862791565694380e+01	8.826063067995723599e-02	9.628553739359985153e-02	1.170000000000000033e-02	2.000000000000000000e+00
7.000000000000000000e+00	1.890170951221048745e+04	3.187910299691009186e+01	8.184692027333570485e-02	8.866185689359969146e-02	1.170000000000000033e-02	2.000000000000000000e+00
7.200000000000000178e+00	1.890415309835071093e+04	3.203782531096477726e+01	7.589928042233118344e-02	8.923632107539800074e-02	1.170000000000000033e-02	2.000000000000000000e+00
7.400000000000000355e+00	1.890678816944607752e+04	3.204743264974960937e+01	7.038384278100198732e-02	9.486639005456601326e-02	1.170000000000000033e-02	2.000000000000000000e+00
7.600000000000000533e+00	1.890962973069220607e+04	3.202338690394616094e+01	6.526920014334244846e-02	1.027145627976591008e-01	1.170000000000000033e-02	2.000000000000000000e+00
7.800000000000000711e+00	1.891269396312589015e+04	3.222288997997768689e+01	5.810458777226835264e-02	9.677904620854230200e-02	1.170000000000000033e-02	2.000000000000000000e+00
8.000000000000000000e+00	1.891613603212023372e+04	3.306969935219505885e+01	4.710642578085422194e-02	6.519765801124120796e-02	1.170000000000000033e-02	2.000000000000000000e+00
8.200000000000001066e+00	1.892038173738622936e+04	3.470811387000073722e+01	3.819001966839701001e-02	4.232869255954072041e-02	1.170000000000000033e-02	2.000000000000000000e+00
8.400000000000000355e+00	1.892561870771870235e+04	3.689147331035962907e+01	3.096133018152682354e-02	2.614164679040391695e-02	1.170000000000000033e-02	2.000000000000000000e+00
8.599999999999999645e+00	1.893207837850246506e+04	3.917327176266483946e+01	2.510090266863066258e-02	1.524411548643755075e-02	1.170000000000000033e-02	2.000000000000000000e+00
8.800000000000000711e+00	1.894004621944588871e+04	4.092560110230365922e+01	2.034974954519125356e-02	9.015735763791747279e-03	1.170000000000000033e-02	2.000000000000000000e+00
9.000000000000000000e+00	1.894987435023225771e+04	4.135898928077993020e+01	1.649790495660375181e-02	7.290114700326336301e-03	1.170000000000000033e-02	2.000000000000000000e+00
9.200000000000001066e+00	1.896199710160742325e+04	3.959442210328391809e+01	1.337514583915044679e-02	8.088985157696232733e-03	1.170000000000000033e-02	2.000000000000000000e+00
9.400000000000000355e+00	1.897695020958883833e+04	3.506221075247842833e+01	1.110525064415226852e-02	9.074922925979063415e-03	1.170000000000000033e-02	2.000000000000000000e+00
9.600000000000001421e+00	1.899495970855546693e+04	2.978535414382631430e+01	1.353429710732624754e-02	9.032176393939186226e-03	1.170000000000000033e-02	2.000000000000000000e+00
9.800000000000000711e+00	1.900973698131769197e+04	2.899692219233729773e+01	1.649464780750679524e-02	8.965555532533120084e-03	1.170000000000000033e-02	2.000000000000000000e+00
1.000000000000000000e+01	1.902186212653655457e+04	2.931567535874068753e+01	2.010251468075310161e-02	9.386059809971003878e-03	1.170000000000000033e-02	2.000000000000000000e+00
1.020000000000000107e+01	1.903181113058784831e+04	2.938542268119175205e+01	2.449952864746715586e-02	1.130855243597859994e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.040000000000000036e+01	1.903997455294906467e+04	2.897097688763875567e+01	2.985829949537199476e-02	1.581645456098482519e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.060000000000000142e+01	1.904667285805619395e+04	2.822488651323370235e+01	3.638919187318732235e-02	2.360058733245828239e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.080000000000000071e+01	1.905216899549988739e+04	2.738368273902849381e+01	4.434858339433855878e-02	3.528846247572925421e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.100000000000000000e+01	1.905667872241092846e+04	2.665709499030216278e+01	5.404892903197120596e-02	5.178992743479262501e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.120000000000000107e+01	1.906037907325195556e+04	2.618829396204431248e+01	4.213402870561206576e-02	3.716494896104923645e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.140000000000000036e+01	1.906512583035409261e+04	2.615553743505943984e+01	2.910154772469945861e-02	2.158524168740698704e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.160000000000000142e+01	1.907199831706483383e+04	2.690567267835622545e+01	2.010014484706095297e-02	1.216407663202986010e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.180000000000000071e+01	1.908194849411687755e+04	2.877841577030530829e+01	1.388296686811366261e-02	6.604144571929119675e-03	1.170000000000000033e-02	2.000000000000000000e+00
1.200000000000000000e+01	1.909635463668711964e+04	3.187492099858301842e+01	9.588824882987033449e-03	3.461559257026326341e-03	1.170000000000000033e-02	2.000000000000000000e+00
1.220000000000000107e+01	1.911721224983999491e+04	3.586782348763551909e+01	6.622904420219010400e-03	1.853485514497010952e-03	1.170000000000000033e-02	2.000000000000000000e+00
1.240000000000000036e+01	1.914741048120649430e+04	4.003035612197829352e+01	4.574373136919015689e-03	1.212811796697887187e-03	1.170000000000000033e-02	2.000000000000000000e+00
1.260000000000000142e+01	1.919113231893456395e+04	4.388795354436349783e+01	3.159473286657517917e-03	1.029815763216644512e-03	1.170000000000000033e-02	2.000000000000000000e+00
1.280000000000000071e+01	1.925443400939182902e+04	5.015898226865300558e+01	3.064610956641332720e-03	9.090028867708349397e-04	1.170000000000000033e-02	2.000000000000000000e+00
1.300000000000000000e+01	1.931969514786246509e+04	5.803320785712917029e+01	4.239550799577768495e-03	7.836923940790167104e-04	1.170000000000000033e-02	2.000000000000000000e+00
1.320000000000000107e+01	1.936686995704742003e+04	5.843922639962845977e+01	5.864950310658732097e-03	1.380396826112666219e-03	1.170000000000000033e-02	2.000000000000000000e+00
1.340000000000000036e+01	1.940097084271673884e+04	5.367279344477640990e+01	8.113511023366375141e-03	3.159646635948306498e-03	1.170000000000000033e-02	2.000000000000000000e+00
1.360000000000000142e+01	1.942562108346011155e+04	4.674713357696028027e+01	1.122414643592938542e-02	6.378535036985684761e-03	1.170000000000000033e-02	2.000000000000000000e+00
1.380000000000000071e+01	1.944343981035766774e+04	3.983333880272623873e+01	1.552736698728430023e-02	1.171548061098689510e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.400000000000000000e+01	1.945632029422616688e+04	3.433527636182516574e+01	2.148039736777032985e-02	2.027185964877046762e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.420000000000000107e+01	1.946563110894601414e+04	3.098106871786730565e+01	2.971575744008646963e-02	3.371183569159257737e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.440000000000000036e+01	1.947236154482345228e+04	2.979276834058177670e+01	3.905018054355268581e-02	4.897242038557125116e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.460000000000000142e+01	1.947748316006866298e+04	3.014182021502071152e+01	3.953705610998446696e-02	4.046899780459937285e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.480000000000000071e+01	1.948254170563775187e+04	3.088878264616782232e+01	4.003000201498790184e-02	3.339092267492307226e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.500000000000000000e+01	1.948753795819664811e+04	3.146114412441658104e+01	4.052909394322037895e-02	2.914296135139167118e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.520000000000000107e+01	1.949247268484709275e+04	3.155507147224085074e+01	4.103440852297143143e-02	2.934595028361681665e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.540000000000000036e+01	1.949734664324442201e+04	3.107394797013579435e+01	4.154602333792811047e-02	3.423420022818712133e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.560000000000000142e+01	1.950216058171389159e+04	3.009394470844970826e+01	4.206401693908652650e-02	4.247577349276586423e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.580000000000000071e+01	1.950691523936557860e+04	2.887287176771607378e+01	4.258846885681244476e-02	5.273934221094034314e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.600000000000000000e+01	1.951161134620783923e+04	2.789081039343390600e+01	4.311945961305214264e-02	6.425354313578277021e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.619999999999999929e+01	1.951624962325942761e+04	2.786361489299458327e+01	4.298109402205940732e-02	5.666001829552855945e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.640000000000000213e+01	1.952090283194456060e+04	2.888380195801901706e+01	4.269057317826611964e-02	4.575344713813166847e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.660000000000000142e+01	1.952558770696755164e+04	3.017945659908234646e+01	4.240201604346161696e-02	3.703505882926358406e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.680000000000000071e+01	1.953030446382635273e+04	3.121326895807891688e+01	4.211540934440556605e-02	3.208796876453978708e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.700000000000000000e+01	1.953505331948543972e+04	3.171233259991089426e+01	4.183073989757497141e-02	3.244287850923049249e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.719999999999999929e+01	1.953983449238579124e+04	3.161149218320363374e+01	4.154799460855786858e-02	3.775896168049843599e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.740000000000000213e+01	1.954464820245493684e+04	3.103688019557959166e+01	4.126716047145093796e-02	4.620671753688403854e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.760000000000000142e+01	1.954949467111706690e+04	3.033794787338776544e+01	4.098822456826137217e-02	5.627356078300707609e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.780000000000000071e+01	1.955437412130322991e+04	3.014139245808976497e+01	4.143278176180136690e-02	5.896966143885661732e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.800000000000000000e+01	1.955920121693851252e+04	3.106748765859324024e+01	4.284141337241631486e-02	5.166394478819409664e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.819999999999999929e+01	1.956386959700014631e+04	3.260453266593816579e+01	4.429793563700259312e-02	4.553483500256634564e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.840000000000000213e+01	1.956838448007819534e+04	3.415425900514756563e+01	4.580397674189433388e-02	4.179746066419753880e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.860000000000000142e+01	1.957275091317475744e+04	3.542871803915985396e+01	4.736122022849963836e-02	4.189617791692499399e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.880000000000000071e+01	1.957697377734580368e+04	3.634886152198524911e+01	4.897140687526449487e-02	4.661546341528724491e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.900000000000000000e+01	1.958105779315750988e+04	3.697214459413865484e+01	5.063633664361479048e-02	5.554785903393549135e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.920000000000000284e+01	1.958500752596317398e+04	3.745231339061201936e+01	5.235787069006146016e-02	6.775121436584467804e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.940000000000000213e+01	1.958882739100665276e+04	3.801509637154598664e+01	5.403598781036739879e-02	8.135711549879447169e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.960000000000000142e+01	1.959252862805448603e+04	3.892103580528417694e+01	5.282128334706846090e-02	6.568412507440368753e-02	1.170000000000000033e-02	2.000000000000000000e+00
1.980000000000000071e+01	1.959631498058753641e+04	3.984869422385624205e+01	5.163388488839600055e-02	5.267940270461033553e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.000000000000000000e+01	1.960018840596376322e+04	4.047972794112568806e+01	5.047317860776863452e-02	4.372809849027500112e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.020000000000000284e+01	1.960415090655351742e+04	4.059959401292520198e+01	4.933856447714701776e-02	4.054674275344402612e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.040000000000000213e+01	1.960820453077464117e+04	4.008717078536023593e+01	4.822945595684962478e-02	4.354692965648952752e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.060000000000000142e+01	1.961235137415141435e+04	3.891589094250914371e+01	4.714527969234124510e-02	5.100055297747889405e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.080000000000000071e+01	1.961659358039783183e+04	3.717780841213760823e+01	4.608547521783532691e-02	6.079659732359474211e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.100000000000000000e+01	1.962093334252580462e+04	3.514331022253535508e+01	4.504949466656249513e-02	7.159210451000501407e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.120000000000000284e+01	1.962537290397883044e+04	3.336486143030196416e+01	4.320778838794750443e-02	6.691024493601772927e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.140000000000000213e+01	1.963000169909799661e+04	3.273422731627640303e+01	4.092795358317225657e-02	5.334771148541552627e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.160000000000000142e+01	1.963488833481980328e+04	3.316836256054193655e+01	3.876841298763488569e-02	4.169098598587907267e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.180000000000000071e+01	1.964004717379688009e+04	3.413019142661491401e+01	3.672281934461973929e-02	3.223354343384313841e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.200000000000000000e+01	1.964549337873346303e+04	3.513183319205158028e+01	3.478516030686414767e-02	2.558493547700698215e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.220000000000000284e+01	1.965124295695117689e+04	3.581242383024307685e+01	3.294974076524750939e-02	2.254214387725140406e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.240000000000000213e+01	1.965731280743725074e+04	3.596741600612175205e+01	3.121116610989932080e-02	2.318135993882313242e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.260000000000000142e+01	1.966372077051353699e+04	3.558454236796241332e+01	2.956432637452343151e-02	2.630686897676724409e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.280000000000000071e+01	1.967048568027222063e+04	3.492922043069772542e+01	2.797334911629579743e-02	2.886186931316921112e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.300000000000000000e+01	1.967763534258718209e+04	3.471314816201869036e+01	2.629940854375525938e-02	2.256628191793075278e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.320000000000000284e+01	1.968524007634639565e+04	3.539518445295059479e+01	2.472563749431144417e-02	1.728553418127284219e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.340000000000000213e+01	1.969332884655690941e+04	3.639046878141404306e+01	2.324604176869465161e-02	1.319029184742558612e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.360000000000000142e+01	1.970193246182999792e+04	3.719413464444533446e+01	2.185498586381089819e-02	1.061619099114247816e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.380000000000000071e+01	1.971108369172538005e+04	3.744338974449823354e+01	2.054717150816662979e-02	9.869250420006133590e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.400000000000000000e+01	1.972081739156433105e+04	3.695279552837299519e+01	1.931761748174394208e-02	1.068975527684673174e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.420000000000000284e+01	1.973117063518710347e+04	3.578863324320460038e+01	1.816164064346567977e-02	1.235100371163992510e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.440000000000000213e+01	1.974218285616020876e+04	3.444619742042920763e+01	1.707483809398875618e-02	1.428077422822768457e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.460000000000000142e+01	1.975389599797151823e+04	3.414634562658399375e+01	1.723487067581973634e-02	1.316809077760146968e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.480000000000000071e+01	1.976550037863452962e+04	3.543990249855266228e+01	1.802871741390450755e-02	1.072315661494057867e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.500000000000000000e+01	1.977659379118342986e+04	3.675917606828034678e+01	1.885912912862405463e-02	9.084442481915599304e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.520000000000000284e+01	1.978719873474344058e+04	3.721096746902544794e+01	1.972779002103672644e-02	9.222849932608570209e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.540000000000000213e+01	1.979733671775049515e+04	3.656382860115959943e+01	2.063646186734131166e-02	1.155172071068197130e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.560000000000000142e+01	1.980702830157361677e+04	3.499528303546735941e+01	2.158698759202711676e-02	1.551241008346273924e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.580000000000000071e+01	1.981629314221649838e+04	3.302824762727814090e+01	2.258129500560404623e-02	2.054381846335637599e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.600000000000000000e+01	1.982515003018286006e+04	3.157133429715619144e+01	2.362140071449543230e-02	2.638035185093719204e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.620000000000000284e+01	1.983361692858644528e+04	3.186525608121566222e+01	2.407817613262804024e-02	3.037044512946656533e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.640000000000000213e+01	1.984192320556101186e+04	3.490124978774579034e+01	2.135562980629311658e-02	2.197213146398446434e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.660000000000000142e+01	1.985128841753621964e+04	3.970180528540771547e+01	1.894092484045824254e-02	1.520100707418516051e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.680000000000000071e+01	1.986184756402376661e+04	4.485084022228745226e+01	1.679925326792134840e-02	9.902814747045157739e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.700000000000000000e+01	1.987375285509893001e+04	4.924014151764798441e+01	1.489974289729273545e-02	6.121180656340211718e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.720000000000000284e+01	1.988717590550849854e+04	5.199592626061122758e+01	1.321501229041800035e-02	4.342015237620121780e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.740000000000000213e+01	1.990231020849700508e+04	5.239712826049531458e+01	1.172077605900367740e-02	4.761349238789752518e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.760000000000000142e+01	1.991937392501143768e+04	4.994155227545862630e+01	1.039549479079333871e-02	6.061389468662467701e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.780000000000000071e+01	1.993861302849087224e+04	4.479658888644867432e+01	9.220064558984296388e-03	7.334591928813975065e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.800000000000000000e+01	1.996030485057308761e+04	3.951409525227574449e+01	9.223972402114324898e-03	6.982338975916051356e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.820000000000000284e+01	1.998198748266272378e+04	3.978691987283784215e+01	9.929133420626108306e-03	5.684263330338089511e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.840000000000000213e+01	2.000213022740462839e+04	4.247740807953079667e+01	1.068820310672178447e-02	4.524664259363550892e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.860000000000000142e+01	2.002084244666197264e+04	4.419195386369835887e+01	1.150530270982454140e-02	4.107162638097750992e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.880000000000000071e+01	2.003822573548489163e+04	4.392247617343525690e+01	1.238486854366076945e-02	5.142479001794013869e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.900000000000000000e+01	2.005437447370483642e+04	4.179328652098831753e+01	1.333167607252767201e-02	7.472117308988527815e-03	1.170000000000000033e-02	2.000000000000000000e+00
2.920000000000000284e+01	2.006937633835500674e+04	3.857673032406767533e+01	1.435086583892570232e-02	1.066814119908496457e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.940000000000000213e+01	2.008331277969902294e+04	3.568796511826477058e+01	1.544797137332465202e-02	1.455590280732599155e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.960000000000000142e+01	2.009625946345229022e+04	3.518091683214228738e+01	1.658909074593695535e-02	1.860107391826851600e-02	1.170000000000000033e-02	2.000000000000000000e+00
2.980000000000000071e+01	2.010831557930957570e+04	3.876717212823736247e+01	1.716193805099109487e-02	1.514181653717667532e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.000000000000000000e+01	2.011996927479581791e+04	4.351200580545815200e+01	1.775456667136452588e-02	1.188836969330306706e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.020000000000000284e+01	2.013123398227654616e+04	4.725775265329922803e+01	1.836765968688040124e-02	9.491640982992372369e-03	1.170000000000000033e-02	2.000000000000000000e+00
3.040000000000000213e+01	2.014212268575915732e+04	4.926808222307411000e+01	1.900192376517871248e-02	9.201359538846095448e-03	1.170000000000000033e-02	2.000000000000000000e+00
3.060000000000000142e+01	2.015264793585865118e+04	4.945065027490360876e+01	1.965808997624081400e-02	1.164125747180725680e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.080000000000000071e+01	2.016282186426378757e+04	4.806343139678979526e+01	2.033691463504012226e-02	1.595701668127417344e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.100000000000000000e+01	2.017265619772041828e+04	4.567359328760033321e+01	2.103918017329149681e-02	2.134594738051498117e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.120000000000000284e+01	2.018216227154804074e+04	4.324604569104197793e+01	2.176569604130360047e-02	2.746154624369113312e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.140000000000000213e+01	2.019135104270520969e+04	4.223312503443716537e+01	2.136551243042439721e-02	2.732320637762503807e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.160000000000000142e+01	2.020071192279882962e+04	4.391043633021209303e+01	1.977964940877433020e-02	2.047875012401802891e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.180000000000000071e+01	2.021082332547674014e+04	4.732667763947283390e+01	1.831149765342910199e-02	1.467304143162747113e-02	1.170000000000000033e-02	2.000000000000000000e+00
3.200000000000000000e+01	2.022174542501143151e+04	5.098153831361874211e+01	1.695232000233531933e-02	9.970048815132937295e-03	1.170000000000000033e-02	2.000000000000000000e+00
3.220000000000000284e+01	2.023354322023783243e+04	5.371366616065900956e+01	1.569402781250728296e-02	6.720065885203340209e-03	1.170000000000000033e-02	2.000000000000000000e+00
3.239999999999999858e+01	2.024628692136983955e+04	5.467906108674061727e+01	1.452913282346144502e-02	5.710258881023545091e-03	1.170000000000000033e-02	2.000000000000000000e+00
3.260000000000000142e+01	2.026005236783041983e+04	5.327684680022736785e+01	1.345070259360376178e-02	6.848498836038855071e-03	1.170000000000000033e-02	2.000000000000000000e+00
3.280000000000000426e+01	2.027492147958188434e+04	4.918983159633676649e+01	1.245231924436877337e-02	8.784574993264055928e-03	1.170000000000000033e-02	2.000000000000000000e+00
