#EDC-NGRIP gas-ice links from Abe-age +Svensson combination			
418.28	1490.89	500	#YD-PB
476.27	1524.21	800	#OD-BA
639.24	1869	800	#DO3
687.31	1951.66	800	#DO5.2
702.96	1974.48	800	#DO6
719.89	2009.62	800	#DO7
751.24	2069.88	800	#DO8
848.57	2221.96	800	#DO12
944.89	2366.15	800	#DO15.2
986.15	2420.35	800	#DO17
