#IGOR SMB Depth (m)	SMB_ie	error
1580	0.019	0.3
1581	0.0194	0.3
1582	0.0202	0.3
1583	0.0195	0.3
1584	0.0188	0.3
1585	0.0201	0.3
1586	0.0195	0.3
1587	0.0193	0.3
1588	0.0193	0.3
1589	0.0202	0.3
1590	0.0196	0.3
1591	0.0192	0.3
1592	0.0195	0.3
1593	0.0195	0.3
1594	0.0199	0.3
1595	0.0201	0.3
1596	0.0204	0.3
1597	0.0194	0.3
1598	0.0203	0.3
1599	0.0201	0.3
1600	0.0202	0.3
1601	0.02	0.3
1602	0.0194	0.3
1603	0.0202	0.3
1604	0.0204	0.3
1605	0.0203	0.3
1606	0.0195	0.3
1607	0.0214	0.3
1608	0.0199	0.3
1609	0.0207	0.3
1610	0.0222	0.3
1611	0.0215	0.3
1612	0.0215	0.3
1613	0.0217	0.3
1614	0.0208	0.3
1615	0.0208	0.3
1616	0.022	0.3
1617	0.0214	0.3
1618	0.0216	0.3
1619	0.0227	0.3
1620	0.0226	0.3
1621	0.023	0.3
1622	0.023	0.3
1623	0.0229	0.3
1624	0.0236	0.3
1625	0.0226	0.3
1626	0.0234	0.3
1627	0.0243	0.3
1628	0.0228	0.3
1629	0.0222	0.3
1630	0.0235	0.3
1631	0.0235	0.3
1632	0.0238	0.3
1633	0.0256	0.3
1634	0.0233	0.3
1635	0.0248	0.3
1636	0.0245	0.3
1637	0.0249	0.3
1638	0.0244	0.3
1639	0.0256	0.3
1640	0.0257	0.3
1641	0.0256	0.3
1642	0.0254	0.3
1643	0.0258	0.3
1644	0.0262	0.3
1645	0.0248	0.3
1646	0.0259	0.3
1647	0.0248	0.3
1648	0.0265	0.3
1649	0.0263	0.3
1650	0.0281	0.3
1651	0.0267	0.3
1652	0.0295	0.3
1653	0.0263	0.3
1654	0.0268	0.3
1655	0.0257	0.3
1656	0.0277	0.3
1657	0.027	0.3
1658	0.0272	0.3
1659	0.0276	0.3
1660	0.0273	0.3
1661	0.0289	0.3
1662	0.0285	0.3
1663	0.0283	0.3
1664	0.0281	0.3
1665	0.0288	0.3
1666	0.0291	0.3
1667	0.0287	0.3
1668	0.0286	0.3
1669	0.0291	0.3
1670	0.0292	0.3
1671	0.0297	0.3
1672	0.0302	0.3
1673	0.0302	0.3
1674	0.03	0.3
1675	0.0297	0.3
1676	0.0303	0.3
1677	0.0311	0.3
1678	0.0295	0.3
1679	0.0311	0.3
1680	0.0314	0.3
1681	0.0324	0.3
1682	0.0313	0.3
1683	0.031	0.3
1684	0.0297	0.3
1685	0.0309	0.3
1686	0.0321	0.3
1687	0.0327	0.3
1688	0.0316	0.3
1689	0.0315	0.3
1690	0.0298	0.3
1691	0.0322	0.3
1692	0.032	0.3
1693	0.0321	0.3
1694	0.0333	0.3
1695	0.0303	0.3
1696	0.0309	0.3
1697	0.0306	0.3
1698	0.032	0.3
1699	0.032	0.3
1700	0.0313	0.3
1701	0.0325	0.3
1702	0.0336	0.3
1703	0.0317	0.3
1704	0.031	0.3
1705	0.0322	0.3
1706	0.0324	0.3
1707	0.0328	0.3
1708	0.0333	0.3
1709	0.0324	0.3
1710	0.0325	0.3
1711	0.0328	0.3
1712	0.0315	0.3
1713	0.0335	0.3
1714	0.0328	0.3
1715	0.0329	0.3
1716	0.0328	0.3
1717	0.0336	0.3
1718	0.0335	0.3
1719	0.0317	0.3
1720	0.0327	0.3
1721	0.033	0.3
1722	0.0345	0.3
1723	0.0328	0.3
1724	0.0324	0.3
1725	0.0331	0.3
1726	0.0326	0.3
1727	0.0323	0.3
1728	0.0322	0.3
1729	0.0323	0.3
1730	0.033	0.3
1731	0.0346	0.3
1732	0.032	0.3
1733	0.0314	0.3
1734	0.0324	0.3
1735	0.0329	0.3
1736	0.0329	0.3
1737	0.0336	0.3
1738	0.0337	0.3
1739	0.0363	0.3
1740	0.0356	0.3
1741	0.0348	0.3
1742	0.0351	0.3
1743	0.0366	0.3
1744	0.0358	0.3
1745	0.0377	0.3
1746	0.0376	0.3
1747	0.0377	0.3
1748	0.0391	0.3
1749	0.0384	0.3
1750	0.0384	0.3
1751	0.0384	0.3
1752	0.0385	0.3
1753	0.0382	0.3
1754	0.0398	0.3
1755	0.0387	0.3
1756	0.037	0.3
1757	0.0391	0.3
1758	0.039	0.3
1759	0.0385	0.3
1760	0.0386	0.3
1761	0.0377	0.3
1762	0.0393	0.3
1763	0.0388	0.3
1764	0.0381	0.3
1765	0.0393	0.3
1766	0.0385	0.3
1767	0.0388	0.3
1768	0.0377	0.3
1769	0.0389	0.3
1770	0.0378	0.3
1771	0.0392	0.3
1772	0.0375	0.3
1773	0.0384	0.3
1774	0.0382	0.3
1775	0.0373	0.3
1776	0.0372	0.3
1777	0.0372	0.3
1778	0.0368	0.3
1779	0.035	0.3
1780	0.0361	0.3
1781	0.035	0.3
1782	0.0331	0.3
1783	0.0339	0.3
1784	0.0328	0.3
1785	0.0337	0.3
1786	0.0327	0.3
1787	0.0318	0.3
1788	0.0307	0.3
1789	0.0306	0.3
1790	0.0326	0.3
1791	0.0304	0.3
1792	0.0286	0.3
1793	0.029	0.3
1794	0.0275	0.3
1795	0.0267	0.3
1796	0.028	0.3
1797	0.0275	0.3
1798	0.0262	0.3
1799	0.0256	0.3
1800	0.0257	0.3
1801	0.025	0.3
1802	0.0265	0.3
1803	0.0253	0.3
1804	0.0233	0.3
1805	0.0248	0.3
1806	0.0243	0.3
1807	0.0228	0.3
1808	0.0231	0.3
1809	0.023	0.3
1810	0.0231	0.3
1811	0.0228	0.3
1812	0.0216	0.3
1813	0.0206	0.3
1814	0.0215	0.3
1815	0.0187	0.3
1816	0.0201	0.3
1817	0.0193	0.3
1818	0.0203	0.3
1819	0.018	0.3
1820	0.0193	0.3
1821	0.018	0.3
1822	0.0178	0.3
1823	0.0183	0.3
1824	0.0181	0.3
1825	0.019	0.3
1826	0.0174	0.3
1827	0.0179	0.3
1828	0.0186	0.3
1829	0.0176	0.3
1830	0.0179	0.3
1831	0.0174	0.3
1832	0.0175	0.3
1833	0.0173	0.3
1834	0.0177	0.3
1835	0.0183	0.3
1836	0.0172	0.3
1837	0.0167	0.3
1838	0.0174	0.3
1839	0.0172	0.3
1840	0.0172	0.3
1841	0.0164	0.3
1842	0.0161	0.3
1843	0.0166	0.3
1844	0.0168	0.3
1845	0.0168	0.3
1846	0.0168	0.3
1847	0.0167	0.3
1848	0.0171	0.3
1849	0.0169	0.3
1850	0.0168	0.3
1851	0.0167	0.3
1852	0.0175	0.3
1853	0.0172	0.3
1854	0.0167	0.3
1855	0.018	0.3
1856	0.0172	0.3
1857	0.0176	0.3
1858	0.0167	0.3
1859	0.0169	0.3
1860	0.0183	0.3
1861	0.0181	0.3
1862	0.0162	0.3
1863	0.0176	0.3
1864	0.0186	0.3
1865	0.0178	0.3
1866	0.0174	0.3
1867	0.0176	0.3
1868	0.0176	0.3
1869	0.0182	0.3
1870	0.0174	0.3
1871	0.0172	0.3
1872	0.0172	0.3
1873	0.0184	0.3
1874	0.0181	0.3
1875	0.0182	0.3
1876	0.0182	0.3
1877	0.0175	0.3
1878	0.0182	0.3
1879	0.0172	0.3
1880	0.017	0.3
1881	0.0175	0.3
1882	0.0182	0.3
1883	0.0182	0.3
1884	0.0184	0.3
1885	0.0182	0.3
1886	0.0178	0.3
1887	0.0186	0.3
1888	0.0191	0.3
1889	0.0182	0.3
1890	0.0179	0.3
1891	0.0189	0.3
1892	0.0188	0.3
1893	0.0185	0.3
1894	0.0194	0.3
1895	0.0195	0.3
1896	0.0185	0.3
1897	0.0183	0.3
1898	0.0196	0.3
1899	0.019	0.3
1900	0.0193	0.3
1901	0.0188	0.3
1902	0.0185	0.3
1903	0.0185	0.3
1904	0.0187	0.3
1905	0.0186	0.3
1906	0.0181	0.3
1907	0.0182	0.3
1908	0.0181	0.3
1909	0.0183	0.3
1910	0.0183	0.3
1911	0.0177	0.3
1912	0.0179	0.3
1913	0.0169	0.3
1914	0.0179	0.3
1915	0.0175	0.3
1916	0.0178	0.3
1917	0.0169	0.3
1918	0.0169	0.3
1919	0.0164	0.3
1920	0.0166	0.3
1921	0.0168	0.3
1922	0.0168	0.3
1923	0.0166	0.3
1924	0.0161	0.3
1925	0.0167	0.3
1926	0.017	0.3
1927	0.0172	0.3
1928	0.0166	0.3
1929	0.0168	0.3
1930	0.0173	0.3
1931	0.0173	0.3
1932	0.0163	0.3
1933	0.0167	0.3
1934	0.0165	0.3
1935	0.0171	0.3
1936	0.0181	0.3
1937	0.0191	0.3
1938	0.0191	0.3
1939	0.0196	0.3
1940	0.0187	0.3
1941	0.0182	0.3
1942	0.0177	0.3
1943	0.0191	0.3
1944	0.0186	0.3
1945	0.0178	0.3
1946	0.018	0.3
1947	0.0176	0.3
1948	0.0166	0.3
1949	0.0176	0.3
1950	0.0186	0.3
1951	0.0194	0.3
1952	0.02	0.3
1953	0.0199	0.3
1954	0.0198	0.3
1955	0.0198	0.3
1956	0.0186	0.3
1957	0.0189	0.3
1958	0.019	0.3
1959	0.0184	0.3
1960	0.0184	0.3
1961	0.0176	0.3
1962	0.0175	0.3
1963	0.0174	0.3
1964	0.0176	0.3
1965	0.0177	0.3
1966	0.0173	0.3
1967	0.0185	0.3
1968	0.0177	0.3
1969	0.019	0.3
1970	0.0183	0.3
1971	0.0183	0.3
1972	0.0185	0.3
1973	0.0183	0.3
1974	0.0197	0.3
1975	0.0189	0.3
1976	0.02	0.3
1977	0.0196	0.3
1978	0.0197	0.3
1979	0.0208	0.3
1980	0.0214	0.3
1981	0.0198	0.3
1982	0.0198	0.3
1983	0.0193	0.3
1984	0.0208	0.3
1985	0.0205	0.3
1986	0.0195	0.3
1987	0.0195	0.3
1988	0.0208	0.3
1989	0.0199	0.3
1990	0.019	0.3
1991	0.0187	0.3
1992	0.0188	0.3
1993	0.0191	0.3
1994	0.0193	0.3
1995	0.0195	0.3
1996	0.0207	0.3
1997	0.0215	0.3
1998	0.0203	0.3
1999	0.021	0.3
2000	0.0224	0.3
2001	0.0216	0.3
2002	0.0212	0.3
2003	0.0212	0.3
2004	0.0202	0.3
2005	0.0207	0.3
2006	0.0207	0.3
2007	0.0201	0.3
2008	0.0193	0.3
2009	0.0193	0.3
2010	0.0197	0.3
2011	0.0203	0.3
2012	0.0197	0.3
2013	0.0208	0.3
2014	0.02	0.3
2015	0.0202	0.3
2016	0.0199	0.3
2017	0.0183	0.3
2018	0.0193	0.3
2019	0.0195	0.3
2020	0.0206	0.3
2021	0.0204	0.3
2022	0.0208	0.3
2023	0.021	0.3
2024	0.0202	0.3
2025	0.0207	0.3
2026	0.022	0.3
2027	0.0214	0.3
2028	0.021	0.3
2029	0.0206	0.3
2030	0.0205	0.3
2031	0.0203	0.3
2032	0.0183	0.3
2033	0.0184	0.3
2034	0.0176	0.3
2035	0.0184	0.3
2036	0.0186	0.3
2037	0.0174	0.3
2038	0.0178	0.3
2039	0.0182	0.3
2040	0.0175	0.3
2041	0.0179	0.3
2042	0.018	0.3
2043	0.0175	0.3
2044	0.0176	0.3
2045	0.0181	0.3
2046	0.0168	0.3
2047	0.0174	0.3
2048	0.0175	0.3
2049	0.0182	0.3
2050	0.0181	0.3
2051	0.018	0.3
2052	0.0167	0.3
2053	0.0179	0.3
2054	0.0175	0.3
2055	0.0185	0.3
2056	0.0176	0.3
2057	0.0187	0.3
2058	0.0192	0.3
2059	0.0179	0.3
2060	0.0188	0.3
2061	0.02	0.3
2062	0.0189	0.3
2063	0.0206	0.3
2064	0.0203	0.3
2065	0.0221	0.3
2066	0.0227	0.3
2067	0.0212	0.3
2068	0.0205	0.3
2069	0.0209	0.3
2070	0.0205	0.3
2071	0.0205	0.3
2072	0.0208	0.3
2073	0.0208	0.3
2074	0.0203	0.3
2075	0.0209	0.3
2076	0.0215	0.3
2077	0.0192	0.3
2078	0.019	0.3
2079	0.0199	0.3
2080	0.0208	0.3
2081	0.0203	0.3
2082	0.0211	0.3
2083	0.0222	0.3
2084	0.0224	0.3
2085	0.0225	0.3
2086	0.0226	0.3
2087	0.0218	0.3
2088	0.0215	0.3
2089	0.0209	0.3
2090	0.0218	0.3
2091	0.0221	0.3
2092	0.021	0.3
2093	0.0222	0.3
2094	0.0219	0.3
2095	0.0231	0.3
2096	0.0243	0.3
2097	0.0241	0.3
2098	0.0241	0.3
2099	0.0246	0.3
2100	0.0249	0.3
2101	0.0259	0.3
2102	0.0247	0.3
2103	0.0257	0.3
2104	0.0263	0.3
2105	0.0266	0.3
2106	0.0271	0.3
2107	0.0264	0.3
2108	0.0271	0.3
2109	0.0265	0.3
2110	0.0284	0.3
2111	0.0271	0.3
2112	0.0269	0.3
2113	0.0287	0.3
2114	0.0284	0.3
2115	0.028	0.3
2116	0.03	0.3
2117	0.0277	0.3
2118	0.0284	0.3
2119	0.0291	0.3
2120	0.0299	0.3
2121	0.0284	0.3
2122	0.0274	0.3
2123	0.0258	0.3
2124	0.0266	0.3
2125	0.0271	0.3
2126	0.0251	0.3
2127	0.0252	0.3
2128	0.0252	0.3
2129	0.0256	0.3
2130	0.0257	0.3
2131	0.0243	0.3
2132	0.024	0.3
2133	0.0232	0.3
2134	0.0231	0.3
2135	0.0235	0.3
2136	0.0226	0.3
2137	0.022	0.3
2138	0.023	0.3
2139	0.0219	0.3
2140	0.0227	0.3
2141	0.0234	0.3
2142	0.0219	0.3
2143	0.0234	0.3
2144	0.0237	0.3
2145	0.0245	0.3
2146	0.0232	0.3
2147	0.0237	0.3
2148	0.0244	0.3
2149	0.0226	0.3
2150	0.0244	0.3
2151	0.0247	0.3
2152	0.0233	0.3
2153	0.0253	0.3
2154	0.0236	0.3
2155	0.0242	0.3
2156	0.0237	0.3
2157	0.0238	0.3
2158	0.0256	0.3
2159	0.024	0.3
2160	0.0253	0.3
2161	0.0256	0.3
2162	0.0254	0.3
2163	0.0265	0.3
2164	0.0274	0.3
2165	0.0273	0.3
2166	0.0285	0.3
2167	0.027	0.3
2168	0.0279	0.3
2169	0.0272	0.3
2170	0.0288	0.3
2171	0.0288	0.3
2172	0.0276	0.3
2173	0.0286	0.3
2174	0.028	0.3
2175	0.0299	0.3
2176	0.0286	0.3
2177	0.0286	0.3
2178	0.0301	0.3
2179	0.0278	0.3
2180	0.029	0.3
2181	0.0286	0.3
2182	0.0278	0.3
2183	0.0284	0.3
2184	0.0289	0.3
2185	0.0286	0.3
2186	0.0298	0.3
2187	0.03	0.3
2188	0.0316	0.3
2189	0.0298	0.3
2190	0.0313	0.3
2191	0.0293	0.3
2192	0.0289	0.3
2193	0.0291	0.3
2194	0.0273	0.3
2195	0.0282	0.3
2196	0.0273	0.3
2197	0.0256	0.3
2198	0.0262	0.3
2199	0.0254	0.3
2200	0.0242	0.3
2201	0.0237	0.3
2202	0.0231	0.3
2203	0.0231	0.3
2204	0.0237	0.3
2205	0.0229	0.3
2206	0.0236	0.3
2207	0.0216	0.3
2208	0.0224	0.3
2209	0.021	0.3
2210	0.0206	0.3
2211	0.0208	0.3
2212	0.02	0.3
2213	0.0197	0.3
2214	0.02	0.3
2215	0.0201	0.3
2216	0.0196	0.3
2217	0.0177	0.3
2218	0.019	0.3
2219	0.0178	0.3
2220	0.0183	0.3
2221	0.0184	0.3
2222	0.0191	0.3
2223	0.0198	0.3
2224	0.0196	0.3
2225	0.0226	0.3
2226	0.0208	0.3
2227	0.0205	0.3
2228	0.0203	0.3
2229	0.0189	0.3
2230	0.0193	0.3
2231	0.0181	0.3
2232	0.0177	0.3
2233	0.0176	0.3
2234	0.0185	0.3
2235	0.0198	0.3
2236	0.0193	0.3
2237	0.0179	0.3
2238	0.0184	0.3
2239	0.0185	0.3
2240	0.0189	0.3
2241	0.0191	0.3
2242	0.0193	0.3
2243	0.0198	0.3
2244	0.0194	0.3
2245	0.0203	0.3
2246	0.0203	0.3
2247	0.0206	0.3
2248	0.0211	0.3
2249	0.0212	0.3
2250	0.0229	0.3
2251	0.0225	0.3
2252	0.0242	0.3
2253	0.0242	0.3
2254	0.0248	0.3
2255	0.0241	0.3
2256	0.0249	0.3
2257	0.026	0.3
2258	0.0254	0.3
2259	0.0259	0.3
2260	0.0263	0.3
2261	0.027	0.3
2262	0.0267	0.3
2263	0.0263	0.3
2264	0.0263	0.3
2265	0.026	0.3
2266	0.0276	0.3
2267	0.0278	0.3
2268	0.0288	0.3
2269	0.0286	0.3
2270	0.0297	0.3
2271	0.0308	0.3
2272	0.0332	0.3
2273	0.0325	0.3
2274	0.032	0.3
2275	0.0354	0.3
2276	0.036	0.3
2277	0.0381	0.3
2278	0.0372	0.3
2279	0.037	0.3
2280	0.0363	0.3
2281	0.0343	0.3
2282	0.0324	0.3
2283	0.0338	0.3
2284	0.0323	0.3
2285	0.0291	0.3
2286	0.0277	0.3
2287	0.027	0.3
2288	0.0271	0.3
2289	0.0252	0.3
2290	0.0246	0.3
2291	0.0237	0.3
2292	0.0229	0.3
2293	0.0214	0.3
2294	0.0216	0.3
2295	0.0209	0.3
2296	0.0218	0.3
2297	0.0227	0.3
2298	0.0222	0.3
2299	0.0221	0.3
2300	0.0205	0.3
2301	0.02	0.3
2302	0.0192	0.3
2303	0.0195	0.3
2304	0.0199	0.3
2305	0.0198	0.3
2306	0.0192	0.3
2307	0.019	0.3
2308	0.0186	0.3
2309	0.0192	0.3
2310	0.0188	0.3
2311	0.019	0.3
2312	0.0185	0.3
2313	0.0184	0.3
2314	0.019	0.3
2315	0.0185	0.3
2316	0.0191	0.3
2317	0.0196	0.3
2318	0.0197	0.3
2319	0.0195	0.3
2320	0.0202	0.3
2321	0.0198	0.3
2322	0.0191	0.3
2323	0.0198	0.3
2324	0.0185	0.3
2325	0.0192	0.3
2326	0.0199	0.3
2327	0.0192	0.3
2328	0.0191	0.3
2329	0.0197	0.3
2330	0.019	0.3
2331	0.0207	0.3
2332	0.0205	0.3
2333	0.0202	0.3
2334	0.0191	0.3
2335	0.0192	0.3
2336	0.0193	0.3
2337	0.019	0.3
2338	0.0189	0.3
2339	0.0186	0.3
2340	0.0174	0.3
2341	0.0183	0.3
2342	0.0179	0.3
2343	0.0179	0.3
2344	0.0176	0.3
2345	0.0179	0.3
2346	0.017	0.3
2347	0.017	0.3
2348	0.0168	0.3
2349	0.0168	0.3
2350	0.0169	0.3
2351	0.017	0.3
2352	0.0168	0.3
2353	0.0172	0.3
2354	0.0172	0.3
2355	0.0171	0.3
2356	0.0172	0.3
2357	0.0173	0.3
2358	0.0172	0.3
2359	0.017	0.3
2360	0.0177	0.3
2361	0.0172	0.3
2362	0.0174	0.3
2363	0.0173	0.3
2364	0.0174	0.3
2365	0.0174	0.3
2366	0.0175	0.3
2367	0.0177	0.3
2368	0.0185	0.3
2369	0.0187	0.3
2370	0.0198	0.3
2371	0.0203	0.3
2372	0.0199	0.3
2373	0.0203	0.3
2374	0.0207	0.3
2375	0.0222	0.3
2376	0.0217	0.3
2377	0.0219	0.3
2378	0.0229	0.3
2379	0.0236	0.3
2380	0.0234	0.3
2381	0.0243	0.3
2382	0.0244	0.3
2383	0.0242	0.3
2384	0.0248	0.3
2385	0.0234	0.3
2386	0.0247	0.3
2387	0.0256	0.3
2388	0.024	0.3
2389	0.023	0.3
2390	0.023	0.3
2391	0.0229	0.3
2392	0.0222	0.3
2393	0.0215	0.3
2394	0.0213	0.3
2395	0.0204	0.3
2396	0.0206	0.3
2397	0.0213	0.3
2398	0.0199	0.3
2399	0.0206	0.3
2400	0.021	0.3
2401	0.0215	0.3
2402	0.0203	0.3
2403	0.0198	0.3
2404	0.0195	0.3
2405	0.0198	0.3
2406	0.0192	0.3
2407	0.0199	0.3
2408	0.0201	0.3
2409	0.0203	0.3
2410	0.0204	0.3
2411	0.0209	0.3
2412	0.02	0.3
2413	0.0192	0.3
2414	0.0198	0.3
2415	0.0202	0.3
2416	0.0207	0.3
2417	0.0216	0.3
2418	0.0208	0.3
2419	0.0213	0.3
2420	0.0224	0.3
2421	0.0226	0.3
2422	0.0207	0.3
2423	0.0203	0.3
2424	0.0204	0.3
2425	0.0209	0.3
2426	0.0205	0.3
2427	0.0208	0.3
2428	0.0214	0.3
2429	0.0218	0.3
2430	0.0203	0.3
2431	0.0224	0.3
2432	0.0218	0.3
2433	0.0223	0.3
2434	0.0222	0.3
2435	0.023	0.3
2436	0.0228	0.3
2437	0.0228	0.3
2438	0.024	0.3
2439	0.0248	0.3
2440	0.0245	0.3
2441	0.0235	0.3
2442	0.0239	0.3
2443	0.0254	0.3
2444	0.0242	0.3
2445	0.0255	0.3
2446	0.0264	0.3
2447	0.0254	0.3
2448	0.0246	0.3
2449	0.0227	0.3
2450	0.0221	0.3
2451	0.0222	0.3
2452	0.0207	0.3
2453	0.0206	0.3
2454	0.0205	0.3
2455	0.0206	0.3
2456	0.0217	0.3
2457	0.0224	0.3
2458	0.0222	0.3
2459	0.0231	0.3
2460	0.0231	0.3
2461	0.0237	0.3
2462	0.0233	0.3
2463	0.0242	0.3
2464	0.0244	0.3
2465	0.0256	0.3
2466	0.0253	0.3
2467	0.0265	0.3
2468	0.0268	0.3
2469	0.0267	0.3
2470	0.0283	0.3
2471	0.0277	0.3
2472	0.0295	0.3
2473	0.0292	0.3
2474	0.0296	0.3
2475	0.0298	0.3
2476	0.0299	0.3
2477	0.0301	0.3
2478	0.031	0.3
2479	0.031	0.3
2480	0.0313	0.3
2481	0.0308	0.3
2482	0.0316	0.3
2483	0.031	0.3
2484	0.0307	0.3
2485	0.0328	0.3
2486	0.0349	0.3
2487	0.0367	0.3
2488	0.0392	0.3
2489	0.0394	0.3
2490	0.041	0.3
2491	0.0403	0.3
2492	0.0414	0.3
2493	0.0404	0.3
2494	0.0385	0.3
2495	0.0371	0.3
2496	0.0348	0.3
2497	0.0329	0.3
2498	0.03	0.3
2499	0.0279	0.3
2500	0.0271	0.3
2501	0.0259	0.3
2502	0.0251	0.3
2503	0.0232	0.3
2504	0.0223	0.3
2505	0.0208	0.3
2506	0.0198	0.3
2507	0.0185	0.3
2508	0.017	0.3
2509	0.0173	0.3
2510	0.0169	0.3
2511	0.0171	0.3
2512	0.0172	0.3
2513	0.0168	0.3
2514	0.0175	0.3
2515	0.0176	0.3
2516	0.0178	0.3
2517	0.0177	0.3
2518	0.0181	0.3
2519	0.0196	0.3
2520	0.019	0.3
2521	0.0185	0.3
2522	0.0189	0.3
2523	0.0189	0.3
2524	0.0185	0.3
2525	0.0184	0.3
2526	0.0181	0.3
2527	0.0176	0.3
2528	0.0176	0.3
2529	0.0173	0.3
2530	0.0173	0.3
2531	0.0175	0.3
2532	0.018	0.3
2533	0.0184	0.3
2534	0.0183	0.3
2535	0.0183	0.3
2536	0.0191	0.3
2537	0.0192	0.3
2538	0.0203	0.3
2539	0.0198	0.3
2540	0.02	0.3
2541	0.0188	0.3
2542	0.0199	0.3
2543	0.0194	0.3
2544	0.0197	0.3
2545	0.0204	0.3
2546	0.0195	0.3
2547	0.0199	0.3
2548	0.0211	0.3
2549	0.0213	0.3
2550	0.021	0.3
2551	0.0211	0.3
2552	0.0223	0.3
2553	0.0223	0.3
2554	0.0208	0.3
2555	0.0194	0.3
2556	0.0194	0.3
2557	0.0195	0.3
2558	0.0205	0.3
2559	0.0204	0.3
2560	0.021	0.3
2561	0.0206	0.3
2562	0.0214	0.3
2563	0.0225	0.3
2564	0.0225	0.3
2565	0.0222	0.3
2566	0.0236	0.3
2567	0.0225	0.3
2568	0.0215	0.3
2569	0.0213	0.3
2570	0.022	0.3
2571	0.0228	0.3
2572	0.0229	0.3
2573	0.0237	0.3
2574	0.0231	0.3
2575	0.0213	0.3
2576	0.0212	0.3
2577	0.0205	0.3
2578	0.0195	0.3
2579	0.0207	0.3
2580	0.0206	0.3
2581	0.0203	0.3
2582	0.0211	0.3
2583	0.0216	0.3
2584	0.0221	0.3
2585	0.0236	0.3
2586	0.0236	0.3
2587	0.0241	0.3
2588	0.025	0.3
2589	0.0256	0.3
2590	0.0257	0.3
2591	0.0265	0.3
2592	0.0261	0.3
2593	0.0272	0.3
2594	0.0276	0.3
2595	0.0279	0.3
2596	0.0285	0.3
2597	0.0296	0.3
2598	0.0305	0.3
2599	0.0303	0.3
2600	0.0311	0.3
2601	0.0315	0.3
2602	0.0312	0.3
2603	0.0318	0.3
2604	0.0315	0.3
2605	0.0328	0.3
2606	0.0325	0.3
2607	0.033	0.3
2608	0.0325	0.3
2609	0.0328	0.3
2610	0.033	0.3
2611	0.0319	0.3
2612	0.0312	0.3
2613	0.031	0.3
2614	0.0297	0.3
2615	0.0299	0.3
2616	0.0299	0.3
2617	0.0285	0.3
2618	0.0301	0.3
2619	0.029	0.3
2620	0.0292	0.3
2621	0.029	0.3
2622	0.0296	0.3
2623	0.0295	0.3
2624	0.0299	0.3
2625	0.0297	0.3
2626	0.029	0.3
2627	0.0289	0.3
2628	0.0288	0.3
2629	0.0267	0.3
2630	0.0266	0.3
2631	0.0262	0.3
2632	0.0268	0.3
2633	0.0297	0.3
2634	0.0277	0.3
2635	0.0263	0.3
2636	0.0246	0.3
2637	0.0227	0.3
2638	0.0209	0.3
2639	0.0191	0.3
2640	0.0184	0.3
2641	0.0168	0.3
2642	0.0167	0.3
2643	0.0167	0.3
2644	0.0169	0.3
2645	0.0166	0.3
2646	0.0166	0.3
2647	0.0167	0.3
2648	0.0167	0.3
2649	0.0168	0.3
2650	0.017	0.3
2651	0.0172	0.3
2652	0.0178	0.3
2653	0.018	0.3
2654	0.0188	0.3
2655	0.0197	0.3
2656	0.0184	0.3
2657	0.0193	0.3
2658	0.0199	0.3
2659	0.0197	0.3
2660	0.0198	0.3
2661	0.0191	0.3
2662	0.0185	0.3
2663	0.0196	0.3
2664	0.0194	0.3
2665	0.0207	0.3
2666	0.0203	0.3
2667	0.019	0.3
2668	0.0186	0.3
2669	0.0185	0.3
2670	0.0183	0.3
2671	0.0182	0.3
2672	0.0195	0.3
2673	0.0194	0.3
2674	0.0192	0.3
2675	0.0186	0.3
2676	0.018	0.3
2677	0.0183	0.3
2678	0.0175	0.3
2679	0.0189	0.3
2680	0.0186	0.3
2681	0.0195	0.3
2682	0.0209	0.3
2683	0.0206	0.3
2684	0.0198	0.3
2685	0.019	0.3
2686	0.0196	0.3
2687	0.0208	0.3
2688	0.0217	0.3
2689	0.0216	0.3
2690	0.0209	0.3
2691	0.0207	0.3
2692	0.0214	0.3
2693	0.0227	0.3
2694	0.0228	0.3
2695	0.0235	0.3
2696	0.0244	0.3
2697	0.0245	0.3
2698	0.0255	0.3
2699	0.0255	0.3
2700	0.025	0.3
2701	0.0255	0.3
2702	0.0256	0.3
2703	0.0267	0.3
2704	0.026	0.3
2705	0.0265	0.3
2706	0.0256	0.3
2707	0.0245	0.3
2708	0.0241	0.3
2709	0.0239	0.3
2710	0.0235	0.3
2711	0.0235	0.3
2712	0.0239	0.3
2713	0.0239	0.3
2714	0.0243	0.3
2715	0.0243	0.3
2716	0.0242	0.3
2717	0.0237	0.3
2718	0.0241	0.3
2719	0.0245	0.3
2720	0.0241	0.3
2721	0.0237	0.3
2722	0.0236	0.3
2723	0.0227	0.3
2724	0.023	0.3
2725	0.0231	0.3
2726	0.0222	0.3
2727	0.0215	0.3
2728	0.0213	0.3
2729	0.0209	0.3
2730	0.0207	0.3
2731	0.0204	0.3
2732	0.0205	0.3
2733	0.0212	0.3
2734	0.0217	0.3
2735	0.0219	0.3
2736	0.0231	0.3
2737	0.023	0.3
2738	0.0236	0.3
2739	0.0237	0.3
2740	0.0243	0.3
2741	0.0245	0.3
2742	0.0241	0.3
2743	0.0237	0.3
2744	0.024	0.3
2745	0.024	0.3
2746	0.0235	0.3
2747	0.0238	0.3
2748	0.024	0.3
2749	0.0241	0.3
2750	0.0232	0.3
2751	0.0219	0.3
2752	0.0206	0.3
2753	0.0206	0.3
