#depth	age	sigma_age	air_age	sigma_air_age	deporate	sigma_deporate	thinning	sigma_thinning	LID	sigma_LID	delta_depth	sigma_delta_depth	deporate_model	sigma_deporate_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
0.000000000000000000e+00	-5.102941650912874394e+01	4.922294039033658919e+00	nan	nan	5.489758954675409003e-02	2.199114196740621294e-02	9.576020312275260737e-01	1.527935575513592326e-01	nan	nan	nan	nan	3.749999999999999861e-02	5.999999999999999778e-01	9.989999999999999991e-01	5.000000000000000278e-02	1.095300000000000011e+02	1.000000000000000000e+00	1.362500225530431652e-01	4.214615643881934604e-02	nan	nan
1.000000000000000000e+00	-4.368996818272063365e+01	4.342922379848912051e+00	nan	nan	5.053310108425921460e-02	1.605151595257346686e-02	9.595657125783368935e-01	1.457297065506183154e-01	nan	nan	nan	nan	3.739999999999999575e-02	5.999999999999999778e-01	9.989999999999999991e-01	5.000000000000000278e-02	1.095300000000000011e+02	1.000000000000000000e+00	1.230148245868732670e-01	2.803098291862880093e-02	nan	nan
2.000000000000000000e+00	-3.556086664265544783e+01	4.608712175136094658e+00	nan	nan	3.722280083227118286e-02	8.456816912179832349e-03	9.615334207005223899e-01	1.386535652615299430e-01	nan	nan	nan	nan	3.020000000000000462e-02	5.999999999999998668e-01	9.989999999999999991e-01	5.000000000000000278e-02	1.095300000000000011e+02	1.000000000000000000e+00	8.890297981677178218e-02	1.227729395730435893e-02	nan	nan
3.000000000000000000e+00	-2.431264974305331350e+01	5.149264530536633799e+00	nan	nan	3.671375835780325142e-02	5.338495013977624139e-03	9.635051638514748884e-01	1.315681780062820661e-01	nan	nan	nan	nan	3.290000000000001257e-02	5.999999999999998668e-01	9.989999999999999991e-01	5.000000000000000278e-02	1.095300000000000011e+02	1.000000000000000000e+00	8.605782554392189809e-02	5.889800256190110515e-03	nan	nan
4.000000000000000000e+00	-1.269255600166981424e+01	5.094468890383331505e+00	nan	nan	3.484449208225463834e-02	4.020178003913966493e-03	9.654809503055197251e-01	1.244772161784102743e-01	nan	nan	nan	nan	3.379999999999999671e-02	5.999999999999998668e-01	9.989999999999999991e-01	5.000000000000000278e-02	1.095300000000000011e+02	1.000000000000000000e+00	8.018243548427865519e-02	6.926207471104142872e-03	nan	nan
5.000000000000000000e+00	-2.209966887069398922e-01	4.421182795874649685e+00	nan	nan	3.001720039197873502e-02	3.239352171996565891e-03	9.674607883539497744e-01	1.173852743003528792e-01	nan	nan	nan	nan	2.990000000000000990e-02	5.999999999999998668e-01	9.989999999999999991e-01	5.000000000000000278e-02	1.095300000000000011e+02	1.000000000000000000e+00	6.783111710721621834e-02	4.786125014370519980e-03	nan	nan
6.000000000000000000e+00	1.452149971481484414e+01	3.676397732158998899e+00	nan	nan	2.471462930214612594e-02	2.668149949050849061e-03	9.694446863050603103e-01	1.102981212427195518e-01	nan	nan	nan	nan	2.540000000000000591e-02	5.999999999999999778e-01	9.989999999999999991e-01	5.000000000000000278e-02	1.095300000000000011e+02	1.000000000000000000e+00	5.486019659293377149e-02	3.587751953616722615e-03	nan	nan
7.000000000000000000e+00	3.274965167387662035e+01	2.630879869041938157e+00	nan	nan	2.617276591275608660e-02	3.094099088741490613e-03	9.709464499554125716e-01	1.031716996950609450e-01	nan	nan	nan	nan	2.779999999999999138e-02	5.999999999999999778e-01	9.984999999999999432e-01	5.000000000000000278e-02	1.095300000000000011e+02	1.000000000000000000e+00	5.705731742651748428e-02	4.428096470386193827e-03	nan	nan
8.000000000000000000e+00	5.027588748557372611e+01	1.419893438830249321e+00	nan	nan	2.401529790829738317e-02	2.483528426754783892e-03	9.724502961393959310e-01	9.607436721390302803e-02	nan	nan	nan	nan	2.570000000000000062e-02	6.000000000000000888e-01	9.979999999999999982e-01	5.000000000000000278e-02	1.095300000000000011e+02	1.000000000000000000e+00	5.143278321077956322e-02	2.753876106121178405e-03	nan	nan
9.000000000000000000e+00	6.971873964276389302e+01	7.594670520187412066e-01	nan	nan	2.586550365635343837e-02	2.359663284125420365e-03	9.744444256930600012e-01	8.906362118679685136e-02	nan	nan	nan	nan	2.779999999999999138e-02	6.000000000000000888e-01	9.979999999999999982e-01	5.000000000000000278e-02	1.095300000000000011e+02	1.000000000000000000e+00	5.446446712531808482e-02	1.491620148424915512e-03	nan	nan
