depth_top	depth_bot	duration	dur_unc
9.9	10.257	1.0	0.01
10.257	10.647	1.0	0.01
10.647	10.919	1.0	0.01
10.919	11.226	1.0	0.01
11.226	11.675	1.0	0.01
11.675	11.982	1.0	0.01
11.982	12.254	1.0	0.01
12.254	12.573	1.0	0.01
12.573	12.974	1.0	0.01
12.974	13.311	1.0	0.01
13.311	13.609	1.0	0.01
13.609	13.87	1.0	0.01
13.87	14.152	1.0	0.01
14.152	14.488	1.0	0.01
14.488	14.814	1.0	0.01
14.814	15.129	1.0	0.01
15.129	15.425	1.0	0.01
15.425	15.807	1.0	0.01
15.807	16.198	1.0	0.01
16.198	16.425	1.0	0.01
16.425	16.801	1.0	0.01
16.801	17.065	1.0	0.01
17.065	17.365	1.0	0.01
17.365	17.649	1.0	0.01
17.649	17.975	1.0	0.01
17.975	18.285	1.0	0.01
18.285	18.625	1.0	0.01
18.625	18.984	1.0	0.01
18.984	19.293	1.0	0.01
19.293	19.548	1.0	0.01
19.548	19.735	1.0	0.01
19.735	20.118	1.0	0.01
20.118	20.427	1.0	0.01
20.427	20.758	1.0	0.01
20.758	20.975	1.0	0.01
20.975	21.235	1.0	0.01
21.235	21.573	1.0	0.01
21.573	21.801	1.0	0.01
21.801	22.075	1.0	0.01
22.075	22.398	1.0	0.01
22.398	22.815	1.0	0.01
22.815	23.135	1.0	0.01
23.135	23.375	1.0	0.01
23.375	23.678	1.0	0.01
23.678	24.085	1.0	0.01
24.085	24.351	1.0	0.01
24.351	24.601	1.0	0.01
24.601	24.815	1.0	0.01
24.815	25.055	1.0	0.01
25.055	25.285	1.0	0.01
25.285	25.575	1.0	0.01
25.575	25.765	1.0	0.01
25.765	26.065	1.0	0.01
26.065	26.295	1.0	0.01
26.295	26.575	1.0	0.01
26.575	26.815	1.0	0.01
26.815	27.145	1.0	0.01
27.145	27.475	1.0	0.01
27.475	27.755	1.0	0.01
27.755	28.055	1.0	0.01
28.055	28.275	1.0	0.01
28.275	28.525	1.0	0.01
28.525	28.765	1.0	0.01
28.765	29.025	1.0	0.01
29.025	29.327	1.0	0.01
29.327	29.522	1.0	0.01
29.522	29.826	1.0	0.01
29.826	30.072	1.0	0.01
30.072	30.364	1.0	0.01
30.364	30.543	1.0	0.01
30.543	30.944	1.0	0.01
30.944	31.255	1.0	0.01
31.255	31.574	1.0	0.01
31.574	31.775	1.0	0.01
31.775	31.995	1.0	0.01
31.995	32.235	1.0	0.01
32.235	32.525	1.0	0.01
32.525	32.825	1.0	0.01
32.825	33.121	1.0	0.01
33.121	33.365	1.0	0.01
33.365	33.685	1.0	0.01
33.685	33.965	1.0	0.01
33.965	34.195	1.0	0.01
34.195	34.445	1.0	0.01
34.445	34.745	1.0	0.01
34.745	35.085	1.0	0.01
35.085	35.387	1.0	0.01
35.387	35.575	1.0	0.01
35.575	35.825	1.0	0.01
35.825	36.035	1.0	0.01
36.035	36.299	1.0	0.01
36.299	36.526	1.0	0.01
36.526	36.775	1.0	0.01
36.775	37.123	1.0	0.01
37.123	37.465	1.0	0.01
37.465	37.742	1.0	0.01
37.742	38.03	1.0	0.01
38.03	38.252	1.0	0.01
38.252	38.573	1.0	0.01
38.573	38.817	1.0	0.01
38.817	39.085	1.0	0.01
39.085	39.345	1.0	0.01
39.345	39.653	1.0	0.01
39.653	39.87	1.0	0.01
39.87	40.055	1.0	0.01
40.055	40.325	1.0	0.01
40.325	40.543	1.0	0.01
40.543	40.745	1.0	0.01
40.745	41.015	1.0	0.01
41.015	41.295	1.0	0.01
41.295	41.514	1.0	0.01
41.514	41.744	1.0	0.01
41.744	42.043	1.0	0.01
42.043	42.301	1.0	0.01
42.301	42.518	1.0	0.01
42.518	42.789	1.0	0.01
42.789	43.115	1.0	0.01
43.115	43.311	1.0	0.01
43.311	43.596	1.0	0.01
43.596	43.874	1.0	0.01
43.874	44.193	1.0	0.01
44.193	44.417	1.0	0.01
44.417	44.614	1.0	0.01
44.614	44.818	1.0	0.01
44.818	45.123	1.0	0.01
45.123	45.421	1.0	0.01
45.421	45.618	1.0	0.01
45.618	45.842	1.0	0.01
45.842	46.052	1.0	0.01
46.052	46.276	1.0	0.01
46.276	46.485	1.0	0.01
46.485	46.655	1.0	0.01
46.655	46.905	1.0	0.01
46.905	47.165	1.0	0.01
47.165	47.491	1.0	0.01
47.491	47.685	1.0	0.01
47.685	47.875	1.0	0.01
47.875	48.065	1.0	0.01
48.065	48.365	1.0	0.01
48.365	48.645	1.0	0.01
48.645	48.825	1.0	0.01
48.825	49.045	1.0	0.01
49.045	49.305	1.0	0.01
49.305	49.565	1.0	0.01
49.565	49.875	1.0	0.01
49.875	50.125	1.0	0.01
50.125	50.325	1.0	0.01
50.325	50.505	1.0	0.01
50.505	50.785	1.0	0.01
50.785	50.985	1.0	0.01
50.985	51.225	1.0	0.01
51.225	51.465	1.0	0.01
51.465	51.695	1.0	0.01
51.695	51.915	1.0	0.01
51.915	52.145	1.0	0.01
52.145	52.345	1.0	0.01
52.345	52.535	1.0	0.01
52.535	52.765	1.0	0.01
52.765	52.995	1.0	0.01
52.995	53.225	1.0	0.01
53.225	53.509	1.0	0.01
53.509	53.685	1.0	0.01
53.685	53.885	1.0	0.01
53.885	54.115	1.0	0.01
54.115	54.398	1.0	0.01
54.398	54.661	1.0	0.01
54.661	54.921	1.0	0.01
54.921	55.111	1.0	0.01
55.111	55.34	1.0	0.01
55.34	55.652	1.0	0.01
55.652	55.877	1.0	0.01
55.877	56.085	1.0	0.01
56.085	56.325	1.0	0.01
56.325	56.575	1.0	0.01
56.575	56.792	1.0	0.01
56.792	56.995	1.0	0.01
56.995	57.253	1.0	0.01
57.253	57.45	1.0	0.01
57.45	57.728	1.0	0.01
57.728	57.904	1.0	0.01
57.904	58.142	1.0	0.01
58.142	58.375	1.0	0.01
58.375	58.583	1.0	0.01
58.583	58.841	1.0	0.01
58.841	59.003	1.0	0.01
59.003	59.275	1.0	0.01
59.275	59.526	1.0	0.01
59.526	59.804	1.0	0.01
59.804	60.021	1.0	0.01
60.021	60.175	1.0	0.01
60.175	60.345	1.0	0.01
60.345	60.605	1.0	0.01
60.605	60.775	1.0	0.01
60.775	61.015	1.0	0.01
61.015	61.165	1.0	0.01
61.165	61.415	1.0	0.01
61.415	61.635	1.0	0.01
61.635	61.835	1.0	0.01
61.835	62.065	1.0	0.01
62.065	62.275	1.0	0.01
62.275	62.475	1.0	0.01
62.475	62.765	1.0	0.01
62.765	62.925	1.0	0.01
62.925	63.145	1.0	0.01
63.145	63.385	1.0	0.01
63.385	63.565	1.0	0.01
63.565	63.775	1.0	0.01
63.775	63.995	1.0	0.01
63.995	64.245	1.0	0.01
64.245	64.485	1.0	0.01
64.485	64.625	1.0	0.01
64.625	64.815	1.0	0.01
64.815	65.115	1.0	0.01
65.115	65.325	1.0	0.01
65.325	65.555	1.0	0.01
65.555	65.715	1.0	0.01
65.715	65.895	1.0	0.01
65.895	66.125	1.0	0.01
66.125	66.305	1.0	0.01
66.305	66.493	1.0	0.01
66.493	66.625	1.0	0.01
66.625	66.92	1.0	0.01
66.92	67.115	1.0	0.01
67.115	67.305	1.0	0.01
67.305	67.475	1.0	0.01
67.475	67.695	1.0	0.01
67.695	67.865	1.0	0.01
67.865	68.074	1.0	0.01
68.074	68.275	1.0	0.01
68.275	68.535	1.0	0.01
68.535	68.725	1.0	0.01
68.725	68.983	1.0	0.01
68.983	69.363	1.0	0.01
69.363	69.661	1.0	0.01
69.661	69.851	1.0	0.01
69.851	70.035	1.0	0.01
70.035	70.245	1.0	0.01
70.245	70.445	1.0	0.01
70.445	70.632	1.0	0.01
70.632	70.836	1.0	0.01
70.836	71.025	1.0	0.01
71.025	71.195	1.0	0.01
71.195	71.475	1.0	0.01
71.475	71.695	1.0	0.01
71.695	71.925	1.0	0.01
71.925	72.115	1.0	0.01
72.115	72.375	1.0	0.01
72.375	72.585	1.0	0.01
72.585	72.715	1.0	0.01
72.715	72.955	1.0	0.01
72.955	73.165	1.0	0.01
73.165	73.315	1.0	0.01
73.315	73.555	1.0	0.01
73.555	73.715	1.0	0.01
73.715	73.935	1.0	0.01
73.935	74.135	1.0	0.01
74.135	74.395	1.0	0.01
74.395	74.585	1.0	0.01
74.585	74.765	1.0	0.01
74.765	74.975	1.0	0.01
74.975	75.225	1.0	0.01
75.225	75.405	1.0	0.01
75.405	75.635	1.0	0.01
75.635	75.855	1.0	0.01
75.855	76.065	1.0	0.01
76.065	76.185	1.0	0.01
76.185	76.355	1.0	0.01
76.355	76.515	1.0	0.01
76.515	76.775	1.0	0.01
76.775	76.915	1.0	0.01
76.915	77.145	1.0	0.01
77.145	77.385	1.0	0.01
77.385	77.535	1.0	0.01
77.535	77.685	1.0	0.01
77.685	77.895	1.0	0.01
77.895	78.155	1.0	0.01
78.155	78.335	1.0	0.01
78.335	78.495	1.0	0.01
78.495	78.755	1.0	0.01
78.755	78.985	1.0	0.01
78.985	79.165	1.0	0.01
79.165	79.395	1.0	0.01
79.395	79.595	1.0	0.01
79.595	79.825	1.0	0.01
79.825	80.025	1.0	0.01
80.025	80.185	1.0	0.01
80.185	80.445	1.0	0.01
80.445	80.585	1.0	0.01
80.585	80.825	1.0	0.01
80.825	80.985	1.0	0.01
