#https://doi.org/10.1016/j.quascirev.2022.107754
#Depth	Age
0	-45.5216394349944
1	-17.9315916680958
2	-5.81843019834146
3	6.42444199484467
4	18.813317076477
5	31.7611503607723
6	45.4367763168708
7	60.3485892977734
8	77.0454248243995
9	94.9883842483611
10	112.642262153196
11	130.210026068667
12	147.963333976207
13	166.091366979172
14	185.10367538078
15	205.236422707729
16	224.466775868788
17	242.584547779615
18	260.695821107942
19	280.830100054068
20	302.332977980328
21	323.428257228397
22	344.34664143363
23	364.541089070015
24	383.168330814471
25	403.52926376606
26	425.729651560661
27	449.125678717769
28	473.486946322086
29	494.907796599809
30	515.376338392829
31	538.111914073179
32	560.816925296389
33	583.145820333914
34	604.21323441636
35	626.846132437953
36	650.720179881912
37	673.290215239237
38	695.644913534204
39	721.775349388513
40	742.788426796029
41	764.851726423236
42	788.783391267389
43	815.339428349592
44	844.281207393665
45	868.386179756145
46	890.492353332918
47	915.568373444554
48	943.721269252769
49	970.393620649094
50	997.209260490371
51	1023.84270815976
52	1049.68789436077
53	1075.03902857799
54	1100.08586527343
55	1125.26877604228
56	1151.45623435801
57	1179.8786262078
58	1207.78674269145
59	1232.74338597387
60	1258.18818659983
61	1284.72678428812
62	1312.21915755961
63	1340.30028779961
64	1368.21040180473
65	1396.72540117207
66	1424.58165831749
67	1450.93859779471
68	1477.60025069951
69	1508.99087589983
70	1539.79264781197
71	1569.65662571014
72	1597.30878060948
73	1624.04470199164
74	1651.97027427928
75	1680.70163448725
76	1709.58783253868
77	1737.76759049772
78	1766.82063770126
79	1801.14928870865
80	1833.49266687495
81	1863.52600624464
82	1892.98690438301
83	1922.34544785013
84	1952.63431935106
85	1981.96759006424
86	2011.24198392388
87	2042.24676332118
88	2074.10646851606
89	2104.19064595504
90	2134.90342403209
91	2166.44336604264
92	2199.8086609925
93	2232.96253978194
94	2263.33135504091
95	2293.85225902143
96	2324.22764491574
97	2354.33065234772
98	2386.2700845376
99	2423.20730533647
100	2455.14045197094
101	2484.33995248352
102	2512.85354664515
103	2541.43090150219
104	2576.8550955172
105	2614.89218308522
106	2654.55475830368
107	2694.69894333661
108	2729.24737365011
109	2759.7842145293
110	2790.77119407491
111	2822.19399541986
112	2854.02451504237
113	2881.53268919943
114	2910.50864583737
115	2940.29500274035
116	2970.167988496
117	3000.10743413104
118	3030.10217312664
119	3060.17429729987
120	3090.31541317763
121	3127.9952024039
122	3164.05122123477
123	3198.47486612296
124	3231.64822032096
125	3264.76113040287
126	3298.11422011985
127	3330.94488330925
128	3363.27656374348
129	3397.50587386615
130	3433.77378062949
131	3472.1360452846
132	3508.45590615113
133	3542.92908471602
134	3575.73679641941
135	3608.54675299967
136	3641.30680226903
137	3674.13004352356
138	3707.16158857458
139	3741.41819775746
140	3777.25471972709
141	3815.30751121702
142	3850.96596454165
143	3885.75652744365
144	3919.52258953975
145	3953.70478417323
146	3987.86722797059
147	4021.76614384252
148	4055.77024311493
149	4090.1760650748
150	4125.00946385305
151	4160.8414320881
152	4197.84961590874
153	4232.82446902915
154	4266.51471380344
155	4300.94582415722
156	4335.90387092488
157	4372.40367210817
158	4408.19843904972
159	4443.08881511773
160	4477.43716530802
161	4511.81274254061
162	4546.94805975689
163	4582.90560696916
164	4619.48734236074
165	4655.03012579803
166	4689.59656600199
167	4721.69423440535
168	4754.53613097051
169	4788.00688628816
170	4821.97458918903
171	4856.408604906
172	4891.28643213948
173	4927.50357150439
174	4964.78698440091
175	5000.40563068986
176	5034.71909935873
