##https://doi.org/10.5194/cp-3-485-2007
#depth	age
0.0	-50.0
0.55	-43.5476875
1.1	-37.418293
1.65	-31.6115265
2.2	-24.5139484
2.75	-17.7377644
3.3	-10.9594507
3.85	-3.20878959
4.4	5.48176098
4.95	13.5203848
5.5	22.2163258
6.05	30.6081333
6.6	38.3737946
7.15	46.812027
7.7	55.0562363
8.25	64.4151077
8.8	73.1507721
9.35	81.9324417
9.9	90.7592545
10.45	99.9703064
11.0	109.888786
11.55	119.258881
12.1	129.403778
12.65	139.938889
13.2	150.102051
13.75	160.580048
14.3	171.018341
14.85	181.444656
15.4	191.482834
15.95	201.87233
16.5	212.186264
17.05	223.162918
17.6	233.73909
18.15	244.640732
18.7	255.499725
19.25	266.612091
19.8	277.770966
20.35	289.250061
20.9	301.04303
21.45	312.441772
22.0	323.854523
22.55	335.578247
23.1	346.881287
23.65	358.508209
24.2	370.901123
24.75	382.874359
25.3	395.185577
25.85	407.465576
26.4	418.754913
26.95	430.397736
27.5	442.40918
28.05	454.099152
28.6	466.125183
29.15	478.214325
29.7	490.397186
30.25	503.057312
30.8	515.651001
31.35	528.764221
31.9	541.608582
32.45	554.931213
33.0	567.754211
33.55	580.599854
34.1	593.511353
34.65	606.473877
35.2	619.466064
35.75	632.048706
36.3	644.987122
36.85	658.257568
37.4	672.128357
37.95	686.651062
38.5	700.679321
39.05	715.027039
39.6	729.27771
40.15	744.238647
40.7	758.743408
41.25	772.407471
41.8	785.836182
42.35	798.900513
42.9	812.307373
43.45	824.810669
44.0	837.100037
44.55	849.379028
45.1	861.96991
45.65	875.368347
46.2	889.092407
46.75	903.166199
47.3	917.331726
47.85	931.975159
48.4	946.981934
48.95	961.227051
49.5	975.764893
50.05	990.158081
50.6	1004.54004
51.15	1018.7851
51.7	1032.38147
52.25	1046.66455
52.8	1060.58911
53.35	1074.79602
53.9	1089.0769
54.45	1103.7052
55.0	1118.15979
55.55	1132.65186
56.1	1146.79089
56.65	1160.92249
57.2	1174.39355
57.75	1188.11206
58.3	1201.49829
58.85	1215.03625
59.4	1229.32214
59.95	1243.60388
60.5	1258.22241
61.05	1272.59155
61.6	1286.97961
62.15	1301.70935
62.7	1315.86951
63.25	1330.4541
63.8	1344.70923
64.35	1358.6217
64.9	1372.61572
65.45	1386.61511
66.0	1400.62073
66.55	1415.92065
67.1	1431.90051
67.65	1447.89026
68.2	1463.26855
68.75	1478.73511
69.3	1494.21582
69.85	1509.67847
70.4	1525.08606
70.95	1540.51196
71.5	1556.33752
72.05	1571.98694
72.6	1588.01611
73.15	1604.08252
73.7	1620.57983
74.25	1637.10657
74.8	1654.01477
75.35	1670.17859
75.9	1686.01746
76.45	1702.25342
77.0	1719.76782
77.55	1736.97498
78.1	1754.16895
78.65	1770.60083
79.2	1787.40186
79.75	1804.23096
80.3	1821.97449
80.85	1839.34473
81.4	1856.49829
81.95	1872.56653
82.5	1888.98816
83.05	1905.45862
83.6	1922.0116
84.15	1938.20874
84.7	1955.51404
85.25	1972.75623
85.8	1990.00256
86.35	2007.35229
86.9	2025.23914
87.45	2043.51099
88.0	2060.98633
88.55	2078.09888
89.1	2095.21533
89.65	2112.52783
90.2	2129.74927
90.75	2147.34131
91.3	2165.32129
91.85	2183.99536
92.4	2202.29272
92.95	2219.3938
93.5	2236.5647
94.05	2253.38916
94.6	2270.87402
95.15	2288.77588
95.7	2306.32422
96.25	2326.60645
96.8	2346.90186
97.35	2366.62476
97.9	2385.38379
98.45	2404.53833
99.0	2423.7998
99.55	2443.08032
100.1	2462.51489
100.65	2480.89111
101.2	2499.64697
101.75	2517.80176
102.3	2535.12402
