depth,sulfate
1283.675,46.5666666666667
1284.4634999999998,68.6
1285.2334999999998,37.2714285714286
1285.929,29.9833333333333
1286.6205,32.9666666666667
1287.3235,26.5666666666667
1288.007,55.42
1288.692,48.4
1289.4095,31.9166666666667
1290.0990000000002,65.85
1290.7275,111.3
1291.33875,40.8
1291.95025,47.54
1292.56525,26.2
1293.19525,58.6714285714286
1293.833,35.5428571428571
1294.467,37.3
1295.12025,34.2
1295.78125,28.9166666666667
1296.41525,34.9
1297.0529999999999,132.7
1297.72525,132.7
1298.39725,39.5333333333333
1299.0349999999999,37.9666666666667
1299.652,31.7666666666667
1300.28025,36.1833333333333
1300.9275,38.85
1301.5862499999998,45.0666666666667
1302.2469999999998,63.6714285714286
1302.85975,54.5833333333333
1303.4189999999999,58.2333333333333
1304.0079999999998,69.1142857142857
1304.62775,64.8
1305.22225,55.5166666666667
1305.7982499999998,73.8
1306.36025,54.5833333333333
1306.90975,35.48
1307.4665,56.54
1308.0572499999998,44.55
1308.683,45.0166666666667
1309.317,40.1333333333333
1309.9702499999999,45.3857142857143
1310.65025,61.4285714285714
1311.324,92.2428571428572
1311.94975,35.9333333333333
1312.5265,55.32
1313.1132499999999,34.18
1313.7397500000002,51.6
1314.3595,59.2833333333333
1314.94875,48.4166666666667
1315.5417499999999,84.55
1316.1655,50.8
1316.8027499999998,58.9666666666667
1317.415,60.05
1318.0135,60.2333333333333
1318.60825,90.0833333333333
1319.16925,87.5666666666667
1319.70525,72.6
1320.26125,107.516666666667
1320.8465,121.2
1321.43325,168.783333333333
1322.0035,115.2
1322.5495,77.04
1323.0945,51.5166666666667
1323.67275,117.933333333333
1324.2930000000001,56.7666666666667
1324.91975,126.833333333333
1325.5140000000001,67.0166666666667
1326.09275,75.3
1326.672,46.0333333333333
1327.24825,73.65
1327.8105,72.8166666666667
1328.3635,90.55
1328.93475,63.5627986677444
1329.5335,76.975
1330.1307499999998,53.55
1330.6975,54.85
1331.26125,51.7
1331.8465,71.05
1332.4167499999999,53.16
1332.9592499999999,72.54
1333.5194999999999,55.5
1334.097,82.7333333333333
1334.6695,94.7833333333334
1335.26575,139.816666666667
1335.902,125.628571428571
1336.5482499999998,83.7142857142857
1337.116,53.64
1337.58475,70.125
1338.063,73.5333333333333
1338.59275,87.5166666666667
1339.152,66.6333333333333
1339.7165,40.7
1340.2845,74.0333333333334
1340.87525,80.7833333333333
1341.438,116.4
1341.96175,53.15
1342.4965,103.8
1343.03375,86.6333333333333
1343.549,71.1
1344.05925,117.1
1344.5805,112.86
1345.1132499999999,75.2333333333333
1345.6585,100.54
1346.192,87.95
1346.71425,95.225
1347.2465000000002,82.325
1347.7687500000002,71.425
1348.27475,59.1
1348.772,86.2
1349.25875,166.86
1349.7505,182.283333333333
1350.263,64.9833333333333
1350.788,33.76
1351.3005,137.26
1351.8105,90.64
1352.333,69.92
1352.848,98.16
1353.3577500000001,123.38
1353.8712500000001,61.46
1354.3890000000001,44.4
1354.93925,50.4428571428571
1355.50925,39.0666666666667
1356.0515,60.88
1356.56975,83.68
1357.071,79.14
1357.56025,58.9
1358.068,51.38
1358.58925,67.4166666666667
1359.0865,78.975
1359.56375,79.5
1360.0735,48.42
1360.6100000000001,36.7833333333333
1361.1085,45.66
1361.576,52.82
1362.0555,57.32
1362.54725,47.0333333333333
1363.0295,52.3
1363.4845,58.45
1363.94075,278.96
1364.4360000000001,233.2
1364.9285,200.666666666667
1365.3719999999998,102.166666666667
1365.79825,59.925
1366.2345,113.9
1366.6725000000001,50.875
1367.11825,33.475
1367.579,38.675
1368.0505,80.78
1368.5135,92.525
1368.9589999999998,41.65
1369.4085,110.64
1369.8665,49.04
1370.32125,105.925
1370.76475,32.35
1371.2037500000001,55.4
1371.65425,91.16
1372.1064999999999,61.24
1372.55125,61.6
1373.0082499999999,49.48
1373.48,101.28
1373.9457499999999,48.8
1374.39625,44.02
1374.835,86.35
1375.2782499999998,64.3
1375.73325,50.3
1376.19175,74.8
1376.6502500000001,76.15
1377.1015,67.75
1377.5465,79.0
1378.00225,52.74
1378.4587499999998,65.84
1378.90375,104.466666666667
1379.3542499999999,65.375
1379.8125,65.38
1380.2662500000001,66.22
1380.7069999999999,162.175
1381.1345000000001,57.375
1381.5655000000002,50.24
1382.00725,37.14
1382.44725,43.425
1382.887,72.175
1383.3274999999999,66.725
1383.7507500000002,93.5
1384.161,96.25
1384.58475,108.7
1385.0207500000001,93.025
1385.4502499999999,51.525
1385.8870000000002,35.425
1386.3445000000002,40.12
1386.796,35.675
1387.22675,47.025
1387.6425,57.55
1388.0387500000002,61.675
1388.4185,46.1333333333333
1388.8049999999998,56.025
1389.20425,56.425
1389.5925000000002,61.75
1389.97225,69.75
1390.3605,50.4
1390.7535,60.125
1391.1465,57.9
1391.5395,68.6333333333333
1391.93775,52.35
1392.34875,52.3
1392.76875,49.78
